text,nrc_sentiment,dpm_sentiment
So proud of what my partner @nihalmehta has built over the last few months. Spearheading our initiative to help local business in their time of need and now specifically black-owned local businesses. #BlackLivesMatter ,joy,surprise
"Today was powerful. Dallas, TX City Hall // 06/09/20 Black Lives Matter ",joy,surprise
"Walking and biking, peaceful demonstrations from Monroeville to Pittsburgh on the day George Floyd is laid to rest. @KDKA At 11.",joy,surprise
"The reason some people are getting so upset about every other thing being called out for racism all of a sudden is because SO MUCH OF SOCIETY IS INGRAINED WITH RACISM, YALL NORMALIZED & ENJOYED IT FOR SO LONG BUT NOW ITS TIME FOR A CHANGE! #BlackLivesMatter",joy,surprise
None one should have been listening to trapt in the first place. Now it seems less people will. Good. #blacklivesmatter,joy,surprise
Here’s two. My last two actual bookstore purchases pre #COVID__19 Both essential reading. The @Isabelwilkerson work was recommended by my friend and colleague @JBMatthews #SurgeonsWhoRead #BlackLivesMatter ,joy,surprise
Impressed by the turnout today at the @DukeHealth solidarity walk. Even more impressed by the promise to examine and end the racism in our own institution as part of the solution. #healthequity #BlackLivesMatter ,joy,surprise
"After 3 months off, the best #PGA golfers are back on the course. -16 of top 20 players in the world. -Most star-studded field ever at Colonial. -World #1 @McIlroyRory’s first tourney in #FortWorth. -No fans. -Daily #COVID19 tests. -Moment of silence at 8:46 for #GeorgeFloyd. ",joy,surprise
"“ Philly is full of individuals who are strong, who are ready to speak up for what’s right.” Karamo from Netflix’s Queer Eye talks about the protests that saw thousands stand up for Black Lives Matter in Philly. More on @NBCPhiladelphia Philly Live at 11:45",joy,surprise
momentum is continuing in Austin this week with organizers holding disruption events at irregular to the norm times in order to disrupt the city/APD in materially different ways. note the “we are NOT dancing with the cops!” #austinprotests #BlackLivesMatter – at Austin City Hall,joy,surprise
I encourage everyone to come out this Saturday 6-8pm to Bowman field on campus for a peaceful protest with me and my teammates. We’re all in this together as a Clemson family. Black Lives Matter ,joy,surprise
"It's the call to cry out in the wilderness, to speak truth to power and declare that #BlackLivesMatter To serve alongside a truth-speaking, equity-fighting @Detroitk12 Board and Superintendent @Dr_Vitti I am encouraged to run on and see what the end shall be. #StudentsRise – at Downtown Detroit",joy,surprise
A Virginia Beach woman is on a mission to spread positivity and support #BlackLivesMatter &amp; she’s using chalk to make it happen. Catch the story on @WAVY_News at 5:15,joy,surprise
Got a pretty cool Wildcast Podcast with former Arizona basketball standout Jawann McClellan coming out soon. McClellan is a Houston police officer and grew up in the same neighborhood as George Floyd. His perspective was interesting. Stay tuned... ,joy,surprise
"Black Lives Matter — All day, Every day. #chazseattle",joy,surprise
What the shirt says. #UnitedWeWin #BlackLivesMatter #Pride,joy,surprise
It 2:10 am and Black Lives Matter,joy,surprise
I did a thing to release some pent up energy. Thank you @ChizChillin for lending the photo. #blacklivesmatter ,joy,surprise
All lives can’t matter until #BlackLivesMatter,joy,surprise
Full coverage including an image gallery from a Sioux Falls demonstration supporting Black Lives Matter coming tomorrow — http://www.thestorytellerjournal.org,joy,surprise
"my Marsha P. Johnson portrait, completed #marshapjohnson #TransRights #pridemonth2020 #BlackLivesMatter ",joy,surprise
My heart is heavy this morning.. at the fact I have to say this again...but WE•WANT•TO•SIMPLY•LIVE! #RayshardBrooks #GeorgeFloyd #AhmaudArbery #BreonnaTaylor,joy,surprise
Just wanted to let yall know that black lives matter. Haven’t seen much of it on the TL lately so I thought I’d just remind yall.,joy,surprise
"I just need to say this because I saw something on IG that has me heated. When we say ""black lives matter"" it isn't dependent on the existence -- negatively or positively -- of white people. So please do not flaggelate yourselves on our behalf. 1/8",joy,surprise
And remember that black lives fucking matter,joy,surprise
"If you’re in Houston and want to pay your respects to George Floyd, there’s a mural in Third Ward. I was just there and it’s so beautiful to see in person. Here’s the address: 3341 Winbern St, Houston, TX 77004 ",joy,surprise
Recent peaceful March for #blacklivesmatter in New Lenox and Chicago South Suburban chapter of @MomsDemand represents. #WearOrange #EndGunViolence,joy,disgust
Long Beach did it again #LongBeachProtest #longislandprotest #BlackLivesMatter ,joy,surprise
Just wanted to share this picture of me and few others strong black men of many walks of life. EVERY SINGLE ONE PICTURED is College Educated! We Matter! #BlackLivesMatter ,joy,surprise
Imagine Siri being your favorite ally. #BlackLivesMatter ,joy,disgust
This is why I told my job and im out by 7:15. Only way to get home by 8:30. Cops ain’t paying attention to “essential worker passes”. Get ya butt home as fast as possible folks! Stay Smart! Stay Safe! #BlackLivesMatter,joy,surprise
"A message from the @UVMathletics AIEC. No one has to wonder where we stand on these issues, we will make it clear. #BlackLivesMatter ",joy,surprise
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
"No justice, no peace. #BlackLivesMatter ",joy,anger
BLACK LIVES MATTER PLAZA. ,joy,surprise
"I’m on baby sitting duty today and need to be extra careful during coronavirus, but nothing could keep me away from celebrating this moment. What a beautiful message for adults and children, like Dahlia, everywhere. #BlackLivesMatter #DCStatehood – at Saint John's Church",joy,surprise
"Today the president stated he was hopeful that a murdered black man is looking down thinking today is a good day because of the unemployment rate, which continues to increase among black people. I pray today is a good day for #GeorgeFloyd because he’s in the arms of Jesus.",joy,surprise
A “Black Lives Matter” protest through Bloomfield appears to remain peaceful. (Photo: Tim Lawson/KDKA) ,joy,disgust
"Ran into the Pie Man of D.C. giving out free pies to frontline healthcare staff, doctors, and nurses at @GWHospital as they wrapped up a #BlackLivesMatter protest. We stan Foggy Bottom – at George Washington University Hospital",joy,surprise
Powerful show of support from staff today at the #WhiteCoatsForBlackLives demonstration at @The_BMC. #blacklivesmatter ,joy,surprise
Proud to be part of the @uthsc family! #WhiteCoatsForBlackLives #blacklivesmatter @UTHSCMedicine @UTHSCMedPeds,joy,surprise
“Whatever we do. It must be something we commit to. And stand by. Every single day. “ - Dr. Marschall Runge @umichmedicine Looking forward to re-reading this tweet in 3 months...I truly hope it is still true then. #BlackLivesMatter #umichbmaprotest,joy,surprise
"Do not let a street being named “BLACK LIVES MATTER” distract y’all. Good! However, let’s keep protesting let’s keep spreading the message and let’s keep fucking up the white mans money!",joy,surprise
What’s good baby white boy @ScoutWithBryan please make sure to donate to bail funds if you’re serious about #BlackLivesMatter and post your receipt. I’ll consider you uncancelled if you do. You can donate here: https://secure.actblue.com/donate/bail_funds_george_floyd,joy,surprise
"I don’t always agree with him or even respect him all the time but right now, he’s making me proud! #JustinTrudeau #BlackLivesMatter ",joy,surprise
Love this little girl’s sign in its simplicity & love. #BlackLivesMatter #AllLivesMatter #Justice #Equality #JusticeForGeorge #CriminalJusticeReform @kennedydemspa,joy,surprise
"I am a black woman A QUEEN, By my birthright a goddess. Built with strength to support a kingdom and the patience to stand behind a king! #blacklivesmatter #blacklifematters #BlackTwitter #– at Downtown Miami Brickell",joy,surprise
Muslim youth leader from the Bronx calls out “fake-woke” muslims who distance themselves from movements like Black Lives Matter #nycprotests – at Borough Hall Greenmarket,joy,surprise
Has my ex-boyfriend from college said black lives matter yet?,joy,surprise
"All races, ages and music. Getting ready for Peace and Memorial Rally for George Floyd in Hampton! #13NewsNow thank you @BLM757",joy,surprise
"Today, alongside other residents, nurses and staff at the DMC, we knelt together to say “enough.” All lives can’t matter until #BlackLivesMatter. #WhiteCoatsForBlackLives #SayTheirNames",joy,surprise
Beautiful and heartbreaking. #blacklifematters #avlnews #blacklivesmatter ,joy,surprise
"Back home from my 2nd reopening day at the theme parks & think I’ll wait a few before returning. It’s my job to go but my heart isn’t in it. Not gonna lie though, seeing Celestina sing again made me smile. To those doing more important things, stay safe & strong #BlackLivesMatter – at The Wizarding World Of Harry Potter - Diagon Alley",joy,surprise
"Hey @flosports, do black lives matter yet, or do you still want to hide behind that wall of text you put up?",joy,surprise
"Places of worship in my neighborhood in Washington DC rang bells for #8minutes46seconds at 7pm tonight in memory of #GeorgeFloyd, while people lined the length of 16th Street #DCProtests #GeorgeFloydProtests",joy,surprise
In case you were wondering my stance. I stand tall. I stand with you. #WhiteCoatsForBlackLives #blacklivesmatter #blm,joy,disgust
The march ends on the steps of the courthouse. More than 500 people showed up and had a peaceful protest. #GeorgeFloyd #AtatianaJefferson #protests day 8 in #FortWorth #piliceviolence,joy,anger
"A new street sign called Black Lives Matter Plaza was dedicated today that sits above an intersection in front of the White House and right outside St. John's Church in Washington, D.C., where President Trump arranged a photo-op this week. #BLM #BlackLivesMatter – at The White House",joy,surprise
"Peaceful Protest in Monessen tonight. “This is not a moment, it’s the movement.” #blacklivesmatter ",joy,surprise
"A beautiful march in Brooklyn today. People from all colors, religions, nationalities, LGBTQ+, and others, coming together in the pouring rain to say “Black Lives Matter.” 11 days going strong, our voices together in unity and solidarity. #blacklivesmatter #brooklyn #protest",joy,surprise
Joined hundreds of demonstrators in Solidarity with Anti-Racism March in Ajax. Black Lives matter! #BLM,joy,surprise
Rest In Power Breonna Taylor #SayHerName #NoJusticeNoPeace #BlackLivesMatter ,joy,disgust
Someone put this video together from the DC Protest yesterday! #BlackLivesMatter – at The White House,joy,surprise
"I'm all the way on the other side of the park and the pond at Deering Oaks here, but listen to how beautiful this is. Listen to how loud this is. I've never seen *so many* marching together in Portland, Maine. Remarkable. #BlackLivesMatter ",joy,surprise
"A peaceful night in the capital city. Incredible experience to see so many people come together with a feeling of community & positivity, but also fight & change. It was inspiring, and I’m so proud to be able to report on this history in the making. #BlackLivesMatter #RI",joy,surprise
this is beautiful. let’s keep it going. #BlackLivesMatter ,joy,surprise
"The Spotify Artists App now supports direct upload of canvas videos. If any artists want to share #blacklivesmatter on their songs on Spotify, you can download the assets here: http://hyperurl.co/SPBLM",joy,surprise
A lil rain can’t stop Chocolate City. Shouts to @shaynegwells &amp; everyone who braved last night’s rain to stand up for Black Lives. We’ll be out there later today with some masks for anyone who may need one! #blacklivesmatter #chocolatecity #nojusticenopeace #dctogether,joy,surprise
The love is real! #BlackLivesMatter Rally in Syracuse – at Syracuse City Hall,joy,surprise
"Please join co-hosts Mayor Pro Tem Adam Medrano (D2) and Councilmember Adam Bazaldua for South Dallas-Black Lives Matter. Sunday, June 7, 5:30pm. We will meet at Deep Ellum Brewing Company (2823 St Louis Street, Dallas, TX 75226) and march to Fair Park #BlackLivesMatter ",joy,fear
very proud of my city. #BlackLivesMatter ,joy,surprise
Protesters broke out dancing in the middle of the Black Lives Matter Plaza #dcprotest,joy,surprise
Hundreds of cars parked at Lakeside Mall in Sterling Heifhts for today’s Black Lives Matter protest in Macomb County. I’ll be covering it for the @detroitnews. Most cars I’ve seen here in a long time.,joy,surprise
What a beautiful sight #orlandoprotest #orlandoprotests #OrlandoBlackOutMarch2 #GeorgeFloyd #BreonnaTaylor #BlackLivesMatter,joy,surprise
Black lives matter. #LdnOnt,joy,surprise
"My friend, @stevesweatpants covering the protest on 14th St. #blacklivesmatter #newyorksurviving",joy,anger
"/3 This is only the beginning for me and my family.⁣⁣ ⁣⁣ We're dedicating money, time and resources to defeating racism in America.⁣⁣ ⁣⁣ Stay In The Deep End. #georgefloyd ⁣ – at Texas State Capitol",joy,surprise
Seeing #ldnont peacefully come together today for #BlackLivesMatter protest was incredible. I hope this momentum and solidarity continues and that we can make lasting change. #SayHerName – at Victoria Park,joy,surprise
"To the people of color in my life who are some of the BEST people I have ever met and have impacted my life for the better, I see you, I stand with you, and I love you. None of this is right. The world needs to change #BlackLivesMatter",joy,surprise
We may not be able to be in big crowds yet but we still stand with you. Our mile today from the mountains. Because #blacklivesmatter #itendsnowclt,joy,surprise
Black Lives Matter – at Downtown Baton Rouge,joy,surprise
"#Auburn sure made me smile today Friends, families, local business owners, doggos(!)... everyone standing together and sharing #hope for a better tomorrow And we need a better tomorrow #blacklivesmatter ",joy,surprise
20 mi of walking to Plumb Beach & back=1K to @Blklivesmatter @MusiCares @AMarch4OurLives @wildbirdfund @littoralsociety &amp; chilis on wheels. Oh and Least Terns &amp; a Willet grt day w @EnricoLeonardi6 more to come!,joy,surprise
Peaceful at the intersection of Middlebrook Rd & Germantown Rd #BlackLivesMatter #GermantownMD,joy,surprise
"Everyone can choose to be a leader when it comes to justice & peace. Lead by how we live & treat each other. We cannot allow thoughts, words & actions of hatred & racism carry on to our children. Stop the spread now. Listen. Learn. Choose light. Choose love. #BLACK_LIVES_MATTER ",joy,surprise
"I took this today from Lincoln’s protest. I have no more energy to write a caption. Please donate. I love you, black brothers and sisters. #BlackLivesMatter ",joy,surprise
"SHARE THIS! The power of prayer breaks down all political and racial barriers. Today Officer Lee and Devin prayed and showed love today in Louisville, KY before the protest. #Protest #Louisville #purpme #minneapolis #georgefloyd #breannataylor #BlackLivesMatter",joy,surprise
"They only asked for 85 bags, 2-3 bags per donator if possible. Ended up with over 10,000! This was the overflow corner for people who were walking down the streets with bags to donate not even an hour after donations began. I love this city! #BlackLivesMatter #Minneapolis – at Sanford Middle School",joy,surprise
"Please wish me luck this week as I contact local departments and the mayor in hopes we as a community can come together as Schenectady did today!! Together we stand, for change!!! Once black lives matter then all lives matter. 518 we CAN DO THIS, and we WILL, PEACEFULLY",joy,surprise
"I’m proud of our community, we protested peacefully and positively! #BlackLivesMatter ",joy,surprise
Johnson Square is covered in signs this morning after protestors filled the area yesterday demanding change. #GeorgeFloyd #Savannah #PeacefulProtests,joy,disgust
Read - Listen - Speak Up - Do Your Work. If you can’t comfortably say and mean “Black Lives Matter” - you’ve got work to do. Understand what it means to be AntiRacist- it’s a daily walk full of intentional and deliberate actions. (Heidi Oliver Ogilvie) ,joy,surprise
The College Republican leaders in all D.C. Chapters stand with George Floyd. Read our full statement on the #WashingtonDCProtest here:,joy,disgust
"It a lot going on right now, a lot. Remember to love yourself through it all. Happy Pride month everyone. #PrideMonth #BlackLivesMatter ",joy,surprise
"I swear to the Blessed Virgin, if I see any of y’all replying to a public figure addressing the BLM movement and George Floyd’s murder with “Hey don’t forget to donate to Biden”, I will make you rue the moment that very first syllable popped into your head.",joy,surprise
If you are white and you have talked to a black person about the Black Lives Matter movement then you absolutely get to have an opinion but if not then shut the fuck up,joy,surprise
"Been about 4 months since I’ve sat down with anyone on @TheSegmentShow -But man, with the global movement that’s happening around the now, with #BlackLivesMatter - @YolettMcCuin was a perspective I felt we all needed to hear. This felt right. FULL INTERVIEW AVAILABLE FRIDAY!",joy,surprise
Bigger than basketball. My favorite part of my job is being able to show people that these guys are more than the athletes they see on the court. It’s been so incredible to experience these guys coming together and using their platform. #BlackLivesMatter #TogetherWeStand,joy,surprise
"On the list today for @TMobile #Pride #SpiritWeek is ""Post Your Own Pride Parade"" This was so much fun to do with my team! #BEYOU #StandWithPride #BlackLivesMatter #BlackTransLivesMatter #TMobileTruck #Pride2020 #NERules",joy,surprise
"This Saturday 6/27/2020 The Chocolate City Experience & @DMVBlackLives At #BlackLivesMatter Plaza. Also Tune Into @TVOneTV Go-Go Special ""The Beat Don't Stop Don't Mute My City Virtual Town Hall"" @WeAreBlackAlley #BlackJoyMatter #BlockParty #BlackMusic #BlackResources #BlackFun – at Washington, D.C.",joy,surprise
#DefundCPD and fund health care and education! #BlackLivesMatter – at Douglas Park,joy,surprise
The Black Lives Matter protest in Oklahoma City was a huge success today with a great turnout. Shoutout to Jack Walker and Ray Westbrook for setting this event up. The focus was on equality and to stand in solidarity together against police brutality. – at Scissortail Park,joy,surprise
"I’m grateful for the marches in S Chicago, East Side, AND Hegewisch. Young people organized and led em. We peacefully marched, we educated folks, we never once strayed away from our message - the SE Side stands in solidarity w Black Lives Matter.",joy,surprise
"If you want change, be the change. 100 men in suits event was a success. Thank you to everyone that came out! #blacklivesmatter #LackOfWorries #justiceforbreonnataylor",joy,surprise
"On the 50th anniversary of the first Pride march in the city, a large crowd attended the Queer Liberation March in support for Black Lives Matter and against police brutality at Foley Square. #PRIDE2020 #BlackTransLivesMatter #NYCPride #BlackLivesMatter #BLM #LGBTQ #nycprotests",joy,surprise
"Headed to 9040 Garden Arbor Dr #206, Germantown, TN 38138 See ya there!#BlackLivesMatter ",joy,sadness
God is always on the side of the marginalized. Let’s join Her there. ⁣ #faithfullyLGBT #blacktranslivesmatter #gaychristian #blacklivesmatter #queerchristian #progressivechristianity @West End https://www.instagram.com/p/CCCW8NDBa_z/?igshid=lje128vx3l0l,joy,surprise
"Never felt more proud. Marching alongside @peppermint247 and THOUSANDS of our family was a reminder of why we march in the first place. No justice, no peace. #blacklivesmatter #blacktranslivesmatter… https://www.instagram.com/p/CCCor8HBCSc/?igshid=1imle0t0ctfkb",joy,surprise
This is what looks like parading as a patriot. My life/right to live it with full access to my humanity is not comparable to your fav bar being closed. These folks need to realize what tone deaf clowns they look like with this false equivalence. #BlackLivesMatter ,joy,surprise
"Thank you @thisismarkc for opening up about your life, Black Lives Matter, and the photo you took that echoed around the world. Thanks Danica D’Souza for this amazing edit, and a special thank you to my editor for continuing to let me cover stories that matter. Loved doing this. ",joy,surprise
"I don't know where the idea that Amy McGrath won't say ""Black Lives Matter"" came from, but it's not true. You can hold whatever opinion of her you want, but don't spread untruths. Here's an interview from a month ago with @NeceeyG (2:59)",joy,surprise
"Happening now in Cedar Rapids: local #blacklivesmatter activists are marching to the home of Mayor Brad Hart. The city council has passed a resolution in support of their demands but activists want the city to move faster, especially on a police review board. ",joy,surprise
The #IndependenceDay holiday has taken on a new meaning. We’re reminded today that the fight for unity continues and we will strive to continue the conversation around #BlackLivesMatter throughout our community. Stay safe this weekend and #RollPards.,joy,surprise
#Equality #Justice #BlackLivesMatter ,joy,surprise
I WILL BE ORGANIZING ANOTHER PEACEFUL PROTEST SOON WE MARCHING THIS TIME #BLACKLIVESMATTER ,joy,surprise
"Black Lives Matter protesters chanting “no justice, no pier” are here marching during the long awaited opening night of the #StPetePier @WFLA https://www.wfla.com/news/pinellas-county/new-st-petersburg-pier-set-to-open-with-pandemic-restrictions/",joy,surprise
Beyond PROUD of my team #BlackLivesMatter ,joy,surprise
i light this candle for black lives. #blm #blacklivesmatter ,joy,surprise
The protest in Toronto for #RegisKorchinskiPaquet passing by the Royal Ontario Museum (photo by @TheBikingLawyer). A very powerful image and an opportunity to reflect on the role of museums in upholding or combatting systemic racism #BlackLivesMatter #MuseumsAreNotNeutral,joy,surprise
Lost of friends because of my beliefs and knowing what’s right and what’s wrong. #BlackLivesMatter I Love My People. BLACK AND PROUD ,joy,surprise
"i’ve had ppl unfollow me for rt #BlackLivesMatter content and i just wanna say thank u. i don’t want u racist ass mfs following me anyways =)) BLACK LIVES MATTER TODAY, TOMORROW AND EVERYDAY UNTIL THE END OF TIME!",joy,surprise
"I hope everyone remembers that #BlackLivesMatter outside the context of these protests. #BlackLivesMatter when you’re booking your shows, and finding artists to represent on your label, and figuring out where to spend your money. There’s too many all white lineups on url shows.",joy,surprise
"“Our lives begin to end the day we become silent about things that matter."" - MLK #BlackLivesMatter ",joy,surprise
"We want equality, we want to be treated with humanity... most importantly, we want to live. God is the only voice who can call us home. #BlackLivesMatter",joy,surprise
This 24 year-old protestor just gave an incredibly moving and passionate interview on CNN. He just blew my wife and me away. What an amazing guy! #BlackLivesMatter #GeorgeFloydProtests #MinneapolisUprising #CNN,joy,surprise
#phillyprotest #Blacklivesmatters Today was a day of revolution around the world and I was so happy to be a part of it ,joy,surprise
"Okay, my eyes are offically blurry, so I am out. Remember, I'll be here to retweet #BlackLivesMatter issues tomorrow but will not be posting any original content. I'm choosing to silence my voice to lift others up. #Resist #StaySafe #Vote",joy,surprise
This pretty much sums up my feelings as well. My feeling of inadequacy has kept me quiet despite strong feelings of outrage. But please don’t confuse my silence for apathy. I’m listening. I’m learning. I’m self-reflecting. #BlackLivesMatter ,joy,surprise
“God’s country. The Garden State.” We will stand with you. #BlackLivesMatter ,joy,surprise
I still can’t fathom any scenario where George Floyd should be dead. I’m sad. I’m angry. I’m embarrassed. I will not be joining the protests in Boston today but I see you and I support you. #BlackLivesMatter Please be safe and God be with you.,joy,surprise
"Tremaine Brown, an area business owner, spoke to the individuals gathered in front of City Hall this morning. He ended his comments by saying: “Black Lives matter and the unjustice in America needs to stop.” #Amarillo",joy,surprise
If at this point you don’t understand “black lives matter” I guess you never will.,joy,surprise
#BLACKlivesmatter in order for all lives to matter ,joy,surprise
"If you’re not protesting, providing pro-bono work, fundraising for bail, or using your power to get mayors to call off the police, never ask me for my vote, my money, or my time. Not this November not in 50 years. You’re not worth it. #BlackLivesMatter",joy,surprise
"This is how you turn up the love, show leadership and respect for #BlackLivesMatter #WalkWithUs in Flint, Michigan Sheriff Chris Swanson put down his helmet &amp; baton and joined protesters on their march. #Gratitude",joy,surprise
In here with the three kids. Wave to @Mr_Electrico he's directing traffic at the Saputos lot. HUNDREDS turned out. Springfield is United! #protests2020 #BlackLivesMatter #GeorgeFloydprotest #GeorgeWillNotJustBeAHashtag,joy,surprise
black lives matter more than white feelings,joy,surprise
"Our program stands in solidarity with the people who have to face the harsh realities of racism each and every day. We believe in the responsibility for each and every one of us to fight against racism and for justice, so peace can prevail. #RaiseHigh #BlackLivesMatter",joy,surprise
"astonished by the love and feedback from my most recent video project on all social media platforms.. over 20,000 views and counting.. black lives do matter. thank you",joy,surprise
The Last Airbender said Black Lives Matter ,joy,surprise
"To my daughters and their generation: I am humbled by your actions the last few days, I am proud of your social media posts, I am encouraged by your words accompanied by your actions. You ARE the change! #BlackLivesMatter #EnoughIsEnough",joy,surprise
"Black Lives STILL Matter, but HAPPY PRIDE MONTH ",joy,surprise
I want to ask the officers: if you were looking into the face of God would you have treated Mr. Floyd as you did? Well - officers - you were looking into the face of God. Gen. 1:26. #georgefloyd,joy,surprise
i never been so happy about getting unfollowers fuck all yall black lives matter,joy,surprise
"Black Lives Matter today, tomorrow and forever ",joy,surprise
Protest for black lives in Amsterdam #BlackLivesMatter #GeorgeFloyd,joy,surprise
“I hope y’all paying attention right now officer.” #BLACKLIVESMATTER #JusticeForGeorgeFloyd #JusticeForAhmaud #fayettevillenc,joy,surprise
"I marched & protested tonight. I felt seen, heard, & supported. It meant so much to have my oldest sister & her family there supporting me. It gave me a bit of hope when all I have been feeling is hopelessness. But it doesn’t end here. We will be the change #BlackLivesMatter – at Nickel Plate District Amphitheatre",joy,surprise
"There was a peaceful protest tonight in my town of McMinnville, Tennessee. They got a police officer to kneel alongside them and then walked around the square while chanting. Not my video but I got permission to share it here. #BlackLivesMatter ",joy,anger
A curfew will not stop the peaceful power in this crowd! #slcprotest #protests2020 #protests #BlackLivesMatter #BLACK_LIVES_MATTER #NoJusticeNoPeace #SaltLakeCity #SaltLakeCityprotest,joy,fear
No justice no peace. As close the White House as we can get. Fuck Trump. #blacklivesmatter @The White House https://www.instagram.com/p/CA6oV4tDsQy/?igshid=63lyaknehtjj,joy,surprise
"These are my grandparents, Bishop and Leila Snipes. They spent over 60 years fighting for peace and giving people a voice in the Harlem community. All with the power of love and prayer. They are the most important part of WHO I AM! #BlackLivesMatter ",joy,surprise
"5th Ave this morning, prepping to paint Black Lives Matter in front of Times Square #BlackLivesMatter #BLM #5thAve #trumptower – at 5 Av",joy,surprise
50+ Pro-Sully protesters have gathered around the statue of Lawrence Sullivan Ross for today’s protest of the statue. About Anti-Sully protesters have gathered across from them chanting “Black Lives Matter”. @TheBattOnline,joy,surprise
"She’s looking for 15 minutes for her barely relevant podcast. Look at her pinned tweet re: chokeholds. Poking fun at the death of George Floyd. THAT’S the brand of human we’re talking about. @chrissyteigen don’t let her rent space in your head, she clearly can’t afford to pay.",joy,surprise
wow pretty neat that the seattle PD can apparently take away everyone’s first amendment rights if a single person uses a laser pointer #seattleprotests #seattleprotest #BlackLivesMatter,joy,surprise
What’s truly powerful to me is that our @GWSMHS Dean &amp; @GW_MFA CEO quietly found a space to kneel...she didn’t go to the crowd’s center or pick up a megaphone. She didn’t make it about her...she literally showed up. #servantleadership #empathy #BlackLivesMatter #WomeninMedicine,joy,surprise
"Thank you @emdrums @jaxdotcom for allowing me to share my voice. Even with all that’s going on I still, must have hope! I still love my city and I hope that it, our leaders will work to love me and those who look like me back. #BlackLivesMatter always have always will. ",joy,surprise
Beauty for ashes. Thank you @IamDetour303 and Hiero Veiga for blesses us with this one. #GeorgeFloyd ,joy,surprise
Equality & Justice through Empathy & Compassion #BlackLivesMatter #OutOfManyWeAreOne | #ArtofMBB,joy,surprise
"sex is a very intimate and sacred act. remember, your body is a temple and you shouldn't be sharing it with anyone who doesn’t believe that black lives matter",joy,surprise
Conway United for Equality Rally at Simon Park in downtown Conway #BlackLivesMatter – at Simon Park,joy,fear
"Another peaceful protest in the books. We need to keep this up! Couldn’t believe how many people came out and showed support. #BlackLivesMatter #Woodbridge #NJ – at Woodbridge, NJ",joy,surprise
"PROTEST TODAY!!!!!!! South Charlotte is full of closeted (and open), ignorant racists who avoid acknowledging white privilege because they wanna stay in their naive little bubble. Let Ballantyne hear your voices!!!! #BlackLivesMatter ",joy,surprise
"Milwaukee’s MVP Thank you, your family and Bucks teammates for taking a stand, representing our city, our team and being the change you want to see. We are lucky to have you and you have our support. #GiannisMVP #BlackLivesMatters https://twitter.com/Giannis_An34/status/1269719810184753160",joy,surprise
The Black Lives Matter memorial event right now walking the Windsor riverfront. – at Festival Plaza Windsor,joy,surprise
People change when faced with life-changing events. #GeorgeFloyd,joy,surprise
"We had a beautiful, energetic, peaceful protest here in Columbus, Mississippi today. #BlackLivesMatter #BLMSip – at Columbus Police &amp; Municipal Complex",joy,surprise
The Change Peoria BLM protest drum line led 1000+ Peorians from the courthouse to the riverfront today and it was quite possibly the most beautiful community actions moments I’ve ever experienced. #blacklivesmatter #changeoeoria #peoriail,joy,surprise
This first picture was taken from behind me as I was speaking today. Black Lives Matter. ,joy,surprise
Yeadon had a protest today. I wasnt able to get pics. Im sorry. There were too many hugs & conversations going around. We do things different here. #BlackLivesMatter to us. We see u. We hear u. Here’s an example. The smiles at a recent graduation help tell our story. ,joy,surprise
"Troy, NY is trending so i figure id share my photos #BlackLivesMatter #GeorgeFloyd ",joy,surprise
"#BlackLivesMatter Proud of these young men, WE STAND UNITED. #BlackLivesMatter ",joy,surprise
"the minority can start a movement, but it takes the majority to create revolutionary change #BlackLivesMatter ",joy,surprise
"“African Americans are dealing with two pandemics. One of them has lasted three months, the other has lasted 400 years."" In the midst of #BlackLivesMatter protests taking place nationwide, I spoke with an expert about how people can protect themselves from COVID-19. @WOODTV",joy,surprise
Lots of #PedsICU engagement this past week. Many community members sharing knowledge regarding #COVID19 and awarness/hope for change with #BlackLivesMatter. Do you see your picture on the leaderboard? ,joy,surprise
Flower arrangements have begun to arrive for George Floyd’s final public viewing at the Fountain of Praise church in Houston. @kprc2 #KPRC2 #GeorgeFloyd #HouNews #JusticeforGeorgesFloyd – at The Fountain of Praise,joy,surprise
"We are closing today Monday 6/8 out of respect for #GeorgeFloyd’s memory. ⠀ ⠀ A public memorial will take place June 8 at The Fountain of Praise church located at 13950 Hillcroft Ave., Houston, from noon-6 p.m. ⠀ ⠀ ",joy,surprise
