Correction	ErrorFrequency	Errors
photos	5	[fotos, fotos, fotos, potos, fotos]
never	2	[nerver, verver]
great	6	[greate, greate, gerat, grett, grat, graet]
take	4	[taking, taked, make, tek]
vandalism	1	[vadalism]
there	14	[they, tere, tere, ther, thera, ther, their, therer, their, thera, therw, teer, ther, ther]
eligibility	1	[eligiblity]
graphs	1	[graphes]
popcorn	1	[pocorn]
damaged	3	[demaged, demaged, demaged]
gentlemen	2	[gentelmann, gentlemenn]
presentations	1	[prasentations]
appearance	7	[appearence's, appeariance, appearence, appeareance, appearence, apperance, appearence, appereance]
tomato	2	[tomatoe, tomatos]
otherwise	2	[othrwise, otherweise]
phobia	1	[phopia]
sufficient	1	[sufficiant]
languages	4	[languaes, langueges, langueges, longuages, langueges]
given	1	[givven]
shirts	1	[shorts]
awesome	4	[awsome, awsome, awsome, awsome]
crumble	1	[crombie]
consists	1	[consits]
her	1	[here]
discotheque	1	[discothek]
everyone	2	[erveryone, everone]
itself	3	[itsself, iteself, itselfe]
orientation	1	[orentation]
wild	1	[wilde]
sixty	5	[sixsty, sixtee, sixtee, sixtee, sexty]
bag	4	[back, back, back, back]
transportation's	1	[transportations]
career	14	[carrer, carreer, carreer, carrer, carreer, caree, carrer, carreer, careear, carrer, carrer, carrer, carrier, carreer]
bad	3	[bed, bed, bat]
regarding	2	[ragarding, ragarding]
playgrounds	1	[playgroungs]
damages	1	[demages]
raining	1	[rainning]
shoot	1	[shot]
will	3	[wil, wll, wil]
furthermore	8	[futhermore, futhermore, futhermore, futhermore, furthmore, futher more, futhermore, futhermore]
survivors	1	[survivers]
newspaper	2	[newpaper, newsaper]
supermarket	3	[supermarker, supermarkt, supermarkt]
costumes	1	[costums]
jogging	2	[joggin, joggen]
playful	2	[playfull, playfull]
dolphins	3	[dolphines, delphins, delphines]
holidays	6	[hollyday's, hollidays, hollydays, holydays, holydays, holydays]
chapel	1	[chappel, chappel]
cartoons	2	[cartons, cartoos]
short	4	[schort, schort, shor, shor]
explaining	1	[explaing]
thank	3	[thak, thak, thanke, thnak]
normally	6	[normaly, normaly, normaly, normaly, normaly, normaly]
sparkling	1	[sparcling]
visiting	3	[vistiting, visting, wisiting]
hierarchy	1	[hierachy]
products	2	[produkts, produkts, producs]
listen	1	[liten]
waiter	1	[water]
hole	1	[wholes, wholes]
enthusiasm	2	[entusiasm, anthusiasm]
inhabitants	1	[habitants]
stay	1	[ste]
articles	2	[articlee, artikel]
keyboards	13	[keybords, keybords, keybords, keybords, keybords, keaboards, keyboars, keybords, keybords, kayboards, kexboards, keaboards, keyborads]
criteria	1	[criterias]
green	3	[greene, grenn, gree]
beautiful	44	[beatiful, bautiful, beautyful, beautfiul, beautifull, beautifull, baeutiful, beautyful, beautifull, bautiful, beutifull, beautyful, beutifull, beautifil, buityfull, beutifull, beaatiful, beatuiful, beutiful, beautyful, beatiful, beautful, beatiful, beautivul, beautifull, beatiful, beatiful, beautifull, beutifull, beautivul, beautifullest, beautivul, beatiful, beautyful, beautyful, beauttiful, beatuful, beutiful, beauteous, beatiful, beautifuel, beatiful, beutiful, beautifull, beatiful, beautifel, beautifull, beautyful, beatiful, beutiful, beutiful]
star	1	[str]
advertisement	15	[advertisment, advertisment, advertisment, adversitsment, advertisment, advertisment, advertisment, advertisment, advertisment, ad, advertisment, advertisment, advertisment, advitisement, advertisment, advertisment, avertisment]
greet	1	[geet]
fantastic	9	[fanstastic, phantastic, fanatastic, phantastic, fantistic, phantastic, phantastic, phantastic, phantastic]
dangerous	9	[dangerouse, dengerous, dangeres, dangeous, dangeraous, dangerouis, danergous, dengerous, dangeres]
forties	1	[fourties]
master	1	[magister]
studying	3	[studiing, studing, studiing]
okay	12	[ok, ok, orkay, okey, ok, okey, okey, o.k., ok, ok, ok, ok]
per	1	[pro]
pupil	1	[pupile]
kiting	1	[kiten, kiteing]
shines	1	[shin]
dishes	4	[dished, dished, dischs, disches]
cut	1	[cutten]
interior	1	[interieur, interieur]
mustard	1	[mustert]
claustrophobia	4	[clautrophobia, claustophobia, claustrophia, claustrophopbia]
granny's	1	[oma's]
victimization	1	[victimazation]
since	1	[sinc]
him	1	[hin]
neighbor	1	[neigtborly]
type	4	[typ, typ, typ, typ]
spoonful	2	[spoonfull, sponnful]
changed	1	[changet]
motivated	3	[motivatet, motived, motivited, motivited]
his	3	[hisn, theres, hes]
family	46	[famaly, familiy, familie, familiy, famaly, familly, familie, familie, familie, familiy, familiy, familiy, familiy, familiy, familie, familiy, familiy, familie, familie, familie, familly, famaly, familie, familie, familie, familiy, familiy, familie, famaly, famely, famely, famely, familiy, familiy, familiy, familie, familiy, familie, familiy, falily, famili, familiy, familiy, familiy, familly, familie, familie, familie, familie, familiy, familie, famile]
primary	2	[primar, primery]
shots	5	[schots, shotes, shoots, schots, shoots]
useful	5	[usefull, usefull, usefull, usefull, usefull]
applications	1	[applikations]
medicine	11	[medecine, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin, medicin]
preferable	1	[perferable]
cycle	1	[cyle]
bed	5	[bad, bad, bett, bad, bet]
means	1	[meens]
pleasure	6	[pleassure, plessure, plesure, plaesure, plesure, plaesure]
team	2	[tem, teham]
requires	1	[requieres]
dinner	3	[diner, diner, diner, diner]
arrive	5	[arive, arive, arrived, arive, arive]
depressed	1	[deppresive]
amounts	1	[ammounts]
whole	14	[hole, hole, hole, hole, hole, hole, hole, hole, hole, hole, hole, hole, hole, wohle, hole]
employers	1	[employeers]
applicant	1	[of our [[appliciant]
lives	6	[lifes, lifes, lifes, lifes, lifes, lifes]
necklace	3	[nacklase, neclark, necklet]
encouragement	1	[encouragment]
defeat	1	[defead]
meaningful	1	[meaningfull]
writing	5	[wrighting, writting, weiting, writting, writting]
wardrobes	1	[robes]
addiction	1	[addication]
building	1	[bulding, bulding, bulding]
added	1	[adds]
vocabulary	2	[vocabular, vokabulary]
your	13	[yor, yozr, yor, ou, you, you, youir, jour, yor, youre, yor, you'r, you]
dwarfs	1	[dwarves]
play	3	[ply, paly, pley]
embarrassed	2	[embarressed, embarrased]
inherited	1	[herited]
demographic	4	[demographie, demografic, demograpic, demograpic]
database	1	[batebase]
environmental	2	[enviromental, enviromental, enviromental]
intents	1	[intens]
convenient	2	[convinient, convinient]
abilities	1	[abilitites]
football	6	[fotbol, fotball, footall, foodball, foodball, footbal]
hostel	1	[hostal]
wife	5	[wive, whife, whife, wive, wif]
sherry	1	[shery]
night	5	[nigth, nigt, nigt, nigth, nigth]
moderately	1	[moderatly]
competitive	5	[competitve, competive, competative, competive, competive, competitiv]
proud	1	[pround, pround]
tips	1	[tipps]
characteristic	1	[characterism]
challenging	1	[challengung]
also	3	[alsoo, als, alsow]
energy	3	[energie, energie, energie]
satisfied	2	[satisified, satisfacted]
somethings	1	[somthings]
grandfather	4	[grantfather, grandfahter, garndfather, grandfahter, grandfahter]
overpriced	1	[overprized]
blond	8	[blonde, blonde, blonde, blonde, blonde, blonde, blonde, blonde, blonde, blonde, blonde]
nice	4	[niece, niece, neys, nive, neice]
cope	1	[coop]
equipment	3	[equippment, equippment, equipement, equiment]
pop	1	[pos]
manage	1	[manager]
yellow	8	[yello, yello, yelow, yeallo, yelow, yello, jellow, yelloo]
country's	1	[countrys]
countries	6	[countrys, countrys, countrys, countrys, countrys, contries]
eyes	3	[eys, ayes, ays]
utopian	1	[untopian]
meter	1	[meteres]
seas	1	[sess]
interest	4	[interrest, intrest, interst, interesst]
lovely	5	[lovly, lovly, loveley, lovley, lovley, lovley]
fourteen	8	[fourten, forteen, fourtenn, fuorteen, forteen, forteen, fouteen, fouteen]
commission	1	[commision]
alone	5	[allone, allone, allone, allone, allone]
supplies	1	[supllies]
responsibility	5	[responsability, resposiblity, reesponsibility, responsibilty, responsiblity]
politicians	2	[politicans, politicains]
cook	2	[cock, cokking]
attentive	1	[attentiv]
lying	1	[lieing]
victimized	1	[victemized]
waiting	4	[waitung, waitung, wainting, wating]
quiet	4	[quite, quiete, quit, quite]
intermediate	1	[intermadiate]
always	28	[allways, allways, allways, allways, allways, allways, [[allways, allways, allways, allways, allways, allways, alway, allways, allways, allways, allways, allways, allways, alway, allways, allways, alway, alwayse, allways, allways, allways, allways, allways, allways, allway]
colleagues	39	[collegues, collegues, collegues, collegues, colleages, collegues, collegues, collegs, collegues, colleguaes, colleages, colleages, kollegars, collegues, collegues, colleageus, collegues, colleauges, collegues, colleages, colleaques, collegues, collegues, collegues, collegues, collegs, collegues, colleages, colleageus, colleauges, collegues, colleguaes, colleages, collegues, colleaques, colleaques, collegues, collegues, collagues, collegues, collegues, collegues, collegues, collages, colleges]
prerequisite	1	[prerequisit]
fashionable	2	[fashinabel, fashion]
lot	2	[lat, lof]
surprise	5	[suprise, surprice, suprise, surprice, suprise]
extinct	2	[extincted, extincted., extint, extint]
offered	1	[offerd]
complex	1	[komplex]
scruffy	1	[scruffi]
organizing	1	[organizg]
plants	2	[plans, plans]
advertising	5	[adverstising, advertisting, adverstisting, advertisting, advertsing, advertisment, avertising, avertising]
use	1	[us]
difficult	4	[diffucult, diffucult, difficoult, difficault]
captain	6	[capitain, capitan, capitain, captian, capitan, captian]
sinking	1	[dunking]
designed	1	[desined]
businessman	8	[buisiness man, businesman, buisinesswomen, busines man, busnismann, buisnesman, buissnessmen, businessmann]
surfing	1	[surving]
best	1	[beste]
license	2	[lincense, liscence]
landlord	1	[landord]
definitely	13	[definitly, definitevely, definitly, definetely, definitly, definetily, definitly, defently, defentitely, definetely, defenetly, definately, definitly]
unfortunately	14	[unfortunatly, unfortunally, unfortunatly, unfortunatly, unfortunally, unfor-tunately, unfortunatly, unfortunaly, unfortunably, unfurtunately, unfortunatly, unfortantly, unfortunatly, unfortuantely, unfortunatly]
snowmen	1	[snowmans]
designer	1	[desinger]
notebooks	3	[notesbooks, notbooks, netbooks]
back	1	[bach]
come	11	[com, comeing, com, comme, kome, cam, comming, comming, com, comm, com]
divide	4	[devide, devide, devite, devide]
material	1	[meterial]
repeated	1	[repeaded]
grabbed	1	[grapped]
continuity	1	[conituity]
challenge	2	[challange, challange]
feeling	2	[felling, felling]
practice	3	[practis, practive, practies]
carrots	2	[currets, carots]
down	1	[dowen]
kindergarten	4	[kindergarden, kindergarden, kindergarden, kindergarden, kindergarden]
sporty	2	[sportly, sportly]
week	3	[weak, weeek, weak]
percent	1	[per cent]
climbed	3	[climped, climped, climed]
depository	1	[depostitory]
busy	5	[bussy, bussy, buzy, bussy, bussy]
good	12	[goor, gud, goog, god, goot, god, god, god, god, god, goog, goog]
absent	1	[absend]
discussions	1	[diskussions]
science	2	[sience, sience]
nevertheless	1	[neverthesless]
understood	1	[unterstood]
divorce	1	[devorce]
lunch	4	[luch, luch, launch, luch]
leather	1	[lether]
control	5	[controll, controll, controll, controll, controll]
conclude	1	[condlude]
belief	1	[believe]
imagine	1	[imaging]
burp	1	[bulp]
whose	1	[whos]
condition	1	[contition]
tells	1	[tould]
explanation	1	[explaination]
submitting	1	[submiting]
pullover	1	[pulover]
possibility	8	[possibilty, possibilty, possiblity, possibilty, posibility, possibilites, possibilty, possibilty, possibilty]
moments	1	[momets]
cost	1	[coasts]
pub	1	[pup]
thinner	1	[thiner]
whereas	1	[wheras]
gastronomic	1	[gastonomic]
chocolates	1	[choklets]
belt	1	[bell]
summarize	1	[summurize]
legging	1	[leggin]
immediately	16	[emmediately, immediatly, immediatly, immediatly, immediatley, inmediately, immediatly, immidiatly, immediatly, immadiately, idimiatelly, immidieatly, immetiatly, immediatly, immediatelly, immediatelly]
cayenne	1	[cayene]
can	7	[con, cann, ca, cann, canottle, con, cane]
crush	1	[crash]
bricklayer	1	[briklayer]
breathing	2	[braething, breathes]
children	20	[childrens, childrens, childreen, childreen, childreen, chlidren, childreen, cildren, chlidren, childern, childreen, childlen, childs, childrens, childe, chindern, cheldreens, childrens, childrens, cildren, childs, childeren]
hurricane	1	[hurrican]
sincerity	1	[sencerity]
initially	1	[initialiy]
karma	1	[carma, carma]
kangaroo	1	[kangoroo, kangoroo]
acquiring	1	[aquireing]
celebrating	1	[celebraiting]
fabric	1	[fabrik]
stammering	1	[stummering]
profile	2	[profil, profil]
argue	1	[arque]
regular	2	[regualr, regulary]
fluent	1	[fluid]
cabinet	1	[cabine]
harassment	9	[harassement, harassmant, harasment, harrasment, harrasment, harrassment, hassment, harrasment, harasment, harrassment]
you	23	[yoy, yu, yout, gou, yoou, yu, yuo, yout, u, yo, cou, yout, yuo, ou, o, u, youe, jou, yuo, yuo, yuo, your, yuo, hou]
regret	1	[reget]
coincidence	1	[coincidents]
peaches	1	[peches]
immediate	1	[immidiate]
tablet	1	[tablett, tablett, tablett]
anything	2	[anythig, anyting]
ordered	1	[ordert]
regional	5	[regianl, reginal, reginonal, regionel, reginal]
learned	4	[laerned, learnd, learnd, laerned]
changing	1	[chaning]
actual	2	[actuall, actuel]
potato	1	[potatoe]
latest	1	[lastest]
wear	2	[wair, wair, wair, wera]
competition	3	[competion, competion, competitioners, competiton]
person	2	[peron, personen]
excessive	1	[excess]
house	16	[hous, hous, hose, hause, hause, hous, hause, haus, haus, hourse, hous, hause, haus, hous, hous, hous, hause, hous]
people	34	[peopels, poeple, poerple, peolpe, pipol, poeple, peples, peoples, peoples, pepole, popele, peole, peole, poeple, peopels, peopels, peolpe, peoples, peaple, peoplee, peoples, pepole, peopel, poeple, peple, peaple, pepole, peolpe, peoply, peorpleso, poeple, peaple, peoples, poeple, pepole, poeple, pouple]
fascinated	1	[fascineted]
hierarchically	1	[hierachically]
housework	1	[houswork]
laptop	2	[lap top, lap top, lap top, labtop, labtop]
musician	1	[musican]
loyalty	3	[loyality, loyality, loyality]
fifty	18	[fivty, fity, fivty, fifthy, fifthy, fitfy, fifity, fivty, fivty, fiftee, fifta, fifthy, fivty, fivty, fity, fivtee, fivtee, fity, fifthy, fity, fivty, fivety]
bottles	43	[bottl, bottels, bottels, bottels, bottels, bottels, bottels, bottels, bottels, bootles, bootles, bottels, bottels, bootles, botttles, bottels, bottels, bolltes, bottels, bolltles, bottels, bottels, bootles, bottels, bottels, bootles, bottels, bootles, bottels, bottels, bottels, bottels, botteles, bottels, bootles, bootles, bottels, bottels, bottels, bottels, bottels, bottels, bottels, bootles, bottels, buttles, bottels, bottels, bottlles, bootles, buttles, bottes, bottels, botteles, battles]
spending	3	[spendings, spendings, spendings, spendings]
strategies	1	[stretegies]
games	1	[gams]
hugs	1	[hughs]
tidy	2	[tudy, dity]
we're	3	[were, we 're, we'r]
disclose	1	[inclose]
satin	1	[satain]
jealous	1	[jaleous]
tiring	3	[tiering, tiering, tiering]
hours	6	[houres, houres, houres, hous, hous, houas]
snacks	1	[sneaks]
bottled	2	[botteld, botteld]
relaxing	1	[relexing]
balloons	3	[ballons, ballon, ballons]
assignments	1	[assignements]
tomatoes	6	[tomatos, tometoes, tomatos, tomatos, tomatos, tomatos]
inappropriate	3	[unappropriate, unappropriate, unapprepriate]
professionally	1	[profesional]
huge	1	[hugh]
company's	7	[companys, companys, companys, companys, companie's, companys, companies]
recurrence	1	[reoccurrance]
traveling	1	[traviling]
crocodiles	19	[crodiles, crocs, crocodils, crocodils, crododiles, crododiles, crocs, crocs, corcodiles, crocodils, crocidiles, crocodils, crocodils, crocodils, crododiles, crocs, corcodiles, crocodils, crocodils, crocodils]
planning	3	[planing, planing, planing, planing]
stopped	1	[stoped]
sweatshirt	3	[swetshirt, sweathirt, sweatchirt]
alcohol	2	[alkoholic, alkohol]
indices	1	[indeces]
overflowed	1	[overflooded]
pharmaceutical	1	[phamaceutical]
dislike	1	[dislke]
suddenly	4	[suddendly, suddently, suddently, sudenly]
inviting	1	[invating]
workaholic	1	[workerholic]
recommended	1	[recommanded]
apartment	29	[apartement, appartment, appartement, appartment, appartment, appartment, appartment, appartment, appartment, appartment, appartment, appartment, my [[apatment, appartment, appartment, appartment, appartment, appartment, apartement, like a share [[appatment, appartment, appartment, appartment, appartment, appartment, appartement, aprtement, apartement, apartement, appartment, appartment, appartment, appartment, appartment, appartment, appartement, apatment, appartement, appartment, aparment, appartment, appartment]
switch	1	[swith]
tsunami	2	[tsumani, tsunmai]
modern	2	[mordern, mordern]
believed	2	[belived, belived]
twice	1	[twices]
jewel	1	[jewl]
oxford	1	[oxfort]
capacity	2	[capacitiv, capicity]
millions	1	[milions]
badminton	4	[badbington, badmindon, batminton, badminten]
whilst	1	[whilit]
romantic	1	[romatic]
return	1	[returne]
friendly	4	[frindly, friendlly, fiendlly, friendy, frendly]
excited	2	[exited, exited]
wouldn't	2	[woldn't, wouldn’t]
mechanic	1	[mechanik]
prison	1	[prosin]
degree	1	[degreed]
physiological	2	[physiolocical, physiolocical]
compiled	1	[cmpiled]
improving	1	[emproving]
allowed	6	[alloewd, allowe, allowe, alowed, alloweded, allowd]
phone	4	[fon, ohone, fone, phon]
but	6	[bud, bot, bat, doh, bat, bu]
send	1	[sen]
reputed	1	[reputated]
mystery	1	[mistery]
mother's	1	[mather's]
buy	18	[bye, bay, by, by, by, by, by, bay, by, by, bye, by, bug, bug, by, bay, bay, by, by, by, bought, by, by, by]
beef	1	[beaf]
introduce	1	[introdruce]
kindergartens	1	[kindergerdens]
adds	1	[edd]
frightened	1	[frigthend]
reassuring	1	[ressuring]
travel	7	[travell, travelle, travell, travell, travell, traval, travell]
attitudes	3	[attidutes, attidtudes, attitutdes]
together	18	[togehter, togehter, togehter, togheter, togehter, togehter, togheter, togehter, togheter, toghether, togehter, toghether, toghether, togehter, togehter, toeghter, togehter, togther, togehter, togehter]
vacancy	2	[vacany, vacany]
sent	1	[sended]
beer	1	[bear]
cold	1	[sold]
nurse	1	[nurce]
remedies	5	[remidies, remidies, recomendies, remdies, remendies]
survey	4	[servay, surway, survery, servey]
totally	6	[tottaly, totaly, totaly, totaly, totaly, totaly, totaly]
accountancy	1	[accountance]
goes	1	[gos, gos]
year's	1	[yreas]
gadget	1	[gatget]
regards	18	[regands, reagards, reagards, recards, regads, regads, regads, regads, regreats, recards, regarts, regard's, regads, ragards, regard, reagard, regrads, reagards]
pains	1	[paines]
enterprise	1	[enterprice]
we've	2	[we' ve, we#ve]
chose	2	[choosed, choosed, choosed]
buffaloes	1	[buffalos]
disappointed	1	[dissapointed]
jump	1	[jumb, jumb]
junior	1	[jun]
picture	3	[picutre, pictur, piture]
cognitive	1	[conginitive]
beds	1	[berds]
stories	1	[storys, storys]
coke	1	[coce]
sing	1	[sind]
moody	1	[moddy]
relatives	1	[relived]
diving	2	[divong, divinge]
madam	5	[maddam, maddam, madame, modam, madame, mandam]
footwear	1	[footware]
cultures	5	[culturs, culturs, culutures, culteres, culturals, culturals]
movies	1	[moovis]
aches	1	[anches, anches]
thirdly	1	[thirtenly]
complicated	1	[complecated]
north	1	[norh]
turns	1	[turrns]
pool	1	[poot]
bananas	1	[banans]
safer	1	[saver]
couple	1	[coup]
participate	1	[partecipate]
exist	2	[exits, excist]
invite	4	[invitet, invide, invitate, invitite]
university	7	[univeristy, universaty, universität, unisersity, universitiy, univerity, univerity]
sincerely	27	[sincerly, sincerly, sincerly, sincerly, sinceraly, sinserely, sicerely, sincerly, sinceraly, sincerly, sincerly, sincerly, sincerelly, sincerly, sincere, sincereley, sincerly, sincerly, sincerly, sincerly, sincerly, sincerly, sincerly, sincerley, sincerly, singerley, sincecerely, sincerly, sincerly, sincerly]
beginning	1	[beginnig]
incredible	1	[uncredible]
bye	44	[bey, by, by, buy, by, bey, buy, by, buy, by, by, bey, bya, bay, by, by, bey, by, by, buy, by, buy, by, by, by, bey, by, bey, bay, by, bey, by, bay, bey, by, by, buy, by, by, bay, bay, by, by, by, by, buy, by, by]
grandmother	2	[grendmother, granmother]
begin	4	[beginn, beginn, beginn, beginn, beginn]
around	6	[arround, arround, round, arround, aronund, arround]
quite	1	[guite]
trainers	1	[traineers]
started	8	[startet, startet, startet, stardet, startet, startet, startet, stareted]
missed	1	[sissed]
their	8	[theire, there, theire, thier, there, thier, there, there]
first	5	[firts, frist, frist, firsat, frst]
incredibly	1	[inredibly]
clients	4	[cleints, clinets, clientes, cliens]
reliable	1	[realible]
blouses	2	[blouson, bluses]
said	2	[sad, saied]
dogs	1	[doogs]
store	1	[sore]
college	2	[colleage, collegs]
jewelry	1	[jewelrys]
eagles	1	[eagels]
until	8	[untill, untill, untill, untill, untill, untill, untill, untill, untill, untill, untill, untill]
story	2	[storry, stroy]
curly	4	[curley, curley, curli, curley]
firstly	2	[at first, at first, fristly]
boring	4	[booring, booring, borring, borring]
government	2	[goverment, goverment]
deep	1	[deeply]
licence	1	[licent]
orchestras	1	[orckestras]
promised	1	[promissed, promissed]
harness	1	[haraness]
scarves	2	[sharfes, scarfes]
residual	1	[residiual]
he	5	[je, hie, hi, be, hi]
sleep	2	[slep, sleping]
projects	3	[projekts, projekts, pojects]
colleges	2	[kolleges, collegs]
persuade	1	[pesuade]
air	1	[aire]
artificial	1	[artifishel]
introduction	2	[intoduction, indruduction]
hospital	4	[hospitel, hosrpital, hospitl, hospitel]
go	4	[goe, goo, got, goe]
choirs	1	[chorals]
mold	1	[mould]
peak	2	[peack, peek, peek]
exclusive	2	[exclusiv, exclusiv]
financed	1	[fincanced]
exercises	3	[exercices, exercices, exercices]
excellent	11	[exellent, exellcent, exellent, exellent, exellent, exellent, excellant, exellent, excellant, excelent, excelent, excelent, exelent]
rewarding	1	[rewardening]
skateboarding	1	[scateboarding]
extensive	1	[extensiive]
petty	1	[petti]
leave	1	[leafe]
consider	2	[cinsider, concider]
current	1	[corrent]
write	6	[ride, rite, whrite, wirte, whrit, wirte]
cloudy	2	[couldy, claudy]
backpack	6	[bagpack, packpack, bagpack, backback, backpag, backpag]
do	5	[to, ''m, go, don, du]
disastrous	1	[disasterous]
painting	1	[paining]
evening	9	[evenig, everning, everning, evenning, evning, evenig, evenning, evenenig, evenning, evenning]
logistics	2	[logisitcs, logistic]
look	3	[loot, lookm, kook]
install	1	[instal]
safe	2	[save, save, save]
ironing	5	[ironining, ironig, irioning, ioning, ioning]
may	5	[mai, mai, mai, mai, mai, mai]
permissible	4	[permittable, permittable, permittable, permittable]
wearing	3	[waering, waering, waering, waering, waering, waering]
mat	1	[matt]
won't	1	[wo'nt]
independent	3	[indepentent, independant, independant]
sounded	1	[soundes]
chocolate	12	[chokolade, schocolat, chokolate, choclate, chocolata, choclate, chokolate, chokolate, chokolate, choclate, chocalate, chocalate, chokolate]
starts	3	[startet, srart, [[start's]
what	2	[wath, waht]
successful	28	[succesful, succesful, successfull, succesfully, succesful, successfull, successfull, succesful, succesful, successfull, succesfull, successfull, succsessful, succsessfull, successfull, successfull, successfull, succesful, succesful, succesfull, succesful, succesful, successfull, succesul, succesful, successfull, sucessful, sucessful, succesful, successfull]
handsome	2	[handsame, handssome]
hesitating	1	[hestitating]
soaked	2	[soacked, soacked]
peas	1	[peans]
assessments	1	[assesments]
player	3	[plaver, playe, plaeyr, plyer]
careful	8	[carefull, carful, carrefully, carefull, carefull, carefull, carful, carful]
disturbed	1	[distured]
by	3	[bye, ba, xby]
plays	3	[playes, playes, playes]
transportation	1	[transportations]
dear	4	[daer, dea, deear, daer]
long	4	[lang, lond, loud, along]
comfortable	7	[comfortabel, confortable, confortable, confortable, confortable, comftable, comfortoble]
describes	3	[disribe, discribes, decribes]
couldn't	10	[could't, couldn''t, coudn''t, could't, couln't, could'nt, couln't, couldnt, couldn''t, couldn’t]
would	5	[wood, woul, woul, woul, woud]
autumn	4	[autum, autum, autmn, autum]
future	5	[futue, furure, further, futur, furture]
any	2	[an, an]
approximately	2	[approximatelly, aproximately, aproximately]
focussed	1	[focused]
dead	1	[daed]
smiling	1	[smilling]
be	2	[we, bee, bee]
financial	1	[finacial]
sauces	1	[saucies]
umbrella	2	[ambrella, umbralla]
mysterious	1	[mysteric]
begins	3	[beginns, beginns, beginns]
learn	16	[lern, lern, lern, lern, leran, leran, lern, lern, lern, leran, lern, lern, leran, lern, lern, lern, lern, lern]
criminology	1	[crminlogy]
bedroom	1	[br]
accountant	1	[accountent]
and	192	[und, end, an, an, an, an, an, und, und, und, an, und, und, an, an, und, an, an, an, und, und, an, und, an, an, an, an, an, an, an, und, und, und, an, und, und, und, und, an, amd, nad, und, amd, und, an, an, als, an, und, an, und, an, und, am, und, und, und, an, und, an, ans, an, und, und, an, und, und, an, an, an, an, an, und, an, an, a, an, und, und, und, abd, und, und, an, an, und, an, und, an, und, und, und, ant, und, an, und, und, an, und, und, an, an, an, und, an, an, an, und, und, und, und, an, an, an, ad, und, an, an, an, und, an, und, und, und, an, und, an, an, und, und, anf, an, und, an, und, und, und, und, und, und, und, und, an, an, an, an, und, und, und, und, an, an, an, und, und, an, an, an, an, und, und, an, an, und, an, an, an, und, an, und, und, an, und, an, und, und, an, an, und, an, und, an, und, an, an, ans, ans, an, ang, an, und, und, und, ant, an, und, und, und, an, und, und, und, an, ans, an, und, an, an, und, und, und, und, an, an, an, &amp, und, und, und, an, an, an, an, und, an, und, und, und, an, und, an, an, an]
holiday	22	[holdiday, holoday, holyday, holliday, holyday, holliday, holydays, holyday, holliday, holliday, hollyday, holydays, holday, holdiy, holliday, holliday, hióliday, holliday, holyday, holyday, holyday, holyday, holliday]
decided	1	[decited]
classical	2	[clasical, klassic]
maximum	1	[maximal]
trash	1	[trask]
doing	3	[doning, doring, doning]
internet	1	[i got a wet  when i watched the program about the game very famous on the [[internet]
therapy	2	[therapie, therapie, therapie]
gymnastics	1	[gymnastik]
straight	8	[stright, streight, straigt, stright, straigt, stait, straigth, streight]
mobile	1	[mobil]
acceptable	1	[acceptabel]
skiing	1	[skijing]
meg	1	[mel]
rainy	2	[runny, rany]
clothing	1	[cothing]
uninhabited	1	[unhabited]
frequency	1	[frequence]
chosen	3	[choosen, choosed, choosen]
routine	4	[routins, routince, routin, routin, routins, routins]
husband	17	[housband, husbend, husand, hasband, husmand, husmand, husbend, hasband, hasband, hushband, hasband, hasmend, hasmend, housband, hasband, hasband, husbend, haspen, hasband, hasband, hausband, hausband]
lighter	1	[lihter]
recommend	6	[recommed, recomend, recomment, remend, recommened, recomment]
island	2	[iland, iland, iland, iland, iland]
sister	1	[sisther]
pronunciation	7	[pronounciation, pronounciation, pronounciation, pronounciation, pronounciation, pronounciation, pronounciation]
knocked	9	[knockes, kocked, kocked, knoked, kocked, knockt, knocke, kocked, knockes]
attractive	2	[atractive, attractiv]
swim	11	[swimm, swin, swimm, swimm, swimm, swimm, swimm, swimm, swimm, swimm, swin]
men	1	[mens]
trip	4	[tripp, tript, tripe, tripp]
restaurants	3	[restaurents, restarants, resturants]
all	11	[alle, alle, al, alle, al, al, al, alle, oll, al, al, oll]
picturesque	1	[pituresque]
requirement	2	[reqirement, reqirement]
livelier	1	[livlier]
ahead	4	[ahaed, ahaed, ahaed, ahaed]
at	2	[an, dat]
as	1	[us]
pedometer	1	[pedomenter]
discriminate	1	[discrimate]
color	4	[coulor, [[coulor, colure, coler, coler]
tattoos	1	[tatoos, tatoos]
am	2	[com, kam]
meeting	3	[metting, meetings, meetig]
an	2	[am, a]
petite	1	[petit]
forget	3	[forgett, forgett, forgett]
fabulous	2	[faboulus, faboulus]
basketball	4	[basketbal, baskettball, baketball, basketabll]
nobody	3	[nowbody, noybody, noboby]
dye	1	[die]
employment	1	[employement]
instructor	4	[instructer, instructure, instruktor, instructer]
no	1	[not]
street	4	[straße, straße, streat, streed, steet]
determine	1	[determin]
luggage	1	[lugguage, lugguage]
sympathetic	3	[sympatethic, sympathic, sympatic]
fixed	1	[fixe]
inclusive	3	[inlusive, incluse, inclusiv]
of	10	[oft, oft, fo, aof, off, on, af, af, o, fo]
ticket	2	[tickt, tickt]
unsuccessful	1	[uncussessful]
