Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,tweet_text
I keep it real.. sorry if you get offended 🤷🏽‍♂️,0,0,0,0,0,0,0,0,1,0,0,I keep it real.. sorry if you get offended  person_shrugging  medium_skin_tone ‍ male_sign ️
Who will help me to be a Millionaire? #business #small_business #Millionaire #start_small_business #money #start #my #business\n:);),0,1,0,0,1,0,1,0,0,0,0,Who will help me to be a Millionaire? business small_business Millionaire start_small_business money start my business\n:);)
@umainoo if you had a bad day cheer up lov!!! ♡♡,0,0,0,0,1,1,1,0,0,0,0, if you had a bad day cheer up lov!!! ♡♡
Curtis is back at work today 😥,0,0,0,0,1,0,1,0,1,0,0,Curtis is back at work today  sad_but_relieved_face 
See people now selling their #MayMac presss conference tickets at Wembley for £100 now when they were free. Scum cunts!!! 😡,1,0,1,0,0,0,0,0,0,0,0,See people now selling their May Mac presss conference tickets at Wembley for £100 now when they were free. Scum cunts!!!  pouting_face 
"many lead by expectation ,rather than by example. Perpetually holding  Damocles Sword over their staff's head &amp; expecting them to be joyful",0,0,1,0,1,0,1,0,0,0,0,"many lead by expectation ,rather than by example. Perpetually holding  Damocles Sword over their staff is head &amp; expecting them to be joyful"
@SFBART This driver is telling the passengers we did a very good job and saved a life today. That's it. #tears,0,0,0,0,1,0,1,0,1,0,1, This driver is telling the passengers we did a very good job and saved a life today. that is it. tears
@ClairePotter @Mermaids_March @2minbeachclean Woohoo! Enjoy Claire! Happy Tuesday :D,0,0,0,0,1,1,1,0,0,0,0,   Woohoo! Enjoy Claire! Happy Tuesday :D
"In order to #expand beyond the places that are familiar, you have to do things that scare you.",0,0,0,0,0,0,1,0,0,0,0,"In order to expand beyond the places that are familiar, you have to do things that scare you."
new video will be up very soon!! #newyoutuber #beautyguru #tristinescorner #frenchbraid #howto #style #fun  ,0,0,0,0,1,0,1,0,0,0,0,new video will be up very soon!! newyoutuber beautyguru tristinescorner frenchbraid howto style fun  
welp we're gonna die in anatomy lab I guess 🤷‍♀️ #rip ,1,0,1,1,0,0,0,1,1,0,0,welp we are gonna die in anatomy lab I guess  person_shrugging ‍ female_sign ️ rip 
@TajFalaknuma #horrible experience #not satisfied #low on standards,1,0,1,1,0,0,0,0,0,0,0, horrible experience not satisfied low on standards
#theearlyshow my musical.ly is mariam_marigold @WhatsTrending #lively #musical.ly,0,0,0,0,1,0,0,0,0,0,0,theearlyshow my musical.ly is mariam_marigold  lively musical.ly
@setsmiling Happy Birthday arsehole. Hope you have an average day ☺️☺️,0,0,1,0,1,0,1,0,0,0,0, Happy Birthday arsehole. Hope you have an average day  smiling_face ️ smiling_face ️
@traviswall Strange Fruit. Wow. The story of what America was and what it can be. #brilliant #soyouthinkyoucandance,0,1,0,0,1,0,1,0,0,1,0, Strange Fruit. Wow. The story of what America was and what it can be. brilliant soyouthinkyoucandance
@niallard @Iainmackay8 If I could just pick 8 of them then I'd have no trouble picking who I wanted 🤣,0,1,0,0,0,0,1,0,0,0,0,  If I could just pick 8 of them then i would have no trouble picking who I wanted  rolling_on_the_floor_laughing 
@GMB @susannareid100 I had #Parkinson's aged 10 I would have failed my #SATs #tremor but it's no reflection at all on my intelligence !!,1,0,0,1,0,0,1,0,0,0,0,  I had parkinson is aged 10 I would have failed my S A Ts tremor but it is no reflection at all on my intelligence !!
"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong.",0,0,0,0,1,0,1,0,0,0,0,"I was smiling yesterday, i am smiling today, i will smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong."
You was born with a purpose to help make the world a better place not to sit and do nothing!!! - @Balrsclub #Motivation #LoveIsland #fear ✨,0,0,0,1,1,0,1,0,0,0,0,You was born with a purpose to help make the world a better place not to sit and do nothing!!! -  Motivation Love Island fear  sparkles 
You know where not to get socks? At @hm #horrible I have to put rubber band in my ankles just to get thru a min w/out them falling off 🙄😑,1,0,1,1,0,0,0,0,1,0,0,You know where not to get socks? At  horrible I have to put rubber band in my ankles just to get thru a min w/out them falling off  face_with_rolling_eyes  expressionless_face 
@SamKrueger_ @DarrenBall_ @UFCEurope @ssearena I can't even find tickets anymore gunna call it a day and go cry in the corner I think 😭 lol,0,0,0,0,0,0,0,1,1,0,0,    I can't even find tickets anymore gunna call it a day and go cry in the corner I think  loudly_crying_face  lol
@AliceOsborne98 I'll second that #arsehole,1,0,1,0,0,0,0,0,1,0,0, i will second that arsehole
nag-iimprove na si Jasper omg 💙 dull boy no more wtf 💗 \n#COMM19,1,0,1,0,0,0,0,0,1,0,0,nag-iimprove na si Jasper omg  blue_heart  dull boy no more wtf  growing_heart  \nCOMM19
#StupidReasonsToUseTimeTravel to grab my Poptart that I forgot when I left to work this morning 😧 @Staciellyn @PopTartsUS,1,0,1,0,0,0,0,0,1,0,0,Stupid Reasons To Use Time Travel to grab my Poptart that I forgot when I left to work this morning  anguished_face   
@wildpawspics @starbeeston Don't miss out today then 👍💻😋\n\nThey are soooo yummy 😆,0,0,0,0,1,0,1,0,0,0,0,  Don't miss out today then  thumbs_up  laptop_computer  face_savoring_food \n\nThey are soooo yummy  grinning_squinting_face 
@vvixie Thanks bby 💚 tiff got a pair too so I'll probably steal hers lol,0,0,0,0,1,1,0,0,0,0,0, Thanks bby  green_heart  tiff got a pair too so i will probably steal hers lol
"A pineapple is neither an apple or a pine. It is, in fact, a large berry.",0,0,0,0,0,0,0,0,0,0,0,"A pineapple is neither an apple or a pine. It is, in fact, a large berry."
kokobop is such a weird name\nbut I remember that it is said to be more lit that growl and it is #EXO so I'm accepting the name,0,0,0,0,0,0,1,0,0,0,0,kokobop is such a weird name\nbut I remember that it is said to be more lit that growl and it is EXO so i am accepting the name
"@MFaizAbdulKarim And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend.",0,1,0,0,0,0,1,0,0,0,0," And i am serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend."
@huedrinkwater happy birthday cuzy xxx,0,0,0,0,1,1,1,0,0,0,0, happy birthday cuzy xxx
@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍,0,0,0,0,1,0,0,0,0,0,0, at his best.... Great to watch u go big sir. tremendous hits \nDts boom boom Afridi  smiling_face_with_heart_eyes 
"I have been very lucky to have had friends who cared for me through phases of #depression. However, sometimes their help felt Big Brother...",0,0,0,0,1,1,1,0,1,0,1,"I have been very lucky to have had friends who cared for me through phases of depression. However, sometimes their help felt Big Brother..."
Gotta do my best today and keep my happiness on and not let anything bring me down... big day today 💖🤘☇ #stoked ,0,0,0,0,1,1,1,0,0,0,0,Gotta do my best today and keep my happiness on and not let anything bring me down... big day today  sparkling_heart  sign_of_the_horns ☇ stoked 
@rachcolours But smiling 😄☔️,0,0,0,0,1,1,0,0,0,0,0, But smiling  grinning_face_with_smiling_eyes  umbrella_with_rain_drops ️
Hating this already 😟,1,0,1,0,0,0,0,0,0,0,0,Hating this already  worried_face 
"@MarkDice Yeah, his heart is evil and his speech reflected that.  Says a lot about your character that you find it 'awesome'.  How ",1,0,1,0,0,0,0,0,0,0,0," Yeah, his heart is evil and his speech reflected that.  Says a lot about your character that you find it 'awesome'.  How "
Just watched #TheDarkTower &amp; I ask how did @StephenKing let them destroy a Literary masterpiece is beyond me. #crap #disappointment #fixit,1,0,1,0,0,0,0,0,1,0,0,Just watched The Dark Tower &amp; I ask how did  let them destroy a Literary masterpiece is beyond me. crap disappointment fixit
Whoever decided to put chat functions on company websites for customer service deserves all the medals. I hate talking on the phone ,1,0,1,0,0,0,0,0,0,0,0,Whoever decided to put chat functions on company websites for customer service deserves all the medals. I hate talking on the phone 
@InsafPK one dirty fish  makes the whole pond murky and dirty... no chance of any justice...when all trying to please .... play boy,1,0,1,0,0,0,0,0,1,0,0, one dirty fish  makes the whole pond murky and dirty... no chance of any justice...when all trying to please .... play boy
@foxnewspolitics @HowardKurtz The left is sooo rabid for something of substance; yet they are forced to feed off innuendo and smearing,1,0,1,0,0,0,0,0,0,0,0,  The left is sooo rabid for something of substance; yet they are forced to feed off innuendo and smearing
Never underestimate yourself ; you might be the little voice of reason.... #do #good #believe #rise #communicate #respect #love #everyone 😘,0,0,0,0,1,0,1,0,0,0,0,Never underestimate yourself ; you might be the little voice of reason.... do good believe rise communicate respect love everyone  face_blowing_a_kiss 
Is it okay to think you are going to die alone? #sadness,0,0,0,0,0,0,0,1,1,0,0,Is it okay to think you are going to die alone? sadness
@NewYorkTheater Even better as a monologue. Saw it at one of Martin Charnin's shows. ,0,0,0,0,0,0,0,0,0,0,0, Even better as a monologue. Saw it at one of Martin charnin is shows. 
Today in Selfcare: beauty &amp; laughs Kung Fu Panda 3 #Wellness #joy #laughter #selfcare #therapist #philadelphia,0,0,0,0,1,1,1,0,0,0,0,Today in Selfcare: beauty &amp; laughs Kung Fu Panda 3 Wellness joy laughter selfcare therapist philadelphia
These horoscopes are terrible. Says I'm obsessed with myself 😂 that's really not me 🤷🏾‍♀️,0,0,1,0,0,0,0,0,0,0,0,These horoscopes are terrible. Says i am obsessed with myself  face_with_tears_of_joy  that is really not me  person_shrugging  medium_dark_skin_tone ‍ female_sign ️
@chrysstals But sadly.. you are too busy with your new drama 😞,0,0,0,0,0,0,0,0,1,0,0, But sadly.. you are too busy with your new drama  disappointed_face 
@SatisfyingTaste @TheAnimalVines I used to make the peanut butter energy balls all the time. My famjam loved them! #recipes #yummy,0,0,0,0,1,1,0,0,0,0,0,  I used to make the peanut butter energy balls all the time. My famjam loved them! recipes yummy
"@Kara1818 I’m glad to hear that, Kara. Don’t hesitate to get in touch again if you need to! Cheryl",0,0,0,0,1,0,0,0,0,0,0," i am glad to hear that, Kara. Don't hesitate to get in touch again if you need to! Cheryl"
Edge of my seat @GameOfThrones loved it #dragonsontheWall ,0,1,0,0,1,1,0,0,0,1,0,Edge of my seat  loved it dragonsontheWall 
@SBS_MTV #더쇼 #GOT7 #니가하면 rthrc #IFYOUDO #mad treeq,1,0,0,0,0,0,0,0,0,0,0, 더쇼 GOT7 니가하면 rthrc IFYOUDO mad treeq
"Nole, you just can't go easy on a girl's heart can you? #Wimbledon ",0,1,1,0,0,1,0,0,0,0,0,"Nole, you just can't go easy on a girl is heart can you? Wimbledon "
"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1,0,1,0,0,0,0,1,1,0,0," Go and see the hell hole which is Halton, now that will depress you."
Because I'm happy clap aLong if you feel like happiness is the truth',0,0,0,0,1,0,1,0,0,0,0,Because i am happy clap aLong if you feel like happiness is the truth'
If the teaser trailer 4 @ITMovieOfficial cud stop appearing after /every/ other advert that'd be great #ITMovie  #phobia #scaredmuch #clown,0,1,0,1,0,0,0,0,0,0,0,If the teaser trailer 4  cud stop appearing after /every/ other advert that would be great I T Movie  phobia scaredmuch clown
@LFC @officialAL20 @Phil_Coutinho Coutinho seems unhappy may worry salah replacement 😃,0,0,0,0,1,0,0,0,1,0,0,   Coutinho seems unhappy may worry salah replacement  grinning_face_with_big_eyes 
"Don't fear the enemy that attacks you, but the fake friends that hugs you. #justsaying",0,0,0,1,0,0,1,0,1,0,0,"Don't fear the enemy that attacks you, but the fake friends that hugs you. justsaying"
And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!,0,1,0,0,1,1,1,0,0,1,1,And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!
"Don't start anything prematurely, even when u do learn your lesson early enough, know when it's just ur fears or when u need to back it up",0,1,0,1,0,0,1,0,0,0,1,"Don't start anything prematurely, even when u do learn your lesson early enough, know when it is just ur fears or when u need to back it up"
"on July 13th,1989 in #Vienna , #Ghassemlou &amp; his fellows was #terror by the agents of the #Iranian regime\n#Iran #Terrorism \n#twitterkurds",1,0,1,1,0,0,0,1,0,0,0,"on July 13th,1989 in Vienna , Ghassemlou &amp; his fellows was terror by the agents of the Iranian regime\nIran Terrorism \ntwitterkurds"
@beyond_scratch @ben_nuttall @GuildfordLib The official pi jam kit has arrived! #RaspberryPi #excitement,0,0,0,0,1,0,0,0,0,0,0,   The official pi jam kit has arrived! Raspberry Pi excitement
I wonder how many Lexas and Alexandrias there will be in 10 tears 😂,0,0,0,0,1,0,0,0,1,0,0,I wonder how many Lexas and Alexandrias there will be in 10 tears  face_with_tears_of_joy 
"When angry, do not sin; do not ever let your wrath (your exasperation, your fury or indignation) last until the sun goes down. Eph.4:26",1,0,0,0,0,0,1,0,0,0,1,"When angry, do not sin; do not ever let your wrath (your exasperation, your fury or indignation) last until the sun goes down. Eph.4:26"
ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.,0,0,0,0,1,0,1,0,0,0,0,ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.
I'm #mad about it,1,0,1,0,1,0,0,0,0,0,0,i am mad about it
@matthewamiller I'm still in awe that his clearance wasn't pulled long ago. Seems like security clearance means nothing anymore.,1,1,0,0,0,0,0,1,1,0,0, i am still in awe that his clearance wasn't pulled long ago. Seems like security clearance means nothing anymore.
"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.",0,0,0,0,1,0,1,0,0,0,0,"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat."
"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. #grateful 🙏🏽",0,0,0,0,1,0,1,0,0,0,0,"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. grateful  folded_hands  medium_skin_tone "
I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,0,0,0,0,0,0,0,0,1,0,0,I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone sad &lt;/3 hurting brokenheart
Today if i was a colour it would be red !!! #rage,1,0,1,0,0,0,0,0,0,0,0,Today if i was a colour it would be red !!! rage
13) mutual whos always online - @Lafa_YEET bc we have to bully her to get to sleep,0,0,1,1,1,0,0,0,0,0,0,13) mutual whos always online -  bc we have to bully her to get to sleep
"Just a side #thought, everything takes #time and #effort ... #annoyed",1,0,1,0,0,0,0,0,0,0,0,"Just a side thought, everything takes time and effort ... annoyed"
"@HillF1 @SilverstoneUK I'm coming on Saturday for Qually and the race on Sunday, can't wait 😊 #excitement #needalewiscap",0,1,0,0,1,0,1,0,0,0,0,"  i am coming on Saturday for Qually and the race on Sunday, can't wait  smiling_face_with_smiling_eyes  excitement needalewiscap"
@Holbornlolz My Big Mac was cold ! #fuming,1,0,1,0,0,0,0,0,1,0,0, My Big Mac was cold ! fuming
@LDN_Muscle a #bright and early session this morning before work! #fullbody #ldnmladies surprised that it actually helped reduce my #doms,0,0,0,0,1,0,1,0,0,1,0, a bright and early session this morning before work! fullbody ldnmladies surprised that it actually helped reduce my doms
2nd False Widow in my bedroom.The same place as the last. Thankfully @carlhulyer put it out #scaredtosleep #dontbiteme #notanother1 #phobia,0,0,0,1,0,0,0,0,0,0,0,2nd False Widow in my bedroom.The same place as the last. Thankfully  put it out scaredtosleep dontbiteme notanother1 phobia
Somebody called y'all president a fucknugget 😂😂 idk what that is but it was the laugh I needed this morning 😭,0,1,0,0,1,0,0,0,0,0,1,Somebody called y'all president a fucknugget  face_with_tears_of_joy  face_with_tears_of_joy  idk what that is but it was the laugh I needed this morning  loudly_crying_face 
"Some people need psych meds for their depression, All I need is a gyro platter. #Comedy #comedian #funnyshit #funny #greekfood #ComedyCellar",0,0,0,0,1,0,1,0,1,0,0,"Some people need psych meds for their depression, All I need is a gyro platter. Comedy comedian funnyshit funny greekfood ComedyCellar"
"@COFFEECOWal Really Sad News, it's been a pleasure over the years, all the best for the future.",0,0,0,0,1,0,0,1,1,0,0," Really Sad News, it is been a pleasure over the years, all the best for the future."
Don't stop believin' came on in the car and I almost started crying. Who else misses glee. #glee,0,0,0,0,1,0,0,1,1,0,0,Don't stop believin' came on in the car and I almost started crying. Who else misses glee. glee
@crimemma congratulations on becoming a senior lecturer! Well deserved 😄,0,0,0,0,1,0,0,0,0,0,0, congratulations on becoming a senior lecturer! Well deserved  grinning_face_with_smiling_eyes 
Some days are better than others! ☺️\n\n#life #days #DifferentIsBetter #different #happiness #sadness #tired #poorly #sick #hurt #pain #health,0,0,0,0,0,0,1,0,1,0,0,Some days are better than others!  smiling_face ️\n\nlife days Different Is Better different happiness sadness tired poorly sick hurt pain health
"'Obviously it's great to feel like I'm succeeding ... but I couldn't help but feel guilty,' says Yvonne. 'It feels horrible.' #InsightSBS",1,0,1,0,0,0,0,0,1,0,0,"'Obviously it is great to feel like i am succeeding ... but I couldn't help but feel guilty,' says Yvonne. 'It feels horrible.' Insight S B S"
@brrttcnln I don't suppose you've figured out how to get the extra boxes on the wrath of cortex?,0,1,0,0,0,0,0,0,0,1,0, I don't suppose you have figured out how to get the extra boxes on the wrath of cortex?
Some white folks were jumping in joy when they thought Floyd Mayweather was broke 😂,0,0,0,0,1,0,0,0,0,0,0,Some white folks were jumping in joy when they thought Floyd Mayweather was broke  face_with_tears_of_joy 
Also YAY @ChadHoy that's awesome about TX! &amp;I I'm not sure why but it makes me sad ur leaving Indy cuz it's not like we ever hang lol,0,0,0,0,1,0,0,0,1,0,0,Also YAY  that is awesome about TX! &amp;I i am not sure why but it makes me sad ur leaving Indy cuz it is not like we ever hang lol
Lost my #happiness #my #earphone 😖😟 \nMy only fav thing #music 🎧🎵🎶\nAb nhi soon paungi songs mei 😑,0,0,0,0,1,0,0,0,1,0,0,Lost my happiness my earphone  confounded_face  worried_face  \nMy only fav thing music  headphone  musical_note  musical_notes \nAb nhi soon paungi songs mei  expressionless_face 
When you baby has their first temperature and all you do is worry #firsttimemum #firsttimemom #newborn #baby #sickbaby #worry,0,0,0,1,0,0,0,0,1,0,0,When you baby has their first temperature and all you do is worry firsttimemum firsttimemom newborn baby sickbaby worry
#furious as fuck!!,1,0,1,0,0,0,0,0,0,0,0,furious as fuck!!
@TimHortons Please please PLEASE make your jalapeño jack sandwich a regular! I LOOOVE it!!! ,0,0,0,0,1,1,1,0,0,0,0, Please please PLEASE make your jalapeño jack sandwich a regular! I LOOOVE it!!! 
I rage quit on Minecraft and I deleted the game. #rage,1,0,1,0,0,0,0,0,0,0,0,I rage quit on Minecraft and I deleted the game. rage
yas bret you're always making me laugh ily 😘 @bretmanrock,0,0,0,0,1,1,0,0,0,0,0,yas bret you are always making me laugh ily  face_blowing_a_kiss  
These guys really out here disrespecting women while their moms still be doing their laundry. 🤣 ,1,0,1,0,0,0,0,0,0,0,0,These guys really out here disrespecting women while their moms still be doing their laundry.  rolling_on_the_floor_laughing  
@ElfinKate @CulturalWatch @aldaily @BullDeborah @SelinaNThompson @CSSDLondon @CSSDLondon Tedx 1st Sept #scared!,0,0,0,1,0,0,0,0,0,0,0,       Tedx 1st Sept scared!
A solitary rogue long hair now in my left ear? Its retreating from my head &amp; yet is relentless up my nose? Hair takes the piss...,1,0,1,0,0,0,0,0,0,0,0,A solitary rogue long hair now in my left ear? Its retreating from my head &amp; yet is relentless up my nose? Hair takes the piss...
Guilty pleasure: bending over in public and watching men try not to look at my boobs. #tease #isthisaformofcruelty #boobs #bewbs ,0,0,0,0,1,0,1,0,0,0,0,Guilty pleasure: bending over in public and watching men try not to look at my boobs. tease isthisaformofcruelty boobs bewbs 
When do you feel the hungriest?\nThe night before I start a new #diet .\n#hungry #food #HealthyEating #trying #new #funny,0,0,0,0,1,0,1,0,0,0,0,When do you feel the hungriest?\nThe night before I start a new diet .\nhungry food Healthy Eating trying new funny
"Lucky enough to not burn off ALL of my right eye lashes, unlucky enough to burn them just short enough to irritate all of my OCD tendencies",1,1,1,0,0,0,0,1,0,0,0,"Lucky enough to not burn off ALL of my right eye lashes, unlucky enough to burn them just short enough to irritate all of my OCD tendencies"
'I hear that.. Your sadness. But human can be stronger with defeat their sadness!',0,0,0,0,0,0,1,0,1,0,1,'I hear that.. Your sadness. But human can be stronger with defeat their sadness!'
Thx @DirectEnergy for hosting us @StampedeShaker ❤️ my boys @TomCochraneMUS @Trooper @Sloanmusic 😍 #great #nite,0,0,0,0,1,0,0,0,0,0,0,Thx  for hosting us   red_heart ️ my boys     smiling_face_with_heart_eyes  great nite
@edutopia What an innovative way for admin to see what's going on in classrooms! #leadup #awesomeness,0,0,0,0,1,0,1,0,0,0,0, What an innovative way for admin to see what is going on in classrooms! leadup awesomeness
"@imaster78 @ll_DannyM7_ll @TOMGORIANXVII @STSF1_Racing And I apologised like 15 times and you're still holding a grudge, can't help thag",0,0,1,0,0,0,0,0,1,0,0,"    And I apologised like 15 times and you are still holding a grudge, can't help thag"
Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......,1,0,0,0,0,0,1,0,0,0,0,Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......
"@elks1287 You have to follow @TommyG  .  He's a professional gambler, mostly daily fantasy, but he will wager on anything.  #angry",1,0,1,0,0,0,0,0,0,0,0," You have to follow   .  he is a professional gambler, mostly daily fantasy, but he will wager on anything.  angry"
"TFW you, a superhero introvert, have to let strangers into your house to mess around w the bathroom plumbing.  #thecatsandIarehiding",1,0,1,0,0,0,0,0,0,0,0,"TFW you, a superhero introvert, have to let strangers into your house to mess around w the bathroom plumbing.  thecatsandIarehiding"
I want to give spiders emotions and self awareness. Picture if a spider could build resentment toward you. What if it KNEW you were afraid,0,1,0,1,0,0,0,0,0,0,0,I want to give spiders emotions and self awareness. Picture if a spider could build resentment toward you. What if it KNEW you were afraid
"@mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 😄 -Claire",0,0,0,0,1,0,0,0,0,0,0," Hi Miguel, that is awesome! Thank you very much for updating us!  grinning_face_with_smiling_eyes  -Claire"
"Snapchat is no longer personal. It's all business and promo.\n\nI accept it, but I still miss the old days ☹",0,0,0,0,1,0,0,0,1,0,0,"Snapchat is no longer personal. it is all business and promo.\n\nI accept it, but I still miss the old days  frowning_face "
i just want to fast forward to the part of my day where i take a nap between work and cheer,0,1,0,0,1,0,1,0,0,0,0,i just want to fast forward to the part of my day where i take a nap between work and cheer
Late dinner with my dad and fam in the mountains. I'm having an appetizer consisting of pop tarts and coffee. #delightful,0,0,0,0,1,1,1,0,0,0,0,Late dinner with my dad and fam in the mountains. i am having an appetizer consisting of pop tarts and coffee. delightful
LogRhythm: LogRhythm helped First_Financial bank unify #threat data and #streamline responses. Learn how in this case study:… …,0,0,0,0,0,0,0,0,0,0,0,LogRhythm: LogRhythm helped First_Financial bank unify threat data and streamline responses. Learn how in this case study:… …
"Secret is out, for bday gift taking my lovely @TLaughlin9 @summer1624 to @deadmau5 at @CaesarsWindsor in October #canada #rage",1,0,0,0,1,1,0,0,0,0,0,"Secret is out, for bday gift taking my lovely   to  at  in October canada rage"
@pilvrrvmirez Every #girl #nightmare ha ha ha (~.~)!!,0,0,0,1,1,0,0,0,0,0,0, Every girl nightmare ha ha ha (~.~)!!
Best thing about the #bossbaby film has to be the wizard alarm clock doing lotr quotes! ,0,0,0,0,1,1,0,0,0,0,0,Best thing about the bossbaby film has to be the wizard alarm clock doing lotr quotes! 
@RuthieeL &amp; @EamonnHolmes are total entertainment on @thismorning #brilliant #sofunny #myfaves,0,0,0,0,1,0,1,0,0,0,0, &amp;  are total entertainment on  brilliant sofunny myfaves
Everyone loves #horror #monster #zombies #clown #scary #Dracula #frankenstein #DarkSouls #darkside #IT #Metal,0,0,0,1,0,1,0,0,0,0,0,Everyone loves horror monster zombies clown scary Dracula frankenstein Dark Souls darkside IT Metal
@mhodges813 Looks like you'll be working there until your 20 🤣,0,1,0,0,0,0,0,0,0,1,0, Looks like you will be working there until your 20  rolling_on_the_floor_laughing 
Cell cameras suck. But I have never seen anything more beautiful in my life. #crying #eclipse,1,0,0,0,1,0,0,0,0,0,0,Cell cameras suck. But I have never seen anything more beautiful in my life. crying eclipse
#ease is a greater #threat to #progress than #hardship.,0,0,0,0,0,0,1,0,0,0,1,ease is a greater threat to progress than hardship.
@jinsproducer Thank you so much!! I don't draw a whole lot anymore but long haired jun is #inspiring,0,0,0,0,1,0,1,0,0,0,1, Thank you so much!! I don't draw a whole lot anymore but long haired jun is inspiring
"There is at least one alternate universe where Trump stayed a democrat, beat HRC for the nom, and got elected as a Democratic president.",0,1,0,0,0,1,1,0,0,0,0,"There is at least one alternate universe where Trump stayed a democrat, beat HRC for the nom, and got elected as a Democratic president."
Quiet frankly appalled at the shocking working conditions for @CampNorthwood staff this year. Access to wi-fi prohibited. What's going on?!,1,0,1,0,0,0,0,0,1,0,0,Quiet frankly appalled at the shocking working conditions for  staff this year. Access to wi-fi prohibited. what is going on?!
The best thing about #australianninjawarrior tonight is watching the failed attempts on the bomb slider. #hilarious #laughingsohard 🤣🤣🤣,0,0,0,0,1,0,0,0,0,0,0,The best thing about australianninjawarrior tonight is watching the failed attempts on the bomb slider. hilarious laughingsohard  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing 
"Spread #hope, #peace, #love and #joy NOW! #TuesdayThoughts",0,0,0,0,1,1,1,0,0,0,1,"Spread hope, peace, love and joy NOW! Tuesday Thoughts"
@EEMufCPM Stupid cunt is relentless with his bullshit,1,0,1,0,0,0,0,0,0,0,0, Stupid cunt is relentless with his bullshit
@Hydra_Lord #dread wouldn't be nearly as tense and terrifying without your superb narration and storytelling. An absolute thrill to watch.,1,1,0,1,1,0,0,0,0,1,1, dread wouldn't be nearly as tense and terrifying without your superb narration and storytelling. An absolute thrill to watch.
"AED Adjusting, sent 4 people to a tiny home to nitpick, fob us off only to leave for a discussion about what to do.  #endofmytether",0,0,1,0,0,0,0,0,0,0,0,"AED Adjusting, sent 4 people to a tiny home to nitpick, fob us off only to leave for a discussion about what to do.  endofmytether"
"- Make it unaffordable for locals.\n- Sell &amp; resell among their own.\n- 'No value, for money land' for locals.\n- Local resentment.",1,0,1,0,0,0,0,0,1,0,0,"- Make it unaffordable for locals.\n- Sell &amp; resell among their own.\n- 'No value, for money land' for locals.\n- Local resentment."
and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !!,1,0,1,0,0,0,0,0,0,0,0,and CLEARLY all this breathless coverage isn't covering the REAL Collusion story - DNC &amp; Ukraine Collusion !!
I don't know how to feel about the season finale of .,0,0,0,0,0,0,0,0,0,0,0,I don't know how to feel about the season finale of .
@KendallJenner #Love lights #up old tasks will soon going and!!! #serious,0,0,0,0,0,1,1,0,0,0,0, Love lights up old tasks will soon going and!!! serious
@derickson178 Did it scare you?!,0,0,0,1,0,0,0,0,0,0,0, Did it scare you?!
@gemmadanieIs Hahahahahahahah a want to move out as well 😢,0,0,0,0,0,0,0,1,1,0,0, Hahahahahahahah a want to move out as well  crying_face 
Dry overnight here in Newmarket with a cool sunny start but set fair for Ladies Day #good ground,0,0,0,0,1,0,0,0,0,0,0,Dry overnight here in Newmarket with a cool sunny start but set fair for Ladies Day good ground
Fed up of smiling at old people and getting dirty looks in return. Go fuck yourself Mildred you miserable prick,1,0,1,0,0,0,0,0,0,0,0,Fed up of smiling at old people and getting dirty looks in return. Go fuck yourself Mildred you miserable prick
Love u so much but u always get angry at me😔,0,0,0,0,0,1,0,0,1,0,0,Love u so much but u always get angry at me pensive_face 
Found out the peraon i liked wanted to that someone else #sadness,0,0,0,0,0,0,0,1,1,0,0,Found out the peraon i liked wanted to that someone else sadness
Weather report: murky up north.,0,1,0,0,0,0,0,0,0,0,0,Weather report: murky up north.
