Word	ErrorFrequency	CorrectFrequency	ErrorProbability
unfriendly	8	777	0.01019108280254777
protagonist	0	11	0.0
providence	1	3	0.25
chauvinistic	0	1	0.0
teachers	4	435	0.009111617312072893
swarms	0	1	0.0
mnemonic	0	8	0.0
comment	2	91	0.021505376344086023
eagle	0	72	0.0
spiky	0	1	0.0
user	0	187	0.0
namely	0	17	0.0
lobbying	0	1	0.0
users	0	244	0.0
tomb	0	7	0.0
faraway	0	7	0.0
gravitation	0	1	0.0
share	0	850	0.0
ideally	0	8	0.0
honor	1	76	0.012987012987012988
screwed	0	1	0.0
crew	0	110	0.0
salve	0	4	0.0
fairly	14	1360	0.010189228529839884
skate	0	43	0.0
dried	0	21	0.0
permission	3	296	0.010033444816053512
bequest	0	1	0.0
divides	0	4	0.0
musical	1	978	0.0010214504596527069
edited	0	7	0.0
toll	0	24	0.0
circle	3	127	0.023076923076923078
inconsiderable	0	1	0.0
picturesque	0	120	0.0
worse	0	182	0.0
jumps	0	20	0.0
analyses	0	21	0.0
separating	0	9	0.0
reports	1	349	0.002857142857142857
gentlewoman	0	1	0.0
blueprint	0	1	0.0
dipping	0	3	0.0
breads	1	87	0.011363636363636364
definitive	0	5	0.0
snowfall	0	4	0.0
cheetahs	0	1	0.0
sandstorm	0	3	0.0
respected	0	68	0.0
haughtiness	0	1	0.0
realism	0	5	0.0
napkins	0	6	0.0
sacred	0	7	0.0
baritone	0	1	0.0
learner	0	32	0.0
chatting	1	191	0.005208333333333333
fruity	0	4	0.0
extinguishers	0	5	0.0
reservations	1	22	0.043478260869565216
prevents	0	16	0.0
transforming	0	2	0.0
conjunction	0	2	0.0
turtles	0	13	0.0
strapless	0	3	0.0
cleaners	0	4	0.0
reaching	0	81	0.0
constant	0	83	0.0
stagnation	0	2	0.0
outperformed	0	1	0.0
breakages	0	2	0.0
theater	49	437	0.10082304526748971
fountain	1	16	0.058823529411764705
impertinent	0	1	0.0
cholesterol	0	6	0.0
fluidity	0	2	0.0
medicals	0	1	0.0
hooves	0	1	0.0
updated	0	89	0.0
whipped	1	22	0.043478260869565216
amazons	1	2	0.3333333333333333
sculptures	0	7	0.0
evade	0	1	0.0
fifteenth	0	6	0.0
boilers	0	3	0.0
mostly	0	232	0.0
assisted	1	8	0.1111111111111111
explorers	0	1	0.0
hourly	0	16	0.0
subways	0	20	0.0
consort	0	4	0.0
stunts	0	16	0.0
waistcoats	0	2	0.0
beside	0	231	0.0
chunk	0	1	0.0
nor	1	788	0.0012674271229404308
patients	11	221	0.04741379310344827
hale	0	1	0.0
robing	0	1	0.0
downsized	0	1	0.0
tomorrow	107	3737	0.027835587929240374
restrictions	0	7	0.0
paratroops	0	2	0.0
fluid	0	6	0.0
raspberry	6	458	0.01293103448275862
poll	0	23	0.0
encounters	0	8	0.0
sitcom	0	34	0.0
totally	31	1638	0.018573996405032954
proverb	0	8	0.0
forests	1	51	0.019230769230769232
nauseated	0	2	0.0
composers	0	1	0.0
repeated	1	21	0.045454545454545456
recession	1	12	0.07692307692307693
deadline	1	59	0.016666666666666666
brat	0	3	0.0
mission	2	194	0.01020408163265306
compensations	0	7	0.0
entertained	0	3	0.0
wail	0	1	0.0
understandingly	0	1	0.0
homeowner	0	9	0.0
jumpy	0	3	0.0
disciplinary	0	4	0.0
pain	0	689	0.0
multiculturalism	0	1	0.0
entrances	0	20	0.0
parcels	0	3	0.0
believers	0	2	0.0
seduction	0	1	0.0
denigrate	0	2	0.0
prettiness	0	1	0.0
pun	0	1	0.0
costed	0	12	0.0
anticipating	0	2	0.0
treading	0	2	0.0
prates	0	2	0.0
cherished	0	3	0.0
appalling	0	11	0.0
sweetener	0	1	0.0
propitious	0	1	0.0
checkup	0	4	0.0
marinated	0	4	0.0
migrates	0	2	0.0
lout	0	1	0.0
started	29	4462	0.006457359162769984
cautions	0	2	0.0
dirtier	1	19	0.05
mapping	1	8	0.1111111111111111
typo	0	1	0.0
stalagmites	0	1	0.0
mad	0	76	0.0
active	0	197	0.0
warren	0	1	0.0
inversion	0	1	0.0
excises	0	2	0.0
florin	0	1	0.0
excruciating	0	1	0.0
barbed	0	2	0.0
diplomas	0	7	0.0
survey	7	2492	0.0028011204481792717
analysis	17	187	0.08333333333333333
benefiting	0	1	0.0
august	10	1265	0.00784313725490196
lettering	0	2	0.0
groupings	0	1	0.0
vaccine	0	6	0.0
keening	0	1	0.0
holds	0	36	0.0
saleswoman	1	22	0.043478260869565216
greedier	0	2	0.0
ferns	0	1	0.0
rococo	0	1	0.0
aggravation	0	2	0.0
revolting	0	1	0.0
drags	0	3	0.0
reactors	0	1	0.0
replication	0	1	0.0
arsonist	0	1	0.0
footage	0	3	0.0
disciplines	0	12	0.0
postures	0	1	0.0
greet	0	109	0.0
leaps	0	1	0.0
depot	0	5	0.0
bombarded	0	1	0.0
complicated	2	115	0.017094017094017096
shrink	0	8	0.0
bankrupted	0	1	0.0
piano	4	1415	0.0028188865398167725
gloomy	0	8	0.0
overrated	0	1	0.0
decorate	1	139	0.007142857142857143
motivating	1	249	0.004
poetically	0	1	0.0
loaded	0	6	0.0
sates	0	2	0.0
resolution	0	30	0.0
delivering	0	36	0.0
calls	0	221	0.0
refers	0	17	0.0
countenance	0	1	0.0
object	3	207	0.014285714285714285
expressive	0	10	0.0
conflicting	0	3	0.0
discourse	1	2	0.3333333333333333
salamander	0	1	0.0
addressees	0	1	0.0
secretly	0	30	0.0
programer	0	17	0.0
minded	1	26	0.037037037037037035
select	0	169	0.0
remainder	0	8	0.0
preschool	0	6	0.0
foresight	0	1	0.0
economist	1	110	0.009009009009009009
undertake	0	10	0.0
our	20	18599	0.0010741715451957677
constancy	0	1	0.0
domesticated	0	3	0.0
sacrifices	0	5	0.0
radioactivity	0	1	0.0
inquiries	0	4	0.0
reactivate	0	2	0.0
podcast	0	1	0.0
extraterrestrial	0	4	0.0
disassociate	0	1	0.0
reemphasize	0	1	0.0
vineyard	0	3	0.0
tower	0	143	0.0
distracting	0	1	0.0
clones	0	1	0.0
bewildered	0	1	0.0
tithe	0	1	0.0
johns	0	13	0.0
darkest	0	2	0.0
solvable	0	2	0.0
begs	0	7	0.0
specialize	0	37	0.0
dwellers	0	2	0.0
acre	0	14	0.0
terminate	0	10	0.0
finds	0	146	0.0
allies	0	4	0.0
circumstances	2	120	0.01639344262295082
accurately	0	13	0.0
footprints	0	7	0.0
boggled	0	1	0.0
fishers	0	3	0.0
alternate	1	3	0.25
juggle	0	6	0.0
weightless	0	1	0.0
bedrooms	8	628	0.012578616352201259
confessor	0	1	0.0
administrations	0	1	0.0
tooling	0	2	0.0
artiest	0	1	0.0
soaking	0	7	0.0
orderliness	0	1	0.0
furthest	0	1	0.0
thrift	0	15	0.0
assessor	0	1	0.0
diners	0	4	0.0
comedians	0	1	0.0
formats	0	3	0.0
tray	0	27	0.0
finally	120	5514	0.021299254526091587
herbs	0	31	0.0
unyielding	0	1	0.0
conservation	0	19	0.0
commented	0	8	0.0
completion	0	17	0.0
ninja	0	2	0.0
magazine	1	463	0.0021551724137931034
kingdoms	0	5	0.0
cross	0	135	0.0
impolitely	0	4	0.0
smith	0	941	0.0
dells	0	1	0.0
revolver	0	3	0.0
lions	1	578	0.0017271157167530224
satirizes	0	1	0.0
grated	0	7	0.0
mother	82	15971	0.005108079486700306
blonder	1	9	0.1
handbag	1	172	0.005780346820809248
renown	0	3	0.0
swam	3	59	0.04838709677419355
buyer	0	85	0.0
contributors	0	1	0.0
vaults	0	1	0.0
randy	0	4	0.0
poppy	0	5	0.0
therapist	2	140	0.014084507042253521
treasures	0	11	0.0
insupportable	0	2	0.0
hardness	0	2	0.0
degrading	0	13	0.0
hyperventilation	0	1	0.0
quilters	0	1	0.0
renovate	0	44	0.0
warned	0	27	0.0
hidden	3	327	0.00909090909090909
sublime	0	1	0.0
clips	0	1	0.0
feels	1	163	0.006097560975609756
loudly	0	88	0.0
possesses	0	4	0.0
appearances	0	9	0.0
anesthetist	0	2	0.0
dustbins	0	2	0.0
averages	0	1	0.0
ripper	0	1	0.0
broadcast	0	23	0.0
incidents	0	12	0.0
bests	0	18	0.0
aids	0	15	0.0
rental	1	191	0.005208333333333333
painters	0	89	0.0
applying	5	362	0.013623978201634877
purposed	0	1	0.0
boxing	3	67	0.04285714285714286
resurrection	0	1	0.0
kitten	0	6	0.0
protestations	0	1	0.0
firstly	18	1136	0.01559792027729636
livid	0	3	0.0
forwarder	1	7	0.125
recipients	0	1	0.0
strolled	0	4	0.0
choice	9	653	0.013595166163141994
expertly	0	2	0.0
catastrophes	0	2	0.0
moderation	0	4	0.0
paranormal	0	1	0.0
mimicking	0	2	0.0
slave	0	25	0.0
antonym	0	1	0.0
characteristically	0	2	0.0
copywriter	0	3	0.0
buys	0	43	0.0
purifier	0	1	0.0
fashionable	0	139	0.0
wisest	0	3	0.0
oozing	0	2	0.0
leaflet	1	29	0.03333333333333333
mailing	0	2	0.0
identifying	0	9	0.0
doors	1	121	0.00819672131147541
hinder	0	9	0.0
lily	0	230	0.0
occupational	0	28	0.0
configured	0	1	0.0
balloons	20	73	0.21505376344086022
explicitly	0	2	0.0
gritty	0	4	0.0
writing	60	3019	0.01948684637869438
hesitancy	0	1	0.0
trafficker	0	2	0.0
stuffed	0	23	0.0
skew	0	1	0.0
raccoons	0	2	0.0
charges	2	500	0.00398406374501992
pieces	3	127	0.023076923076923078
purposeful	0	5	0.0
statutes	0	2	0.0
invasions	0	1	0.0
governmental	1	5	0.16666666666666666
drills	0	1	0.0
fireworks	0	16	0.0
cordless	0	1	0.0
quarantined	0	2	0.0
haw	0	34	0.0
piping	0	3	0.0
saner	0	2	0.0
flights	3	59	0.04838709677419355
characteristics	6	111	0.05128205128205128
eliminates	0	2	0.0
laryngitis	0	1	0.0
thins	0	13	0.0
insomnia	0	10	0.0
pays	0	138	0.0
baskets	0	12	0.0
unseemly	0	1	0.0
behold	0	2	0.0
airman	0	1	0.0
quintessence	0	1	0.0
breeding	0	8	0.0
analytical	1	22	0.043478260869565216
pensioners	0	2	0.0
tinted	0	2	0.0
poet	0	8	0.0
manhood	0	1	0.0
cousins	3	86	0.033707865168539325
tightness	0	2	0.0
prophylaxis	0	1	0.0
cute	8	1709	0.004659289458357601
death	1	200	0.004975124378109453
garnished	0	5	0.0
unwind	0	1	0.0
institutions	0	29	0.0
features	1	413	0.0024154589371980675
siren	0	4	0.0
impartial	0	1	0.0
unmask	0	2	0.0
resting	0	54	0.0
petroleum	3	55	0.05172413793103448
secrets	0	71	0.0
blackberries	0	1	0.0
tiled	0	3	0.0
loaves	1	88	0.011235955056179775
preyed	0	1	0.0
drinkers	0	1	0.0
recheck	0	1	0.0
rebounded	0	1	0.0
gaining	0	40	0.0
hint	0	49	0.0
residues	0	2	0.0
decorations	0	11	0.0
cheating	2	177	0.0111731843575419
matchbox	0	1	0.0
therapies	0	14	0.0
jig	0	1	0.0
discouraged	0	11	0.0
kayaks	0	4	0.0
seeping	0	1	0.0
overheard	0	2	0.0
stunk	0	1	0.0
emerging	1	5	0.16666666666666666
intros	0	1	0.0
sponge	0	5	0.0
ruled	0	1	0.0
par	0	8	0.0
clash	0	6	0.0
retriever	0	1	0.0
prerogatives	0	1	0.0
firs	0	28	0.0
crucially	0	2	0.0
holdings	0	1	0.0
entire	0	167	0.0
nineteenth	0	4	0.0
speculate	0	5	0.0
skateboarding	0	7	0.0
industriously	0	1	0.0
houseclean	0	2	0.0
century	0	385	0.0
chirping	0	1	0.0
fresher	1	4	0.2
fairness	0	2	0.0
ringing	0	7	0.0
ideology	0	3	0.0
herd	0	12	0.0
reserve	1	83	0.011904761904761904
nuts	0	81	0.0
coking	0	7	0.0
reproofs	0	1	0.0
envelopes	0	2	0.0
stops	1	39	0.025
sneaking	0	1	0.0
confidential	2	229	0.008658008658008658
fax	0	55	0.0
withstand	0	4	0.0
men	11	2376	0.004608294930875576
industry	14	1103	0.012533572068039392
lodger	0	2	0.0
predetermined	0	1	0.0
whew	0	1	0.0
formidable	0	4	0.0
quitted	0	6	0.0
stood	0	57	0.0
allow	7	1485	0.004691689008042895
jumper	0	17	0.0
lights	1	306	0.003257328990228013
providers	0	8	0.0
luckily	7	60	0.1044776119402985
sphere	0	31	0.0
wipe	0	5	0.0
steppes	0	3	0.0
rainfall	0	10	0.0
oink	0	1	0.0
southernmost	0	1	0.0
thyme	0	244	0.0
healthiness	0	1	0.0
biking	0	21	0.0
gastritis	0	1	0.0
shilling	0	1	0.0
stile	0	22	0.0
litigant	0	1	0.0
hang	0	119	0.0
fulfills	0	9	0.0
crept	0	2	0.0
parked	0	32	0.0
beacon	0	11	0.0
perpetrated	0	1	0.0
immortals	0	2	0.0
insignificant	0	2	0.0
bestseller	0	19	0.0
restricts	0	1	0.0
none	1	71	0.013888888888888888
demanded	0	27	0.0
sunlit	0	1	0.0
flashback	0	1	0.0
loaned	0	1	0.0
grabber	0	1	0.0
notes	0	168	0.0
apparel	0	7	0.0
meanly	0	2	0.0
improved	0	134	0.0
pat	0	42	0.0
rejoicing	0	1	0.0
summarizes	0	3	0.0
unforgettable	5	91	0.052083333333333336
habitual	0	7	0.0
interrogating	0	1	0.0
shavers	0	1	0.0
refraining	0	1	0.0
dialog	0	8	0.0
calendar	0	20	0.0
ingress	0	6	0.0
acidity	0	2	0.0
metro	0	26	0.0
jinn	0	1	0.0
stipulated	0	1	0.0
appreciated	2	148	0.013333333333333334
microphones	1	48	0.02040816326530612
ultrasound	0	6	0.0
notification	0	13	0.0
fable	0	5	0.0
motorcycle	15	83	0.15306122448979592
rescuing	0	1	0.0
cookies	3	135	0.021739130434782608
monochrome	0	1	0.0
mechanization	0	1	0.0
wild	0	1746	0.0
motherhood	0	4	0.0
safaris	0	3	0.0
possible	14	2349	0.005924672027084215
titled	0	10	0.0
accident	9	1373	0.006512301013024602
expense	0	61	0.0
straining	0	4	0.0
charm	0	28	0.0
browned	0	3	0.0
unfavorable	0	6	0.0
pis	0	4	0.0
subjective	0	2	0.0
counting	2	65	0.029850746268656716
emirate	0	2	0.0
adaptation	0	27	0.0
undesirable	0	3	0.0
racy	0	1	0.0
ensemble	0	3	0.0
starve	0	1	0.0
intervention	0	7	0.0
slopes	0	4	0.0
flush	0	2	0.0
snorkeling	0	7	0.0
campaign	2	204	0.009708737864077669
government	21	268	0.0726643598615917
enslave	0	1	0.0
occurrence	5	33	0.13157894736842105
conspired	0	1	0.0
slaves	0	8	0.0
perils	0	1	0.0
allowing	0	36	0.0
lovebirds	0	2	0.0
restricted	0	10	0.0
fishes	11	408	0.026252983293556086
plying	0	13	0.0
threaten	0	11	0.0
championed	0	2	0.0
linear	0	34	0.0
caravan	0	9	0.0
industries	4	94	0.04081632653061224
amicably	0	1	0.0
contaminants	0	1	0.0
welling	0	3	0.0
pops	0	83	0.0
conquest	0	12	0.0
walnut	0	2	0.0
innovated	0	1	0.0
static	0	2	0.0
motorboat	0	3	0.0
multimedia	0	15	0.0
transformations	0	2	0.0
staged	0	4	0.0
implementing	0	19	0.0
facade	0	3	0.0
flattered	3	279	0.010638297872340425
moisturizing	0	1	0.0
resorts	0	7	0.0
tuned	0	14	0.0
commercials	1	6	0.14285714285714285
objectives	5	121	0.03968253968253968
dominate	0	17	0.0
lighting	1	35	0.027777777777777776
shouts	0	24	0.0
rusty	0	3	0.0
embarrass	0	6	0.0
noisier	2	39	0.04878048780487805
sizzle	0	1	0.0
jargon	0	2	0.0
folk	1	221	0.0045045045045045045
microbiology	0	9	0.0
sos	0	1	0.0
deliberate	0	112	0.0
chef	3	166	0.01775147928994083
shortening	0	2	0.0
pleasing	0	8	0.0
transportation	10	243	0.039525691699604744
prophetic	0	1	0.0
refined	0	11	0.0
dearest	0	18	0.0
ameliorate	0	2	0.0
joiner	0	4	0.0
malice	0	2	0.0
despot	0	1	0.0
desiccated	0	1	0.0
morrow	0	8	0.0
robot	1	248	0.004016064257028112
sounded	0	10	0.0
protestant	0	4	0.0
seascape	0	3	0.0
waffles	0	2	0.0
its	3	2970	0.0010090817356205853
selfless	0	2	0.0
tribes	0	4	0.0
attributes	0	13	0.0
nowadays	21	499	0.04038461538461539
spreads	0	17	0.0
cinema	4	2116	0.0018867924528301887
disproved	0	1	0.0
dictatorship	0	4	0.0
decaffeinated	0	1	0.0
befit	0	1	0.0
deteriorated	0	1	0.0
stitch	0	4	0.0
warmer	0	88	0.0
infused	0	1	0.0
mete	0	3	0.0
despising	0	1	0.0
glean	0	1	0.0
has	4	24645	1.6227838857560143E-4
loneliness	0	6	0.0
ingenuity	0	1	0.0
optometrist	0	1	0.0
tallest	0	22	0.0
debating	0	3	0.0
toilet	6	406	0.014563106796116505
wonder	0	155	0.0
ease	0	56	0.0
wrest	0	1	0.0
concluding	0	7	0.0
ophthalmologist	0	3	0.0
feed	14	9400	0.0014871468026343743
mudslide	0	1	0.0
transpose	0	1	0.0
trout	0	3	0.0
gratifications	0	1	0.0
souls	0	9	0.0
salmon	1	54	0.01818181818181818
songs	2	794	0.002512562814070352
needle	0	4	0.0
startles	0	1	0.0
pulled	0	41	0.0
teacher	136	8712	0.015370705244122965
hypotheses	0	1	0.0
windsurfing	0	14	0.0
contributions	1	7	0.125
avoid	3	1021	0.0029296875
subjects	1	215	0.004629629629629629
magic	0	132	0.0
reps	0	4	0.0
embraced	0	4	0.0
mules	0	2	0.0
introduced	0	56	0.0
retired	3	251	0.011811023622047244
religiously	0	1	0.0
inventing	1	11	0.08333333333333333
appertain	0	1	0.0
plump	0	9	0.0
ironing	15	2351	0.006339814032121725
geek	0	3	0.0
transitional	0	2	0.0
crunched	0	1	0.0
disapprove	0	6	0.0
adventure	2	337	0.0058997050147492625
powdered	0	2	0.0
gory	0	1	0.0
mama	0	27	0.0
depends	3	239	0.012396694214876033
canny	0	1	0.0
peacock	0	3	0.0
sentiments	0	3	0.0
summing	0	8	0.0
sandy	0	99	0.0
filet	0	4	0.0
forwards	0	16	0.0
humbler	0	1	0.0
earner	0	17	0.0
stammering	0	3	0.0
basketballs	0	19	0.0
approximate	0	5	0.0
lades	0	1	0.0
confident	2	705	0.002828854314002829
empathize	0	1	0.0
workplace	3	600	0.004975124378109453
watch	99	7945	0.012307309796121333
deception	1	15	0.0625
begins	2	180	0.01098901098901099
gloom	0	2	0.0
crown	0	6	0.0
begin	6	622	0.009554140127388535
rebirth	0	3	0.0
vibrations	0	3	0.0
spelled	1	13	0.07142857142857142
qua	0	2	0.0
smells	1	96	0.010309278350515464
glimmering	0	1	0.0
duff	0	2	0.0
twigs	0	1	0.0
humanoids	0	1	0.0
soaps	0	29	0.0
weight	4	301	0.013114754098360656
pinnacle	0	1	0.0
establish	4	75	0.05063291139240506
panacea	0	2	0.0
sparrows	0	2	0.0
clogs	0	1	0.0
forklifts	0	3	0.0
member	1	362	0.0027548209366391185
whereupon	0	1	0.0
wearing	38	9879	0.0038318039729756982
methods	1	167	0.005952380952380952
wash	16	1982	0.008008008008008008
idols	0	7	0.0
apparatus	0	7	0.0
pursed	0	1	0.0
brakes	0	31	0.0
arrive	5	1491	0.0033422459893048127
internalizes	0	1	0.0
cobra	0	2	0.0
sculptor	0	4	0.0
maniac	0	1	0.0
someones	0	8	0.0
shocks	0	7	0.0
chest	1	164	0.006060606060606061
bandages	0	2	0.0
difference	11	381	0.02806122448979592
flooding	2	218	0.00909090909090909
minimally	0	1	0.0
shareholder	0	16	0.0
rubbery	0	2	0.0
indelible	0	1	0.0
baker	0	29	0.0
coughing	0	123	0.0
athletic	4	42	0.08695652173913043
taco	0	1	0.0
mayor	0	60	0.0
properties	0	125	0.0
clarified	0	12	0.0
bamboo	0	10	0.0
enemies	2	33	0.05714285714285714
licorice	0	1	0.0
delight	0	15	0.0
pamphlet	0	14	0.0
illegal	5	25	0.16666666666666666
refineries	0	1	0.0
finis	0	4	0.0
dealing	0	292	0.0
spares	0	1	0.0
fixture	0	5	0.0
mistook	0	2	0.0
initiative	3	25	0.10714285714285714
soap	6	1466	0.004076086956521739
debates	0	3	0.0
prospects	1	100	0.009900990099009901
collapse	1	11	0.08333333333333333
copying	0	5	0.0
flamingos	0	1	0.0
tentatively	0	1	0.0
didactic	1	5	0.16666666666666666
facing	0	99	0.0
again	11	5397	0.0020340236686390532
removed	0	19	0.0
hallow	0	3	0.0
bracelet	0	42	0.0
dispense	0	1	0.0
roach	0	1	0.0
investigate	0	71	0.0
lectured	0	2	0.0
wizard	0	25	0.0
raises	0	7	0.0
fronts	0	2	0.0
snatched	0	3	0.0
embed	0	1	0.0
revolt	0	1	0.0
salvo	0	6	0.0
soulful	0	3	0.0
photosynthesis	0	2	0.0
crickets	1	2	0.3333333333333333
philologist	1	1	0.5
follows	0	200	0.0
tulle	0	4	0.0
naked	0	12	0.0
crowd	2	42	0.045454545454545456
chars	0	6	0.0
drinks	23	2330	0.009774755631109222
indisposition	0	1	0.0
eases	0	2	0.0
fortress	0	7	0.0
equalize	0	2	0.0
galley	0	1	0.0
complimentary	0	6	0.0
gastrointestinal	0	1	0.0
famous	1	1254	7.968127490039841E-4
depending	3	599	0.0049833887043189366
clears	0	3	0.0
remains	1	40	0.024390243902439025
demoralized	0	1	0.0
wounding	0	1	0.0
after	18	13014	0.0013812154696132596
addictions	0	14	0.0
patents	0	3	0.0
depressive	0	9	0.0
insect	0	8	0.0
achievements	2	79	0.024691358024691357
performer	2	15	0.11764705882352941
swamped	0	4	0.0
killings	0	1	0.0
lags	0	5	0.0
typhoid	0	1	0.0
exceed	0	25	0.0
stepsisters	0	1	0.0
scorpion	0	2	0.0
foregoing	0	5	0.0
optimism	0	6	0.0
aria	0	6	0.0
massing	0	1	0.0
shabbily	0	1	0.0
leaned	0	5	0.0
profile	6	228	0.02564102564102564
litter	0	70	0.0
attend	5	910	0.00546448087431694
upturns	0	1	0.0
unpromising	0	1	0.0
motions	0	3	0.0
tranquillizing	0	1	0.0
communication	53	955	0.05257936507936508
ounce	0	2	0.0
tomato	9	183	0.046875
warily	0	1	0.0
spool	0	1	0.0
mutton	0	6	0.0
frequency	1	20	0.047619047619047616
confidante	0	1	0.0
limitless	0	5	0.0
samples	0	29	0.0
release	1	104	0.009523809523809525
hopping	0	18	0.0
pates	0	1	0.0
cameo	0	1	0.0
towers	0	11	0.0
irreparable	0	1	0.0
tempers	0	1	0.0
geneticist	0	2	0.0
guitars	1	39	0.025
redesigned	1	142	0.006993006993006993
importune	0	1	0.0
comprise	0	2	0.0
patrolling	0	3	0.0
presenting	0	18	0.0
metabolism	0	3	0.0
rife	0	1	0.0
lucre	0	2	0.0
daybreak	0	4	0.0
waving	0	128	0.0
heel	0	26	0.0
head	2	785	0.0025412960609911056
climb	2	324	0.006134969325153374
mat	0	15	0.0
celebrity	3	60	0.047619047619047616
prologue	0	1	0.0
billing	0	7	0.0
bole	0	1	0.0
final	0	268	0.0
harmful	1	24	0.04
unpredictable	0	25	0.0
getaway	0	2	0.0
parquet	0	3	0.0
was	5	47795	1.0460251046025104E-4
bulletins	0	1	0.0
rivulet	0	1	0.0
assistant	83	1289	0.060495626822157436
packets	1	66	0.014925373134328358
pediatrics	0	5	0.0
telecommunication	6	47	0.11320754716981132
magnify	0	3	0.0
yeasts	0	1	0.0
analogy	0	1	0.0
rhyme	0	7	0.0
unlucky	0	27	0.0
bakers	0	2	0.0
tomorrows	0	6	0.0
anthropologist	0	5	0.0
kiwi	0	9	0.0
archaeology	0	4	0.0
perspective	0	48	0.0
sweep	1	1241	8.051529790660225E-4
cardigan	1	48	0.02040816326530612
foreheads	0	2	0.0
occurred	11	64	0.14666666666666667
dish	1	365	0.00273224043715847
changeling	0	2	0.0
shouting	1	95	0.010416666666666666
dry	1	238	0.0041841004184100415
defeats	0	4	0.0
dated	0	33	0.0
chap	0	3	0.0
prize	0	73	0.0
preferential	0	4	0.0
unmarried	0	7	0.0
splashes	0	1	0.0
candies	2	35	0.05405405405405406
endanger	0	1	0.0
courses	5	561	0.0088339222614841
kit	0	10	0.0
fennel	0	1	0.0
garages	0	3	0.0
starting	3	529	0.005639097744360902
playfully	0	1	0.0
cigarettes	2	11	0.15384615384615385
trends	1	139	0.007142857142857143
escaped	8	117	0.064
politic	0	19	0.0
searching	4	245	0.01606425702811245
gala	0	4	0.0
inherently	0	1	0.0
psyche	0	3	0.0
bits	0	2	0.0
vineyards	0	2	0.0
picked	0	74	0.0
surrendering	0	1	0.0
professionally	7	44	0.13725490196078433
minutely	0	1	0.0
shop	5	1015	0.004901960784313725
skid	0	2	0.0
shaving	0	1	0.0
controversy	0	3	0.0
deplorable	0	4	0.0
sidewalk	0	10	0.0
invoking	0	2	0.0
claws	0	22	0.0
filly	0	1	0.0
rewording	0	7	0.0
order	4	2851	0.0014010507880910684
dreamlike	0	2	0.0
months	9	1408	0.006351446718419196
unpopular	0	8	0.0
poplar	0	3	0.0
folks	0	49	0.0
angst	0	1	0.0
terrier	0	1	0.0
quarterback	0	4	0.0
scarfs	0	67	0.0
pawn	0	1	0.0
devote	0	17	0.0
rehearse	0	3	0.0
ring	0	140	0.0
thinking	7	970	0.007164790174002047
ambiguous	0	5	0.0
sunglasses	54	1841	0.02849604221635884
twin	0	68	0.0
astounding	0	9	0.0
nursery	1	14	0.06666666666666667
discontent	0	36	0.0
nerve	0	3	0.0
toiled	0	1	0.0
nerds	0	3	0.0
crafts	0	9	0.0
washed	21	6126	0.003416300634455832
stake	0	20	0.0
details	3	425	0.007009345794392523
climber	0	1	0.0
heavies	0	1	0.0
marijuana	0	2	0.0
natives	0	10	0.0
accomplishing	0	4	0.0
ridding	0	4	0.0
flows	1	7	0.125
individuality	0	2	0.0
whiten	1	1	0.5
tutorials	0	1	0.0
efficiency	4	64	0.058823529411764705
vote	1	570	0.0017513134851138354
divorces	0	12	0.0
revision	1	4	0.2
nodding	0	1	0.0
downloading	0	3	0.0
crab	0	12	0.0
rentals	0	2	0.0
megs	0	1	0.0
shinning	0	7	0.0
externally	0	3	0.0
misleading	0	52	0.0
suites	0	10	0.0
passwords	0	8	0.0
repudiate	0	1	0.0
trumpets	0	1	0.0
dug	0	6	0.0
increase	8	1014	0.007827788649706457
collaboration	4	48	0.07692307692307693
redundant	0	2	0.0
myth	0	11	0.0
annoying	0	65	0.0
impish	0	1	0.0
cyberpunk	0	1	0.0
geographer	1	4	0.2
burdening	0	2	0.0
taro	0	1	0.0
banknote	0	3	0.0
cylinder	0	2	0.0
editing	0	23	0.0
restarting	0	4	0.0
nevermore	0	5	0.0
discovery	0	45	0.0
automation	0	88	0.0
careful	32	1513	0.020711974110032363
broth	0	7	0.0
inventories	0	2	0.0
whit	0	760	0.0
graveyard	0	4	0.0
costly	0	9	0.0
profess	0	1	0.0
herbal	0	45	0.0
rasps	0	1	0.0
concerto	0	1	0.0
doctors	0	146	0.0
bobby	1	67	0.014705882352941176
riot	0	5	0.0
rescuers	0	2	0.0
mandolin	0	2	0.0
requisites	0	4	0.0
topcoat	0	2	0.0
throwing	4	183	0.0213903743315508
waive	0	6	0.0
vocational	0	28	0.0
stability	1	357	0.002793296089385475
forge	0	1	0.0
unsatisfying	0	2	0.0
collaborating	0	7	0.0
phrased	0	1	0.0
turntables	0	1	0.0
reusing	0	1	0.0
humiliated	0	9	0.0
versus	0	20	0.0
redirecting	0	1	0.0
complement	0	28	0.0
louse	0	2	0.0
observe	4	1398	0.0028530670470756064
vacant	0	43	0.0
colonization	0	3	0.0
experience	56	7271	0.007642964378326737
incidence	0	3	0.0
precision	0	14	0.0
unwholesome	0	1	0.0
duke	0	6	0.0
stack	0	3	0.0
disclose	1	184	0.005405405405405406
bothered	0	6	0.0
turbid	0	1	0.0
beach	25	6117	0.0040703353956366
conferences	0	48	0.0
saucy	0	3	0.0
mermaids	0	7	0.0
prescriptive	0	1	0.0
insurgents	0	1	0.0
