Correction	ErrorFrequency	Errors
pair	2	[par, par]
additionally	1	[addicionaly]
ship	1	[chip]
undersea	1	[undersea's]
finally	120	[finnaly, finnally, finaly, finnaly, finalli, finaly, finaly, finily, finaly, finaly, finnaly, finnaly, finaly, finaly, finaly, finaly, finaly, finaly, finnaly, finnaly, finaly, finaly, finnaly, finaly, finaly, finaly, finnaly, finilly, finality, finaly, finely, finaly, finaly, finnally, finaly, finnaly, finaly, finnaly, finaly, finaly, finaly, finnally, finaly, finaly, finnaly, finaly, finaly, finnaly, finaly, finnaly, finaly, finaly, finaly, finnaly, finaly, finaly, finaly, finaly, finaly, finaly, finaly, finaly, finelly, findly, finnaly, finaly, finnaly, finaly, finaly, finnaly, finaly, finilly, finaly, finaly, finaly, finaly, finaly, finnally, finaly, finnaly, finaliy, finaly, finnaly, finaly, finaly, finaly, finaly, finaly, finnlay, finaly, finaly, finnaly, finaly, finnaly, finnaly, finnaly, finaly, finnaly, finaly, finaly, finaly, finaly, finaly, finnaly, finaly, finaly, finnaly, finnaly, finaly, finaly, finnaly, finnally, finaly, finaly, finelly, finaly, finaly, finilly, finaly, finaly, finaly, finaly, finaly, finaly, finaly]
stranger	1	[strage]
contact	5	[contac, contatct, contat, contatc, contacte, contacte]
costs	10	[coast, coast, cust, coast, custs, custs, custs, coast, coat, custs, cost, cust, cousts]
glamor	1	[clamor]
paid	94	[payed, paied, payed, payed, paied, payed, payed, payed, payed, payied, payed, payed, pay, payed, payed, paied, payed, paied, payed, payed, payed, payed, payed, paud, payed, paied, payed, pay, payed, payed, payd, payed, payed, payed, bougth, paied, paied, payed, payed, payed, payed, payed, payed, payed, paied, payed, payed, payed, paied, payed, payed, payed, pay, payed, pays, payed, payed, payed, [[payed, payed, payed, payed, payed, payed, payed, payed, paied, payed, payed, payyed, payed, payed, payed, payed, payied, payed, payed, paied, paied, payed, payed, paied, payed, payed, payed, payed, paied, paied, payed, payed, payed, payed, payed, payed]
typical	13	[tipical, tipical, tipical, tipical, tipical, tipical, tipical, tipical, tipic, tipic, tipical, tipical, tipical]
sections	1	[sectios]
spit	2	[spritt, spid]
engage	1	[engange]
fourthly	1	[fourthy]
money	6	[maney, maney, maney, maney, mony, mone, maney]
acquire	1	[adquire]
logo	1	[logon]
viewers	1	[views]
opponents	1	[oponents]
pyramid	1	[pyramide]
speak	69	[speake, speek, speeak, speack, speack, speek, speake, speach, speek, speek, speeak, espeak, speek, speek, speek, speek, speek, speec, speal, speack, apeak, speek, spek, peak, speek, speek, speack, speck, espeak, speach, speack, espak, speaki, speek, speack, speek, speek, speek, espeak, espeak, speek, speek, speack, speack, speek, speek, speeak, speack, speek, speek, speek, speank, speack, speek, speking, speack, speck, sepak, speck, speek, speaki, speal, speack, speek, speack, spreak, speaks, spea, speek, spaek, speal, speek]
should	82	[shoud, shoudl, shoul, shoud, shoud, shoud, sould, shoud, shoud, sould, shoul, shold, shold, shold, sould, shoud, i [[shoud, shoud, shoul, shoud, shoud, shold, shoul, sould, shoud, shoud, shoud, shoud, shoud, shoud, shoul, the end my university i [[shoud, shoud, shoud, shold, shoud, shoud, shold, sould, shoud, shoud, shoud, shoud, shoud, sould, shoud, shoud, shoud, shoud, shoud, shoud, shoud, shoud, shoud, sould, shoul, shoud, sholud, shoud, shold, shoul, shoud, shoud, shoud, shoud, shoul, shound, shoud, shoul, shoud, shoud, shoud, shoulf, slould, shoud, shoud, shoul, shoud, shoud, shold, shold, shoul, shoul, sould, shoud, shoud a]
point	7	[poitn, pint, poir, ponint, poin, ponit, pont]
salamis	1	[sulamita]
attack	3	[atack, atrack, atack]
vacancies	1	[vacances]
decides	4	[decede, diced, decid, dicide]
shop	5	[shoop, shiop, shoping, in the [[shopp, shopp]
hate	1	[hat]
metropolis	1	[petrópolis]
drugstore	5	[drrugstore, drogstore, drougstore, drogstore, drougstore]
jersey	1	[jerse]
little	99	[litlle, litle, litle, litlle, litlle, litlle, litle, litlle, litlle, litle, litte, litle, litle, litlle, littie, litlle, litlle, litte, litlle, litle, litle, litte, litlle, litlle, litle, litle, litle, litlle, litle, litle, litlle, litle, litte, litle, litlle, litlle, litle, litle, litlle, litlle, litle, litlle, litle, litte, litlle, litlle, litlle, litlle, litte, litlle, litlle, litlle, litlle, litle, litle, litlle, litthe, litle, litle, litle, litle, litlle, litlle, litlle, litle, litlle, litle, litle, litle, litle, litlle, litle, litte, litlle, litte, litlle, litle, litle, litle, litle, litlle, litter, litlle, litlle, litte, litlle, littel, litthe, litlle, litle, litle, litte, liltle, litlle, litlle, litle, litle, litle, litle, litle, litlle, litlle, litle, litlle, litle, litle, litlle]
show	1	[schow]
though	3	[tough, tought, thoug]
dreadful	2	[dredful, dreadfull]
hats	2	[hut, het]
butler	1	[buter]
decor	2	[décor, décor]
agribusiness	3	[agribussines, agrobusiness, agribusinees]
fishes	11	[fishies, fishs, fishs, fishs, fishes's, fishs, fishs, fishs, fishs, fishs, fishs]
suspense's	1	[suspenses]
concerning	2	[concearning, concernig]
giraffes	5	[girrafes, girrafes, girrafes, giraffas, giraff, girafes]
systems	11	[sistems, systens, sistems, sistems, systens, systens, systens, systens, sistems, sistems, systens]
except	2	[excepto, excepts]
nervous	4	[nervours, nervus, nervos, nervoso]
millionaire	3	[milionary, milionaire, milionaire]
businesswoman	3	[bussiness woman, bussines woman, bussines woman]
importance	2	[inportance, im portance]
food	10	[foor, foods, foof, foot, foof, foods, foods, foot, foods, foos]
identical	1	[indenticals]
images	1	[imagens]
sensibilities	1	[sensibilitie]
prepared	8	[prepare, prepareted, prepered, preparad, prepered, prepered, prepar, preperad]
violoncello	1	[violoncelo]
babies	2	[babys, babys]
medications	1	[medicaments]
courses	5	[coursers, couses, couse, concurse, couses]
have	57	[habe, jave, haves, hve, heve, heve, hava, fave, hapy, hae, heve, habe, hve, haver, hace, hve, hve, heve, hava, heve, heve, heve, heve, hwve, hve, heve, havet, heve, heve, haver, habe, heve, heve, heve, fave, vave, heve, heve, havet, heve, heve, hava, hava, heve, haver, habe, hava, [[heve, haver, heve, hae ve, heve, haves, heve, hve, how, hava, havbe, haves, hava, heve, heve]
specific	16	[especific, especific, especific, especific, especific, especifics, especific, especific, especific, specifc, especific, specifique, especific, especific, specifical, especific, especific]
informing	1	[infoming]
creatures	1	[criatures]
beneficial	1	[benefic]
renowned	1	[renowed]
analytical	1	[analitycal]
object	3	[objets, objetct, objet]
dishonest	2	[desonest, dionest]
assistants	2	[assistentes, assistents]
accidents	1	[acidents, acidents, acidents]
girl	1	[gril, gril]
fresh	3	[fresch, fresch, freshed]
attempts	1	[attemps]
ate	1	[ete]
maiden	1	[maden]
forms	1	[froms]
rightly	1	[rigthly]
folk	1	[fulk]
elegance	1	[elegancy]
prioritize	1	[priorize]
lock	6	[look, look, look, locked, lok, look]
denounce	2	[denunciate, dennouce]
factories	1	[factorys]
john's	4	[jonh's, jonh's, jonh's, the birthday [[[[jhon's, jonh's]
gadgets	1	[gadjets]
learns	1	[lerns]
applied	2	[applyed, aplied]
secret	1	[scret]
guarantee	16	[guarentee, garantee, garantee, garantee, garantee, garantee, garantee, garantee, garantee, garantee, garantee, garantee, garantee, garantee, garatee, garantee]
disappear	3	[desappear, desapear, desappear]
vacuumed	24	[vaccumed, vaccum, vacuumned, vaccumed, vaccumed, vaccumed, vaccuned, vaccumed, vacummed, vacuuned, vaccumed, vaccumed, vaccum, vaccumed, vaccumed, vaccumed, vaccumed, vaccumed, vaccumed, vaccumed, vaccumed, vaccumed, vacuummed, vaccumed]
president	4	[presidente, presidente, presidente, presidente]
calculate	2	[calculete, calc]
competitors	2	[copetitors, competitos]
developed	1	[devoleped]
refining	1	[rerrefining]
attraction	1	[atraction]
olive	3	[olve, oliver, oliver]
ingredients	6	[ingrendients, igredients, ingradients, igredients, ingedients, ingridiens]
passengers	6	[passangers, passangers, passanger, pessengers, passangers, pessengers, passangers]
roll	5	[rool, rolo, rol, rool, rool]
knock	4	[knoch, kock, nock, know]
thanks	246	[thank's, tanks, thank's, tkanks, tanks, thank's, thank's, thank's, thank's, thank's, tanks, thank's, tanks, tanks, thank's, thank's, tanks, tanks, thaks, thank's, tanks, thaks, thank's, thank's, thank's, tanks, thank's, thank's, thank's, thank's, thnaks, thank, thank's, thank's, thank's, tanks, thank's, thank's, thank's, thank's, thank's, tanks, thaks, thansk, thank, thank's, thank's, tanks, thank's, tranks, thank's, thaks, thank' s, tanks, thank's, thank's, thank's, thank's, tanks, thank's, tank's, thank's, thank's, thanky, tank's, tak's, thank's, tanks, tanks, tanks, thank's, thaks, thank's, tanks, thank's, thank's, tkanks, thank's, thank's, tks, thalks, thank's, thank's, tanks, thank's, thank's, taks, thank's, thank's, thank's, thankis, thank's, thank's, thansk, thank's, thank's, tanks, thank's, thenks, thenks, thank's, thak, thank's, thank's, thank's, thank's, thank's, thank, tanks, thank's, tkanks, thaks, tanks, thank's, thank's, thank's, thank's, thank's, tanks, tanks, thank's, thaks, thank's, thank's, thank's, thaks, thank's, tanks, tanks, tanks, thank's, thank's, tanks, tanks, tks, tks, thaks, tks, tanks, tahnks, tanks, thank's, thank's, tkanks, tenkio, thank's, thaks, thank's, tanks, thank's, tanks, thakns, thank''s, thank''s, thank's, tanks, tanks, thank's, tanks, tks, tanks, thaks, thank's, thank's, tanks, thank's, tanks, tanks, thank's, thank's, thank's, tanks, tenkes, tks, thank's, tks, tranks, thaks, thank's, thank's, thank's, thank's, thank's, thaks, thank's, thank's, thank's, thank's, thank's, tanks, tkank, thank's, thaks, tenks, tanks, thank's, thank's, tanks, thank's, thansks, thancks, tanks., tanks, tanks, thank's, thank's, thank's, thank's, tank's, tanks, thank's, tanks, thank's, tanks, thank's, thank's, thank's, thank's, thank's, thaks, tanks, thank''s, thank's, thank, thanck's, tanks, tks, thank's, tkanks, thank's, tanks, thaks, thank's, thank's, thans, thank's, thank's, thank's, thank's, tanks, thank's, thank's, tanks, tenks, thank's, tanks, tanks., thenks, thank's, thank's, thenks, tanks, tks, thank's, thank''s]
beans	13	[bens, beas, been, peans, pean, beams, beens, beens, bens, beens, beand, bens, beens]
movement	6	[moviment, moviment, moviment, moviment, moviment, moviment, moviment, moviment, moviment, moviment]
bought	16	[bougth, bougth, bougth, bougth, bougth, bougth, bougth, boght, bouth, bouth, bougth, bougth, bougth, bougth, bougth, bougth, brought, bougth, bougth]
right	52	[rigth, rigth, rigth, rigth, ringht, righ, rigth, rigth, rigth, rigth, rigth, righ, rigth, rigth, rigth, rigth, rigth, rigth, rigth, [[rigth, righ, rigth, righ, rigth, ringh, rigth, rigth, rigth, rigth, rigth, hight, rigth, rigt, rigth, rigth, righ, rigth, rigth, rigth, rigth, rigth, rigth, rigth, righ, rigth, rigth, rigth, rigth, righ, rigth, rigth, righ, rght, rigth, rigth, rigtht, rigth, rigth]
mosquitoes	1	[moskits]
screaming	3	[screamming, screamming, scremming]
inquire	1	[inquere]
purchases	1	[purcheses]
purchaser	1	[purcheaser]
essential	13	[essencial, essencial, essencial, essencial, essencial, essencial, essencial, essencial, essencials, essecial, essencial, essencial, essencial, essencial]
eighth	7	[eigth, eigth, eigth, eigth, eigth, eigth, eigth]
jujitsu	1	[jujitso]
few	5	[fews, fell, fill, fell, fews]
purchased	1	[purschased]
hits	1	[hit's]
touch	5	[thouch, toutch, tauch, toach, touches]
washed	21	[mashed, washd, washeed, whashed, wasched, wsahed, washeed, whashed, whased, whashed, wash, wasehd, wahsed, wshed, whashed, whased, wasched, wased, wached, washes, wshed, wahed, wahed, whased]
arranged	2	[arranjed, arranjed]
smells	1	[smeels]
attacks	1	[atacks]
towels	3	[towls, towerls, twels]
reinforcement	1	[reforcement]
enemies	2	[enemys, enimies]
tsunamis	1	[tsunamys, tsunamys]
naughty	2	[naughy, naught]
pharmacies	2	[farmacys, pharmacys]
behavior	5	[bevahior, bahavior, bahavior, behavor, bahavior]
secondary	7	[secundary, secudary, secundary, sencundary, secodary, secundary, secundary]
unforgettable	5	[unforghetable, unforgattable, unforgetable, unforgetable, unforgattable]
made	46	[maded, maked, maked, maked, maked, maked, make, make, maked, maked, maked, maked, maked, maded, maked, maked, maked, maked, maked, maked, maked, maked, make, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, mad, maked, maked, meked, maked, maked, mede, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, mad, makde, maked, make, make, maded, mad, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maked, maed, maked, maked, maked, maked, maked, maked, maked, make, maked, maked, maked, maked]
net	1	[nedd]
commerce	1	[ecommerce]
visited	1	[viseted]
gimmicks	1	[gimmickries]
eighty	19	[eigth, eigth, eigth, eigthy, eigthty, eigthy, eigty, eightty, eightee, eigthy, eigthy, eigth, eigthy, eigthy, eigth, eithing, eithing, eigthy, eight, eight, eithy, eithy, eighy]
usually	140	[usualy, usualy, usualy, usualy, ussualy, useally, usualy, usualy, usully, usualy, usualy, ussualy, usualy, usualy, usualy, usualy, usuly, usualy, usualy, usully, usualy, usally, usualy, usully, usualy, ussualy, usualy, usualy, usully, usully, usualy, usualy, usully, but [[usualy, usualy, usuallty, usuallys, usualy, usualy, usualy, usualy, usualy, usualli, usully, usualy, usualy, usully, usualy, usualy, usualy, usualy, usally, usualy, usualy, usualy, usuaaly, usualy, usualy, usualy, ussualy, usuly, usualy, usualy, usualy, usualy, usualy, usully, usualy, usualy, usally, usualy, usualy, usualy, usualy, usualy, usualy, surf the internet [[usualy, usualy, usualy, usualy, usualy, ussualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, ussualy, usualy, usualy, usualy, usully, usualy, usualli, usualy, usualy, usualy, usualy, usuassly, usualy, usully, usualy, usualy, ususally, usully, usualy, usualy, usualy, usuallu, usualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, usualy, ussualy, usualy, ussually, usualy, usualy, usualy, usully, usualy, ussualy, usully, usualy, usualy, usully, usualy, usuly, usully, ussuali, usuary, usualy, usualy, usualli, usualy, usualy, usully, usualy, usully, usualy, usualy, usully, usualy, usally, usualy]
conversation	1	[conversacion]
foundation	1	[fundation]
moose's	1	[mooses]
sophisticated	3	[sofiscated, sofisticated, sofisticated]
soybeans	1	[soybens]
preferences	1	[peferences]
purple	11	[puple, purplu, purole, puple, purble, puple, puerple, pupple, purpllle, purble, purples]
consumerism	5	[consumism, consumism, consumism, consumism, consumerisms]
markets	1	[marckets]
luau	1	[lual]
jazz	1	[jass]
excel	10	[excell, excell, exel, exccel, excell, exceel, excell, excell, excell, excell]
asteroid	1	[asteriod]
prospects	1	[prepective]
enjoy	5	[enjoin, enjooy, enjoe, enjoe, enjou]
veranda	3	[varanda, varanda, varanda, varanda]
tasted	1	[tested]
broke	8	[broked, broked, broked, broked, broked, broked, broked, broked, broked]
journalists	1	[jornalists]
new	11	[news, neu, news, news, ne, nem, news, neu, ney, ney, nwe]
strongest	1	[stronguest]
including	7	[incluinding, incluiding, incluing, incluiding, incluses, incluiding, incluiding, include]
magical	1	[magnific]
guess	3	[gess, gues, gues]
guest	1	[guets]
shorts	24	[shots, short, short, shor, short, short, short, shots, horts, short, shots, short, short, shorta, short, short, short, short, short, shoks, short's, short, short, short]
having	17	[haviam, havining, haver, havoing, havin, haven, wering, havind, heving, havining, havin, havind, havining, havining, havening, havind, havinng, havinng]
profiles	1	[profileme]
ballet	3	[balett, balet, ballad]
noisier	2	[noiser, noiser]
gorillas	2	[gorilas, gorilas]
resistant	1	[resistent, resistent]
designing	9	[desing, disign, desing, desing, design, desing, desing, desing, desig]
change	6	[changeness, chang, chande, charge, charge, charge, chaange, changes, changes]
distributed	1	[distribuited]
lead	2	[led, leat]
housekeeper	7	[hausekeeper, housekepper, hosekeeper, house wife, hosekeeper, housekkeper, housekeper]
spoken	1	[spoked]
restorer	1	[restaurer]
consumer	2	[cosumer, consume]
untouched	1	[untoched]
insects	1	[insets]
surgery	2	[surgury, cirurgery]
expenses	3	[expenseves, expences, expences, expensives]
march	2	[mach, murch]
medical	1	[medice]
height	9	[heigt, heigth, heigth, heigth, hight, hight, heigth, hight, hight, hight, hight]
personnel	4	[personel, personel, personannel, personnal]
pessimistic	1	[pessimit]
rope	1	[hope]
witch	1	[wicth]
technological	1	[techonologics]
processing	1	[procession]
toddler	1	[toodler]
information's	1	[informations]
partnership	2	[parthership, patnership]
karaoke	3	[karioki, karaoke's, karaoke's, karoeke]
execute	1	[exculte]
watch	99	[whach, wach, watche, whathing, whatch, wacth, whatch, wacht, wach, wath, watchs, wasch, watvh, wacth, whatch, wacth, wacth, whatch, wacth, wacht, wacht, wathc, wacth, whatche, wacth, whath, wacht, wach, whatch, wacth, wach, wacht, whatch, wacht, wacht, wacht, wacht, wacht, watchs, whatch, whatch, witch, wacth, wacth, wacth, wathcing, wacth, whatch, match, wacht, wach, wath, wacht, whatch, wath, whacth, [[wach, wath, wathes, wacth, wath, wath, whatch, wacht, wach, wtach, wacth, wath, wacht, whach, wacth, whatch, wacth, whatch, wacth, wath, wacht, wacht, whatch, whacth, wach, wach, wtch, wicht, wach, wacth, wacth, wache, wacht, wach, wath, wath, wacth, watche, wach, whach, wach, wacth, whach, wacht, wach, wach]
trekking	1	[treking]
fat	4	[fet, fort, fet, fats]
wheels	2	[weels, whells]
luck	8	[look, look, lucke, look, look, lock, lock, lock]
yesterday	19	[yestarday, yestarday, yesteday, westerday, yesteday, yestarday, erday, yestarday, yestarday, yeesterday, yestarday, yesturday, yesteday, yeasterday, yestarday, yestarday, yestarday, yestarday, yestarday]
far	2	[fat, fat]
canvas	1	[cavas]
display	1	[desplay]
lean	1	[leal]
particularly	2	[particulary, particulary]
maestro	1	[mestre]
delicate	1	[delicated]
often	7	[ofthen, ofeten, offten, ofen, offten, offten, ofter, ofeten]
elected	1	[elect]
healthier	1	[heathier]
behavioral	1	[bahavioral]
opinions	5	[opnions, oppinions, opnions, opnions, opionions]
curriculum	2	[curricullum, curriculun]
make	4	[mke, meke, marke, mke]
misunderstood	1	[i'vebeen [[missunderstood]
room	16	[roon, roon, roon, rom, romm, roon, roon, roon, roon, romm, roon, roon, romm, roon, roon, roon, roon]
sweater	141	[sweatr, swetter, sueter, swether, sweather, sweter, sweter, swerren, sweter, swearts, sweter, sueter, sweather, sweather, sweter, swater, sweter, sweter, sweter, swether, swethear, swater, sweter, sueter, sweatear, sweter, swater, sweter, sweter, sweter, suether, swetter, swether, sweter, sweter, sweter, sweather, sweader, sweter, sweter, sweather, sueter, sweeter, sweter, sweather, sweart, sueter, sweter, sweter, swaeter, sweather, sweter, sweter, sweter, sweter, sweter, sweter, sweter, sweter, sweather, sweather, swearter, sweter, sweter, swater, sueter, sweter, sueter, sweter, sweter, sweather, sweter, sweter, sweter, sweter, sweter, sweter, swater, sweather, sweter, sweather, swerter, sweather, sweter, sweter, sweter, swetter, sweter, sweter, sweter, sweter s, swether, sueter, sweter, swearts, sweter, sweter, sweather, sweter, sweter, swetrs, swearter, sweatter, sweter, sweter, sweter, soeher, sweather, sweter, swater, sueter, sweather, sweter, swether, sueter, swetter, sweter, sweter, weater, sueter, sueter, sweter s, sweather, sueter, sweather, swetear, swetear, sweter, swetter, sweter, sweter, sweter, sweter, sweter, sweter, sweter, sweather, sueter, sweter, sweter, sweter, sweatear, sweter, sweter, swaeter, sweter]
indoor	2	[indor, indor]
nap	1	[snap]
washes	1	[watches]
occasion	2	[ocassion, ocasion]
tried	17	[tryed, tryed, tryed, tryed, tryed, tryed, tryed, tryed, tryied, tryed, tryied, tryed, tryed, tryed, tryed, triyed, tryied, tryed]
through	25	[thru, trought, througth, trough, trough, though, throught, throught, trough, thru, trough, trough, througl, trought, throungh, trougth, trought, throught, trough, throug, trough, throught, throught, trough, trought]
frozen	1	[frizon]
education	5	[educadion, educatio, educacion, educantion, educations]
creativity	3	[criativity, criativity, creavity]
hotels	1	[hotes]
trainer	10	[tranner, trainning, trainner, trainner, trainner, trainner, trainner, trainner, trainner, traineer]
respectful	3	[receptie, respecful, respectfull]
trainee	7	[trainne, treinee, trainne, treinee, treinee, trainne, treinee]
tries	1	[tryes]
trained	2	[trainned, treined]
easygoing	1	[easigoing]
laboratory	2	[laboratorial, laboraty]
equal	4	[igual, egual, iquals, igual]
destiny	1	[destine]
heavier	47	[havier, haevir, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, heavieer, havier, reavier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, heaviers, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier, havier]
main	19	[mais, mains, mair, mean, mean, nain, mais, mean, mean, mean, mais, mains, maine, mais, mean, maine, mais, mean, mais]
moved	3	[movied, movid, movied]
expected	2	[espected, expecto]
relations	1	[telations]
helping	2	[hepl, help]
inside	2	[insede, insede]
ballad	1	[balad]
prominent	1	[proeminent]
impressed	1	[impressionate]
deposit	2	[deposity, deposite]
prescribe	1	[prscrevo]
daisy	1	[daise]
carried	1	[carryed]
steak's	1	[steake's]
honey	2	[huney, huney, honney]
permitted	8	[permited, permited, permited, permited, permited, permited, permited, permited, permited, permited, permited]
errors	1	[erros]
limiting	1	[limitting]
administer	1	[administor]
recently	6	[recentely, recentely, recentely, recentely, recentely, recentally]
carries	1	[carrier]
empty	1	[empyt]
mechanical	7	[machanical, mechanichal, mecanic, [[mecanical, mechanic, machanical, mechannical]
abbreviations	1	[abbreviatons]
reported	1	[repported]
formatted	1	[formated, formated, formated]
dairy	1	[dary]
suspense	1	[suspence]
phantom	2	[phanton, phanton, phanton, phanton, phanton, phanton]
rose	1	[rised]
vacation	31	[vocation, vocation, vaccation, vocation, vaccation, vacantion, vocation, vacacion, vocations, vacatio n, vocation, vocations, vacantion, vocation, vacaciones, vocation, vocation, vocation, vaccation, vacations, vaccation, vocations, vocation, vocation, vocation, vocation, vocation, vacantion, vocation, vagation, vecation, vacantion]
barbeque	1	[barbiecue]
inconvenient	3	[incoviniente, incovenient, inconvinients]
waiver	4	[walver, waive, wayver, waiser]
retired	3	[ritered, retraid, retared, retraid]
bored	1	[borinhg]
build	12	[bild, buid, buid, buld, buidl, built, bilt, bild, buld, bluid, buid, buid]
acquisition	2	[acquistion, aquisition]
mountains	16	[montains, mountais, moutains, montains, montain, montain, montains, moutains, mountais, montains, montains, montains, montains, mountanis, montains, montains, montains]
awaiting	1	[awating]
everybody's	2	[evebody, everybod's]
rolling	3	[roling, roling, rollling]
riding	10	[rinding, rinding, reading, raideing, ridind, rinding, ridden, rading, rideing, reding]
saxophone	5	[saxofone, saxoplone, saxofone, saxofone, saxofone, saxofone, saxofone]
fiction	3	[fictious, ficction, ficction]
pediatrician	1	[pediatricien]
built	7	[biult, bult, bilt, buit, bult, buit, buit]
leaflets	1	[leafleets, leafleets]
water	44	[watter, drink an [[wanter, washe, watter, walter, whater, whater, wather, wather, wanter, wather, watter, watrer, wather, wather, wather, watter, watter, wather, wather, witer, wter, wanter, wather, wather, watter, watter, wather, wather, wather, witer, wather, wather, whater, whater, wather, whoter, watter, wather, wather, wather, watter, wather, waters, watter]
concentration	1	[concentracion]
laundered	1	[laundred]
vintage	6	[vitage, vinage, wintagle, virtage, vintege, vintag]
pollution	3	[polution, polution, polution]
movie	3	[moves, move, move]
unknown	2	[unknow, unknow]
websites	1	[websits]
diploma	2	[dimploma, diplomed]
fourth	22	[fourt, fouth, fouth, forth, four, fourty, fourfh, fouth, fouth, fouth, fourh, forth, fouth, forth, fouth, forth, fourt, fouth, fouth, fouth, fouth, fouth]
sending	13	[send, seding, sendind, sendin, seding, sendind, seding, sendin, sendding, seding, sendind, sendind, senting]
vomiting	2	[vominting, vominting]
boyfriend	2	[boyfried, boyfrient]
club	3	[clube, clube, dub]
improvement	8	[improvememt, improvemente, improviment, impovement, improvent, improvent, improvmment, impovement]
guitar	33	[guittar, gittar, guittar, guittar, guittar, guittar, guittar, guittar, guittar, guittar, guittar, guittar, guittar, guitarra, guittar, guittar, guittar, guiter, guittar, gitar, guittar, guita, guittar, guittar, guitarra, guittar, guittar, guittar, guiter, guittar, guittar, guittar, guittar]
castor	1	[carioca]
square	1	[sqaue]
nose	20	[nuse, nouse, nouse, nouse, nouse, nuse, nouse, nouse, nouse, norse, nouse, norse, norse, noose, noise, nouse, noose, nouse, noise, noose, norse]
midst	1	[mids't]
apply	30	[aplly, aplly, aply, appy, aply, applay, aplly, aplly, aplly, aplly, appy, aplly, aplly, aply, aplly, aplly, repply, aplly, aplly, appy, aply, aplly, aplly, aplly, applay, applay, aplly, aplly, aplly, aplly, you have [[aplly, applty]
physicist	1	[phisicist]
tends	1	[teands]
optics	1	[optica]
marks	1	[marques]
synthetic	3	[sintetic, syntetic, sintetic]
where	5	[wich, whe, whwrw, were, where're]
furniture	11	[furnitures, furnitures, furnitures, furnitures, furnitures, forniture, forniture, forniture, furnitures, furnitures, fornitures, furnitures, forniture, forniture, forniture]
chemicals	1	[quimical]
gentle	1	[gentil]
postpone	1	[pospone]
announcing	1	[annoucing]
experiment	1	[experient]
analyzed	2	[analised, analized]
fictitious	1	[fictious]
boyfriend's	2	[borfriend's, boyfreinds]
none	1	[non]
scanner	1	[scaner]
anthropoid	1	[antropoídeo]
eye	6	[eyer, eys, eyer, eyer, eyer, eyer]
occupation	9	[ocupation, occuppancy, ocuppation, ocuppation, ocuppation, ocupation, ocupation, ocupation, ocupation]
saddened	1	[saddned]
damage	3	[demage, demage, demage]
analyzer	1	[analizer]
piercings	1	[percings]
filing	1	[filling]
countless	1	[counteless]
rows	14	[rowa, rown, roas, rown, rown, rowns, raws, rowns, rowns, rowns, rowns, rown, rowa, rown, rowns]
arrangement	5	[arrengement, arrangemet, arrengement, arrengement, arrengement, arrengement]
corporate	2	[corparate, corporative]
dress	17	[dresse, dree, dess, drees, drees, drees, dreess, drees, drees, drees, dres, drees, drees, drees, dess, drees, dess, drees, drees]
apple	5	[appler, aplle, aplle, aplle, aplles]
crushed	3	[crused, crashed, crished]
dissatisfied	1	[dissatisfaied]
drastic	1	[drastics]
fulfilling	1	[fullfilling]
noon	3	[noom, noom, noom]
mommy	7	[mamy, momy, mamy, mamy, momy, mammy, momy]
coordinated	5	[coordenated, coordenated, coordenated, coordineted, coordenated]
fourteenth	1	[fourtenth]
everyone's	1	[evereyone's]
circle	3	[cicle, cicle, cicle, cicle]
females	1	[famele]
northeast	1	[nortweast]
requirements	53	[requeriments, [[requerements, requiremnets, requeriments, requeriments, requeriments, requiriments, requeriments, requeriments, requeriments, requiriments, requeriments, requiriments, requeriments, requiriments, requirementes, requeriments, requeriments, requirementas, requeriments, requeriments, requeriments, requeriments, requiriments, requeriments, resquirements, requeriments, requiriments, requeriments, requerements, requirementes, requirementes, requeriments, riquirements, requeriments, requeriments, requeriments, requiments, requeriments, requiremnts, requeriments, requeriments, riqueriments, requeriments, requiriments, requiriments, recquirements, requeriments, requeriments, requeriments, requeriments, requiriments, requeriments, requiriments, requirer]
investment	11	[investiment, investiment, investiment, investiment, investiment, investimentos, investiment, investiment, investiment, investiment, investiment, investiment, investmentn]
curtains	64	[cortains, courtens, courtains, cortains, courtains, courtains, curtais, courtins, courtains, curtins, courtains, courtains, courtains, curtians, courtains, cirtinas, cursians, coutains, courtain, courtains, courtains, cortains, courtains, courtains, courtans, courtains, courtains, courtains, courtains, courtins, courtins, courtains, courtains, cortains, curtins, courtins, curtians, courtines, courtines, curtais, curtaines, caurtin, courtains, courtains, curtins, courtains, courtains, courtains, curtins, courtains, cortains, courtains, cortains, courtains, custains, courtains, courtains, courtains, courtains, courtains, courtains, courtin, courtains, curtais, courtains, curtins]
paths	1	[parths]
