Correction	ErrorFrequency	Errors
festival	6	[fectival, festical, fectival, festivall, fesatival, festifal]
caught	1	[catched]
drowned	1	[drowed]
hair	8	[hear, hear, haid, haer, hear, hear, heir, heir, heir, heir]
soccer	3	[soceer, socccer, coccer, socer]
luxurious	1	[luxurous]
news	2	[new's, new]
later	12	[leiter, leiter, leater, leter, laer, latter, latter, latter, letter, leter, leater, leater, leater]
boss	3	[boos, boos, boos]
vegetables	11	[vegatables, vetetables, vejetables, vegetales, vegtables, vegtables, vejetables, vegebles, vegtables, vegatables, vegeteables]
headphones	28	[hearphones, heanphones, hadphones, heatphones, hedphons, heandphones, hadphones, headphons, headphnes, hedphones, eadphones, hearphones, heardphones, hearphones, headphons, hadphones, hearphones, haedphones, haadphones, hardphones, headphons, hearphones, headphoes, headfones, heardphones, heardphones, herdphones, haedphones]
surprised	1	[sorprised]
lung	1	[lunge]
corona	1	[corana]
lucky	2	[loocky, look]
preference	1	[peference]
mixture	1	[mixure]
freshness	1	[fressness]
agree	1	[agre]
grocery	2	[grosery, groceri]
salad	1	[salade]
relating	2	[ralating, realating]
both	2	[bot, boht]
interviews	1	[intervews]
candidate	2	[canditate, canditate]
hippopotamuses	1	[hipopotamous]
alley	4	[alleg, aley, elley, aller]
after	10	[afther, afeter, afther, afther, aafter, afeter, afther, afther, afther, affter]
affected	2	[afected, afected]
bakery	1	[backery, backery]
lemonade	2	[limonade, limonate]
snorkeling	1	[snorkelling]
taken	1	[taked]
remodeling	1	[remodelating]
tennis	10	[tenis, teenis, tenis, tenis, tenis, tenis, tenis, tenis, tenis, tenis, tenis]
marry	2	[merry, marring]
cellular	2	[celular, celular]
what's	3	[what', wha's, wats]
departmental	1	[department]
fruit	3	[friut, frut, fuit]
scored	3	[scared, socred, socred]
victim	1	[victime]
coffee	78	[coffe, cofe, coffe, coffe, coffie, coffe, coffe, cooffe, coffe, coffe., cofee, coffe, cofee, coffe, cofee, cofee, coffe, cooffee, coffe, coffe, coffe, coffe, coffe, cooffee, coffe, coffe, a my secretary and ask for [[coffe, coffe, coffe, coffe, coffe, coffe, coffe, cooffe, caffee, coffe, cofe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, caffee, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, cofee, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffes, coffe, coffe]
white	29	[withe, whait, withe, withe, with, whit, whit, whit, withe, withe, withe, whit, whithe, hite, withe, withe, write, write, withe, whit, whit, whitw, whit, withe, withe, with, withe, whait, whait, whithe, withe, wthite, whit, whit, whire]
fashioned	2	[fashined, fashion]
fun	4	[funny, funy, funn, funy]
listening	11	[lisenig, listenig, lisenting, listenig, listend, listenign, lisen, listerning, lisenting, listenig, listeng]
willing	1	[wiiling]
size	1	[siza]
glacier	1	[glaciar]
salesman	1	[sales man, sales man]
that	23	[thay, thath, thay, tha, than, thah, thet, thah, tha, tha, thar, thata, thata, than, thta, thant, thah, thta, thats, than, tha, tha, taht, thar, tha, thath, thst]
encourage	2	[[[encorage, encorage]
practitioner	1	[pratitioner]
than	6	[then, that, thant, tan, tha, wich]
insurgents	1	[insurgentes]
stainless	1	[stairless]
require	2	[requiere, requiere]
foreign	8	[foreing, foreing, foreing, foreing, foreing, foreeing, foreing, foreing]
cigarette	1	[cigarrete]
specialize	1	[especialize]
photographs	1	[photogaphs]
opposite	22	[oposite, oppsosite, opossite, opossite, opositte, oppposite, opossite, opposit, opposit, opossite, oposite, oposite, oposite, opposit, opposit, opposit, opossite, oppsite, opposito, opossite, opposide, oposite]
classified	1	[clasified]
about	22	[obout, obout, a but, abou, abaut, obout, aboth, abouth, abaout, aobut, aboout, abaut, abour, abou, abaut, abaut, abouth, abouth, abour, abaut, abaut, abaut, abaut]
weaknesses	1	[weakness]
well	4	[wele, weel, weell, weel]
engineering	6	[engeneering, engeneer, ingeneering, engineery, engeneering, engenieering]
complete	1	[complet]
restaurant's	1	[restaurante's]
above	1	[avobe]
granddaughters	1	[granddougthers]
feed	9	[fedd, feet, feeds, feet, feet, fet, feet, fedd, feet]
bride	1	[brigde, bridge]
outstanding	1	[oustanding]
disposition	1	[disposistion]
rain	2	[raiin, raining]
animal	1	[anima]
feel	5	[fleel, feelt, feld, fill, fell]
indispensable	1	[indispensabel]
negotiate	3	[negociate, negociate, negociate]
promise	4	[promisse, promisse, promess, promese]
feet	1	[feets]
variety	1	[varity]
sauce	2	[saused, souce]
resume	1	[resumee, resumee]
service	1	[sevice]
determined	1	[determinated]
operations	1	[oeration]
masters	3	[master, master, master]
tight	1	[thight]
our	2	[owr, ou]
out	5	[aou, aut, aut, aut, aut]
employees	12	[employess, employes, empleyeers, employes, employeds, employes, employes, employess, employes, employes, employes, employes, employes, employes, employess, employes, employes, empleyees, eployees]
journalism	1	[journalims]
flourishing	1	[flourshing]
waste	2	[watste, waist]
for	14	[fou, por, four, fo, por, fao, fo, fo, fo, fo, fol, por, por, four, four]
angry	5	[angree, ungry, anfry, engry, ungry]
supervision	1	[supervition]
falling	1	[folling, folling]
bring	1	[nring]
went	1	[wento]
leggings	11	[leggins, leggins, leggins, legings, leggins, leggins, leggins, legins, leggins, leggins, leggins, legiins, legiins]
travelling	1	[traveling]
watching	15	[whatching, waching, sport on [[waching, waching, waching, whatching, watchig, whast, waching, waching, watchnig, wathing, waching, watchting, waching, wath]
sales	1	[sales''s]
expectations	1	[expectatives]
weather	40	[wheater, wheater, wheater, wather, wearther, weater, wather, wheater, wether, wether, wather, weater, weanther, wheather, wather, wather, weathher, wather, wather, weater, wather, weater, wather, wheater, weader, weeder, weater, wather, wheather, wheater, wheater, wheater, wather, wather, wheather, whether, wheather, wather, wather, wather, wather, ceather, wheather, wather, weathae, weater, wather, wheater, weater]
speaking	3	[speking, speack, speack]
choose	7	[choses, choses, choise, choosee, chosse, shoose, choosign, choosed, there were many desserts i [[choosed]
groups	1	[grups]
wine	2	[win, win]
information	8	[innformation, informatic, inforrmation, información, informations, informacion, nformation, infomation]
others	1	[anothers]
wishes	1	[whishes]
fascinating	1	[fascinanting]
airplane	2	[airoplane, airplan]
national	2	[nationale, nacional]
compare	1	[comparate]
mortgage	4	[mortagage, mortage, mortage, mortage, mortage]
atmosphere	1	[atmosphera]
table	4	[tables, teble, tabble, tablet]
putting	1	[puting]
create	3	[i will write that bag that  to [[creat, creat, creat]
researcher	1	[resercher]
ware	1	[wear]
language	41	[lenguish, languaje, lenguage, lenguage, lenguage, lenguaje, lenguage, learn very well in the [[lenguje, languaje, lenguage, lenguaje, languaje, lenguage, lenguage, lenguach, languaje, lenguages, leguaje, lenguage, lenguage, languaje, lenguage, lenguages, lenguage, laguage, languaje, languaje, languaje, languaje, languege, enguage, lenguage, lenguage, lenguaje, lenguage, lenguage, lenguaje, lenguage, lenguage, lenguaje, lenguage, lenguage, laguage, lenguage]
eucalyptus	1	[eucaliptus]
position	13	[possition, possition, possition, posicion, positsion, positicion, possition, potition, posistion, possition, possition, possition, possition]
galleries	1	[galeries]
oily	1	[oinly]
qualifications	3	[cualifications, qualications, habilities]
tiger	1	[tigger]
ground	1	[groud]
separated	3	[separed, separeted, separted]
mentioned	2	[mencioned, mencioned]
rarely	7	[rarelly, rarelly, rarelly, reraly, rarelly, rearly, rarelly]
trying	4	[triyng, traying, traying, tryin]
effective	1	[efective]
wanted	1	[wan to]
character	1	[caracter]
motorcycles	1	[work in agency of [[motorcyclets]
cloth	2	[clouth, cloting]
practising	1	[practicing]
sailing	8	[saling, seiling, sailig, siling, saiiling, siling, sailling, siling]
overweight	1	[overweigth]
length	2	[legth, lenght]
highly	1	[hight]
wardrobe	6	[wardrove, wardrope, warmdrobe, wardrove, wardobre, wordrobe]
want	16	[whant, whant, wannt, wont, whant, whant, wait, whant, whant, whant, whant, wnat, whan, whant, wanto, wented, whan, want'n]
frequently	11	[frecuently, frecuently, frecuently, frecuently, frecuently, frecuently, frecuently, frecuently, frecuently, frecuenly, frecuently, frecuently]
steak	1	[stake]
migration	1	[cagration]
cowboy	1	[cawboy]
united	1	[unites]
desert	2	[dessert, deseer]
progressive	1	[progresive]
responsible	20	[responsalbe, responsable, responsable, responsables, responsable, responsable, responsable, responsable, responsable, reponsible, responsable, responsable, responsable, responsable, responsable, responsable, responsable, responsable, responsable, responsable]
heaven	1	[haven]
establish	2	[stablish, stablish]
luckily	1	[luckly]
crystal	1	[cristal]
access	3	[accces, acces, acces]
weekends	2	[wekends, wekend]
symptoms	1	[syntomps]
integrated	1	[integreted]
fries	1	[frieds]
industrial	2	[indutrial, indrustrial]
mariachi	1	[marachi]
teenagers	1	[teens]
phrases	1	[prhases]
waitress	1	[waitres]
genre	1	[genere]
spontaneous	1	[spontaneo]
old	16	[ols, olds, ols, okd, ol, ols, ols, ols, olds, ald, ols, hold, ol, ald, ald, oold, olds]
stressful	2	[streessfull, estressful]
anthropology	2	[antrhopology, antropology]
grandsons	1	[grand suns]
wish	3	[whish, whish, whish]
documentaries	1	[documentaris]
unhealthy	1	[unhealhty]
optometrist	1	[optometrista]
were	1	[we're]
please	13	[pls, pleasse, plys, pls, pleas, plaease, pleae, pleasse, pleas, plaese, pelase, pelase, pleas, plese]
turned	1	[turnd]
safari	5	[safary, safary, safary, safary, safary]
three	49	[tree, trhee, trhee, tree, trhee, tree, tree, tree, theer, tree, trhee, trhee, trhee, tree, tree, trhee, trhee, tri, tree, tree, theer, tree, tree, tree, treee, tree, tree, tree, thre, tree, tree, tree, tree, tree, tree, tree, theer, tree, tree, trhee, trhee, trhee, tree, tree, tree, tree, trhee, tree, trhee, trhee, tree, tree, tree, tree, trhree]
transformer	2	[tramsformer, trasnformer]
purveyor	1	[purveyour]
positive	2	[possitive, possitive]
work	10	[works, works, wok, wor, works, wokr, word, workin, worl, wor, work's]
letter	1	[latter]
videos	1	[vídeos]
flu	1	[flue]
class	3	[clase, classe, clase]
property	1	[proerty]
staying	1	[ataying]
sportsman	1	[sportman]
environment	20	[enviroment, enviroment, enviroment, evironment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviorment, enviroment, enviorement, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment]
window	1	[windom]
threw	1	[throwed]
promote	2	[promove, promove]
fly	1	[fliing]
manufactures	1	[manufacturs]
program	4	[programer, programer, programm, programm]
company	3	[compañy, comapany, comany]
popular	2	[populary, pupular]
responsibilities	29	[responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, reponsibilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities, responsabilities]
word	1	[world]
brush	10	[bruhs, brus, brusch, bruch, brosh, brus, rush, bruch, brosh, bruch]
nowadays	2	[nowdays, nowadys]
management	9	[managment, managment, managment, maganer, managemeant, managment, managment, managment, managment, managent, managent, manamagent]
barbecue	1	[babecue]
ever	1	[evere]
friend	10	[firend, freind, firend, frend, frien, frend, frind, frind, freinds, friens]
efficient	3	[efficent, efficent, eficient]
feelings	4	[fellings, fellings, fellings, feellings]
dancing	2	[dansing, dansing]
warm	3	[warn, waern, warem]
allow	2	[allowe, alllow]
intention	1	[intension]
interests	1	[interestes]
one	3	[oun, une, on]
pepper	3	[papper, peper, papper]
pretty	6	[prety, preatty, preatty, preaty, prety, preatty]
supermarkets	1	[super markets]
doubts	1	[dobts]
officer	1	[officier]
sunny	13	[sonny, suny, sony, suny, suuny, sonny, suny, sonny, suny, sonny, sonny, sunnny, suny]
meat	9	[meet, meet, meet, meet, meet, mead, meet, meet, meet, meet, meet]
wash	2	[watch, whas]
announcements	2	[annuncement, annuncement]
rhythm	1	[rythm]
broccoli	2	[brocoly, brocoli]
they're	1	[they'r]
perfect	3	[prefect, perfectionate, perfec]
weren't	1	[were'nt]
find	2	[fin, fine]
baker	1	[vaker]
office	43	[offece, offece, oficce, officce, ofice, ofice, oficce, oficce, oficce, oficce, ofice, oficce, oficce, oficce, oficce, affice, oficce, oficce, ofice, ofice, ofice, offiice, ofice, oficce, officce, oficce, oficce, oficce, offce, oficce, oficce, ofice, affice, officee, officee, officee, oficce, oficce, officce, oficce, oficce, oficce, offfice, oficce, officce, officine, oficce, ofice, offcie]
with	168	[wiyh, whit, wiht, whit, whit, whit, wit, whit, whith, whit, wiht, whit, whit, whith, whit, whith, whit, whit, whit, wiht, whit, whit, whit, wiht, whit, witn, whit, wit, whit, whith, whit, whith, whit, whit, whit, whith, wiht, wht, whith, wath, whit, whith, whit, whit, whit, whit, wiht, whit, whit, whit, withe, whit, whit, whit, whit, whit, whit, whit, whit, whit, whit, whit, whit, wich, whit, [[whith, whit, whit, whit, whit, whit, whit, whit, whith, whit, whit, whith, wiht, whith, whit, whit, whit, whit, whit, whit, whit, whit, whith, whit, whith, whit, whith, whit, whit, withe, whit, whit, whit, whit, whit, whiy, whith, whit, whit, whit, whith, whith, whith, whith, whit, whit, whit, whit, whit, whit, whit, whit, whit, whit, whit, whit, wth, whit, whit, whit, whit, whit, whit, whith, whith, whit, whith, whit, whit, whit, whit, whit, whit, wih, whit, whit, whit, whit, whit, whit, whith, whit, whith, whith, whit, whit, whit, whit, whit, whith, whith, wiht, whith, whit, whit, whith, whit, whit, whit, wint, whit, whit, vhit, whith, whit, whith, whit, whit, whit the, whit, whit, whit, wiht, whith, whit, whit, whith, whit, whit, whit, whith, whit, whit, wich, whit, whit, whith, whit, whit, wiht, whit, whit, whith, witj, whith, whit, whit, whit, whit, whit, whit, sith, whit, whith, whit, witn, whit, whit, wiht, whit, whit, whit, whit, whith, whit, whit]
rice	2	[rise, raice]
circumstances	1	[circunstances]
fill	2	[fille, fil]
clearance	1	[have all do you see in [[clareance]
families	2	[fameles, fameles, familys]
rules	1	[roules]
coats	1	[soats]
blacksmith	1	[blasmith]
sweating	1	[weating]
cinema	1	[cinama]
industries	1	[industies]
nieces	1	[nices, nices]
channel	1	[chanel]
anthropologist	1	[anthropolo gist]
surfs	1	[surfes]
occupied	1	[ocupied]
bright	2	[brigth, brigth]
pants	26	[pans, panst, pans, pans, pans, panst, pans, pansts, panst, pans, pans, [[pans, [[pans, [[pans, pans, pands, pands, pans, pans, pans, pans, pans, pands, pans, pans, pans, pans, pantes, pans]
party	16	[perty, paty, partys, patry, paryn, pary, perty, paty, pary, pary, paty, parthy, pary, [[pary, pary, partty, plarty]
married	15	[merried, marreid, merried, merried, merred, merried, merried, marriet, marrie, marriaged, merried, maried, i''m 10 year [[merried, merried, merried]
siting	1	[sitiing]
chewed	1	[cehwed]
levels	1	[lebels]
auxiliary	1	[auxiliar]
spacecraft	1	[spacecraf]
schooling	1	[scholling]
psychology	9	[psichology, phsycology, pshicology, psicology, psicologia, psichology, psichology, psichology, psycology, psichology]
bark	1	[barrk]
duties	2	[dutys, dutie]
salary	3	[salaray, salara, salare]
objects	1	[objets]
opened	1	[oppened]
intelligence	1	[intelligency, intelligency, intelligency]
these	2	[theses, thease]
dalmatian	1	[dalmata]
animation	1	[anime]
liquids	1	[liquits]
noodles	4	[noodlees, nodles, nodles, noodless]
eyelashes	2	[eyeslashes, eyeslashes]
offers	1	[offerts]
respectively	1	[respectly]
deserves	1	[deserve]
marshmallows	1	[mashmallows]
worship	1	[workship]
shows	1	[shoes]
stationery	1	[stationary, stationary]
conversational	1	[conversation]
conditions	1	[condicions]
project	8	[proyect, proyect, proyect, proyect, proyect, proyect, proyect, proyect, projet, proyect]
neighbors	1	[neigbors]
enthusiastic	1	[entusiastic]
he's	2	[he'r, hi's]
urge	1	[ruge]
lined	1	[linead]
nephew	1	[nefhew]
sick	3	[seak, seack, watched too some aliens fall [[sik]
annoying	1	[anoying]
each	7	[eache, eac, aeach, ech, ech, ech, eache]
big	6	[bigs, bigs, dig, bigs, beig, bib]
uncle	2	[uncla, ancle]
mistakes	1	[make yours]
innovate	1	[inovate]
knowledge	11	[knoweledge, knowledges, knowlege, knowlede, knowlegde, knowledege, knowledege, knowlage, knoledge, nowledge, knolewge, knoledge]
improvises	1	[improvings]
communications	5	[comunications, comunications, comnuticatios, comunicatins, comunications]
scandal	2	[scandald, scadal]
interested	6	[eantristing, nteresent, interesed, interesed, interesed, interesed]
training	3	[trainig, trainig, trainnig]
patient	6	[pacient, pacient, patiens, pattient, pacient, pacient]
appointments	2	[apointments, apointments]
toilet	1	[toliet]
bath	1	[bathe]
tell	2	[hel, teel]
interesting	32	[interisiting, intteresting, intersting, intersting, intersting, intersings, intersting, intersting, interesant, interenting, interisting, interesing, interresting, interestig, intersting, intersting, intersting, interestig, interesiting, interesiting, intersting, interissting, intresting, interesant, interestig, intteresting, intersting, intersting, intersting, interisting, interesanting, intresting, interisting, intresting]
lived	1	[iive]
trousers	1	[trusers]
waves	2	[weaves, weves]
adjectives	1	[adejtives]
hour	1	[hr]
morning	27	[morninig, moorning, mornig, mornign, mornign, mrnig, morming, mornig, mornig, morgning, mornning, mornig, morging, mornig, morningh, mornig, morming, moorning, mornin, mornig, mornig, moorning, mornig, mornig, moring, mourning, moorning, moorning, mornin, mornig, moorning]
electronic	2	[electonic, eelectronic]
specifications	1	[specications]
register	1	[registrer]
compensation	2	[compesation, compesation]
boss's	1	[booss]
analyses	1	[analisys]
exiting	2	[exaiting, esciting]
public	1	[publics]
gratitude	1	[gratitud]
shooting	1	[shotting]
treatments	1	[treatmentes]
congratulation	1	[congrulation, congrulation]
yogurt	3	[yoghurt, yoghurt, yoghurt]
physical	4	[phaysical, fisical, fisical, pyshical]
client	1	[clientes]
bathrooms	1	[batrhooms]
microwave	1	[microwabe]
bikini	1	[bikiny]
cruise	1	[cruice, cruice]
has	2	[hes, haves]
hat	2	[had, had]
nationalities	1	[nacionalites]
aboard	1	[abord]
software	3	[sowftware, sofware, sofware]
graduated	10	[gratuated, graduaded, graduaded, gradated, gradued, gratuatted, graduted, gratuated, gratuated, gradueted, gaduated, gradutated]
band	2	[banda, banda]
grapes	2	[greaps, graoes]
tourists	4	[tou, turist, turistas, turists]
invasion	1	[inavassion]
bank	1	[banck, banck]
fireplace	1	[freplace]
climate	1	[clima]
dad	1	[dadi]
pedagogue	1	[pedagogía]
fulfill	1	[fullfill]
aunts	1	[aunst]
code	2	[codice, codec]
cream	5	[crem, creem, creem, creme, crem]
sign	1	[sing]
names	1	[mame's]
veterinary	1	[vererinary]
economics	1	[economis]
talks	1	[talkes]
seventy	1	[seventeen]
fast	2	[fastly, fastly]
prefer	7	[they [[prefered, prefere, preferer, preffer, prefere, frefer, prefere, prefere]
spiritually	1	[spiritualy]
hope	10	[hop, hop, jope, home, hoppe, hop, hop, hopo, hoppe, hoppe]
insurance	10	[insurace, ensurance, insurence, insurence, inssurance, inssurance, ensurance, insurence, insurace, insurace, insurece]
obtained	1	[obteined]
measure	1	[meassure]
powder	1	[power]
sentences	1	[sentenses]
exercise	13	[excersice, excersice, excersice, excercise, excersite, excercise, exercies, excercise, exersice, excercise, exersice, excercise, excercise, exercice, exjercise]
analysis	1	[analisys]
drinks	6	[donks, driks, dinks, dinks, dinks, dirnks, drunks]
honeymoon	5	[honymoon, honey moon, honemoon, honymoon, honey moon]
author	8	[autor, autor, autor, autor, auhtor, autor, autor, autor, autor]
name	19	[name', mame, nama, neme, name''s, neme, nae, mame, mane, nam, namne, mane, neme, nname, nane, neme, mame, neme, neme]
sandals	1	[sandails]
decorating	4	[docorating, decoriting, decoring, decoratin]
complaint	2	[complain, complain]
tall	1	[toll]
sightseeing	1	[sightseeings]
talk	4	[tal, tolk, tolk, take, talke]
law	3	[low, low, low]
music	11	[muisic, miusic, musisc, misic, musica, musica, miusic, musica, musi, muci, misic]
anniversary	2	[aniversary, aniversary]
constant	1	[constace]
obviously	3	[oviously, oviusly, obviosly]
departure	1	[departurs]
vacations	1	[vacatios, vacatios]
thousand	1	[tousen]
photo	1	[foto]
planned	1	[planed]
neither	1	[neigther]
photos	3	[fhotos, fhotos, photod]
therefore	1	[therefor]
never	1	[neve]
great	15	[greate, greath, geat, greats, grat, greate, grat, grat, grate, grate, graet, grat, geat, grat, grate]
kits	1	[kids]
take	5	[taje, taake, taje, teke, teke]
there	51	[theres, thera, theres, thare, thre, [[thre, ther, the, tere, ther, tere, ther, ther, ther, ther, ther, therere, ther, therea, three, ther, tere, thera, therea, ther, ther, ther, ther, thre, thera, thre, ther, thera, thare, ther, [[thera, thera, ther, ther, ther, trere, ther, ther, ther, ther, thera, terar, ther, thera, tehere, thera, thera, thera]
pineapple	2	[pinapple, pineaple]
engineers	2	[ingeniers, engenieers]
damaged	1	[damange]
peanut	1	[panut]
appearance	5	[appearence, appearence, appareance, apparance, appearence]
presentations	1	[presetation]
tomato	5	[tomate, tomatoe, tomatoe, tomatoe, tomatoe]
reason	2	[rason, reazon]
scotch	1	[scoth]
package	1	[packege]
languages	38	[lenguajes, lenguage, lenguages, lenguages, lenguages, lenguages, lenguage, lenguages, lenguages, lenguages, lenguages, lenguages, lenguages, lenguages, lenguages, lenguages, leangues, lenguagues, lenguages, languajes, lenguages, lenguages, lenguages, lenguages, lenguages, lenguages, lenguages, languagues, languajes, lenguages, lenguages, lenguages, lenguages, languajes, languagues, lenguages, languagues, lenguages, languges]
hey	1	[he]
shirts	3	[shirths, shits, sirts]
awesome	4	[owesome, awsome, asome, awsome]
among	1	[amoung]
blend	1	[[[blande]
her	1	[her's]
assault	1	[asaullt]
discotheque	3	[discoteque, discoteque, discothec]
smile	1	[smail]
everyone	5	[e veryone, every one, every one, averyone, eveyone]
sixty	13	[sisty, sisty, sexty, sisty, sisty, sixthy, sisty, sexty, sisty, sixthy, sixthy, sity, sisty, sixtyn]
bag	1	[bah]
privacy	1	[privacity]
career	15	[carrer, carrier, carrer, carrer, carrer, carrer, carrer, carrer, carrier, carrer, carrer, carreer, carreer, carrer, carrer, carrer, carrer, carrer, carrer, carrer, carrer]
strawberry	2	[stranberry, strowberry]
accomplishment	2	[acomplishment, acomplishment]
imagined	1	[imaginated]
damages	1	[dameges]
raining	2	[rainin, raing]
decisions	1	[desicions]
will	9	[wil, wiil, whill, wil, wil, wil, wil, we'l, wil, wil]
perfume	1	[perfum]
vegetable	2	[vetabel, vegetables]
cherries	1	[cherryes]
getting	3	[geting, geting, geting]
supermarket	4	[supermaret, supemarket, supermarquet, upermarket]
costumes	1	[costums]
accident	1	[accidents]
playful	2	[playfull, palyful]
jogging	4	[joggin, joagging, joggin, jooging]
bigger	1	[biger]
dolphins	1	[dolphies]
holidays	9	[hollydays, holydays, hollydays, holydays, hollidays, holydays, holydays, holyday, holydays]
savings	1	[salvings]
susceptible	1	[suceptible]
short	3	[shorth, shor, shot]
thank	22	[tank, tank, tanks, tank, tanks, tank, thak, than, tank, tanks, thaks, thak, thak, thak, thank's, thak, thak, thanky, thaks, than, thak, than]
gossip	2	[gosips, gossipp]
normally	2	[normaly, nomally]
achievements	3	[achivements, achivements, achivements]
clean	3	[claen, cean, clan]
visiting	2	[visitig, visite]
handicrafts	1	[andycraft]
probability	1	[probabily]
waiter	2	[woiter, weiter]
products	3	[prouducs, productos, produtcs]
listen	25	[lisen, lisent, listend, listend, listend, listeninig, lisen, lisent, lisen, lisen, lisen, lisent, lisent, lisen, lisent, lisent, lisent, lisent, lisent, lisen, lisent, lisen, listend, lisen, lisen, lisent]
airline	3	[air line, airlane, aerline]
embalmers	1	[empalmes]
productivity	1	[productibity]
enthusiasm	2	[entusiasm, enthusiasmic]
peaceful	2	[paceful, paceful]
stay	5	[stey, estay, say, styay, saty]
articles	2	[articuls, atricles]
keyboards	27	[keyboars, keowboards, keyboars, keaybords, keyboars, kayboards, keyboerds, keybords, keyboars, keyborads, keyboars, keyboars, keyboars, kedboards, keyborads, keyboads, keyboars, reyboards, keyboads, keyboarts, keiboards, keboards, keyboars, keyboars, keyboars, keyborads, keyboars]
gallery	1	[galery]
green	3	[gree, greenn, geen]
beautiful	164	[beatiful, beatiful, beatiful, beautyfull, beatiful, beutiful, beutiful, beatutiful, beatiful, beautifull, beutiful, beutiful, beutiful, beateful, beatiful, beutiful, bbeautiful, beatiful, beatiful, beatifull, beatifull, beautifull, beautifull, beatiful, beatiful, beatifull, beutiful, beutiful, beatiful, beatiful, beatiful, beatifull, beutiful, beutiful, beatiful, beatiful, beatiful, beatyfull, beatiful, beutiful, beatiful, beatiful, beautifull, beautifull, beatiful, beatiful, beautifil, beatufil, beatiful, beatiful, beutiful, beatiful, beatiful, beautifull, beutiful, beutyfull, beatiful, beatiful, beatiful, beutiful, beutiful, beutiful, beatiful, beatiful, beutiful, beatiful, beatiful, beatiful, beatyful, beautifull, beatiful, beautifull, beatiful, beutiful, beatiful, beautifull, beatiful, beutiful, beatiful, beatifull, beatiful, beatiful, bautiful, beauitiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beutiful, beatiful, beutiful, beatiful, beatiful, beutyfull, beautifull, beutiful, beautifuls, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beutiful, beatiful, beatiful, beutiful, beatifull, beatiful, beatiful, beutiful, beatiful, beutiful, beaiful, beatiful, beautuful, beautifull, beatiful, beutiful, beutifoul, beatiful, beatiful, beutiful, beatiful, beatifull, beatiful, beutiful, beatiful, beatiful, beatiful, beatiful, beutiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beatiful, beutilful, beautifull, beatiful, beautifull, beutilful, beautifull, beatiful, beatiful, beatiful, beatifull, beatiful, beauntiful, beauntiful, beuatiful, beatiful, beautiaful, beutiful, beatiful, beutiful, beutibul, beautifull, beatiful, beutiful, beatiful, beatiful, beuatiful, beatifull, beutiful, beatiful, beatiful, beutiful, beautifull, beatiful, beutiful, beatiful, beatiful, beatiful, beatiful, beutiful, beutiful]
advertisement	2	[advertisment, adverticement, adverticement]
robot	1	[robo]
lottery	1	[lotery]
dangerous	6	[dagerous, dangerus, dangeorus, dangeous, dangeous, dangerouse, danguerous]
fantastic	1	[fantatic]
frequent	1	[frecuent]
studying	62	[studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studen, studing, studing, studing, studing, studing, studing, studing, study, studing, studing, studing, studing, studing, studing, studyng, studing, studing, studing, studing, studing, studing, studiying, studing, estudying, studiyng, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, studing, estudy, studing, studing, estudt, studing, studing, studing, estuding, studing]
okay	16	[ok, ok, okey, ok, ok, ok, ok, ok, o.k., ok, ok, ok, ok, ok, ok, ok]
begun	2	[beguin, beguin]
midlands	1	[minlands]
dishes	5	[diches, diches, disches, dihes, dhises]
translate	2	[traslate, traslate]
fishing	1	[fishin]
capabilities	1	[capacibilities]
chemist	2	[chemestry, chemyst]
mustard	2	[musard, mustar]
claustrophobia	3	[clastrophobia, claustrophia, claustrophofia]
carnivorous	1	[carnivoruos]
innocent	1	[inocent]
authorization	1	[autorization]
spoon	1	[spoone]
preferably	2	[preferrably, preferently]
neighbor	4	[neigbor, neigbhor, neightbor, neightboor, neightboor]
since	3	[sisnce, sience, [[sinse]
him	1	[hem]
vegetation	1	[vegetations]
spoonful	3	[spoonfull, spoonfull, spoonfull]
potentially	1	[potencially]
motivated	1	[motived]
his	1	[hi's]
schools	1	[shcools]
hit	1	[snock]
