Word	ErrorFrequency	CorrectFrequency	ErrorProbability
kayaking	0	3	0.0
globally	0	9	0.0
wiping	0	19	0.0
excessive	0	13	0.0
equaled	0	1	0.0
fidelity	0	4	0.0
winning	0	104	0.0
majors	0	8	0.0
misanthropic	0	1	0.0
trusts	0	9	0.0
cassette	0	1	0.0
interactively	0	1	0.0
incidental	0	2	0.0
peach	0	32	0.0
stayed	0	410	0.0
criminally	0	1	0.0
blouses	0	199	0.0
dignified	0	1	0.0
abused	0	11	0.0
huh	0	10	0.0
machining	0	7	0.0
winds	0	62	0.0
slanderous	0	4	0.0
modernist	0	2	0.0
activities	9	1465	0.006105834464043419
medications	0	34	0.0
vow	0	3	0.0
squander	0	1	0.0
productions	0	21	0.0
envy	0	35	0.0
tasting	0	17	0.0
educating	0	4	0.0
cigaret	0	2	0.0
foots	0	23	0.0
hurts	0	88	0.0
proposing	0	14	0.0
venue	0	31	0.0
thanksgiving	0	3	0.0
helplessly	0	2	0.0
reusable	0	1	0.0
muddled	0	1	0.0
hooping	0	1	0.0
vagrant	0	1	0.0
salesman	1	168	0.005917159763313609
hippies	0	2	0.0
maker	0	31	0.0
chemist	2	31	0.06060606060606061
kin	0	12	0.0
tost	0	6	0.0
cheerleader	1	1	0.5
waved	0	22	0.0
revealed	0	60	0.0
investigated	0	20	0.0
distrust	0	3	0.0
standings	0	2	0.0
brushed	0	3	0.0
reluctantly	0	1	0.0
tattle	0	1	0.0
paralyzed	0	5	0.0
countable	0	3	0.0
tracts	0	4	0.0
statement	2	270	0.007352941176470588
severe	0	41	0.0
document	0	308	0.0
longtime	0	4	0.0
muscular	0	12	0.0
truck	0	72	0.0
adult	0	95	0.0
melancholic	1	6	0.14285714285714285
leathers	0	3	0.0
sensationalism	0	1	0.0
businesses	0	91	0.0
rheumatic	0	1	0.0
urine	0	1	0.0
attendant	0	403	0.0
adhered	0	2	0.0
pretending	0	14	0.0
quilting	0	1	0.0
savanna	0	3	0.0
loathe	0	1	0.0
potty	0	1	0.0
skates	0	4	0.0
afterward	0	17	0.0
ancestors	0	6	0.0
taxes	0	90	0.0
treated	1	204	0.004878048780487805
fastness	0	1	0.0
fortified	0	1	0.0
rudeness	0	3	0.0
contrary	0	109	0.0
subsequently	0	8	0.0
liner	0	16	0.0
vigilance	0	4	0.0
sentimentally	0	1	0.0
spatial	0	1	0.0
speakers	0	66	0.0
undergo	0	8	0.0
remaining	0	60	0.0
opt	0	4	0.0
talkative	0	28	0.0
protections	0	3	0.0
nominations	0	9	0.0
accolades	0	1	0.0
convention	0	5	0.0
chillies	0	2	0.0
receptions	0	2	0.0
sword	0	10	0.0
supposing	0	1	0.0
unspoken	0	3	0.0
fatuous	0	1	0.0
commodities	0	17	0.0
beets	0	4	0.0
lavender	0	8	0.0
wrists	0	2	0.0
abductor	0	1	0.0
macintosh	0	6	0.0
recruiting	1	88	0.011235955056179775
rejuvenates	0	2	0.0
freezer	0	16	0.0
stink	0	1	0.0
eaten	0	101	0.0
foodstuff	0	3	0.0
cancer	0	68	0.0
mornings	0	72	0.0
dismantled	0	1	0.0
overbooked	0	8	0.0
significantly	0	39	0.0
inflexible	0	2	0.0
reminder	0	19	0.0
certifies	0	1	0.0
impossibility	0	2	0.0
wreck	0	8	0.0
aspirins	0	9	0.0
turbine	0	7	0.0
deepest	0	7	0.0
attractive	1	231	0.004310344827586207
ninety	0	90	0.0
winners	0	27	0.0
alarmed	0	5	0.0
lubrication	0	1	0.0
antibiotics	0	103	0.0
folding	0	4	0.0
dim	0	7	0.0
address	42	499	0.07763401109057301
orthodontist	0	2	0.0
gauze	0	2	0.0
panda	0	33	0.0
depress	0	4	0.0
hygiene	0	23	0.0
centennial	0	1	0.0
hardy	0	13	0.0
obviousness	0	1	0.0
coils	0	1	0.0
predictable	1	11	0.08333333333333333
mates	0	34	0.0
divisional	0	1	0.0
raucous	0	1	0.0
ups	0	12	0.0
assess	1	61	0.016129032258064516
damp	0	3	0.0
scientifically	0	2	0.0
rose	0	420	0.0
rents	0	26	0.0
shellfish	0	4	0.0
thrones	0	6	0.0
restaurant	41	8026	0.005082434610140077
surface	0	69	0.0
masks	0	3	0.0
sibling	0	6	0.0
perdition	0	3	0.0
benchmark	0	2	0.0
suited	0	63	0.0
talking	1	1449	6.89655172413793E-4
enchanted	0	3	0.0
geometry	0	1	0.0
onshore	0	5	0.0
clean	3	3351	8.944543828264759E-4
confine	0	1	0.0
diplomats	0	2	0.0
handshaking	0	2	0.0
letters	0	134	0.0
relate	0	54	0.0
gravity	0	1	0.0
junior	1	313	0.0031847133757961785
intentional	0	6	0.0
spending	1	354	0.0028169014084507044
condemned	0	8	0.0
toothbrushes	0	1	0.0
polled	0	1	0.0
driver	0	276	0.0
parsley	0	3	0.0
python	0	3	0.0
compel	0	4	0.0
craze	0	4	0.0
installations	0	10	0.0
stagnant	0	7	0.0
beneficiary	0	2	0.0
foreground	0	1	0.0
reinterpret	0	1	0.0
disable	0	2	0.0
trustworthy	1	24	0.04
sitar	0	1	0.0
midst	0	28	0.0
piggyback	0	1	0.0
regenerative	0	1	0.0
microwaved	0	1	0.0
mars	0	37	0.0
graders	0	1	0.0
unbelievable	0	112	0.0
incalculable	0	1	0.0
optimal	0	8	0.0
unbearable	0	13	0.0
primates	0	10	0.0
unfinished	0	1	0.0
sheepskin	0	2	0.0
quotations	1	3	0.25
moll	0	1	0.0
calculators	0	2	0.0
sparks	0	6	0.0
testified	0	4	0.0
chapter	0	31	0.0
subcontractors	0	1	0.0
streak	0	2	0.0
trice	0	1	0.0
concentrates	0	5	0.0
doormen	0	1	0.0
mote	0	1	0.0
husband	24	5087	0.004695754255527294
blame	0	48	0.0
pale	0	15	0.0
sewed	0	1	0.0
sail	0	127	0.0
booklets	0	2	0.0
exceeds	0	6	0.0
brainstorming	0	14	0.0
socially	0	12	0.0
tunnels	0	1	0.0
yoke	0	3	0.0
insure	0	22	0.0
standpoint	0	15	0.0
ridiculous	0	42	0.0
melted	0	18	0.0
awhile	0	4	0.0
hated	0	38	0.0
seduce	0	3	0.0
anthologies	0	1	0.0
heartily	0	5	0.0
moons	0	2	0.0
vulgar	0	2	0.0
collocation	0	5	0.0
heads	0	34	0.0
achieved	2	141	0.013986013986013986
biochemistry	0	17	0.0
changed	0	876	0.0
peppers	2	49	0.0392156862745098
monetary	0	4	0.0
hiker	0	1	0.0
scooter	0	5	0.0
override	0	2	0.0
pearls	0	2	0.0
ref	0	2	0.0
instinctive	0	2	0.0
fairy	1	186	0.0053475935828877
intermediate	1	119	0.008333333333333333
sequential	0	1	0.0
shattered	0	3	0.0
margarita	0	48	0.0
prawns	0	7	0.0
reversing	0	2	0.0
insensitive	0	35	0.0
manufacturer	0	27	0.0
conceptually	0	1	0.0
penetration	0	2	0.0
usages	0	1	0.0
fringes	0	1	0.0
inside	0	866	0.0
theoretical	0	15	0.0
lacking	0	32	0.0
wrongs	0	6	0.0
felicity	0	7	0.0
nuns	0	3	0.0
taxation	0	8	0.0
proletarian	0	1	0.0
reassuring	0	2	0.0
dusk	0	6	0.0
glowing	0	3	0.0
lounge	1	127	0.0078125
charming	0	60	0.0
swans	0	7	0.0
subdivisions	0	1	0.0
scientists	0	32	0.0
precedent	0	4	0.0
wen	0	62	0.0
unanimous	0	3	0.0
acknowledgement	0	2	0.0
dispensable	0	1	0.0
gravely	0	2	0.0
histories	0	31	0.0
dressings	0	1	0.0
wage	0	88	0.0
pregnant	0	220	0.0
predator	0	1	0.0
farmer	0	106	0.0
intoxicating	0	1	0.0
canary	0	8	0.0
joystick	0	2	0.0
tinning	0	1	0.0
airtight	0	1	0.0
moderate	0	19	0.0
synthesized	0	1	0.0
pebble	0	3	0.0
rote	0	5	0.0
drove	0	87	0.0
empowered	0	1	0.0
emission	0	5	0.0
sophisticated	0	35	0.0
loot	0	9	0.0
zoos	0	29	0.0
chatted	0	7	0.0
undulate	0	1	0.0
reciprocate	0	4	0.0
temporally	0	1	0.0
conceive	0	3	0.0
uptight	0	1	0.0
grandchildren	0	54	0.0
burgers	0	8	0.0
kiss	0	334	0.0
glades	0	1	0.0
hone	0	6	0.0
spiritually	1	4	0.2
pattern	0	22	0.0
quotas	0	2	0.0
diver	0	25	0.0
fifty	20	1416	0.013927576601671309
tribulation	1	1	0.5
rules	1	555	0.0017985611510791368
addressing	0	8	0.0
showing	0	200	0.0
organizational	0	31	0.0
journal	0	25	0.0
imminent	0	1	0.0
robed	0	4	0.0
tools	0	196	0.0
cell	7	149	0.04487179487179487
refusal	0	10	0.0
adjust	0	85	0.0
equates	0	1	0.0
responded	0	50	0.0
gospel	0	51	0.0
twentieth	0	6	0.0
favoring	0	1	0.0
flashes	0	3	0.0
worsens	0	1	0.0
blazing	0	1	0.0
delay	0	149	0.0
quotient	0	2	0.0
spare	0	185	0.0
elites	0	1	0.0
action	1	472	0.0021141649048625794
blanket	1	94	0.010526315789473684
ale	0	43	0.0
tsars	0	1	0.0
retinal	0	9	0.0
grips	0	1	0.0
electrically	0	1	0.0
mines	0	10	0.0
thees	0	16	0.0
consistent	0	78	0.0
consecutive	0	8	0.0
farmers	0	23	0.0
contributes	0	3	0.0
stimulant	0	6	0.0
qualify	0	19	0.0
cruiser	0	15	0.0
pork	0	202	0.0
bad	0	2934	0.0
awesome	4	438	0.00904977375565611
platoon	0	3	0.0
electricians	0	1	0.0
neutral	0	31	0.0
proportionate	0	1	0.0
birds	1	2402	4.161464835622139E-4
theatre	6	135	0.0425531914893617
running	15	1845	0.008064516129032258
stinks	0	1	0.0
fabulous	1	137	0.007246376811594203
pecking	0	1	0.0
firming	0	1	0.0
capably	0	1	0.0
rover	0	2	0.0
economic	0	229	0.0
alleged	0	17	0.0
legion	0	2	0.0
sticking	0	9	0.0
sinister	0	1	0.0
hypocritically	0	1	0.0
nigh	0	27	0.0
present	1	1260	7.930214115781126E-4
superiors	0	16	0.0
capacities	0	15	0.0
barker	0	1	0.0
stockings	0	11	0.0
tributary	0	1	0.0
dwarfs	0	8	0.0
prowl	0	1	0.0
guidance	0	36	0.0
tripod	0	2	0.0
pastime	0	7	0.0
shifted	0	4	0.0
configure	0	7	0.0
teared	0	1	0.0
bouts	0	2	0.0
electrician	0	50	0.0
admitting	0	5	0.0
sponsor	0	15	0.0
interest	2	1086	0.001838235294117647
inter	0	19	0.0
tumble	0	2	0.0
essential	1	146	0.006802721088435374
expresses	0	36	0.0
seekers	0	3	0.0
acacias	0	1	0.0
cauliflower	0	4	0.0
windowsill	0	1	0.0
ruler	0	6	0.0
inspire	0	31	0.0
reflexive	0	2	0.0
readings	0	8	0.0
togetherness	0	2	0.0
investment	0	305	0.0
gathered	0	31	0.0
involving	0	61	0.0
quake	0	3	0.0
circulate	0	1	0.0
illnesses	1	12	0.07692307692307693
shaven	0	2	0.0
ores	0	1	0.0
hardware	0	45	0.0
pumpkin	0	12	0.0
prow	0	1	0.0
debt	0	27	0.0
pedagogy	0	18	0.0
intervenes	0	1	0.0
personalize	0	4	0.0
tribune	0	1	0.0
irrationally	0	1	0.0
shivering	0	3	0.0
planner	0	25	0.0
genes	0	6	0.0
inexperienced	0	1	0.0
citizenship	0	7	0.0
practise	0	95	0.0
origin	0	40	0.0
grabbed	1	307	0.003246753246753247
navigation	1	19	0.05
geology	0	10	0.0
sunbathed	0	6	0.0
porter	0	13	0.0
till	0	480	0.0
configurations	0	5	0.0
accumulated	0	13	0.0
maceration	0	1	0.0
uninhabited	0	15	0.0
eternal	0	20	0.0
momentum	0	2	0.0
bushing	0	1	0.0
pan	0	39	0.0
standing	0	211	0.0
outlive	0	2	0.0
positively	0	44	0.0
dub	0	3	0.0
surrey	0	1	0.0
wearer	0	1	0.0
offensively	0	1	0.0
assessing	1	17	0.05555555555555555
knuckle	0	1	0.0
rehearsal	0	5	0.0
vise	0	2	0.0
gigging	0	1	0.0
cousin	2	252	0.007874015748031496
protecting	0	25	0.0
lesser	0	9	0.0
deviate	0	4	0.0
female	2	733	0.0027210884353741495
sough	0	1	0.0
lemon	2	601	0.003316749585406302
exaggeration	0	3	0.0
early	1	842	0.0011862396204033216
uniqueness	0	2	0.0
binder	0	3	0.0
realizes	0	23	0.0
immortalize	0	1	0.0
finalize	0	11	0.0
cutting	1	35	0.027777777777777776
subtly	0	1	0.0
kindhearted	0	4	0.0
nascent	0	1	0.0
insufficiently	0	2	0.0
fuels	0	13	0.0
grafted	0	1	0.0
influencing	0	6	0.0
plugs	0	1	0.0
tapes	0	10	0.0
cookie	0	11	0.0
prodigy	0	1	0.0
promoted	1	129	0.007692307692307693
tied	0	34	0.0
doe	0	15	0.0
hardened	0	8	0.0
rehearsals	0	2	0.0
spots	0	35	0.0
overweight	1	17	0.05555555555555555
builder	0	14	0.0
slighter	0	1	0.0
gifted	0	8	0.0
considerations	0	15	0.0
expand	0	112	0.0
advertiser	0	3	0.0
nephew	1	317	0.0031446540880503146
thumb	0	22	0.0
inferno	0	1	0.0
takeoff	0	2	0.0
demonstrates	1	15	0.0625
reaffirms	0	1	0.0
nature	0	480	0.0
inspector	0	65	0.0
resemble	0	8	0.0
draft	0	18	0.0
constructive	0	17	0.0
statistically	0	15	0.0
hydrogen	0	14	0.0
computes	0	12	0.0
enriches	0	1	0.0
cloudy	2	1022	0.001953125
bash	0	1	0.0
stave	0	1	0.0
oversees	0	1	0.0
sweetheart	0	15	0.0
motivational	0	50	0.0
process	2	504	0.003952569169960474
rowing	0	10	0.0
reputations	0	17	0.0
permanence	0	4	0.0
sketch	0	1	0.0
park	4	7467	5.354035604336768E-4
overdo	0	1	0.0
melt	0	10	0.0
fork	0	14	0.0
winding	0	6	0.0
contempt	0	4	0.0
watchers	0	3	0.0
serpentine	0	1	0.0
structure	1	187	0.005319148936170213
prefabricated	0	2	0.0
subsequent	1	6	0.14285714285714285
pending	0	5	0.0
latter	0	81	0.0
cash	0	416	0.0
slim	3	2540	0.0011797090051120724
icebergs	0	3	0.0
artisan	0	7	0.0
disorganization	0	1	0.0
hills	0	47	0.0
nearer	0	7	0.0
vitamin	0	14	0.0
certify	0	6	0.0
stroked	0	1	0.0
comprising	0	1	0.0
deficient	0	3	0.0
recreates	0	1	0.0
approximately	4	78	0.04878048780487805
glossy	0	1	0.0
gig	0	4	0.0
teased	0	1	0.0
distributes	0	3	0.0
shes	0	19	0.0
orchestrate	0	1	0.0
virtual	0	60	0.0
increases	0	43	0.0
contaminant	0	1	0.0
whichever	0	4	0.0
pals	0	3	0.0
stunt	0	22	0.0
habits	0	1366	0.0
whales	0	10	0.0
suppose	1	175	0.005681818181818182
exercises	3	281	0.01056338028169014
exhilarated	0	7	0.0
checking	0	111	0.0
deforested	0	1	0.0
brochures	0	2	0.0
adversity	0	22	0.0
pipe	0	11	0.0
economical	0	52	0.0
embraces	0	8	0.0
lullaby	0	1	0.0
ancestry	0	2	0.0
invincibility	0	1	0.0
sweating	1	146	0.006802721088435374
guideline	0	19	0.0
hailed	0	1	0.0
salved	0	1	0.0
slums	0	2	0.0
sprite	0	9	0.0
tigers	1	160	0.006211180124223602
enables	0	18	0.0
endorsement	0	5	0.0
heartache	0	2	0.0
merchant	1	18	0.05263157894736842
pained	0	1	0.0
drag	0	7	0.0
proceed	0	33	0.0
desiring	0	3	0.0
mortal	0	3	0.0
fairest	0	1	0.0
dependents	0	1	0.0
forecasting	0	8	0.0
nuclear	0	36	0.0
boosting	0	3	0.0
uncanny	0	1	0.0
stimulus	0	3	0.0
disappeared	5	95	0.05
communicates	0	3	0.0
budding	0	1	0.0
analyst	1	473	0.002109704641350211
solicit	0	6	0.0
crayon	0	1	0.0
onetime	0	1	0.0
writs	0	1	0.0
rebates	0	1	0.0
eldest	0	56	0.0
kindle	0	14	0.0
nauseate	0	1	0.0
immersed	0	1	0.0
whet	0	2	0.0
claims	0	169	0.0
prudence	0	3	0.0
abundance	0	3	0.0
badmouthed	0	1	0.0
amidst	0	1	0.0
champagne	0	42	0.0
tittle	0	17	0.0
pineapple	2	46	0.041666666666666664
roses	0	69	0.0
hollows	0	1	0.0
whaler	0	1	0.0
reclaiming	0	1	0.0
forward	4	3118	0.0012812299807815502
named	0	472	0.0
volcanic	0	10	0.0
nod	0	10	0.0
endorses	0	5	0.0
deficiency	0	7	0.0
quadriplegic	0	2	0.0
saint	0	116	0.0
movable	0	1	0.0
speck	0	20	0.0
budget	0	741	0.0
repetition	0	5	0.0
longings	0	2	0.0
ethnicity	0	1	0.0
visionary	0	1	0.0
perceives	0	3	0.0
hustle	0	3	0.0
impractical	0	2	0.0
callers	0	2	0.0
demographic	2	699	0.0028530670470756064
bookseller	0	6	0.0
desires	0	35	0.0
hobbit	0	7	0.0
orphan	0	22	0.0
latex	0	3	0.0
connection	2	87	0.02247191011235955
riotous	0	1	0.0
raft	0	8	0.0
mandarin	0	17	0.0
tasty	0	219	0.0
intrust	0	1	0.0
cyclists	0	1	0.0
radioactive	0	1	0.0
rag	0	7	0.0
smoothed	0	2	0.0
irrigation	0	4	0.0
casually	0	9	0.0
recovering	0	9	0.0
suspiciously	0	20	0.0
lotion	0	6	0.0
incrusted	0	8	0.0
rubies	0	1	0.0
twine	0	1	0.0
way	1	3960	2.5246149962130775E-4
scooping	0	1	0.0
matriarch	0	2	0.0
backrest	0	2	0.0
mentioned	2	270	0.007352941176470588
pornography	0	1	0.0
skunks	0	1	0.0
smear	0	3	0.0
dozen	0	16	0.0
senile	0	1	0.0
obstinacy	0	1	0.0
chintzy	0	1	0.0
checkpoints	0	2	0.0
insult	0	9	0.0
basso	0	1	0.0
clothes	24	4488	0.005319148936170213
gain	0	301	0.0
plans	0	571	0.0
buggy	0	4	0.0
transferring	0	2	0.0
neurosurgery	0	6	0.0
ovens	0	5	0.0
forgiven	0	1	0.0
fatality	0	2	0.0
evens	0	1	0.0
smog	0	1	0.0
diagrams	0	6	0.0
cheeks	0	7	0.0
vocalist	0	2	0.0
brunch	0	19	0.0
sharing	0	92	0.0
astounded	0	56	0.0
lift	0	61	0.0
tsunami	3	1912	0.001566579634464752
storekeeper	0	4	0.0
copier	0	6	0.0
shut	0	17	0.0
boring	5	2552	0.0019554165037152915
officialdom	0	1	0.0
shapeless	0	1	0.0
claret	0	3	0.0
elucidate	0	3	0.0
stupidly	0	3	0.0
pleasant	2	527	0.003780718336483932
inured	0	1	0.0
traverse	0	1	0.0
pros	0	117	0.0
sup	0	3	0.0
practicable	0	2	0.0
bather	0	1	0.0
gas	0	177	0.0
collegiate	0	2	0.0
spring	4	3158	0.001265022137887413
spirituous	0	1	0.0
courtroom	0	4	0.0
hermit	0	2	0.0
offending	0	24	0.0
readership	0	1	0.0
parchments	0	1	0.0
regions	0	33	0.0
deiced	0	2	0.0
salsa	1	45	0.021739130434782608
comeback	0	19	0.0
seduced	0	1	0.0
puss	0	1	0.0
reasons	0	538	0.0
bisexual	0	2	0.0
movement	0	156	0.0
national	2	1149	0.0017376194613379669
durable	0	12	0.0
haunted	0	12	0.0
desperately	0	11	0.0
overwritten	0	1	0.0
phenomena	0	6	0.0
escaping	0	18	0.0
fluctuates	0	1	0.0
colony	0	8	0.0
painting	0	871	0.0
lesson	1	273	0.0036496350364963502
baggage	0	168	0.0
concurrently	0	3	0.0
forensic	0	4	0.0
preciousness	0	1	0.0
distinct	0	15	0.0
needlework	0	2	0.0
stereo	0	104	0.0
long	4	12415	3.220871245671954E-4
garage	1	89	0.011111111111111112
decline	0	49	0.0
ragged	0	3	0.0
plain	0	67	0.0
too	10	17867	5.593779716954746E-4
centers	0	42	0.0
divide	0	163	0.0
mounting	0	4	0.0
gastronomy	0	7	0.0
violent	0	46	0.0
alluding	0	1	0.0
inauguration	0	2	0.0
warns	0	3	0.0
improvising	0	1	0.0
alumnus	0	2	0.0
parasites	0	2	0.0
speak	20	8635	0.002310803004043905
indemnity	0	3	0.0
kenned	0	1	0.0
secondary	2	143	0.013793103448275862
scary	1	711	0.0014044943820224719
insight	0	8	0.0
moods	0	8	0.0
compatibility	0	1	0.0
undertakes	0	1	0.0
sites	0	229	0.0
stimulates	0	4	0.0
diseases	0	97	0.0
illiteracy	0	2	0.0
rhubarb	0	4	0.0
functionally	0	2	0.0
hugging	0	5	0.0
squad	0	2	0.0
inducing	0	1	0.0
profit	0	146	0.0
furious	0	39	0.0
weatherman	0	3	0.0
accusations	0	2	0.0
hurricane	0	193	0.0
relax	0	494	0.0
breather	0	1	0.0
actualized	0	3	0.0
pressed	0	11	0.0
great	15	9988	0.0014995501349595122
depreciation	0	1	0.0
lying	0	109	0.0
boost	0	31	0.0
erected	0	3	0.0
fog	0	15	0.0
hacienda	0	1	0.0
convection	0	2	0.0
complied	0	4	0.0
psychiatry	0	10	0.0
spa	0	42	0.0
congratulating	0	3	0.0
slightest	0	2	0.0
crossing	0	35	0.0
utterances	0	1	0.0
practising	1	13	0.07142857142857142
basal	0	1	0.0
healthily	1	6	0.14285714285714285
expressly	0	2	0.0
speculation	0	6	0.0
excitedly	0	1	0.0
superficial	0	9	0.0
captivating	0	3	0.0
julienne	0	1	0.0
rot	0	4	0.0
cupboard	0	35	0.0
briefly	0	32	0.0
swelling	0	2	0.0
foreword	0	4	0.0
sliced	0	15	0.0
issuing	0	5	0.0
nautilus	0	4	0.0
feared	0	12	0.0
gasket	0	1	0.0
complaint	2	401	0.004962779156327543
appreciative	0	3	0.0
promote	2	152	0.012987012987012988
diffused	0	4	0.0
pretended	0	12	0.0
palings	0	2	0.0
auditorium	0	12	0.0
party	16	14653	0.0010907355647965097
schizophrenia	0	1	0.0
bouncing	0	2	0.0
extincted	0	4	0.0
irons	0	3	0.0
villas	0	7	0.0
fleet	0	4	0.0
limit	0	1249	0.0
sullen	0	1	0.0
schedules	0	50	0.0
submerges	0	1	0.0
guttering	0	1	0.0
disciples	0	1	0.0
relay	0	11	0.0
bled	0	1	0.0
nested	0	1	0.0
tracker	0	1	0.0
depositing	0	7	0.0
symbol	0	80	0.0
tot	0	1	0.0
alarming	0	24	0.0
goddaughter	0	4	0.0
mustang	0	1	0.0
roaring	0	3	0.0
poor	2	856	0.002331002331002331
intemperate	0	1	0.0
depict	0	3	0.0
thrilling	0	35	0.0
recreations	0	1	0.0
draining	0	2	0.0
configuring	0	9	0.0
providing	0	114	0.0
lucks	0	1	0.0
indoors	0	56	0.0
contingent	0	3	0.0
rafting	0	16	0.0
impresses	0	3	0.0
aperitif	0	2	0.0
seashore	0	10	0.0
obey	0	124	0.0
spas	0	1	0.0
kits	1	84	0.011764705882352941
immobilized	0	1	0.0
barbecued	0	1	0.0
rosemary	0	10	0.0
belatedly	0	2	0.0
settees	0	1	0.0
stripped	0	2	0.0
chamomile	0	5	0.0
played	0	950	0.0
embarrassment	0	8	0.0
fanny	0	74	0.0
slat	0	1	0.0
servers	0	32	0.0
trials	0	8	0.0
laptops	0	8	0.0
fit	0	686	0.0
collides	0	5	0.0
wees	0	1	0.0
sod	0	2	0.0
irresistible	0	2	0.0
fabricating	0	2	0.0
habituated	0	1	0.0
sleepers	0	3	0.0
via	0	148	0.0
abdomen	0	4	0.0
entertainers	0	1	0.0
veggies	0	1	0.0
conspires	0	2	0.0
diesel	0	9	0.0
oxford	0	51	0.0
arguable	0	1	0.0
federal	0	213	0.0
drinker	0	1	0.0
busying	0	10	0.0
wine	2	5416	3.6913990402362494E-4
clandestine	0	2	0.0
uncomplicated	0	1	0.0
landfall	0	27	0.0
lab	0	59	0.0
goodness	0	13	0.0
limited	0	219	0.0
appropriating	0	2	0.0
sunniest	0	2	0.0
young	2	3670	5.446623093681918E-4
equable	0	1	0.0
eleven	1	2037	4.906771344455348E-4
pursued	0	27	0.0
parka	0	1	0.0
lucked	0	19	0.0
chanced	0	2	0.0
secret	1	264	0.0037735849056603774
glimpses	0	1	0.0
mast	0	14	0.0
launch	0	116	0.0
inflating	0	1	0.0
sticky	0	5	0.0
era	0	27	0.0
boasting	0	2	0.0
marries	0	24	0.0
cooker	0	46	0.0
notation	0	1	0.0
tagging	0	2	0.0
reeves	0	3	0.0
pave	0	2	0.0
flavorful	0	2	0.0
sled	0	3	0.0
eligibility	0	6	0.0
forgiveness	0	2	0.0
sly	0	6	0.0
detect	0	9	0.0
recuperate	1	3	0.25
baboons	0	2	0.0
celestial	1	2	0.3333333333333333
rotate	0	2	0.0
arithmetic	0	1	0.0
potato	2	213	0.009302325581395349
associate	0	47	0.0
sweetest	0	5	0.0
witchcraft	0	5	0.0
sunning	0	4	0.0
dust	0	31	0.0
technicians	0	16	0.0
squares	0	15	0.0
reputation	0	277	0.0
cured	0	24	0.0
mink	0	1	0.0
voyager	0	2	0.0
spayed	0	1	0.0
tinker	0	1	0.0
illustrators	0	3	0.0
violation	0	8	0.0
hairless	0	7	0.0
tong	0	5	0.0
invitation	3	804	0.0037174721189591076
requisition	0	1	0.0
anatomy	0	13	0.0
liters	0	7	0.0
waterside	0	1	0.0
wilder	0	3	0.0
verify	0	56	0.0
alternative	0	122	0.0
handcuffed	0	1	0.0
avocado	0	10	0.0
flatted	0	2	0.0
slinked	0	1	0.0
solely	0	1	0.0
debilitating	0	2	0.0
lifts	0	1	0.0
recognition	0	66	0.0
endure	0	60	0.0
deliver	2	375	0.005305039787798408
gyms	0	9	0.0
sexist	0	7	0.0
maximize	0	4	0.0
hatred	0	4	0.0
interchangeable	0	1	0.0
suicide	0	35	0.0
nutshell	0	19	0.0
favors	0	5	0.0
singsongs	0	1	0.0
pillows	1	49	0.02
forest	1	371	0.002688172043010753
beatific	0	1	0.0
ahead	2	1151	0.0017346053772766695
reversed	0	4	0.0
condoms	0	1	0.0
aileron	0	1	0.0
jazz	0	364	0.0
echoed	0	1	0.0
lover	0	98	0.0
bibliography	0	1	0.0
prerequisite	0	7	0.0
miller	0	37	0.0
tornados	0	1	0.0
goodbye	43	924	0.04446742502585315
cubing	0	12	0.0
resistant	0	13	0.0
toastmasters	0	1	0.0
wasteful	0	1	0.0
boards	0	19	0.0
perishes	0	1	0.0
severity	0	5	0.0
mighty	0	7	0.0
exterior	0	18	0.0
queuing	0	1	0.0
backpacking	0	33	0.0
fluent	0	254	0.0
road	2	1793	0.0011142061281337048
extinction	0	20	0.0
desist	0	2	0.0
daydreaming	0	1	0.0
poring	0	2	0.0
panorama	0	13	0.0
listening	11	2206	0.004961659900766802
domino	0	6	0.0
rebellious	0	10	0.0
chicks	0	7	0.0
pharmaceutical	5	116	0.04132231404958678
maternal	0	9	0.0
hays	0	11	0.0
restructuring	0	6	0.0
adjuster	0	2	0.0
deserved	0	45	0.0
stuck	0	52	0.0
jubilee	0	3	0.0
successively	0	4	0.0
wept	0	4	0.0
collapsed	0	10	0.0
installation	1	50	0.0196078431372549
confidentially	0	1	0.0
knack	0	3	0.0
rent	0	1281	0.0
garnishing	0	1	0.0
mainframe	0	1	0.0
eliminating	0	7	0.0
confidentiality	0	5	0.0
grudge	0	1	0.0
patrons	0	2	0.0
coefficient	0	1	0.0
hypertension	0	1	0.0
arid	0	4	0.0
maniacs	0	1	0.0
enshrine	0	1	0.0
shopper	0	4	0.0
tutors	0	4	0.0
tricky	0	15	0.0
expenditure	0	15	0.0
suits	1	1156	8.64304235090752E-4
birdcage	0	11	0.0
pottery	0	2	0.0
catchy	0	74	0.0
nut	0	10	0.0
complaisant	0	1	0.0
important	16	4732	0.003369839932603201
insisting	0	3	0.0
adroit	0	2	0.0
drifting	0	3	0.0
treetops	0	1	0.0
therewith	0	6	0.0
planning	13	2591	0.0049923195084485405
soccer	3	4306	6.96217219772569E-4
done	0	1042	0.0
hearing	1	1300	7.686395080707148E-4
rises	0	27	0.0
dignity	0	18	0.0
gunner	0	1	0.0
dragged	0	3	0.0
tore	0	3	0.0
accountant	9	559	0.01584507042253521
stereotypes	0	5	0.0
succeed	0	186	0.0
cautioned	0	1	0.0
