sentiment,tweet_text
joy,Dancing thro pictures Flickbook session was excellent time to animate the creativity castlehill15
joy,You of all museums should join in on the wonderful artbystanders hashtag
joy,off for a quick dip into the before board meet Corin and a new kids commission Love those so much
joy,300 miles to see art In this case it might be worth it
joy,That prehistoric bone flute you had in your paleolithic exhibition a while back was my favorite
joy,Loved ancientlives exhibition Brilliant use of technology amazing display fascinating amp insightful So cool 8mummies
joy,Absolutely fascinated by 8mummies yesterday amp quite taken by the shop too
joy,great pic What a day Cheers
joy,Thanks amp for showing me what youre working on See you again at in July
joy,Great to be with on his terrific radio show chatting about Cambridge
joy,Well worth a visit IndigenousAustralia On until 2 Aug 2015
joy,Look forward to visiting the exhibition
joy,My review of the fab at in under my nom de plume Birdsong ahoy stornoway
joy,Also on display on our bedroom ceiling
joy,Always love the mosaic floors London Simple ideas like curiosity open mind amp rest amp be thankful
joy,love the Rubens drawings seeing his hand at work Btw high temp 64 here today craycray
joy,BritishMuseum A very intresting insight into ancient Egypt exhibition Ancient Li…
joy,Looking forward to seeing our creative project with today
joy,I saw something this week on Australian TV on the British Museum it did look fantastic
joy,love that description of Pollock
joy,This cheeky beauty is a popular exhibit at One of many representations of the love goddess they have
joy,Just me and at the event at the amazing Alex Colville exhibit
joy,Morning peeps beautiful morning in Cranleigh looking forward to a shindig later smilingface ️
joy,Visited today and the whole house was fantastic especially the exhibition Lovely welcoming staff too
joy,Its ilovemuseums day V lucky to have so many brilliant museums nearby to entertain children visitorsamp me
joy,Yes looking forward to Last Pollock show I saw was during 2012 in Tokyo Saw the amazing Mural on Indian Red Ground
surprise,and is that a neck collar The neck is so slender
joy,isnt that a rest museum I hav been going since I was small mummy are the best
joy,New blog on our favourite portraits to see in London
joy,tnx for ff honoured to be in yr company
joy,What better way to spend the day in London
joy,Looking forward to Egyptian touring exhibition Writing for Eternity museum opening tonight
joy,Really enjoyed the new watercolour exhibition at the Turners are particularly impressive
joy,I arrived from Canada a day before my field school to acclimatize but really for this Good timing
joy,the place to be
joy,Sounds great paulaI have been to the Hepworth Museum in Wakefieldreally good indeed
joy,What can the Old Masters teach us about death Fascinating event at July
joy,Defining Beauty is well worth a visitespecially if one enjoys drawing in the dark
joy,amp what a TREASURE gtgtgtltltlt
anger,I urge art lovers to boycott until rep Candy is reinstalled Human rights more important than pictures
joy,roman glass in the enlightenment gallery Beautiful
anger,Seriously Napoleon and Hitler Its just stupid
joy,he must be an ancestor haha
joy,Congrats to for winning the cover prize Delighted my piece is in the exhibition
joy,our secret is a brisk walk in our gardens and lots of tea birthday
joy,One of the best exhibitions around XRays of the ancients 8mummies plus Greek art DefiningBeauty
joy,cheers for Twitter stuff should be able to make PV for next month Ive got cover
joy,Very excited for Nicholas Thomas A critique of the natural artefact rethinking recontextualisation objects2015
disgust,I ve not found the answer to my question to Sir Nicholas
joy,The Watercolour exhibition opens today Were thrilled to collaborate in OC2015 More details soon
joy,So glad you followed Interested in ancient manuscripts and rare books Check
joy,Thanks to John for a brilliant guided tour of Blind Spots JacksonPollock Youve even helped my husband understand the work
joy,Wheelchaired youth I directed to today completely touched my heart love her artwork card
joy,Can I just barrow this for an evening So beautiful
joy,Thx for Fav loved our visit to KY join our 27 June
joy,A fine publication 1926 Corpus Vasorum Antiquorum Greek amp Roman antiquities
joy,I love intense attention being paid to the…frames
joy,Another stunning location in Cornwall this time we are in St Ives home to lovegreatbritain
sadness,many thanks it is sad but I think the has now hidden away its Enlightment gallery demonic mermaid
joy,Were looking forward to welcoming guest speakers from and BaroqueSSN
joy,indigenousaustralia exhibition was amazing Well worth a visit
joy,Nice Love that Im touring the museum with you while I eat lunch here in Canada
joy,Fantastic rehang love the purple walls at BaroqueSSN study day
joy,always loved this
joy,DefiningBeauty great exhibition To see the politicaleconomical situation today and to think of the Greek Empire then
joy,Ancient beauty and modern lives via
joy,Good day for new 17th century display Baroque BaroqueSSN
joy,Throughly enjoyed DefiningBeauty today and highly recommend everyone to see this superb exhibition before it closes
joy,We are looking forward to being at on July 23rd for the next PWA HR
joy,has a new incredible show James Richards and the VAC Collection and Francis Bacon its amazing
joy,Hope our team had a great time at the Pollock pressview today
joy,congratulations Helen Well done
joy,hey how are things went to the other week Everytime new things reveal themselves to you in that place
surprise,Had this in a show I curated Wasnt it painted from a newspaper image two days after she landed
joy,The Cambridge Design Daily is out Stories via
joy,Champagne amid the rooftops HappyBirthdayToMe ilovelondon
joy,Got them thanks
anger,AskTheGallery with bodies from Rockerfellers to UK unis divesting from fossil fuel is backward in supporting oil corps
joy,NationalKissingDay heres our favourite smooch from the collection
joy,fantastic cant wait to see it The reviews have been great
joy,Cornish Holiday Escapes is out Stories via
joy,Gorgeous and geeky afternoon at definingbeauty
joy,Lost at lunch Dont be check this out
surprise,he doesnt look like a man of 30 does he
joy,on this day Look at that magnificent work
joy,Thats great thank you very much
joy,Thanks for your reply Dr Nicholas Penny Thank you
joy,Great photo and article about in Cambridge
joy,Great exhibition Ancient Lives A body 5000 years old in the fetal position However old we return to the beginning
joy,Still dazed from DefiningBeauty at Stunning
joy,AskTheGallery I love the little picture by Wilkie that you recently acquired but doesnt it belong in Tate Britain
anger,A confident would answer its critics during AskTheGallery not ignore them We are visitors and tax payers too
surprise,The teeth taken from corpses on the battlefield were used as dentures for the rest the century grinningfacewithsmilingeyes
joy,I thoroughly approve of the cafes Yorkshiresized scones cafe Might take note
sadness,at the the InventingImpressionism is a strictly No Photo area so shot the museum shop instead
joy,VampA Lots Road amp Claridges We also love Columbia Road amp Embarrassed or blushing
surprise,Haha There were definitely no giant eagles hanging around when we last visited
joy,The Indigenous Australia Enduring Civilisation exhibition tells an incredible 60000 year story
joy,Just had a look at the new Waddesdon Gallery Fascinated by the amazing boxwood microscopic sculptures
joy,waddesdon exhibition beautifully displayed amp glittering but boxwood carving amp Roman glass are most wonderful Recommended
joy,Stunning collection There was a vase entitled Socrates the Voyeur I would like to now more about it plus a photo
joy,I love that I used to pop into the British Museum when I could just to see the Sutton Hoo treasure
joy,Repost with repostapp ・・・ See this magnificent 19thcentury SudaneseLyre in a new…
joy,ReDefining our beauty amazing group of creative older people perform tomorrow part of exhibition
joy,Fantastic breadth of powerful work in the Ligon exhibition
joy,Just had a look at the DefiningBeauty exhibition as well A great start to the weekend Embarrassed or blushing
joy,Jackson Pollock Blind Spots Mad seeing a £140m work in the fleshreview on soon
anger,AsktheGallery Why are you treating your staff so badly
joy,The view of and dazzleferry from top is worth the climb though
joy,Cornwall StIves Looking great today in the sun Enjoyed the and Hepworth Garden makeawish
joy,Today I got to handle a 2500 yo Greek artefact at Defining Beauty and see the stunning SavageBeauty exhibition
joy,yes is true a priceless treasure and so artTherapy is a good hashtag Ill use it
sadness,estimates range from 15000 to 20000 horses killedseverly wounded
sadness,Well I hope so but I dont suppose that well see frames like this very soon
joy,have u someone on periscope showing the world your fabulous collection VanGogh Bottecelli Rembrandt Leonardo
joy,Im really enjoying the press view so far Ive never seen a Jackson Pollock up close before
joy,Birthday boy at throwback cambridge love
joy,A once in a lifetime collection Waddesdon
joy,Kilwa Pottery Sherds one of the best HistoryOfTheWorldIn100Objects episodes
joy,thank you for the following you back DefeatingDepression
joy,So glad that you enjoyed it the collection is stunning
joy,Go see Defining Beauty at if you can very interesting Indigenous Australia also one to go see lots to think about
joy,on top form moderator next week prom then KS3 trip to still so much to do LovingIt x
joy,will be closing for refurbishment on Sunday definitely worth a visit if you are in Cambridge this weekend
joy,Wow I love learning about Ancient Egypt This is fabulous Well done Kaylee
joy,just went to see it the christopherwilliams exhibition was excellent
joy,notesonprotesting has closed Thank you
joy,Wondrous manuscripts and books of the past Paper is an amazing inspiration of tremendous delight
joy,We were kind of close
joy,A wonderful exhibition of Enid Blytons work is on at until Aug 29th DevonDays
joy,we have a lovely mention in todays
joy,its wonderful isnt it smilingfacewithsmilingeyes Proof that sometimes before myth amp legend there was indeed history amp fact winkingface
joy,Stimulating day at culturegeek now hotfooting it back to Cambridge in time for Torres Strait dancers
joy,great subject matter composition and rendering So Nice
joy,End of another great weekend on Sat then with today Back to HQ gladiator arena tomorrow
joy,Saw the new Jackson Pollock exhibition at today Really absorbing You should all go
anger,lets find out Freedom Of Info act Its our money
sadness,This we saw the closing of for building work heres a film I made there in memory of Michael Harrison
joy,Last RTs some excellent AskTheGallery questions I look forward to the answers tomorrow
joy,I am in love with the Waterloo200
joy,Loving the Castle Hill Open Day Map amp Schedule A great day out this Saturday
joy,thank you for the now following you Really interesting selection of panelists for DefeatingDepression
joy,Parents amp Pastonians enjoyed a guided tour For upcoming PASS event info
anger,Agreed Eat my sandwiches daily 4 inspiring surroundings Inspired rage that day Whats nxt
joy,for Pollock Ligon amp Brātescu PV Top speeches
joy,The Top 5 Art Shows to 2C in London NOW
joy,Thanks LOOKS really exciting slowed down perception best wishes
joy,Great to see represented by its excellent and hardworking Curator of Ethnography
joy,er no wrong again I did my Art GCSE on Pollock Ive NEVER worked with Pollock Or Warhol Wish I had
joy,Great coffee at brilliant exhibition amp performances fab to catch up with too CastleHill
joy,L6 History of Art Dept on way to London to give public presentations excitement brewing photos to follow
joy,thanks for sharing National Gallery have a great Wednesday insight by
joy,Back at the with our second group of Y7s Look Female gladiators amazones
anger,AskTheGallery Love Hate Private Sector Colonisation Illegal Discrimination Against Unions ReinsateCandy
joy,Spent the morning learning about 8mummies Fascinating and wellpresented a right balance of objects info and interaction
joy,Hi just wondered if you could our video were trying to raise awareness and make Arts more accessible Thank you Embarrassed or blushing
joy,Great new blog on DefiningBeauty at the Hay Festival lively and informative
joy,… Really proud to be a part of The London Open this year Opening 15th July getting close
joy,Looking forward to celebrating Marion Smith QCs silk appointment tonight
joy,this sounds fab Any special events on in the garden in September Cant wait to come back and see it in autumn light
joy,A cultural lunch break taking in Venus amp Mars by Botticelli beautiful
joy,The perfect way to end with a picture of my favourite piece in the whole place the Sutton Hoo helmet
joy,Cool I could use one of these next time Im camping
joy,our lovely volunteers and students at the CACL event thanks for hosting an inspiring event
joy,cracking is John Ashdown Hill delivering the talk then
joy,FollowFriday for being top influencers in my community this week Embarrassed or blushing
joy,Bests museums apps
joy,No matter how many times I come here This is still one of my favourite places in London museumgeek
joy,Loved DefiningBeauty thought it was stunning I learnt SO MUCH Beautifully curated Fell in love with it all Thank you
joy,Well done looking forward to visiting next weekend for another look at 8mummies exhibit
joy,Highly recommend DefiningBeauty exhibition to anyone who hasnt made it yet well worth a visit before it closes next month
joy,It was a amazing night a pleasure to cook Bouillabaise in this stunning room for LucyStein party
sadness,Its been one of those days sorefeet
joy,Beautiful exhibit I wish to have seen it on my last trip to UK in Nov
joy,Today last invigilation at gallery before closure Thanks for having me folks its been a wonderful thing to do
surprise,Oh How so
joy,thanks for sharing National Gallery have a great Tuesday Embarrassed or blushing
joy,A modern looking university Fitzwilliam Contemporary Hubby studied here winkingface
joy,Lucky you I want to see this
joy,Thanks for the fave of Wounded AmazonI really love DefiningBeauty have visiteddrawn there many times Embarrassed or blushing
joy,I enjoyed Minions The best cinematic turn from since Skyfall A lot of fun but not amazing Some good laughs
joy,Enjoyable afternoon discussing restorative potential of home place amp everyday gesture OpenHouse
joy,The Newscomber is out Stories via
joy,After CultureGeek yesterday I have to recommend everyone follows Head of Digital amp Publishing gtgtgtgt
joy,Had tour round the excellent this afternoon thanks well worth a visit ILoveMuseums
joy,The Enid Blyton show at is simply wizard
joy,Happy to be giving a talk at the conference Creating virtual reality experiences in museums with
joy,Wow this looks awesome
joy,A ‘sparkling show of Turner Singer Sargent Cézanne watercolours Cambridge
joy,Great day so far Please come down theres still time CastleHill15
joy,Thank you for making history cool again smilingfacewithopenmouth
joy,I see dry brush everywhere Very dramatic also reminded me the medieval cosmographers
surprise,2000 coins per daythey didnt worry about RSI in those days
joy,Beguiled again by the art of Andrea del Sarto Portrait from the
joy,And I like the cuddly toy too
joy,Rhanks I will Only had time for brief whiz round before and it was spectacular
joy,Year 5 are now busy in the Digital Discovery Centre they are having a great time
joy,think its known as a StatementPiece of jewelry and what a statement
joy,thank you for the positive feedback Pleased you enjoyed your visit
joy,students enjoying of working out of the classroom stockleyart
joy,Looking forward to visiting later this week for the final time before it closes for a twoyear redevelopment Itll be missed
joy,One of my favorites A human skull cleverly painted so that its only in proportion from 1 angle
joy,Sparkling Afternoon Tea from at the Great Court Restaurant British Museum london travel
joy,LOVED Ancient Lives amp New Discoveries so fascinating and amazing Could have stayed in there all day
joy,working on new series of small linocut print sketchesThree Headsexhibit from after great visit
joy,Very much looking forward to taking this in Love a wander round
joy,A perfect late night stroll the Brit summer is here at last
joy,A summery painting to forget that its pouring right now Bathers at Asnieres Seurat art
joy,A nice review of our exhibition at
joy,The exuberant Sansovino Frame exhibition one of many highlights of todays great visit
joy,Hello Cambridge You were fun today amp fed me well Timely visit to as we plot our new arthouse venture
joy,Fantastic news for digitalpreservation as goes live Huge congratulations from us
joy,The Rosetta Stone
joy,THIS is why ilovemuseums Torres Strait dancers reconnecting with their culture in
joy,on INSTA See this magnificent 19thcentury SudaneseLyre in a new free dis…
joy,This was definitely one of the best cocktails I have ever tried Rembrandt cocktail
joy,Good to see art collection Thx to et al
joy,thanks well have a look next week after Friday is done Embarrassed or blushing
joy,Thanks for ranking us 1 in things to do in London W00T
joy,MT Looking forward to our public engagement event DefeatDepression tonight
