text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
"it is not JUST George Floyd it is the hundreds of other black people who are victims of police violence &amp; brutality every day. this is not an isolated incident, rather, another murder in a series of murder that happen in this country constantly. ","['it', 'is', 'not', 'just', 'george', 'floyd', 'it', 'is', 'the', 'hundreds', 'of', 'other', 'black', 'people', 'who', 'are', 'victims', 'of', 'police', 'violence', 'brutality', 'every', 'day', 'this', 'is', 'not', 'an', 'isolated', 'incident', 'rather', 'another', 'murder', 'in', 'a', 'series', 'of', 'murder', 'that', 'happen', 'in', 'this', 'country', 'constantly']","['it', 'be', 'not', 'just', 'george', 'floyd', 'it', 'be', ""the'"", 'hundred', 'of', ""'other"", 'black', 'people', ""who'"", 'be', 'victim', 'of', 'police', 'violence', 'brutality', 'every', 'day', 'this', 'be', 'not', 'a', 'isolate', 'incident', 'rather', 'another', 'murder', 'in', ""a'"", 'series', 'of', 'murder', 'that', 'happen', 'in', 'this', 'country', 'constantly']",fear,6.0,4.281,angry,23.0,3.63852352441659,0.0,0.0,9.0,3.0,1.0,2.0,joy,9.0
@ReadytoglareYT #BLACK_LIVES_MATTER #BlacklivesMaters #GeorgeFlyod We need to talk about George Floyd https://youtu.be/gqhkKbYVcO4 via @YouTube,"['black_lives_matter', 'blacklives', 'maters', 'george', 'flyod', 'we', 'need', 'to', 'talk', 'about', 'george', 'floyd', 'via']","['black_lives_matter', 'blacklive', 'mater', 'george', 'flyod', ""we'"", 'need', ""to'"", 'talk', 'about', 'george', 'floyd', 'via']",,0.0,0.0,dontcare,7.0,1.3096061973748176,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
"After death of George Floyd, Maryland lawmakers forming work group on police reform, accountability ","['after', 'death', 'of', 'george', 'floyd', 'maryland', 'lawmakers', 'forming', 'work', 'group', 'on', 'police', 'reform', 'accountability']","['after', 'death', 'of', 'george', 'floyd', 'maryland', 'lawmaker', 'form', 'work', 'group', 'on', 'police', 'reform', 'accountability']",fear,2.0,1.1709999999999998,annoyed,13.0,2.2455522647772677,0.0,0.0,3.0,1.0,0.0,1.0,joy,3.0
Black Lives Matter Activists: Justice For Tony McDade - Sign the Petition! http://chng.it/RFdRtFL7 via @Change,"['black', 'lives', 'matter', 'activists', 'justice', 'for', 'tony', 'mcdade', 'sign', 'the', 'petition', 'via']","['black', 'life', 'matter', 'activist', 'justice', 'for', 'tony', 'mcdade', 'sign', ""the'"", 'petition', 'via']",trust,2.0,1.188,angry,11.0,1.8130737912959365,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
Black Lives Matter,"['black', 'lives', 'matter']","['black', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,4.0,0.8267681235777357,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"I'm here for the protests,but what I'm not here for the riots, if you don't want to be called thugs, then why are you acting like thugs burning cars, vandalizing statues, and breaking into stores. Break the stigma #BlackLivesMatter","['i', 'am', 'here', 'for', 'the', 'protests', 'but', 'what', 'i', 'am', 'not', 'here', 'for', 'the', 'riots', 'if', 'you', 'do', 'not', 'want', 'to', 'be', 'called', 'thugs', 'then', 'why', 'are', 'you', 'acting', 'like', 'thugs', 'burning', 'cars', 'vandalizing', 'statues', 'and', 'breaking', 'into', 'stores', 'break', 'the', 'stigma', 'black', 'lives', 'matter']","[""'i"", 'be', 'here', 'for', ""the'"", 'protest', 'but', 'what', ""i'"", 'be', 'not', 'here', 'for', ""the'"", 'riot', 'if', 'you', ""do'"", 'not', 'want', ""to'"", ""be'"", 'call', 'thug', 'then', 'why', 'be', 'you', 'act', 'like', 'thug', 'burn', 'car', 'vandalizing', 'statue', 'and', 'breaking', 'into', 'store', 'break', ""the'"", 'stigma', 'black', 'life', 'matter']",anger,4.0,2.566,amused,28.0,4.331427359962746,1.0,1.0,14.0,3.0,1.0,0.0,joy,14.0
 ....warning #BLACK_LIVES_MATTER #georgesfloyd,"['warning', 'black_lives_matter', 'georgesfloyd']","[""'warn"", 'black_lives_matter', 'georgesfloyd']",,0.0,0.0,afraid,1.0,0.35361635596470664,0.0,0.0,0.0,0.0,0.0,1.0,fear,1.0
"Just saw a video on you tube where someone or some organization, maybe George Soros&co.,is supplieing bricks by the palet load in Dallas.This is not about George Floyd,this is about the radical left, Antifa, &amp; BLM to riot, steal, destroy,&amp; hurt to get some type of sick attention","['just', 'saw', 'a', 'video', 'on', 'you', 'tube', 'where', 'someone', 'or', 'some', 'organization', 'maybe', 'george', 'soros&co.', 'is', 'supplieing', 'bricks', 'by', 'the', 'palet', 'load', 'in', 'dallas', 'this', 'is', 'not', 'about', 'george', 'floyd', 'this', 'is', 'about', 'the', 'radical', 'left', 'antifa', '&amp', 'blm', 'to', 'riot', 'steal', 'destroy', 'hurt', 'to', 'get', 'some', 'type', 'of', 'sick', 'attention']","['just', 'see', ""a'"", 'video', 'on', 'you', 'tube', 'where', 'someone', 'or', 'some', 'organization', 'maybe', 'george', 'soros&co.', 'be', 'suppliee', 'brick', 'by', ""the'"", 'palet', 'load', 'in', 'dallas', 'this', 'be', 'not', 'about', 'george', 'floyd', 'this', 'be', 'about', ""the'"", 'radical', 'leave', 'antifa', '&amp', 'blm', ""to'"", 'riot', 'steal', 'destroy', 'hurt', ""to'"", 'get', 'some', 'type', 'of', 'sick', 'attention']",sadness,4.0,2.2029999999999994,amused,24.0,3.8230135992328886,1.0,1.0,9.0,3.0,1.0,0.0,joy,9.0
Live: Minnesota Governor Holds News Conference on George Floyd Protests ... https://youtu.be/bwinuxicLWM via @YouTube,"['live', 'minnesota', 'governor', 'holds', 'news', 'conference', 'on', 'george', 'floyd', 'protests', 'via']","['live', 'minnesota', 'governor', 'hold', 'news', 'conference', 'on', 'george', 'floyd', 'protest', 'via']",trust,1.0,0.45299999999999996,annoyed,12.0,1.8890858352106186,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"Come on Minnesota what’s the problem arrest the three officers who help kill Mr. George Floyd this is not rocket scientist everybody saw what happened all America saw, countries all over the world saw these officers killed a man for no reason other than the color of his skin ","['come', 'on', 'minnesota', 'what', 'is', 'the', 'problem', 'arrest', 'the', 'three', 'officers', 'who', 'help', 'kill', 'mr.', 'george', 'floyd', 'this', 'is', 'not', 'rocket', 'scientist', 'everybody', 'saw', 'what', 'happened', 'all', 'america', 'saw', 'countries', 'all', 'over', 'the', 'world', 'saw', 'these', 'officers', 'killed', 'a', 'man', 'for', 'no', 'reason', 'other', 'than', 'the', 'color', 'of', 'his', 'skin']","['come', 'on', 'minnesota', 'what', 'be', ""the'"", 'problem', 'arrest', ""the'"", 'three', 'officer', ""who'"", 'help', 'kill', 'mr.', 'george', 'floyd', 'this', 'be', 'not', 'rocket', 'scientist', 'everybody', 'see', 'what', 'happen', 'all', 'america', 'see', 'country', 'all', ""'over"", ""the'"", 'world', 'see', 'these', 'officer', 'kill', 'a', 'man', 'for', ""no'"", 'reason', 'other', 'than', ""the'"", 'color', 'of', 'he', 'skin']",fear,3.0,1.431,inspired,27.0,4.05079776384032,0.0,0.0,15.0,1.0,2.0,3.0,joy,15.0
"Probably 150 people here now at the Rally for George Floyd, many with signs.","['probably', '150', 'people', 'here', 'now', 'at', 'the', 'rally', 'for', 'george', 'floyd', 'many', 'with', 'signs']","['probably', '150', ""'"", 'people', 'here', 'now', 'at', ""the'"", 'rally', 'for', 'george', 'floyd', 'many', 'with', 'sign']",,0.0,0.0,annoyed,8.0,1.2627203421040594,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
Even the Amish are with it #BlackLivesMatter ,"['even', 'the', 'amish', 'are', 'with', 'it', 'black', 'lives', 'matter']","['even', ""the'"", 'amish', 'be', 'with', 'it', 'black', 'life', 'matter']",trust,1.0,0.47700000000000004,annoyed,6.0,1.1473818426434739,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
#BLACK_LIVES_MATTER,['black_lives_matter'],['black_lives_matter'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Fuck the @NFL You had your chance, now live with it, you money grubbing, racists. You need to apologize, hire @Kaepernick7, and award some type of compensation. Also, kneeling during the national anthem by players or anyone else will be honored. #Blacklivesmatter ","['fuck', 'the', 'you', 'had', 'your', 'chance', 'now', 'live', 'with', 'it', 'you', 'money', 'grubbing', 'racists', 'you', 'need', 'to', 'apologize', 'hire', 'and', 'award', 'some', 'type', 'of', 'compensation', 'also', 'kneeling', 'during', 'the', 'national', 'anthem', 'by', 'players', 'or', 'anyone', 'else', 'will', 'be', 'honored', 'blacklivesmatter']","['fuck', ""the'"", 'you', 'have', 'you', 'chance', 'now', 'live', 'with', 'it', 'you', 'money', 'grubbing', 'racist', 'you', 'need', ""to'"", 'apologize', 'hire', 'and', 'award', 'some', 'type', 'of', 'compensation', 'also', 'kneeling', 'during', ""the'"", 'national', 'anthem', 'by', 'player', 'or', 'anyone', 'else', 'will', ""be'"", 'honor', 'blacklivesmatter']",trust,6.0,3.4060000000000006,inspired,23.0,4.363654308723387,2.0,2.0,17.0,2.0,1.0,0.0,joy,17.0
Always got your back brother #BlackLivesMatter,"['always', 'got', 'your', 'back', 'brother', 'black', 'lives', 'matter']","['always', 'get', 'you', 'back', 'brother', 'black', 'life', 'matter']",trust,2.0,1.125,inspired,9.0,1.7694745372283682,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
#blacklivesmatter – at Rocky Steps,"['blacklivesmatter', 'at', 'rocky', 'steps']","['blacklivesmatter', 'at', 'rocky', 'step']",,0.0,0.0,inspired,3.0,0.5651939877514771,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
"100% agree. 2 wrongs and all that. Not trying to make light of George Floyd’s death at all. But now we’re just justifying thuggery. Those Minneapolis “cops” should be hung, literally, in public, for what they did. But leave the animals out of it.","['100', 'agree.', '2', 'wrongs', 'and', 'all', 'that', 'not', 'trying', 'to', 'make', 'light', 'of', 'george', 'floyd', 'is', 'death', 'at', 'all', 'but', 'now', 'we', 'are', 'just', 'justifying', 'thuggery', 'those', 'minneapolis', 'cops', 'should', 'be', 'hung', 'literally', 'in', 'public', 'for', 'what', 'they', 'did', 'but', 'leave', 'the', 'animals', 'out', 'of', 'it']","['100', ""'"", 'agree.', '2', 'wrong', 'and', 'all', 'that', 'not', 'try', ""to'"", 'make', 'light', 'of', 'george', 'floyd', 'be', 'death', 'at', 'all', 'but', 'now', ""we'"", 'be', 'just', 'justify', 'thuggery', 'those', 'minneapolis', 'cop', 'should', ""be'"", 'hang', 'literally', 'in', 'public', 'for', 'what', 'they', 'do', 'but', 'leave', ""the'"", 'animal', 'out', 'of', 'it']",sadness,2.0,1.2429999999999999,angry,22.0,3.2714642513923007,0.0,0.0,10.0,4.0,1.0,1.0,joy,10.0
Was never about George Floyd (RIP),"['was', 'never', 'about', 'george', 'floyd', 'rip']","['be', 'never', 'about', 'george', 'floyd', 'rip']",sadness,1.0,0.42200000000000004,dontcare,4.0,0.7659876181268559,0.0,0.0,1.0,0.0,1.0,0.0,,0.0
Dozens gather in Fort Myers for protest after death of George Floyd https://youtu.be/lJ1nTEvMCS4 via @YouTube,"['dozens', 'gather', 'in', 'fort', 'myers', 'for', 'protest', 'after', 'death', 'of', 'george', 'floyd', 'via']","['dozen', 'gather', 'in', 'fort', 'myer', 'for', 'protest', 'after', 'death', 'of', 'george', 'floyd', 'via']",sadness,1.0,0.915,inspired,11.0,2.0990638499187515,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
"@ECMcLaughlin said what I’ve been trying to articulate all day. Damn if I’ll stand to the side &amp; be silent. NO MORE! BLACK LIVES MATTER! Goddammit, if we don’t call it out, who the f*ck will? My tears burn hot, fiery trails down my cheeks. #BlackLivesMatter #BlackLivesMatterDC","['said', 'what', 'i', 'have', 'been', 'trying', 'to', 'articulate', 'all', 'day', 'damn', 'if', 'i', 'will', 'stand', 'to', 'the', 'side', 'be', 'silent', 'no', 'more', 'black', 'lives', 'matter', 'goddammit', 'if', 'we', 'do', 'not', 'call', 'it', 'out', 'who', 'the', 'f*ck', 'will', 'my', 'tears', 'burn', 'hot', 'fiery', 'trails', 'down', 'my', 'cheeks', 'black', 'lives', 'matter', 'black', 'lives', 'matterdc']","[""'said"", 'what', ""i'"", 'have', 'be', 'try', ""to'"", 'articulate', 'all', 'day', 'dam', 'and', 'if', ""i'"", 'will', 'stand', ""to'"", ""the'"", 'side', ""be'"", 'silent', ""no'"", 'more', 'black', 'life', 'matter', 'goddammit', 'if', ""we'"", ""do'"", 'not', 'call', 'it', 'out', 'who', ""the'"", 'for', 'ck', 'will', 'my', 'tear', 'burn', 'hot', 'fiery', 'trail', 'dow', 'and', 'my', 'cheek', 'black', 'life', 'matter', 'black', 'life', 'matterdc']",anger,2.0,1.264,inspired,26.0,4.250553919484745,0.0,0.0,14.0,4.0,2.0,0.0,joy,14.0
"There is certain groups of people peacefully protesting and i am all for that. But when it turns into violence by setting things on fire and stealing, then thats criminal activity. People are exploiting George Floyd’s death to steal and thats sad","['there', 'is', 'certain', 'groups', 'of', 'people', 'peacefully', 'protesting', 'and', 'i', 'am', 'all', 'for', 'that', 'but', 'when', 'it', 'turns', 'into', 'violence', 'by', 'setting', 'things', 'on', 'fire', 'and', 'stealing', 'then', 'that', 's', 'criminal', 'activity', 'people', 'are', 'exploiting', 'george', 'floyd', 'is', 'death', 'to', 'steal', 'and', 'that', 's', 'sad']","['there', 'be', 'certain', 'group', 'of', 'people', 'peacefully', 'protest', 'and', 'i', 'be', 'all', 'for', 'that', 'but', 'when', 'it', 'turn', 'into', 'violence', 'by', 'setting', 'thing', 'of', 'and', 'fire', 'and', 'steal', 'then', 'that', ""'s"", 'criminal', 'activity', 'people', 'be', 'exploit', 'george', 'floyd', 'be', 'death', ""to'"", 'steal', 'and', 'that', ""'s"", 'sad']",fear,6.0,4.057,angry,24.0,3.7039524670279014,0.0,0.0,13.0,1.0,0.0,2.0,joy,13.0
#Worldwide #BLACK_LIVES_MATTER ,"['worldwide', 'black_lives_matter']","['worldwide', 'black_lives_matter']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
DC stands with George Floyd – at Lincoln Memorial Reflecting Pool,"['dc', 'stands', 'with', 'george', 'floyd', 'at', 'lincoln', 'memorial', 'reflecting', 'pool']","['dc', 'stand', 'with', 'george', 'floyd', 'at', 'lincoln', 'memorial', 'reflect', 'pool']",sadness,1.0,0.547,amused,10.0,1.6432772038021268,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
"For some, not all. George Floyd was not treated in accordance with our laws. Hopefully his family receives justice with a conviction.","['for', 'some', 'not', 'all', 'george', 'floyd', 'was', 'not', 'treated', 'in', 'accordance', 'with', 'our', 'laws', 'hopefully', 'his', 'family', 'receives', 'justice', 'with', 'a', 'conviction']","['for', 'some', 'not', 'all', 'george', 'floyd', 'be', 'not', 'treat', 'in', 'accordance', 'with', ""our'"", 'law', 'hopefully', 'he', 'family', 'receive', 'justice', 'with', ""a'"", 'conviction']",trust,3.0,1.6800000000000002,angry,13.0,2.133149947926703,0.0,0.0,10.0,1.0,0.0,0.0,joy,10.0
It was a beautiful day to demonstrate. #DCProtest #BLM #GeorgeFloyd ,"['it', 'was', 'a', 'beautiful', 'day', 'to', 'demonstrate', 'd', 'c', 'protest', 'blm', 'george', 'floyd']","['it', 'be', ""a'"", 'beautiful', 'day', ""to'"", 'demonstrate', 'd', 'c', 'protest', 'blm', 'george', 'floyd']",joy,1.0,0.7809999999999999,annoyed,6.0,0.9614945952841205,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
"No justices no peace protest for George Floyd....!!!! ""Protesters knock down White House security barricades as anger mounts across the US over George Floyd’s death"" ","['no', 'justices', 'no', 'peace', 'protest', 'for', 'george', 'floyd', 'protesters', 'knock', 'down', 'white', 'house', 'security', 'barricades', 'as', 'anger', 'mounts', 'across', 'the', 'us', 'over', 'george', 'floyd', 'is', 'death']","[""no'"", 'justice', ""no'"", 'peace', 'protest', 'for', 'george', 'floyd', 'protester', 'knock', 'down', 'white', 'house', 'security', 'barricade', 'as', 'anger', 'mount', 'across', ""the'"", 'we', 'over', 'george', 'floyd', 'be', 'death']",trust,3.0,1.657,angry,20.0,3.3275102144714737,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
None of this has anything to do with George Floyd. Russian hoax=failed Ukraine hoax=failed Impeachment =failed Covid 19=failed Now Anarchy = worst mistake the dirty Demorats ever tried,"['none', 'of', 'this', 'has', 'anything', 'to', 'do', 'with', 'george', 'floyd', 'russian', 'hoax', 'failed', 'ukraine', 'hoax', 'failed', 'impeachment', 'failed', 'covid', '19', 'failed', 'now', 'anarchy', 'worst', 'mistake', 'the', 'dirty', 'demorats', 'ever', 'tried']","['none', 'of', 'this', 'have', 'anything', ""to'"", ""do'"", 'with', 'george', 'floyd', 'russian', 'hoax', 'fail', 'ukraine', 'hoax', 'fail', 'impeachment', 'fail', 'covid', '19', 'fail', 'now', 'anarchy', 'worst', 'mistake', ""the'"", 'dirty', 'demorat', 'ever', 'try']",disgust,2.0,1.094,annoyed,17.0,2.6523837969491253,1.0,1.0,7.0,2.0,1.0,1.0,joy,7.0
"Mood : Say his /her name #georgefloyd and #brianataylor #HANDUPDONTSHOOTGROUP #PHILLY untilfreedom @Philadelphia, Pennsylvania https://www.instagram.com/p/CA1M7MdhKaw/?igshid=1q4n34l2ntlaa","['mood', 'say', 'his', 'her', 'name', 'georgefloyd', 'and', 'brianataylor', 'handupdontshootgroup', 'philly', 'untilfreedom', 'pennsylvania']","['mood', 'say', 'he', 'she', 'name', 'georgefloyd', ""and'"", 'brianataylor', 'handupdontshootgroup', 'philly', 'untilfreedom', 'pennsylvania']",,0.0,0.0,dontcare,5.0,1.2285338437452324,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
Breaking News @CCPTheVanguard Philadelphians take to the streets demanding justice for George Floyd. Photos by The Vanguard student journalists Bree Brown and Michael Angelo Smith@MAS_adventures ,"['breaking', 'news', 'philadelphians', 'take', 'to', 'the', 'streets', 'demanding', 'justice', 'for', 'george', 'floyd', 'photos', 'by', 'the', 'vanguard', 'student', 'journalists', 'bree', 'brown', 'and', 'michael', 'angelo', 'smith']","['breaking', 'news', 'philadelphians', 'take', ""to'"", ""the'"", 'street', 'demand', 'justice', 'for', 'george', 'floyd', 'photo', 'by', ""the'"", 'vanguard', 'student', 'journalist', 'bree', 'brown', 'and', 'michael', 'angelo', 'smith']",trust,2.0,1.023,inspired,20.0,2.9568466992604154,0.0,0.0,9.0,1.0,0.0,0.0,joy,9.0
“Because he’s white” not white people feeling oppressed. if any bystanders were around and heard the commotion im pretty sure it would’ve been a movement as well. this is tragic. Police brutality is what we are against not race. #BlacklivesMatter #AllLivesMatter,"['because', 'he', 'is', 'white', 'not', 'white', 'people', 'feeling', 'oppressed', 'if', 'any', 'bystanders', 'were', 'around', 'and', 'heard', 'the', 'commotion', 'i', 'm', 'pretty', 'sure', 'it', 'would', 'have', 'been', 'a', 'movement', 'as', 'well', 'this', 'is', 'tragic', 'police', 'brutality', 'is', 'what', 'we', 'are', 'against', 'not', 'race', 'blacklives', 'matter', 'all', 'lives', 'matter']","['because', 'he', 'be', 'white', 'not', 'white', 'people', 'feeling', 'oppress', 'if', 'any', 'bystander', 'be', 'around', 'and', 'hear', ""the'"", 'commotion', 'i', 'm', 'pretty', 'sure', 'it', 'would', 'have', 'be', ""a'"", 'movement', 'as', 'well', 'this', 'be', 'tragic', 'police', 'brutality', 'be', 'what', ""we'"", 'be', 'against', 'not', 'race', 'blacklive', 'matter', 'all', 'life', 'matter']",trust,5.0,2.19,inspired,23.0,4.152627206260619,0.0,0.0,17.0,1.0,2.0,1.0,joy,17.0
"This. @ECMcLaughlin said what I wanted to articulate all day. Damn if I’ll stand to the side &amp; be silent. NO MORE! BLACK LIVES MATTER! Goddammit, if we don’t call it out, who the f*ck will? My tears burn hot, fiery trails down my cheeks. #BlackLivesMatter #BlackLivesMatterDC","['this.', 'said', 'what', 'i', 'wanted', 'to', 'articulate', 'all', 'day', 'damn', 'if', 'i', 'will', 'stand', 'to', 'the', 'side', 'be', 'silent', 'no', 'more', 'black', 'lives', 'matter', 'goddammit', 'if', 'we', 'do', 'not', 'call', 'it', 'out', 'who', 'the', 'f*ck', 'will', 'my', 'tears', 'burn', 'hot', 'fiery', 'trails', 'down', 'my', 'cheeks', 'black', 'lives', 'matter', 'black', 'lives', 'matterdc']","['this', 'say', 'what', ""i'"", 'want', ""to'"", 'articulate', 'all', 'day', 'damn', 'if', ""i'"", 'will', 'stand', ""to'"", ""the'"", 'side', ""be'"", 'silent', ""no'"", 'more', 'black', 'life', 'matter', 'goddammit', 'if', ""we'"", ""do'"", 'not', 'call', 'it', 'out', 'who', ""the'"", 'for', 'ck', 'will', 'my', 'tear', 'burn', 'hot', 'fiery', 'trail', 'dow', 'and', 'my', 'cheek', 'black', 'life', 'matter', 'black', 'life', 'matterdc']",anger,2.0,1.264,inspired,26.0,4.406444158311889,0.0,0.0,14.0,4.0,2.0,0.0,joy,14.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/LDwJrvSH via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/XMyjMHS9 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Protesters knock down White House security barricades as anger mounts across the US over George Floyd’s death ,"['protesters', 'knock', 'down', 'white', 'house', 'security', 'barricades', 'as', 'anger', 'mounts', 'across', 'the', 'us', 'over', 'george', 'floyd', 'is', 'death']","['protester', 'knock', 'down', 'white', 'house', 'security', 'barricade', 'as', 'anger', 'mount', 'across', ""the'"", 'we', 'over', 'george', 'floyd', 'be', 'death']",anger,2.0,1.3849999999999998,angry,16.0,2.450351647546809,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
The protesters and the rioters are NOT the same people. Please don't confuse the two as one and the same #blacklivesmatter,"['the', 'protesters', 'and', 'the', 'rioters', 'are', 'not', 'the', 'same', 'people', 'please', 'do', 'not', 'confuse', 'the', 'two', 'as', 'one', 'and', 'the', 'same', 'blacklivesmatter']","[""the'"", 'protester', 'and', ""the'"", 'rioter', 'be', 'not', ""the'"", 'same', 'people', 'please', ""do'"", 'not', 'confuse', ""the'"", 'two', 'as', 'one', 'and', ""the'"", 'same', 'blacklivesmatter']",,0.0,0.0,angry,9.0,1.8118746729527864,0.0,0.0,6.0,1.0,0.0,1.0,joy,6.0
Black lives matter Black lives matter Black lives matter #blacklivesmatter @Lincoln Memorial https://www.instagram.com/p/CA1Nf62DkuX/?igshid=eymd0rk4nihi,"['black', 'lives', 'matter', 'black', 'lives', 'matter', 'black', 'lives', 'matter', 'blacklivesmatter', 'memorial']","['black', 'life', 'matter', 'black', 'life', 'matter', 'black', 'life', 'matter', 'blacklivesmatter', 'memorial']",sadness,2.0,0.8280000000000001,inspired,5.0,1.0109095699552042,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
Be more like @theAdamPage. #CowboyShit #BLACK_LIVES_MATTER,"['be', 'more', 'like', 'cowboy', 'shit', 'black_lives_matter']","[""be'"", 'more', 'like', 'cowboy', 'shit', 'black_lives_matter']",disgust,1.0,0.82,amused,3.0,0.9381337569458673,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
Seek justice and say his name: George Floyd,"['seek', 'justice', 'and', 'say', 'his', 'name', 'george', 'floyd']","['seek', 'justice', 'and', 'say', 'he', 'name', 'george', 'floyd']",trust,1.0,0.711,annoyed,6.0,1.062516435450295,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
Delete this rn!! Derek Chauvin MURDERED George Floyd. ,"['delete', 'this', 'rn', 'derek', 'chauvin', 'murdered', 'george', 'floyd']","['delete', 'this', 'rn', 'derek', 'chauvin', 'murder', 'george', 'floyd']",fear,1.0,0.9059999999999999,dontcare,7.0,1.342456757961828,0.0,0.0,0.0,0.0,0.0,1.0,fear,1.0
"What has happened to George Floyd is a repeat of what was going on in the 1950’s, although it went unreported in the 1950’s","['what', 'has', 'happened', 'to', 'george', 'floyd', 'is', 'a', 'repeat', 'of', 'what', 'was', 'going', 'on', 'in', 'the', ""1950's"", 'although', 'it', 'went', 'unreported', 'in', 'the', '1950', ""'s""]","['what', ""has'"", 'happen', ""to'"", 'george', 'floyd', 'be', ""a'"", 'repeat', 'of', 'what', 'be', 'go', 'of', 'and', 'in', ""tha'"", '1950', ""'s"", 'although', 'it', 'go', 'unreported', 'in', ""the'"", '1950', ""'s""]",anticipation,1.0,0.484,inspired,10.0,1.4603878567319672,1.0,1.0,2.0,1.0,1.0,0.0,joy,2.0
All the booster are downtown. You ask them who George Floyd and they will be like ,"['all', 'the', 'booster', 'are', 'downtown', 'you', 'ask', 'them', 'who', 'george', 'floyd', 'and', 'they', 'will', 'be', 'like']","['all', 'the', 'booster', 'be', 'downtown', 'you', 'ask', 'they', ""who'"", 'george', 'floyd', 'and', 'they', 'will', ""be'"", 'like']",trust,1.0,0.484,amused,6.0,1.3125436490273497,0.0,0.0,4.0,1.0,1.0,0.0,joy,4.0
Protesters knock down White House security barricades as anger mounts across the US over George Floyd’s death ,"['protesters', 'knock', 'down', 'white', 'house', 'security', 'barricades', 'as', 'anger', 'mounts', 'across', 'the', 'us', 'over', 'george', 'floyd', 'is', 'death']","['protester', 'knock', 'down', 'white', 'house', 'security', 'barricade', 'as', 'anger', 'mount', 'across', ""the'"", 'we', 'over', 'george', 'floyd', 'be', 'death']",anger,2.0,1.3849999999999998,angry,16.0,2.450351647546809,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/qkcgHyqs via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
