Correction	ErrorFrequency	Errors
don't	37	[dont, dn't, dont, dont, dont, don', dont, dont't, dont, dont', donot, do'nt, dno't, do't, din't, dont, dont', donnt, dont't, do't, dont, dn't, dont't, dont's, ofont, dont, donot, done't, don's, donot, donn't, dont, donn't, dont, dont't, ddon't, donot, dont, dont]
it's	16	[is's, tt's, it't, tit's, i'ts, it', iit's, it', its', it', it', it't, i's, i's, i 's, i's, is]
machines	1	[mechine]
subsets	1	[susets]
flight	6	[flght, flew, filght, take a great [[flght, airflight, fiy]
interview	2	[intereview, intereview, interviwe]
translator	5	[translater, translater, traslator, transelator, transltor]
attached	1	[attched]
healthy	8	[healty, heathy, healthily, heathy, heathy, heathy, heathy, heathly]
design	3	[disgn, desiagn, desiagn, desing]
qualified	4	[qualicated, qualifed, qualifed, quanlified]
you're	2	[your're, u're]
cause	1	[casuse]
equity	1	[equility]
second	15	[secend, sencond, seconed, sencond, send, sceond, secoed, sencond, secend, seconde, secend, sencond, secon, seond, sencond]
save	1	[ssave]
location	1	[lacation]
deeply	1	[deely]
firmly	1	[formly]
injections	1	[jections]
study	17	[stydy, studing, studity, stady, studay, sutdy, sdudy, studay, studay, studay, stady, shudy, sduty, studing, stady, stduy, shudy, stady]
middle	5	[midle, mid, midlle, midle, middile]
baggy	1	[bagge]
mice	1	[mise]
looks	2	[loks, lool]
level	3	[leveal, leverl, leve]
results	1	[rusults]
someone	5	[somesone, some one, someome, someome, someong]
sets	2	[stes, ses]
husky	1	[hasky]
developing	2	[developping, developping]
official	6	[offical, offical, offical, difficical, offical, offical]
certainly	2	[centainly, certernly]
shanghai	4	[shang hai, shang hai, [[shanghai, shang hai, shang hai, shanhai]
objective	1	[opjective]
isn't	2	[ist, isn’t]
appropriate	1	[appropreate]
such	1	[soch]
musical	4	[mucial, musica, mucial, musica]
wiping	1	[wipping]
drains	1	[drainis]
doubt	1	[doult]
heavy	1	[heave]
favorites	1	[favorates]
machine	2	[mechine, mechine]
professional	12	[prefessional, proferssional, professiona, prefessional, perfectional, professinal, [[prefessional, proffesional, professionel, porfessional, profeesional, prafessional]
comparison	4	[comparision, comparation, compartion, comparation]
statement	2	[statment, statment]
pieces	1	[pieses]
stuff	3	[suff, starff, staff]
mother	65	[mather, mather, mothe, mather, mather, mather, monther, morther, monther, mather, mather, mather, monther, monther, mather, moter, monher, mther, mather, mather, mothery., mohter, morther, other, mther, monther, mather, morther, moter, monther, monther, month, mather, monther, mather, mothe, mather, morther, morther, mather, monther, monther, mather, mather, mohter, mather, mather, mather, mather, month er, moter, mather, monther, morther, mather, mather, mather, monther, moter, motyer, mohter, mothre, my [[mothe, mather, mather, motehr, morther, monther, mather, monther, mather, mather]
blouse	2	[blous, brouse]
manufacture	2	[manufactory, manufactory]
issues	1	[issuse]
pizza	2	[pizzer, piizza]
likes	7	[liks, liks, like, lies, liks, liks, like, like, like]
called	2	[callde, calle]
executing	1	[execting]
centimeters	4	[cemtimeters, one hundred [[centmeters, cemtimeters, cemtimeters]
thin	3	[than, thi, shin, shin]
bridge	2	[brige, briage]
this	6	[thie, thisn, these, thise, thes, thie]
appreciate	3	[apprecaite, approciate, appreiate]
accomplish	1	[accomlish]
stick	1	[stic]
cheese	13	[chees, cheess, chees, cheeze, chesse, chees, heese, chees, sheese, cheeies, sheese, chesses, cheeser]
from	101	[form, form, frome, form, form, form, fron, form, fram, form, forme, froom, frrom, frow, form, form, form, form, form, frome, frome, form, form, form, form, fom, form, form, form, form, frome, form, form, fromg, form, form, form, form, frm, form, fom, frome, frm, form, form, form, form, form, form, form, form, form, form, form, form, form, form, form, form, frome, frome, form, frome, form, form, form, frome, form, frome, form, fro, orm, fome, form, form, form, frome, form, form, frome, form, form, fron, form, form, frome, form, form, frome, form, fram, form, form, form, froom, form, frow, frome, form, foom, frome, form, form, form]
symphony	1	[symphone]
includes	2	[inculds, includs]
believe	27	[belive, belive, belive, belive, belive, belive, belive, belive, belive, belief, nelieve, belive, belive, belive, belive, belive, bellive, belive, abelieve, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive, belive]
stage	2	[satge, stag]
network	1	[nerwork]
smaller	1	[somaller]
awful	3	[aweful, aweful, aweful]
was	6	[war, is, is, with, wad, ws, waw]
online	8	[on line, oneline, oneline, on-line, on line, onlie, on like, on line, onlince, on line]
daughter's	8	[danghter's, doughter's, daught's, daught is, daught's, daught's, dauther's, daugther's]
swept	5	[sweeped, sweeped, sweeped, sweeped, wept]
spacious	1	[spaceious]
staff	5	[stuff, stuff, staf, staffes, staffs, staffs, traff]
duty	1	[dutiy]
able	1	[bale]
driven	1	[droven]
accessible	1	[accessable]
read	4	[red, reak, red, reading]
cheers	1	[cherrs]
apples	2	[applles, app]
stuck	1	[stucked]
exhibition	2	[exihibition, exihibition, exihibition, exhibiton]
receive	25	[recive, recive, recive, reveice, recevie, recieve, recieve, recieve, recevie, rcvd, recive, recieve, recive, receve, recieve, recive, recieve, recieve, reciive, reveice, recept, recieve, recieve, reiceive, recieve, recieve]
between	13	[betwen, beweet, beween, btween, betwwn, beween, betwwen, beteew, bewteen, bettow, betwen, bewteen, betwwen]
playground	1	[playaround, playaround]
application	2	[applcation, applcation]
standard	1	[standerd]
ourselves	3	[oursleves, ourself, ourself]
thieves	1	[theives]
worst	1	[worest]
important	27	[importent, imoptant, importent, improtant, importent, importment, importand, imortant, impotant, impotant, improtant, improtant, improtant, importment, inportant, importance, importance, importane, importend, improtant, importent, improtant, importent, importent, improtion, improtant, improtant, importent]
diligent	3	[deligent, dilligent, dilligent]
taught	5	[tought, tought, tought, tought, teached]
felt	1	[feeled]
evacuate	1	[evcauate]
hidden	2	[didden, hiden]
eating	14	[eattng, eatting, eatting, eat, eatting, eatting, eatting, eatting, eatting, eatting, eatting, eatting, eatting, eatting]
renting	1	[rentin]
themselves	4	[themseves, themselfs, themseves, theirselves]
worry	6	[warry, warry, worriy, warry, warry, warry]
changeable	2	[changable, changble]
found	1	[foud]
guide	3	[guid, guid, guider, guider]
handle	1	[handl]
fight	1	[figh]
specialist	3	[specilist, specilist, speclist]
wrote	2	[worte, worte]
they'll	1	["the""ll"]
hopefully	1	[hopfully]
received	10	[resive, recieved, recive, recieve, recieved, reveived, recived, recieved, recieves, recieved]
fortunately	6	[fortunatly, forturnitely, foutunitly, forturnately, fortungtely, fortunatly]
occurs	2	[occers, accurs, accured]
associate	1	[assosiate]
brother's	1	[borther's]
phenomenon	1	[phenominons]
installation	1	[intallation]
danger	1	[dagerous]
forward	21	[forword, forwrd, foward, foward, forwad, forwar, forwarder, forwrod, forword, foward, foward, foward, forword, faword, forwardd, foward, forword, farword, forword, forword, forword]
snow	1	[sonw]
juice	9	[jucie, duice, jiuce, juce, junce, jiuce, juick, jucie, juise]
points	7	[pointa, poits, poits, pionts, pionts, poits, ponits, poinst]
happen	1	[hapen]
opportunities	6	[opportunites, opportunies, opportunites, opporturities, opprotunities, opportulities]
preparing	6	[prepareing, prearing, prepareing, prepareing, prepareing, perparing, prepareing]
wool	1	[wollen]
piece	2	[pese, pice]
serve	1	[surve]
turn	10	[trun, trun, tuen, trun, trun, trun, trun, trun, trun, trun, trun]
sweaters	4	[weathers, sweather, sweather, sweakers]
recommends	1	[recommeds]
honor	1	[hornor]
multinational	2	[mutinational, muti-national]
billionaire	1	[billionairess]
organized	11	[orgized, orgnized, orgnized, orgazied, organiszed, organnized, orgnized, orgainzed, orgnized, oraganized, orgainzed]
kitchen	16	[kichten, kitch, kithen, kitchien, kichen, kichten, kictchen, kitch, kichten, litchen, kichten, in the [[kicthen, kichen, kicthen, ktchen, kithen, kitchroom]
available	8	[availabe, avaliable, avaiable, avaliable, avilable, availble, avaliable, availabe]
conditioner	1	[condioner]
favorite	97	[favorit, favorate, favorit, favorates, favorate, favirute, favor, favorist, favorits, faivorite, favorte, favoite, favorate, favoirte, favoirte, facorite, favouriet, favouse, fvoriteday, favoite, favoite, favorit, faverate, favirite, facvorite, favorate, favovite, favorive, favorate, favorate, faverite, favorate, favorate, favorate, ravorite, faorite, favoritor, favorit, favorate, faverite, favorit, favouite, favourate, favirote, faviout, favoirt, favoritor, faviorite, faviorite, faverite, favoriate, faverate, favrite, favoriet, favorte, fovouritest, favoriter, favortie, favoriate, favorit, favorate, favorate, favorit, favoriat, favorit, faverite, favorit, favotite, faverite, favonrite, favarite, favourist, favourate, faverite, favoite, favoriate, favourity, frvorite, avorite, faverite, facvorite, favoraite, faverio, fevorite, forivate, favorit, ferovite, favorate, favorit, favortite, favorit, favoite, favarite, favarite, favorita, favorate, favorate, fawrite, facorite, favorate, favorate, favorate, fivorite, favorate, favorit]
climbing	4	[climbe, climing, clibing, clambing]
price	2	[p3rice, pricen]
temperature's	1	[tempture's]
dropped	3	[droped, droped, droped, droped]
afraid	3	[fraid, afaid, afried]
supper	1	[super]
coming	3	[omeing, comeing, comimg]
organizes	1	[organiazes]
academician	1	[academican]
own	1	[owe]
complain	6	[complan, camplain, conplaint, compain, compain, comlain]
shower	9	[shawer, showe, showe, shawer, showor, shorwer, showen, shrower, shover]
twelve	31	[twlve, twlve, twele, tweve, twelven, twenlve, twele, tewelve, twelvs, twenve, tweven, tweley, twenlve, tweleve, twelev, twleve, twenlf, twleve, tweve, twandelve, tweleve, tweleve, toelve, tweleve, twelev, tweleve, tweves, tweleve, twellve, tevel, twely]
born	7	[bron, bron, borned, bron, borned, borned, bron]
invitations	17	[invertatioons, invatations, inviations, invatations, invatitions, invitationg, invitaions, invitaions, invitions, inventation, invitions, invitatinons, invatations, invations, invitatinos, invitaions, inviations]
onions	4	[onoins, onious, onines, oniones, oniones]
common	2	[commen, commen]
breakfast	40	[brackfast, breadfest, breafast, brakefast, brekfest, brackfast, breakfirst, breakfaster, breskfast, breafast, breakfrist, breakfrist, breaker, breastfast, brakfast, brekfast, brekfast, breasfast, brekfirst, brekfirst, breakfirst, breakfat, breafast, berakfast, brakfast, breakfirst, brakefast, breafast, breadfast, breadfast, breadfast, breckfast, breadfast, brekfast, breafast, breadfast, breafast, bearkfast, brakfast, breadfast, vreakfast, brekfirst, breakfask, breakfest]
pounds	2	[pouds, puonds]
bucket	1	[buck]
next	9	[nxt, nerxt, nest, nect, nest, nex, nest, nest, nexr]
discriminated	2	[discrimated, discirminated]
daughter	88	[daught, daught, daught, daught, daught, dauther, doughter, daught, daught, daught, doughter, duaghter, doughter, daught, daught, daught, daought, daught, daught, duaghter, doughter, daugter, dauger, daugher, daugter, daugter, daught, daugiter, danugage, dauanger, daugher, doughter, dauther, dauther, dauther, daught, danghter, danghter, daugher, dauther, dauther, daugther, daught, daught, dauther, dauther, dauhter, dauhter, daught, daught, daugther, [[daught, daugther, daugther, daugther, dauther, duagher, dauter, daugther, daught, doughter, daught, daguter, daguter, doughter, daugher, daugther, daugther, daugther, daugther, douther, daugter, daugter, gaughter, danghter, daugther, daugther, dauther, daugther, daugther, daught, docuter, daught, daugther, daugther, duaghter, duaghter, doughter, dughter, duaghter, daugher, daught, dauther, daugther, daught, daught, dauther, dauther, duaghter, daugther, daught, daugher, daugter, daught, daught, duahgter, daugther, daugther, dougter, dougter, daugther, dughter]
desks	8	[dsks, dasks, deaks, deasks, dasks, dasks, deska, dasks]
consequently	4	[consaquently, consepuently, consequenty, consequencely]
differences	1	[differencies]
unprofessional	4	[unprofessinal, unfrofessional, inprofessional, unprofessinal]
surrounding	1	[surroudings]
smarter	1	[smartter]
habit	3	[habbit, habbit, habbit]
punctual	1	[pountual]
motor	1	[moto]
happy	20	[happly, happ, happly, haapy, hayyp, happpy, hapy, happness, huppy, happly, happly, hayyp, happly, happly, hapy, happly, happly, happly, happly, haapy]
civil	1	[clvil]
festival	25	[fetival, there's different kind of music in the [[fetival, festical, fastival, fastival, festiveal, festiva, festiva, festivel, festivel, festval, festval, fesrival, fectival, festive, fentival, festeval, festeval, festical, feastival, fetival, fesstival, fasival, festvial, festavel, festial, fastival, fastival, fastival, festvia]
caught	1	[cougnt]
notice	1	[noticed]
hair	15	[fair, harir, haie, air, fair, air, bair, hear, haid, hir, fair, hari, haie, haie, hari, hari]
appliance	1	[applance]
soccer	4	[scooer, soccor, socker, soccor, soccor]
mostly	1	[most]
hail	1	[ate]
ginger	4	[dinger, ginder, ginder, giner, giner]
news	4	[niews, nes, new, new]
absence	1	[absense]
later	1	[latter]
boss	2	[boos, boos]
vegetables	28	[vegtables, vegtables, vegetabales, vegerables, vegtables, vetables, vegetalbles, vegurtables, vgetables, vegetalbles, vegtables, begetables, vegetabers, vegtables, vetables, vegebables, vagetables, vugetbales, vegatables, vagetables, vagatables, vagetables, vegtables, vegtables, vegetabales, vegertable, vegetabls, vegtables, vegetbales, vegetabs, vegetablf]
headphones	32	[headphons, headpnohes, headphoues, neadphones, headpnones, herdphones, headpones, headpphones, headphons, headphnes, headpnones, heardphones, hearphones, headhones, headphons, heanphones, heaphonees, hendphones, hardphones, heaphones, haedphones, herdphones, hendphones, hearphones, hesdphones, headphoues, headphons, haedphones, headphonesl, heaphones, heanphones, hearphones]
seller	1	[saller]
surprised	3	[suprised, suprised, suprised]
bodyguard	1	[bodygurd]
familiar	4	[fimilar, familir, familar, famillar]
paperwork	1	[paper work]
fact	2	[factly, factly]
lucky	6	[luky, lunky, luckly, luckey, luckily, luckly]
worrying	2	[worring, worring]
preference	1	[preferance]
adores	1	[adors]
falls	1	[fill]
yoga	11	[youga, yuga, yogo, yago, joga, yoge, joga, yago, yuga, yago, yoka]
agree	1	[aggree]
actions	1	[actons]
grocery	1	[grosery]
relating	3	[ralating, ralating, ralating]
salad	9	[sala, salat, saland, saland, saland, salar, saland, saland, saland, sala]
backpacks	1	[badpacks]
both	2	[bosh, bot]
seize	1	[size]
earthquake	1	[earthquak]
candidate	9	[candinates, candicate, candicate, candidare, candidte, candicate, candicate, candidiant, condidate, condidate]
served	3	[severed, severed, servedd]
demonstrating	1	[demontrating]
loose	1	[lose]
alley	1	[allley]
affected	1	[affaced]
after	10	[afer, afrer, afer, atter, atfer, aften, afet, fater, afer, aftrer]
takes	4	[take, taks, makes, taks]
varying	1	[varing]
electricity	2	[electrocity, eletricity]
conference	1	[coference]
tennis	25	[tennies, tinees, tinnis, tennies, tennies, tennins, tennies, tinnes, tennies, tenni, tinnes, tennies, tenis, tennes, tennes, tenis, teenis, tennies, tinnes, tennies, tennies, teenis, tennies, tenis, tennies, tennies]
marry	3	[marriy, merry, marriy]
what's	3	[what', what'ts, whet's]
overnight	2	[overminght, overmight]
reports	1	[reporyts]
departmental	4	[department, deprtment, deparment, deparment, deparmental]
demonstrate	1	[demostrate]
fruit	11	[friut, furit, fruite, fuirt, fruite, friuts, friut, fruite, fruite, firut, ftuit, [[fuit]
scored	1	[scord]
unable	1	[unalbe]
coffee	26	[coffice, coffe, coffe, coffe, caffee, coffe, coffe, coffe, coffe, coffice, coffe, coffce, coffe, coffea, coffice, coffe, coffe, coffe, cofee, coffe, coffe, coffce, coffe, coffice, caffee, cofee, coffe]
white	45	[whirt, write, write, wihite, whirte, write, write, write, whrit, write, whirt, whirt, whirt, write, write, whilte, whirt, wihte, whilt, whiten, write, write, whit, whit, whirt, whirt, whitr, write, whrit, whirte, whirt, whirt, wite, wite, writ, wihte, whrite, whait, whirt, whirt, write, write, whirt, whirt, whirt, write, write, write, wiite, whrit, wite, whtie, whirt]
relation	1	[relasion]
fashioned	1	[fationed]
listening	27	[lisening, listenling, listenning, lishening, linstening, listenning, listenling, listning, lisening, lisening, listeng, listenning, listhen, listenning, listenling, listeing, listerning, linten, lisenning, lisenning, listenning, listenineg, listenning, lisening, listenning, linstening, listenning]
fun	2	[fune, funning]
size	2	[nuber, nuber, nuber, nuber, sizs]
irreplaceable	1	[irreplacealbe]
angel	1	[angle]
salesman	5	[sales man, saleman, saleman, selesman, saleman]
inform	1	[informe]
toothache	1	[tooth ache]
that	7	[t hat, tht, thar, taht, tha, than, thant]
unwritten	1	[un-written]
encourage	3	[engourage, encorage, encourge]
efforts	1	[effords]
granddaughter	1	[granddaugher]
than	2	[the, then]
flattered	1	[flatered]
require	1	[requir]
foreign	12	[foreigh, forighn, forigeon, foreigh, foriegn, foreigh, forien, foreigh, foreigh, forein, forgen, foriegn, forgein]
operas	3	[oreras, operals, operals, peras]
modem	1	[moden]
result	3	[reslut, reslut, reslt]
sue	2	[su, soe]
model	1	[modle, modle]
opposite	46	[oppsite, oppsite, opposit, opposits, oppist, oppsite, oppsite, oppsite, oppiste, oppsite, oppsite, oppsite, oppsite, oppsite, oppiste, opposte, oppsite, oppsite, oppsite, oppoite, oppsite, oppsite, opisit, opposit, oppostie, opposte, opppsite, oppsite, oppsite, oppsite, opposeti, oppostie, opposit, oppisite, oppsaite, oppsite, oppisite, oppsite, oppside, opposit, oppasite, oppsite, opposie, opposit, oppisite, opposiet, opppsite]
similarities	1	[similarites]
about	23	[abount, ahout, aout, abut, abut, ahout, aout, aobut, baout, bhout, how [[aboat, aboat, ahout, abot, aboout, aboat, aboat, adout, abuot, abou, bout, abou, bout, abot]
well	1	[will]
appreciable	1	[appreciale]
engineering	1	[engneering]
photography	2	[photograght, photogrphy]
cooperate	1	[cooporate]
shopkeeper	1	[shopkeepper]
wife's	2	[wift's, wifes]
stylish	1	[stylsh]
restaurant's	1	[resturant's]
above	2	[ubove, abovfe]
supply	1	[supplu]
feed	4	[fed, fed, feet, feet, fedd]
outstanding	1	[outstanidng]
humiliated	1	[humilated]
confidential	1	[confidencial]
rain	3	[rian, riann, fain]
animal	7	[animel, aminal, anima, anime, animale, aninmal, animat]
threatened	1	[threatend]
functions	1	[factions]
bowl	1	[bown]
feel	14	[fee, feeled, feet, fell, fell, fell, fell, fell, fell, fell, feeled, eel, field, fell, fell]
girls	2	[grils, girs]
recycling	1	[recycing]
negotiate	1	[negociate]
suppliers	2	[supplierd, supliers]
sauce	1	[souce]
variety	1	[varity]
resume	2	[vesume, remuse]
notebook	2	[notbook, notbook]
supporting	1	[suppporting]
grow	1	[growed]
determined	1	[determind]
service	15	[serves, serivice, sevice, sevice, sevice, severice, sevice, sevice, sevice, sevice, servise, sevice, severic, serve, servece, servic]
server	1	[service]
claim	1	[clam]
our	6	[oure, out, out, qur, qur, our's, ou]
brief	4	[brift, brife, brieft, breif]
employees	21	[emloyees, emloyees, empolyees, emplyees, employess, emplyees, employes, employes, emplyees, emplayors, empolyees, empolyees, emplyees, employess, emplyees, emplyees, emplyees, empolyees, emplyees, employess, emplyees, empolyees, employeers, empolyees, empolyees, empolyees, empoyees, emplyoees, empoylees]
out	3	[our, our, our]
unsatisfied	1	[unsatified]
flourishing	1	[fluorishing]
skills	4	[stills, kills, skilles, skils]
for	8	[aslo, fot, fou, ofr, fo, dor, fou, foe, fou]
suffering	1	[sufferin]
accept	1	[accpt]
hundred	3	[hunderd, hunderd, hundrend]
dial	1	[dail]
angry	4	[angery, angery, angery, angery]
supervision	1	[supervison]
merchandising	1	[merchadisement]
went	6	[wnet, wet, vent, want, wen, wnet]
distinct	1	[distict]
kidnapped	3	[kidnaped, kinapped, kidnappped]
ancient	2	[acient, accient]
farmer	2	[former, famer]
travelling	12	[traving, trallving, trawalling, traveling, travaling, travel, traveoling, travling, travalling, traling, travaling, travaling, travlling]
watching	12	[wathing, watcing, watchig, wathing, wathing, watchhing, wathching, matching, wathcing, waching, watcking, wathching]
sales	13	[seals, salaes, salas, salas, salas, salas, sals, slaes, salles, salles, seles, saies, seals, sails, sale, sles, msales]
criminal	2	[crimianal, crimnal]
gifts	1	[gifits]
weather	36	[wether, weahter, weater, weahter, weathe, weater, wether, wheather, wether, weacher, water, wether, weither, weither, wether, werther, wearther, wearther, weatjer, wether, wearther, wether, wether, waether, weater, weater, weater, whether, weater, wether, wether, whether, wheather, weatther, wheather, wearther, wearther, wheather, waether, weatather, wheather]
choose	4	[chice, choic, chosse, choosed]
speaking	1	[speacking]
wine	2	[win, win, win]
wind	1	[windy]
glad	14	[gald, glade, glade, gland, glade, grade, gald, gald, gald, glade, glade, gald, gldd, grad]
information	22	[infomation, informations, infomation, informations, imformation, informations, informaton, imformation, imformation, informations, imformation, imformation, informations, informations, inforamtion, infromation, informtion, imformation, informaiton, infomation, informations, informations]
others	2	[athers, orthers]
exhausted	1	[exhusted]
wishes	6	[wisht, wisher, wishs, whishes, wishs, wiches]
national	1	[natinal, natinal]
airplane	2	[aire plane, ariplane]
compare	1	[comparyed]
mortgage	9	[mortage, mortage, mortage, mortage, mortage, mortage, mortagage, mortagage, mortage, mortage, mortage, mortage]
atmosphere	1	[atmostphere]
table	17	[tabel, teble, tabel, talbe, talbe, talbe, tebla, tabli, talbe, talbe, tale, talble, tale, tabls, tabel, tabble, tabel]
researches	1	[reserches]
director	1	[directer]
boil	1	[boli]
create	5	[crea, creat, creat, creat, creat]
conveniently	2	[conviently, convenient]
supervisor	5	[supervior, superviser, supervier, supervsior, supevior]
locked	1	[knocked]
language	4	[languge, lauguage, languge, languge]
eucalyptus	2	[eucalyputs, eucalypus]
expressionist	1	[experssionist]
position	14	[postion, postion, positon, posision, prosition, positon, positon, possition, postion, positon, postion, posion, positon, posstion, positon]
rapidly	1	[rapidlly]
examination	1	[examinatiom]
qualifications	1	[qulifications]
encouraged	1	[excouraged]
ground	2	[groud, groud]
rebuilding	1	[rebuliding]
separated	2	[seperated, seperated]
mentioned	1	[metioned]
eggplant	1	[eggpiant]
rarely	4	[realy, realy, narely, rarey]
updating	1	[updateing]
trying	1	[tryig]
diseases	2	[dieseas, and  remember how to do with these [[dieases, deseases]
appreciated	1	[apperciated]
wanted	2	[wantd, want]
character	4	[charcter, characture, charactors, charcter]
dual	1	[daul]
title	2	[titel, titel]
sailing	9	[salling, salling, sailling, sailling, sailling, sailling, saling, salling, sailling, sailling, sailling]
compile	1	[compy]
length	2	[lengte, hength]
wardrobe	6	[wodrober, garderobe, garderobe, gardrobe, wardrob, wardrode]
knees	1	[kness]
steadily	3	[steadly, steadly, steadly, steadly]
want	6	[wan, wnat, wang, wanna, wang, wan]
stolen	1	[stlone]
frequently	2	[frequantly, frequenty]
covered	2	[coverd, coverd]
steak	1	[treak]
steal	1	[stell]
policeman	3	[pliceman, policemen, pcliceman]
progressive	1	[progreciv]
responsible	10	[respponsible, responsibe, responsble, responsble, responbable, responsilble, responsibal, reponsible, reponsible, resposible]
overcooked	2	[overcoked, overcook]
luckily	8	[luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly]
visitor	1	[visiter]
weekends	3	[weekens, weeken, weeken]
secretary	8	[secretaty, secetary, secritary, sectorary, secretatry, secretaly, secreatry, secretarty]
symptoms	1	[symtoms]
integrated	1	[intergrated]
article	4	[acticle, artcle, articl, artical]
industrial	3	[industray, industrail, industiral]
afternoons	1	[afernoon]
fall	1	[full]
aunt's	1	[anut's]
stud	1	[stod]
directors	1	[directers, directers]
waitress	1	[waitness]
based	1	[bassed]
old	13	[oid, pld, olders, ols, oid, oid, oid, olds, oid, ole, olds, olds, olds, olds, lod]
solutions	1	[solutons]
wish	3	[wishi, whish, wash]
wise	1	[wisd]
unhealthy	1	[unheathy]
fried	4	[fired, frid, fired, fired]
workers	1	[workes]
fortune	1	[furtune]
bold	1	[buld]
turned	1	[truned]
please	52	[pls, pls, pls, pls, pls, pls, pls, pls, pls, pleas, pls, pls, pleas, pleas, pleas, pls, pls, pls, pls, pls, plsease, pls, pls, pls, pls, pls, pls, pleas, pls, pls, pls, pls, plcease, pleaes, pls, pls, pleae, pleas, pls, pls, pls., pleae, pleas, pls, pls, pls, pls, pls, pls, pls, pls, pls, pls, plese, pls, pls, pls, pls, pleas, pls, pls, pls, pls, plese, pls]
compromise	1	[comprise]
bachelor's	1	[bachlor]
three	23	[there, there, there, one two [[thyee, there, there, there, shree, tree, therr, there, thire, thire, thress, there, there, theer, there, stree, tree, treey, thiry, there, thire]
kites	1	[kates]
pleased	2	[pleasebe, pleasure]
directly	1	[direectly]
positive	1	[postive]
custom	3	[custemor, couterm, coustom]
work	29	[wrok, wok, wok, wok, woke, woring, works, wrok, woke, wrok, wrok, wok, wrok, worke, workes, wok, wrok, woeked, workng, wok, wrok, worke, wrok, wark, wark, worker, wroked, wo!rk, woke, wrok, wrok]
succeed	1	[successed]
letter	6	[lettre, lettle, lettle, lettle, lettle, lettle, lletter]
global	4	[gobal, globle, golbal, gloabl]
flu	2	[ful, flue]
discover	2	[discver, dicover]
campaigns	1	[compaigns]
class	2	[alss, calss]
property	1	[propery]
sense	4	[sence, sence, sence, snecs]
staying	3	[satying, stading, stying]
heavily	1	[haevy]
environment	26	[enviroment, enviroment, envornment, enviroment, enviroment, enviremont, envirvoment, enviroment, envirment, evirenment, envirement, envirment, enviorment, enviroment, enviroment, enviorment, enviroment, enviorment, enviroment, envioment, enviroment, enviroment, enviroment, enviroument, enviroment, enviroment]
window	6	[winder, winder, windon, windo, wintow, windon]
clerk	1	[cherk]
fly	1	[flly]
manufacturer	4	[manufactory, manufactory, manufaturer, manufactrue]
program	2	[programe, promgram]
popular	5	[populared, popuplar, porpular, puplor, populer]
company	44	[compay, campany, copmany, comany, conpany, campany, campany, comany, compney, conpany, campany, compangy, comany, complany, compay, compnany, compay, comany, compay, comany, comanpy, comany, complany, compan, compamy, comany, compnay, comapny, comapny, compant, compay, compony, comany, commpany, compeny, compay, campany, complany, comany, comany, compay, commpany, compoly, comoany, compan, conpany]
responsibilities	3	[responisiblities, responsibilties, responsibillities]
even	3	[een, ever, eve]
word	1	[words]
wore	1	[weared, weared, weared]
brush	22	[bursh, byush, bruch, bruch, bursh, bursh, bruch, bruth, bursh, brust, bruch, bursh, broush, bruch, bursh, trush, bursh, bruch, bruth, bruth, bruch, bruth, bursh]
nowadays	3	[nowdays, nowdays, nowdays]
management	19	[managment, managerment, managerment, manegement, managment, managment, manamgement, managemet, managment, managerment, mangagement, managent, managerment, managment, managment, managemert, managemant, manangement, managment, mangement, magement, mangement, managment, mnagement]
scratching	1	[scrathing]
friend	36	[freind, fridend, freind, freind, frlead, frined, frined, feriend, firend, freind, frieds, frend, firend, freind, freind, friendy, firend, frind, freind, frend, freind, freind, firend, frisnd, friender, firend, freind, freind, freind, firend, frend, firend, firend, faiend, freind, firend, fridend, freind, frends, friand]
skilful	1	[skillful]
efficient	8	[efficent, efficent, efficent, efficent, effecint, efficent, efficent, efficially]
ride	2	[rade, rede]
stop	1	[stopp]
dancing	7	[danceing, daning, danceing, danceing, danceing, dacing, dacing, danceing]
warm	9	[warn, warmy, worm, warin, ware, waem, warn, wram, wram]
allow	3	[allowed, allowe, allowe]
interests	3	[intersts, interets, intrests]
one	6	[on, oen, oane, oen, ong, onw, onw]
pepper	3	[prepper, peppar, peper]
pretty	3	[prety, prety, prety]
minute	2	[mintues, minuet]
responsiveness	1	[reponsedness]
graph	1	[grahp]
officer	2	[officeer, offcer]
stairway	2	[stainway, stariway]
offices	2	[offics, ofices]
during	5	[duing, durning, druing, druing, duiring]
sunny	9	[summy, sanny, suuny, suuny, suunny, suuny, suny, suny, suunny, suning]
meat	3	[meet, meet, meet, meet]
wash	4	[wish, wahes, washe, wath]
rhythm	2	[rythem, rythm]
broccoli	2	[broccolis, bruccoli]
they're	3	[theyare, they'er, there're]
perfect	4	[perfcet, prfect, perfet, prefect]
passion	1	[passon]
fine	2	[fien, fane]
find	3	[fien, finf, fand, finde]
office	28	[fooice, coffice, offive, offic, ofiice, offfice, ofice, officer, offic, offic, offcer, offic, offics, offece, offics, offiices, offece, iffice, offce, offic, ofiie, lffice, offce, offic, pffice, eoffice, ofifce, offcie]
motivating	1	[motivative]
boot	1	[boots]
with	21	[wiht, withe, whith, whith, withing, withing, withe, witn, wwith, wiht, witn, wiht, witj, wihe, iwth, wint, wity, width, whith, wwith, wiht, whith, wkth]
ponytail	1	[ponynail]
