Correction	ErrorFrequency	Errors
juice	13	[juce, jus, juce, jucie, jucie, juise, juce, juis, juse, juse, juise, juce, juise, juce, juse]
traits	1	[traints]
points	8	[poants, pointe, poins, pounts, poins, pointes, poin, poins]
beautician	1	[beutician]
happen	1	[happend]
invitation	10	[invitaiton, ivitation, invatation, invetation, invatiation, ivitation, invatition, invintation, invintation, invatation]
opportunities	5	[opporunities, opporunities, oportunity, oportunities, oportunity, upportunities]
preparing	6	[preparating, prepearing, prepearing, prepearing, prepaing, prepearing]
piece	2	[peace, pice]
sweaters	7	[swiater, switers, sweathers, sweters, switters, sweates, sweters]
turn	5	[turne, tustn, tirn, term, term, tutn]
ends	1	[eds]
organized	4	[organaized, organazed, organazed, organazed]
kitchen	4	[kithen, kithcen, kithen, kithen]
available	4	[avaliable, awailable, avaliable, avaliable]
favorite	37	[fovorite, favorit, favorit, favorid, faforite, favoriute, favorit, favorit, favorit, favoritev, faivorite, favotire, favourite, favorute, favorit, favorit, favorit, favorit, favorit, favorit, favorit, favotite, faforite, favorit, fovarite, favorit, faivorite, favofite, favorit, favorit, favirite, favorit, favourite, favoutire, faivorit, fevorite, favorit]
sculpt	1	[scuipt]
centimeter	1	[sentimeter]
climbing	1	[climbig]
price	2	[prise, prise]
afraid	5	[afriad, affraid, afraied, afraided, afraided, afride]
dropped	2	[droped, droped]
coming	13	[comming, comming, comming, for [[comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming, comming]
own	1	[oun]
shower	6	[whower, shover, shover, shover, shover, sower]
twelve	18	[twelwe, tweive, twelwe, tuelve, tvelve, twelwe, twelwe, twelf, tvelve, twelwe, tvelwe, tvelwe, twelwe, twelwe, twelwe, twelwe, twelwe, twelwe, twelwe]
ways	1	[wayes, wayes]
face	1	[faice]
invitations	3	[invitions, invintations, invitatins]
born	4	[burn, dorn, dorn, burn]
onions	2	[oniones, onnions]
sandstorm	1	[sandstrom, sandstrom]
referring	1	[refering]
common	1	[commom]
pounds	1	[pounts]
breakfast	24	[brekfast, breakfest, breakfest, breackfast, breakfest, breakfest, breakfest, brekfast, brekfest, breakfest, breakfest, breackfast, brekfast, brecfast, brekfast, brakfast, breakfest, breakfakt, breakfest, dreakfast, brekfast, breackfast, breacfast, breckfast]
bucket	1	[busket]
discriminated	3	[descriminate, dicriminated, dicriminated]
next	4	[hext, hext, nex, nexst, nexst]
daughter	84	[dother, dother, daugther, daugther, daugter, doughter, dauther, doughter, dauther, dothe, daugher, daugther, daugther, daugther, dauoter, doughter, doughter, doughter, daugther, daugter, daugther, daugter, daugther, dauther, doughter, doughter, daugter, doughter, dodher, daghter, doughter, douther, dauter, doughter, dauther, daugter, douther, douter, doughter, dougther, daugther, doughter, dauther, daugter, daugter, doughter, doughter, dother, dauter, doughter, dauther, daugter, daugther, doughter, doughter, doughter, doughter, dauther, daugther, doughter, doughter, daugther, daugther, daugher, doughter, doughter, daugther, doughter, doughter, doughter, dougther, doughter, daugter, doughter, doughter, dougther, dother, doughter, daughetr, doughter, doughter, doughter, doughter, doughter, doughter, dauhter, daugther, daugther, daughther, daughther, douter, douter, dauther, dauther, doughter, doughter, doughter, dote, dougter, daugher, daugher, daudhter, daugher, dauqhter, dauhter, doughter, daugther, daugther]
desks	9	[dasks, dasks, desrs, decks, dasks, decks, descs, deskes, deskes]
threats	1	[treades]
consequently	2	[conaequently, conaequently, consequantly]
differences	1	[diffrence, diffrence]
headphone	3	[hearphone, geadphone, headpone]
document	1	[dokument]
surrounding	2	[surroundind, surrouding, sorrounding]
habit	1	[hadit]
dynamics	1	[dinamics]
punctual	2	[panctual, punctial]
happy	4	[happe, happined, heppy, huppy]
itinerary	1	[itinerery]
crisis	1	[crisises]
festival	9	[festaval, fastival, festivbal, festivel, festifal, fesival, fectival, fastival, festivel]
caught	4	[cought, cought, cautgh, catched, cought]
notice	1	[snotice]
hair	24	[hais, heir, heir, hiar, hiar, hai?, hear, haire, heirs, hier, hear, hear, hear, hairs, hear, hear, hiar, hiar, hear, haier, heir, hear, hear, hear, hait, hear, hear, hear, yair, hear]
luxurious	6	[luxirious, luxirious, luxurios, luxurios, luxusorious, luxutious]
ginger	2	[ginder, ginges]
sweets	2	[swits, shashlik]
news	1	[new's]
later	5	[late, latter, leter, leter, leater]
absence	1	[absense]
boss	1	[both]
king's	1	[kings']
parrot	1	[parot]
vegetables	10	[vegetabls, veetables, svegetables, vegetabls, vergetables, vegtables, vegtables, vegitables, vergitables, vegertables, vegatables, vergetables, vegetebles]
huckleberry	1	[geklberry]
headphones	25	[hearphone, headpnones, handphones, headphons, herdphones, headphons, heardphones, heardphones, haedphones, heardphones, headhpones, hearphones, heaphones, headfhones, neadphones, headphons, heardphones, hearboards, hearphons, heardphones, heaphones, headhones, hadphons, headhones, heardphones]
seller	1	[saler]
surprised	8	[suprised, surpised, suprised, suprised, suprised, suprised, surprized, suprised, suprised, suprised]
supervised	1	[supervized]
lung	1	[lungs]
worrying	1	[warring]
preference	1	[prefernce]
falls	1	[fals]
mixture	2	[mixtire, mexture]
producer	1	[produser]
grams	1	[gramms]
checked	1	[check]
yoga	6	[youga, joga, youga, youga, ioga, ioga, joga]
decrease	2	[decreas, decreas]
agree	2	[agry, argee]
grocery	1	[grossery]
salad	14	[salade, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, salat, lalad]
both	3	[borh, borth, doth]
candidate	4	[candidat, candidat, candidat, candidat]
served	1	[sereved]
loose	1	[lose]
alley	3	[ally, ally, aley]
after	2	[aftere, afther]
takes	4	[take, take, takas, tales]
woke	2	[waked, wouke]
commit	1	[commite]
glamorous	1	[glamourous]
taken	2	[have [[tooken, taked]
candidate's	1	[candidat]
electricity	1	[electrisity]
tennis	4	[tennes, tennes, tenis, tanis]
conference	1	[conferece]
marry	2	[marred, merry]
what's	2	[wath's, whot]
reports	1	[reportes, reportes]
overnight	2	[overmight, overmight]
demonstrate	1	[demonstatrate]
charges	1	[charg]
scored	4	[cscored, skored, skored, skored, skored]
victim	1	[victum, victum]
household	1	[houshold]
associates	1	[assosiates]
billion	1	[billon]
coffee	33	[coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, coffe, cofee, coffe, coffe, coffe, coffe, coffe, coffe, coffe, cofee, cofee, coffe, coffe, cofe, coffe, coffe, cofee, coffe, coffe, coffe, coffe, coffe, cofe, coffe, coffe, cofee, coffe, coffe, coffe, coffe, coffe]
lifeboat	1	[lifeboart, lifeboart]
white	20	[whit, hite, whete, whit, whit, weight, whit, wite, wite, wite, wihte, wite, wite, whith, wiht, wite, whait, wight, wtite, wite]
horizon	1	[horison]
listening	9	[listerning, listerning, lisening, listeing, listenning, listining, listining, listining, listeing, listenning]
fun	6	[fan, funy, fan, fin, fan, fune]
size	1	[saze, saze]
inform	1	[informe]
that	11	[yhat, thah, tat, what, thet, what, thats, thet, thet, thet, thats]
unfaithful	1	[unfaithfull]
encourage	7	[incourage, encorage, encoursge, encorage, encourange, encorage, encorage]
than	20	[then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, tnan, thah]
pears	1	[paers]
require	1	[reguire]
foreign	17	[foriegn, foriegn, foriegn, foreing, foring, foreighn, foreighn, foreing, foreigh, foregin, forein, foreing, foreigh, foreigh, foreighn, foreighn, forien, foreigh]
cigarette	1	[cigarett, cigarett]
result	1	[resault]
cries	1	[cryies]
opposite	16	[opposit, opposit, opposit, opposit, opposit, opposit, opossite, opposit, opposit, oppeside, opposit, opposit, opposit, opposit, opposide, opposit, oppsit]
about	15	[abput, adout, obout, obout, aboute, aboot, abou, abour, abaut, abaut, aboot, aboot, adout, adout, abaut, abot, aboum, abot, abot]
well	2	[vell, wel]
stylist	1	[stilist]
listens	1	[lisstens]
exotic	1	[exotoc]
engineering	4	[enginereeng, ingeneering, enginering, engeneering]
photography	1	[fhotografy]
complete	2	[complite, comlete]
companion	1	[cmpanion]
cocktail	1	[coctail]
above	1	[adove]
feed	8	[feet, food, food, food, fedd, fedd, feet, fed, feet, feet, food, food, food]
confidential	2	[confidantial, confidantial]
girls	1	[gerls]
feel	5	[feeled, fill, fell, fell, feek]
promise	1	[promice]
disliked	1	[dislikd]
sauce	5	[sause, souse, sause, souce, souce, souse]
renovations	1	[rehovations]
resume	3	[rezume, rezume, recume]
newsagents	1	[newagents]
views	1	[veiws]
wavering	1	[withing]
unintentionally	1	[unintantionally]
service	7	[servise, servise, servise's, cars-[[servise, servic, servise, servise]
claim	1	[clame]
tight	2	[thight, tihgt, thight]
serves	1	[servese]
our	6	[out, out, oue, oure, out, aur]
brief	1	[bref]
employees	7	[emploees, emmloyee, empoyees, emloyees, emloyees, emloyees, employes]
out	5	[uot, aut, aut, aut, uot]
skills	7	[skil, skils, skillls, skilks, skils, skils, skils]
marble	1	[marbel, marbel]
whiskey	1	[whyskey]
suffering	2	[suferring, saffering, saffering]
for	20	[fo, of, fo, fo, fo, gor, fo, fo, fr, fo, fot, fo, dor, fo, fo, fo, fo, fo, par, fot, fpr, four, fo, fo]
motivation	2	[motivatment, motivatet]
conducts	1	[condacts]
hundred	2	[hundrid, handred]
angry	2	[angree, angy]
supervision	1	[supervise]
bring	1	[brigt]
sailor	2	[saller, saylor]
leggings	3	[leggins, leggins, leggins, leggins, leggins]
simultaneously	1	[simulteneously]
travelling	2	[trawelling, trave]
coconuts	1	[cocnats]
watching	9	[wathing, whatching, watcing, wathcing, wathing, wathing, waching, wtching, wathing]
sales	3	[salea, saling, saler]
colonial	1	[colorial]
expectations	2	[expections, expections, exectations]
weather	29	[wether, wether, whether, wearher, weathre, wether, wether, wearher, weathre, wather, wether, wether, weaher, weater, weater, weater, wether, wether, wether, wether, wather, wather, weater, wether, wether, wether, weathet, wheather, wheather, wether, weater, wether, weater, wether, wether, wether, wether, wether, wether, wether, weater]
speaking	2	[speeking, speacking]
choose	5	[choosw, chose, chose, chuse, chooze]
groups	3	[gropus, grous, groupe]
journalist	1	[jornalist]
encrusted	4	[incrustated, incrusted, incrusted, incrusted]
wine	9	[vine, vine, vine, vine, vine, vine, vine, vine, win, vine]
glad	2	[glag, glade]
information	7	[inforamtion, infomation, informations, infomation, informations, infomrmation, informati?s]
others	3	[another's, ohters, ohters, overs]
vandalize	1	[vandalaze]
wishes	8	[wisshes, whishes, whishes, wisches, whishes, wiches, withes, whishes, whishes]
fascinating	3	[fasinating, fasciating, fashinating]
airplane	1	[airplain]
mortgage	5	[mortrage, mortage, morgage, morgage, mortagage]
atmosphere	1	[atmoshere]
guilty	1	[guity]
table	5	[tadle, tadl, tablr, tabl, tabie]
shareholder's	1	[shereholder's]
fair	2	[faire, faire]
create	2	[creat, creat]
parliament	1	[parlament]
soldier	1	[solder, solder]
supervisor	2	[superviser, [[superviser]
stewardess	1	[stewardes]
language	11	[languadge, languag, leanguage, lenguage, lengvich, languige, languare, launguage, launguage, lanquage, languagu, languagu, languadge]
cried	1	[cryed, cryed]
evil	1	[evel]
eucalyptus	4	[eucaliptus, eucalyprus, eucaliptus, eucaliptus]
position	12	[possition, possition, posision, possition, posihion, posotion, posiyion, posision, pozition, positionand, posishion, possition]
examination	1	[examinational]
qualifications	2	[qulifications, qulifications, qulifications]
jumping	1	[jumpimg]
tiger	1	[tigar]
comedy	1	[camedy]
rebuilding	1	[rebuildihg]
ground	2	[grount, graund]
mentioned	2	[mensioned, mantioned]
rarely	5	[reraly, reraly, rarety, rearle, reraly, reraly]
diseases	3	[deseases, deases, deaseses]
effective	1	[effestive]
wanted	2	[want, wonted]
they've	1	[they’ve, they’ve]
triangular	1	[in the form of [[trangular]
character	1	[haracter]
title	2	[titel, titul]
dates	1	[dats]
sailing	13	[salling, saling, saling, sailling, salling, salling, salling, siling, siling, saliling, salling, saling, sailling, selling, seiling, seiling]
wardrobe	4	[wadrobe, wadrobe, wordrobe, wardroab]
length	6	[lenght, lenght, lenth, lenth, lenght, lenth]
highly	1	[hightly]
anthropomorphic	1	[antropomorphic]
rent	1	[rant]
steadily	1	[statedly]
beautifully	2	[beatifully, beatifull]
want	20	[wont, wont, whant, wont, wont, whant, wen, whant, whant, whant, wont, wont, wont, wont, whant, whan, whan, whant, went, whant, whant, whant]
covered	1	[coved]
stolen	2	[stold, stollen]
steak	3	[sake, stake, stake]
entertained	1	[entertined]
desert	1	[des?ert]
responsible	10	[resposible, responsable, responsable, responsable, responsibil, responsibil, respontsible, respoinsible, responsble, responsobile, responsobile, responsable]
overcooked	1	[overcoocked]
acknowledges	1	[acknowleges]
luckily	1	[luckly]
typhoon	1	[typhan, tyahoon]
saint	15	[sankt, sankt, sankt, sankt, sankt, sant, sankt, sant, sankt-, sant, sankt-[[, sant, sankt, sankt, sankt, sankt]
weekends	1	[weerends]
ferret	1	[ferets]
symptoms	1	[sympthoms]
fries	1	[frei]
cupboard	1	[capboard]
article	1	[artical]
victor	1	[viktor]
melons	1	[melones]
phrases	1	[phases]
clearly	3	[cleary, clearty, clerly, cleary]
waitress	1	[weitress]
unsafe	1	[unsafety]
genre	3	[genress, genere, genere]
seeker	1	[seaker]
cannabis	1	[canabis]
old	4	[oid, ild, [[olds, oid]
dies	1	[dyes]
stressful	1	[stressfull]
wish	1	[whant]
wise	1	[vise]
answers	1	[ansvers]
shocked	1	[shoked]
fried	1	[frid]
workers	2	[workes, wokers]
please	15	[pleas, pleas, plaes, pleaze, pls, plese, plese, pleace, plese, plese, plese, pleas, pleace, plz, pleas, pls]
turned	1	[terned]
complimentary	1	[complimentery]
compromise	1	[[[copromise]
safari	8	[safary, safary, safary, safary, safary, safary, safary, safary]
three	12	[tree, thre, thee, thre, tree, thry, thry, free, thtree, thri, there, tree, free]
photographer	1	[fotografer]
enquire	2	[enguire, enqiure]
transformer	2	[tranformer, transfomer]
positive	1	[possitive]
work	7	[worke, wor, wokr, wokr, wokr, worke, wolk]
thrown	1	[throw]
letter	4	[latter, latter, leter, latter]
global	1	[glabal]
flu	1	[flue]
campaigns	2	[campaings, campaings]
class	1	[classa]
pacific	4	[pasific, pasific, pasific, pasific]
sense	3	[sence, sence, sence, sence]
staying	7	[staing, staing, staing, staing, stayng, stayin, staing, staing]
affordable	1	[affodable]
northern	2	[northen, northen]
environment	7	[environement, enviroment, enviroment, enviroment, emiroument, enviroment, envirenment]
threw	1	[throw]
window	2	[winndow, windon]
clerk	1	[klerk, klerk, klerk]
cardigan	1	[cardiqan]
expresses	1	[expreses]
program	9	[progra, programm, i am fanny what have this [[programm, programm, programe, programm, programm, programm, programm, programm]
popular	1	[populor]
company	7	[comany, compagny, compagny, compani, companie, compamy, compani, compani, compani]
responsibilities	12	[responibilities, responsibillities, responsibilites, respnsibilities, responsibilites, responsibilitues, responsibilies, responcibilities, responsobilities, responsibilties, responsabilities, responsbilities]
horrors	1	[to the people whom differ from the others to live freedom in the original society without any [[horrows, to the people whom differ from the others to live freedom in the original society without any [[horrows]
coincides	1	[coinsides]
brush	6	[bruch, bursh, broch, bruch, bruch, brash]
nowadays	8	[nowdays, now days, nowdays, nowaday, nowdays, nowdays, nowdays, nowdays]
barbecue	2	[barbeque, barbeque, barbeku]
management	27	[managment, managment, managment, managment, managment, managemet, managerment, managment, managment, managment, managment, managment, managment, managment, managment, managment, managment, menegment, menegement, managment, managment, managment, managment, managment, managment, managment, managment, managment, managment]
ever	1	[evere]
efficient	2	[effecient, effecient]
feelings	2	[feelling, fellings]
friend	27	[freind, friand, frend, friens, frend, frind, freind, frend, freind, freand, frend, frend, frend, freand, frend, frend, freand, frend, freand, freind, freind, freind, frend, freand, friehds, freind, freynd, freund, freind, freind]
dancing	11	[dansing, dansing, dan?ing, dansing, dansing, dansing, dansing, dancig, dansing, dansing, danceing, dansing]
warm	5	[worm, worm, worm, worm, worm]
allow	3	[allowe, allowe, allowe]
interests	3	[intrests, interast, inerests]
fans	1	[funs]
one	7	[jne, on, ones, on, on, ony, ono, on]
pepper	3	[peper, papper, papper]
orchestra	1	[archestra]
pretty	1	[pritty]
hailstorm	1	[hail storm]
coast	1	[cost]
congenial	1	[congenual]
graph	3	[graf, graf, gragh]
satisfactory	1	[satisfacting]
stairway	2	[staiway, starway]
officer	1	[ofiser]
during	1	[durin]
sunny	4	[sunni, sanny, sanny, synny]
meat	6	[meet, meet, meet, meaty, meet, meet]
announcements	2	[announces, announsement]
wash	4	[whash, washe, wach, washe]
rhythm	1	[rythn]
they're	1	[thay're]
melted	1	[malted]
perfect	4	[pecfect, prfect, rerfect, rerfect, perfert]
fine	3	[fan, fain, fain]
weren't	1	[waren't]
find	5	[fund, fing, fnd, fnd, i didn't [[wind, finde]
meal	1	[meel]
office	28	[offce, offilce, ofice, oficce, offise, officce, offise, offise, offise, offis, offise, offise, offise, offise, offise, ofice, offise, offse, offes, affice, affice, offise, offise, ofiice, offise, offise, offise, offise, offis/, ofiice]
profit	1	[profil]
with	59	[witn, whith, witn, wiht, whis, whith, whith, whis, [[whith, wish, whith, wiht, wiht, wish, whith, whith, whis, wiht, whit, [[whit, whith, whith, wiht, wich, wiht, whith, whis, whis, whith, whith, whith, wiht, wiht, whith, whith, whith, whis, whis, whith, wtih, wich, whith, wiht, whith, wit, whis, wiht, whith, whith, wiht, whith, wihh, whith, whith, wirh, wirh, witn, whith, whis, fith, woth, whith, whith, whith, whith, whith, whis, i [[whith, whith, whith, whith]
rice	11	[rise, rict, rise, rise, rise, rise, raise, race, rise, rise, rise]
circumstances	3	[circumstanes, circunstances, sircumstances]
website	2	[web site, web cite]
fill	9	[feel, full, fil, file, full, file, fiil, fil, fit]
families	1	[familys]
rules	3	[rulls, rools, rulles]
coats	2	[costs, coast]
cinema	4	[sinema, sinema, sinema, sinema]
engaged	1	[angaged]
continue	2	[continiue, cotinued]
coloring	1	[coloristic]
channel	3	[chanel, chanel, chanel]
camisole	1	[comisole]
surfs	2	[surfes, surfes]
oozes	1	[ozzes]
bright	1	[brigth]
pants	14	[peants, plats, hants, plants, pans, paints, pents, points, plants, pans, pantes, pantes, pans, pans, ponts, pands]
bacon	1	[dacon]
awareness	1	[awarness]
managing	2	[managering, managering]
warehouse	1	[warhouse]
party	11	[parti, paty, paty, paty, pary, paty, paty, patry, patry, patry, paty, paty, pary]
academic	2	[academy, academi]
time	1	[tame]
sparkles	1	[sparkels]
subway	2	[subvay, sabway]
married	32	[maried, merried, merried, merried, merried, merried, m merried, marryed, merried, meried, merried, merried, merried, m merried, marryied, merried, merried, maried, marrid, marrided, marrided, merried, merried, merried, merried, marrid, marred, merried, marred, merried, merried, meried, meried, maried, marrid]
psychology	2	[psycology, phychology]
tent	7	[tens, tant, tant, ten, tant, tant, tend]
duties	9	[duites, dutyies, dutyies, dutes, dutes, dutes, dutys, duities, dutes, dutes]
salary	6	[slary, sallary, sallary, sallary, salery, salaru, salery]
hungry	3	[hangry, hangry, hangry]
objects	2	[ojects, objeckts]
intelligence	1	[intelligeance]
opened	1	[opend]
these	8	[thise, theese, thees, thes, thise, thise, those, theese, thise]
else	1	[else's]
microphone	1	[mikrphon]
mansion	1	[manson]
noodles	1	[noodlles]
rainier	1	[rainer]
goddess	1	[goddes]
project	1	[progect]
enthusiastic	3	[enthusiating, enthuthiastic, enthisiastic]
neighbors	1	[neigborhs]
he's	6	[hi's, hi's, ??'s, hi's, hi's, he 's]
urge	1	[urce]
lined	2	[lines, linned]
discuss	4	[disscuss, discus, discus, discus]
herself	1	[herslef]
sick	1	[seak]
each	9	[ich, earch, eavh, earch, earch, aech, esch, ech, ehach, euch]
bin	1	[bain]
cocoas	1	[cocoes]
big	6	[bis, bigg, bog, bog, bid, beg, bid]
uncle	2	[ancle, ancle]
bills	1	[bils]
mistakes	1	[mistaks]
unique	1	[uniqe]
smooth	1	[smoothy]
knowledge	32	[knowleges, knowleges, knowledges, knowlledge, knowleges, knowledges, knowledges, knowledges, knowledges, knowledges, knowledges, knowledges, knowlege, knowleges, knowleges, knowledges, knowleges, knowlege, knowlege, knowledges, knowlages, knowledges, knowledges, knowlleges, knowledges, knowledges, knowlegde, knowladge, knowladge, knowlege, knowladge, knowledges, knowledges, knoledge, knowlege]
drove	1	[drived]
interested	12	[intereted, intersted, inerested, ineresting, iteresting, interestet, intersted, interesed, intrested, intrested, interesed, intrested]
currency	1	[?urrency]
training	4	[tranings, traning, trainig, traning, tranning]
bathing	1	[baithing]
patient	1	[pation]
appointments	4	[appoinments, appointmens, appoinments, apointments]
scenes	1	[sceens]
wives	1	[wifes]
recognize	1	[recougnize]
bath	1	[bouth]
ninety	4	[ninty, ninty, ninty, ninetee]
tell	1	[tee]
lived	1	[leaved]
interesting	75	[intresting, intersing, intresting, intresting, intresting, intresting, intresting, intresting, intresting, interseting, intresting, intresting, intresting, intresting, ineresting, intresting, iteresting, intresting, interestig, interestig, intersting, intersting, intresting, intresting, intresting, intresting, intresting, interestig, interisting, intresting, intresting, intresting, intresting, interstin, intresting, intersting, intresting, intresting, intresting, intresting, enteresting, intersting, unteresting, intersting, intersting, inresting, inresting, introsting, intersting, intresting, intresting, intresting, interestig, intresting, int?resting, intresting, intresteen, interessing, intresting, intresting, intersting, intresting, intersting, intresting, intresting, intereting, intresting, intersting, intresting, interesing, intresting, ineresting, intresting, intresting, intresting, intiresting, interestig, intrresting, interesnig, intresting]
instinctive	1	[instictive]
member	1	[memeber]
trousers	6	[trouses, trousens, thousers, trouseres, trouses, trourses]
redesign	1	[redesighn]
choices	1	[choises]
hour	2	[houre, houre]
morning	19	[moring, moning, morneng, moning, moning, mooning, moning, mornig, moning, moning, moning, moening, moning, moning, mornng, mornig, moning, morining, mornig]
sofas	1	[safas]
electronic	2	[electronical, elektronic]
standards	2	[standarts, standarts]
aunt	3	[auth, autn, aun]
exiting	6	[eciting, exating, ex?iting, ecxiting, ecxiting, ecxiting]
public	2	[pablic, publik, publik]
shooting	1	[shoting]
treatments	1	[threatments]
yogurt	1	[yoghurt]
physical	5	[physiscal, physiscal, phisical, phisical, phisical, phisical]
drinking	1	[drinkin]
anywhere	1	[anythere]
bookkeeper	1	[bookkeaper]
bathrooms	1	[bathroms]
you'd	1	[you 'd]
photographed	1	[photographe]
cruise	1	[cruis]
has	4	[hase, hase, haas, hs]
insensitive	1	[insencitive, insencitive]
hat	2	[nat, hut]
software	1	[sotfware]
aboard	1	[abord]
band	1	[bank]
graduated	21	[graduted, gradueted, gradueted, gradulated, draduated, gratuated, graduaded, graduatet, gradiated, graduaded, gratuated, dradueted, gradueted, grtaduated, gradueted, gradueded, gradueted, dratuated, gradueted, gratuated, gratuaded, gratuaded, gratuaded, graduaded]
tourists	1	[turists]
grapes	1	[grappa]
immunity	1	[immunitet]
friendship	1	[frienship]
bank	1	[banke]
notified	1	[notifited]
widespread	2	[widerspread, widespreadest]
overall	1	[owerall]
fireplace	1	[fairplace]
invoices	1	[invoises, invoises]
planes	1	[plains]
had	1	[hade]
climate	2	[climite, climat]
ironed	1	[ironined]
dad	2	[ded, ded]
monitor	1	[monitore]
colors	2	[coloros, colorus]
aunts	1	[anuts]
code	2	[kode, cod]
cream	10	[creame, creem, crem, creem, creame, creame, creame, crem, creame, creem]
armchair	1	[armchiar]
sign	2	[sing, sing]
economics	1	[ecomonics, ecomonics]
factory	2	[fectory, faktory]
seventy	2	[sevehty, sevanty]
day	3	[days, dsy, dae]
prefer	6	[prefere, preffer, prefere, prefere, prefere, prefere, prefere]
fast	1	[fastly]
large	3	[ladge, ladge, lage, lage]
hope	11	[hoop, hape, hpe, ?ope, hoop, hopy, hoop, hop, hoppe, hape, hopr, houpe, houp]
insurance	22	[insurence, insuarance, insuranse, insuarance, insurence, insuarance, insuarence, insurence, ensurance, insurence, insurents, incurance, ensurance, insurence, insuriense, ensurance, incurance, insuarence, insuranse, insurans, incurance, insurence, insurence, insuarance]
resemble	1	[recemble]
promotion	2	[promoaction, promotionin]
songs	1	[sohs]
exercise	10	[excercise, excersise, execise, exersise, execise, exersice, excercises, exercing, exercing, exersice, excercise]
benevolent	1	[benevolents]
drinks	3	[drink's, drinrs, dkinks]
meets	1	[mets]
lights	2	[ligth, ligts]
honeymoon	1	[honemoon]
response	1	[responce]
author	8	[autor, athtor, autor, autor, autor, auhtor, autor, authour]
balls	1	[boll, boll]
ache	1	[acke]
tale	2	[tail, tails, tails]
discounts	1	[disconts]
name	21	[nme, nsme, name's, nams, nami, nam, mame, neme's, ame, naem, neme, nime, namy, neme's, neme, naim, nam, nema, neme, nema, namt]
altogether	1	[alltogether]
sandals	2	[sandols, sandales]
decorating	2	[decoreting, decoraiting]
complaint	3	[camplain, complain, complait]
coat	1	[cost]
activity	1	[activite]
tall	6	[toll, toll, taal, toll, toll, lall]
facilities	1	[fascilities]
sightseeing	6	[sighseeing, sigthseeng, sighseeing, sightseeng, ightseeing, sightseeng]
talk	7	[talke, tolk, tolk, talks, talt, talks, tolk, tolk, tolk]
music	64	[musik, misic, musik, musik, muisic, musik, musica, musik, musik, musik, musik, misic, misic, musik, musik, musik, musis, musk, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musice, musike, musik, musicall, musik, musik, musik, musec, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, musik, misic, musi?, musik, musik, musick, musik, misic, musik, musik, musik, musik, musik, misic, musik]
law	5	[low, low, low, low, low]
taller	1	[talls]
lessons	2	[lesons, lacunes]
funniest	1	[funnest]
earphones	4	[earphons, aerphones, aerphones, aerphons]
departure	3	[depurture, depature, departer]
worthwhile	1	[whorthwhile]
vacations	1	[vocations]
thousand	1	[throusands]
theoretical	1	[teoretical]
photo	20	[foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto, foto]
planned	4	[planed, planed, planed, planed]
therefore	1	[theremore]
photos	9	[fhotos, photoes, fotos, foto, fotos, foto, fotos, fhotos, fhotos, fotos, fotos]
neither	4	[nether, neigthe, nether, nither]
never	4	[neve, neve, naver, nevet]
great	14	[gread, graet, greate, geat, greate, greate, greate, grait, greate, greate, greate, greet, greate, greate, greate, greate, greate]
nuclear	1	[nucklear]
chopped	1	[chooped]
take	4	[takes, tack, talke, took]
there	28	[thare, thare, thera, thera, ther, thera, theare, ther?, the, ther, ther, threre, thery, ther, trere, trere, thera, ttere, therre, therre, ther, tnere, trere, the, t.here, therr, ther, tere, thear, thtre, thera]
approaching	2	[approching, aproaching]
gentlemen	1	[gentelmen]
damaged	2	[demaged, dameged]
cup	4	[cap, cap, cap, cap]
usefully	1	[usefull]
zeppelin	1	[zepelin]
presentations	1	[presenations]
appearance	1	[appeariance]
programmer	3	[programer, programist, programer]
package	2	[patskage, packige]
deliberate	4	[deliberete, deliberete, diberate, deliberete, delibarate]
highlight	1	[hightlight]
phobia	2	[fobia, fobia, fobia]
languages	12	[lenguage, tanguages, lenguages, langugaes, languges, laguages, ianguages, lanquages, languanges, laguages, languiges, lenguages]
given	2	[geven, gived]
shirts	5	[shert, shiets, shorts, skits, shorts]
awesome	2	[owesome, awsome]
among	1	[anong]
mechanics	1	[mechaniks]
her	2	[?er, her's]
smile	2	[smaile, smail]
everyone	3	[evereone!, evereone!, ewryone, evereone]
configure	1	[configurate]
olives	1	[olivas]
wild	2	[with, wold]
vampires	1	[vapires]
secured	1	[protectability]
sixty	8	[siksty, sixti, sixtyn, syxty, sixsty, si?ty, si[ty, sisty, sixtee]
bag	3	[bak, bak, beg, beg]
burglar	1	[burgler]
career	18	[carr?er, caree, carriere, carreer, carier, carrier, carrier, carrier, carrier, carrier, carreer, carreer, careere, carrier, carrer, carrer, carrer, carrer, carrier, areer, carier]
canyon	1	[canion, canion, canion]
bad	1	[bed]
