ori_sentiment,tweet_text
love,some great stuff on website today
worry,is going for morrisons breakfast with my boy today wooooooooooo.
neutral,#Supernatural at 9:30pm on #Ten.. Counting down..
happiness,Good morning!!! Who wants breakfast??
sadness,up late last night .... Oracle from 8 to 4:30
worry,just be careful you do not dunk too long
neutral,Yum. Thanks. Just getting dressed and waiting for my washing to finish so I can hang it up. i will text you when I set off
neutral,"Masson i will give you the link, it is quite handy"
love,"You are very sweet, my everyday hero friend"
neutral,np so how are you? x
sadness,courgette
love,"congratulations, I hope you have an amazing day"
neutral,Not enough time for Disney World.... might just have to watch the Disney channel instead.
neutral,"Until brings back our EVERYONE button, you can access the public timeline at"
love,Well thank you.
fun,"ahah oh yes, i forgot, they need to earn money.. maybe we could get them jobs as checkout chicks if twitter takes over"
worry,"Heh, aye. I should have investigated properly first before asking Does seem like it is not the most obvious thing though."
neutral,Nope. Just come back to CT
fun,"Morning everyone! Going to a gig now, then a run. Update you all later"
relief,hmm Have to admit was a good episode and his man bag was rather fetching
neutral,"good suggestions, thanks"
worry,"ngl, my favourite thing about wikipedia sometimes is that it makes wookiepedia such an easy pisstake."
worry,hey im back i replyed xxx
neutral,just need to know what to be cautious about. being cautious is good.
neutral,may the 4th be with you
surprise,"Just opened a facebook account, i am a little confused I do not really get it. Twitter seems much better"
surprise,"really? i am in greensborough, but prev bundoora.."
neutral,just finished designing her multiply site
neutral,"yeah, big chill here too good foods, good music, great weather! have a cool day Bro!"
sadness,"hey everyone, guess what? ROONEY ISN'T COMING TODAY!"
happiness,"Going shopping Then Sunday dinner, round two :p"
neutral,she distracteded me in fb chat yays
surprise,happy star wars day
fun,"trip with school! get to go see a west end show and loads more stuff, its gonna be great"
enthusiasm,add me on myspace?? www.myspace.com/pwnage_org -&gt; pcFOpc
love,"loving your music , had a good recommendation from someone who knows his stuff"
worry,If I could only update my status in just one place....
neutral,I think both Josiphina and Jacqui have killed there tweetdecks or overspammed like SOMEONE
fun,Happy Birthday to my Whore
sadness,i am somehow totally distracted by that shirt! I do not even know why.Suddenly he is like the guy next door!
love,first trip home since diwali. But before that a couple of days in saddi dilli
surprise,finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates happy monday peeps
enthusiasm,schoool time. not doing much this week. about 20 more days of school and it is time for NYC! can not wait for the last day of school.
worry,I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything Found out about it from you
sadness,Is babysitting 3 dogs...they are all over the place...
fun,just got up Wheres the sun? =O
happiness,"yay sing it loud wed, fall out boy, all time low and cobra starship on friday WIN"
surprise,or i think one of you should give a ride! please?
fun,haha well have fun at school! i am gonna be sittin' at home with my italian restaurant by my side
happiness,Got a new belt it is a sheriff star
neutral,"hey girl, what is up? what r u gonna do today?"
neutral,"haha! yes, there is a lot to be said for nekkid religion"
sadness,"working, my 4-day weekend is over, aah well another one coming in 2 weeks"
worry,that wretched Blue nun has you in her clutches Miss Ali!!!!! S L O W down
relief,I did sales training for a couple of the papers. They paid my bills for a bit.
neutral,i am so glad
empty,"not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen..."
neutral,Your welcome.
relief,thanks
neutral,"off to school, the home for some AP studying!"
love,"Cooking microwave pizzas, yummy"
worry,School can blow me. He looks nice today thoughh.
surprise,"I love how Alex Pardee colours his picturs, so differnt"
neutral,by Ginaaaaaaaaaaaaaaaa with Ilonaaaa
relief,Alhamdulillah PFP exam was alright~ it is Strategic Management time!
neutral,"HEY, BABEE. LOVE YOOOOUUU. &gt;&lt; RP time."
neutral,Early morning R&amp;B. ?
enthusiasm,That would be most welcome
love,awesome! have to take a look at them when i am home.
happiness,haha I do not know how to work blip apart from the obvious! thanks for reblipping my song have a nice day xxx
love,awesome. lemme see when you are done.
neutral,i am leaving now to go to lilmarshmellows house :p
worry,Goodmorning world
relief,gunna spend today with my sexy best friend
love,"is wishing, after watching those videos, that it will be FREEZING next weekend so she can bring Edea out again without dying"
sadness,"sorry mum, will treat you well from now on"
neutral,Nothing like alone time with your handheld device
neutral,Heading into Glasgow for a rehearsal for my upcoming show
fun,i think you would look cute in the beanie hat
relief,"if you decide to take a break on your paper..the link is a perf-choreo, cute&amp;cheesey but enjoyable"
happiness,"haha no problem, it is fun is not it"
fun,Mmmm holiday commercials really ARE nice
love,i am dying to see the reaction on their faces .. its going to be FUN gedan begad
worry,"Neglecting the boy, apparently... i am outro, for real life"
happiness,i have just realised 400 FOLLOWERS! YAY! xx
sadness,My Life Would Suck Without You Kelly Clarkson
fun,haha FINALLY !! hiii friend .
neutral,Taking the day off and doing absolutely nothing Studying begins on the morrow
relief,Morning Glad to hear about your happy news!
happiness,thank you. we had a blast
love,Also love and Light to everyone else who I have not been able to fit into my last tweet Thank YOU All
empty,i am the heir to the over draft
empty,Up way way way to early this am....thanks
enthusiasm,Goodmorning world!
worry,you can also watch Family Guy online. www.fancast.com And yes I am a total shill.
happiness,good morning
love,I like Rio Ferdinand when he is wearing an England jersey.
neutral,"Congratuations, Sweetie."
worry,you are still welcome the door is wide enough for your zimmer frame
neutral,Ditto that for me! Staying inside warm and dry today!
fun,Something like that!
surprise,"had someone tell me tonight &quot;there are only 2 states to be in, QLD and Pissed&quot;"
happiness,supernatural tonight yay
surprise,"Yay me! But, what in particular?"
neutral,should call school and tell them you have swine flu so we can have the day off
love,"aww, jon ryan bob and greta in one picture? how adorable and it brightens my morning, ty jon walker"
neutral,"you are not kidding when you say you have to be fast, are you? I was there like 5 seconds after your tweet: nothing."
happiness,Soon my new job starts i am so happy!
surprise,"I read somewhere they were restoring the name, hope it happens soon"
relief,Wrong! thanx your THE awesome!
love,"Thanks for the follow, Doug. I like that hat"
love,Thanks darling girl xx
happiness,School -.- i am arrange for the design of the blog to a friend! I think it is looks good
empty,is making breakfast .
neutral,school then the used concert tonight!!
love,"I feel funny. Hmmp, better be an amazing fucking day. why not? I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET &lt;3333"
love,Yay I love it when you host Money For Breakfast Jenna Lee 4hrs of you the amazing and so pretty and sexy Jenna Lee yay.
happiness,brilliant! Best tool of the year
love,my mum thought that my brother laughing was the cat about the throw up... smooth
sadness,Just a couple thoughts....was bored this morning
happiness,HAPPY STAR WARS DAY EVERYONE any excuse for a few drinkies eh?
happiness,waitin for dr dee.... had lunch with my beautiful lady before that i was on the gym ... yeah need to loose 10 more
worry,Good morning twitterland. Happy Monday
happiness,"GoodMorning. My father is going balistic, and i would say more but i would rather not get beat, so Have a Good Day, and please text me"
happiness,Off to a wedding!
neutral,My hair actually looks kinda fierce today. wth? Listening to U2 makes me happy
happiness,"Finally started Twittering.... got to keep up... So downgrade from full colour, pictures etc. to simple small sized text messages...."
love,Just discovered your 'Band from TV'... you guys are really good! Love the music
neutral,"Good morning Been here since 4am, just quiet. How are you?"
neutral,gotta share this
enthusiasm,"ooh good! im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x"
love,"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we are strong!"
happiness,Oh also today we must remember that it is Hoppusday. So happy Hoppusday Yes I said it yesterday but it changed okay?
neutral,"Dear intertweet, plz 2 hack up a spotify plugin for Songbird. The SDK exists already. Just needs code"
worry,Still Doing Grench paper and still getting distracted
happiness,Another HD my lecturer was gob smacked by how good our presentation was
happiness,"i love the cheesey ones, and the cool orignal ones , , , skips i have when my brother has them got to try them u c haha"
neutral,No problem. i am just sharing the whole list to you.
empty,me knows what to be tested on all the exam subjects except for english. damn davis.
worry,"indeedy! weather crappy then, god now. pity its dark! :O hopefully it stays dry!"
happiness,weather starting to be better So just SHINE **
surprise,Hahaha...and I who actually thought you just were popular!
love,I love being able to run my tongue along my teeth
neutral,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap i win olivia
neutral,eating kfc fries!
surprise,today was my first day
love,dan humphires is the most adorable human being ever i &lt;3 &lt;3 &lt;3 him
happiness,sitting on chloes little trike thingo its a girraffe ill most probobly get yelled at with in the next minute or so! ohhh well
happiness,is busy creating a new logo for my site
happiness,aww that was a really great blog : thanks for the mention hi form the philippines :-h :
relief,Another nice day again! Working in Goderich today so I can walk &amp; enjoy the weather
happiness,got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!
neutral,et is genitals are in his magic glowing finger
neutral,rearry rip. Youd never guess what i ate..
happiness,"yes mate, on Friday"
surprise,"hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer? x"
relief,"ah! A clean house...finally, so nice"
neutral,"Early Monday,great Rainy Monday,not so great :|"
relief,"Up and around a little earlier than I wanted to be phone rang 5:30 AM. Exercise is a good way to start the day, right?"
worry,Goood Afternooon
surprise,"nvm, lexi is playlist is working its magic"
neutral,At the airport waiting
relief,it could be worse so u usually a nite owl?
neutral,new super power camping place -&gt; 24 hr MAC @ Springleaf Tower ...still eating my fries.
neutral,"w00t, have a red wine now"
enthusiasm,Good morning in Twitterville. Off to work I go...Chat @ all of u later
enthusiasm,think so but my boss is in Switzerland all week. going when she returns ira gonna be awesome
worry,"Being involved in requirements and architecture is nice and all, but now i am looking forward to writing some code!"
happiness,good and you cup cake
love,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM
surprise,I used to row in high school and just found out there is a rowing club ten minutes away from me so I thought I should sign up
happiness,oooh OK. thought I was losing my MizMind
worry,"There will be NO vidoe evidence! I can not wait, though. Now I just need 2 find a regular partner if I end up loving it!"
surprise,"Wow, congrats Rosemary"
relief,welcome back. my monday turned out ok. hope yours does too xox
neutral,communitychannel on youtube
neutral,Was actually done by my cousin
neutral,"AP gov exam. Haven't looked at this stuff in months. what is that? i am a total legal nerd and know these cases like none other? Oh, yeah."
neutral,better than a spider or some type if Australian wildlife one would imagine
happiness,yeah! i am going to Makati Cinema Square with my dad later. haha!
love,Anytime
worry,"i am going into a spiritual stagnentation, its exploding my ego!. I now realise, i am not all that great. and i am ok with that."
happiness,My wish came true! see u
neutral,Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao
love,That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.
love,I absolutely love mike watts from sexy heroes
relief,FLOODED OUT OF MY HOUSE !!! Staying with someone in town unless the water stops rising i may use it as a homework excuse
happiness,Good Morning and Have a Great Day at work
love,good stuff! i am great thanks! x
worry,"OMG!! im sooo lazyy... i can not believe im googling for a command/app to close the CD tray.. i tried telekinesis, did not quite work though"
empty,So why did my internal alarm clock wake me @ 630am?? I have another hour before my external alarm goes off! i am wide awake tho??
happiness,:visiting my friendster and facebook
sadness,"it is tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long"
enthusiasm,"CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: AWESOME video and version"
surprise,"Ohh! I got the fourth thing just not the may, ahh thanks."
neutral,2 coins people
happiness,Brilliant weekend. BRILLIANT I SAY! In work now and actually working .
happiness,Ahh saved from mowing the lawn by the rain Now I have plenty of time to go kayaking. Blessed are the rain gods!!
happiness,home from the beach and only my feet are burned. i am proud of myself and the sunscreen.
love,"Time for the hittin' the hay Later tweeps. Ala Billy Cunningham, You are all Great Americans!"
neutral,I so know what you mean
neutral,Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?
happiness,Congratulations to Manny &quot;Pacman&quot; Pacquiao! you have made every Filipino proud of being a Filipino!
happiness,Hi Jakki! Thanks for the hug right back at ya
neutral,About to have lunch with meeting with the Prof didnt go too badly
fun,I treat my hair so badly. it is revenge for it turning grey prematurely
neutral,"haha, def. That song is EPIC, have fun i am listening to new FNB"
empty,Studio Ghibli for this year; Ponyo! as always it seems to be perfect we will be waiting till august for it
neutral,shares another id draft
love,Thats beautiful
worry,"I do not feel too bad, but not sure to what I should attribute that. Could be cold &amp; flu meds; nap; alcohol; or getting better..."
happiness,"Soon we are going to look at a cabaret, it is going to be fun!"
neutral,The muse has me gripped firmly by the throat. Really enjoying my writing
happiness,photo session + mother-daughters bonding session = happy me
surprise,"haha what can i say, you are a great teacher!! you learned from the best... Hannah Montana"
surprise,Looking forward to a session at the gym
surprise,Sefton Park in Liverpool would be good... and 200m down the road from me
worry,i am seeing you in sydney in 12 days for the third time
fun,lol a bugg to school thats awsome
happiness,Mexican! that is what i am craving
neutral,I found out this morning I got 800+ subscribers! Thx! Check on Lillysan Awards! xx Li
happiness,May the 4th be with you Happy Star Wars Day !!!
neutral,is drawing a picture for her bubba
worry,"I love having days off school, I had one on friday too"
neutral,Glad to see it is a typical Bank Holiday weather wise I was going to do so much today yeah right!
happiness,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie
relief,"haha it is ok. i really do not like getting to other businesses so its Ok,"
neutral,White House joins social networking sites &gt; better late than never
enthusiasm,good morning!
happiness,heading off to schoool. going to have a good day. i just knoww...
empty,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking."
neutral,#vwll2009 Would one of the VWLLers want to add this event to our Ning? Would much appreciate that
happiness,Springtime is nice
worry,Download movie &quot;Still Waiting...&quot; cool #movie
worry,Have a good one
relief,music-habits i will join your study
love,Claude Debussy is my homeboy
sadness,Wonderful trip! Read all 4 Twilight novels. Completely all consuming and engrossing. Kinda sad to be done.
neutral,Thanks I will have the editing done soon for I see I do a better job behind the camera instead of in front of it
happiness,Yey! holiday Monday in Uk today ... have a chilled day
empty,We expect One Man Band to be released sometime next week
hate,i could have got you some from work and not paid more than R20 per 2l
worry,"I would cry a little. Wait...no I mean, the mechanical army would be -so- pleased to have proper representation. X-me!"
happiness,My favourite TV show when i was a kid was.. Bananas In Pyjamas and Teletubbies. lol Luckyy youuuu going to a JB concert! haha.
happiness,have fun ! bbq is good ! no matter where it is
worry,implementing will_paginate on my website; i love rails
worry,listening to varsity fanclub
neutral,1 more to 800... which one of your friends deserve a free hug?
love,going for lunch soon with my fave cuzs
worry,your tweets were awesome fuck the heat. that is what dencorub is for
love,may the forth be with you
happiness,i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.
happiness,Haha ^^ Thanks
neutral,Is now back at the school working on the bach.project
love,"good morning twitter-ers rise and shine,, just on my way to school"
neutral,Gosh but you travel quick....beam me up Gottfried...
worry,"could do, will the fact that its bank holiday make any difference? lemme check my money situation also"
love,i am off to see a movie &quot;17 again&quot;
happiness,"Oh, and now Mondays also mean new American Dad! So glad I watched that show, so funny, and it makes Mondays even better"
relief,yes not for putting inside anything else
surprise,someone is horsing about. Btw Hubb feels the same about twitter. he is naming as the other party
anger,Monday...Funday! Wake up people...and keep me awake please Today is going to be a long one..I can already feel it. Eww
surprise,Alexia has clogged up twitter...... again.... so I thought i would post a tweet. Um... Just had a shower!! Now I will have a drink! Teehee...
happiness,whoa. that was some showering session
neutral,where are you going paris?
sadness,"Especially hard to get out of bed with myself this morn Cuz i am hot , Now running late stuck in front of the mirror checking Myself Out"
love,&amp; i are lucas till &amp; david henrie lovers. both boys are very cute but you can have lucas &amp; ill have henrie DEAL
happiness,do not not come in i love you... and it is your last week and you need to see me..... you are hot
enthusiasm,ready to go home
neutral,"* News Flash * MegaRedPacket, Your Instant Internet Empire Early Bird Launch check this DEAL out"
worry,starbucks? I thought u were trying to b good?!
neutral,&lt;---My expression watching this again:
happiness,naw...i will keep you in. Turns out you have the odd nugget of wisdom.
worry,yep. but what does it mean?! Would you think outside the box to make name very clear what exactly is wrapped and why
worry,"Accept it, you can not do anything, can you?"
happiness,Aparantly it is #starwarsday so enjoy do not quite know what your Kent to do but be happy anywho!
empty,Just made the perfect fried egg
relief,is going to finish his last assignment. THEN GO TO BED.
happiness,"Went to see Priscilla Ahn last night, was amazin! so were the bands before her actually"
neutral,"thanks for following,"
hate,i am going to be disgraced with myself for life if i do not make it in next year. being a perfectionist sucks. good luckkkk
neutral,uploading pictures on myspace
relief,"washing off, comp was great..more people and FAB atmosphere. 1st in dist. and 2nd in exp. sess."
worry,4th may officially announced as 'bad luck day' ..
neutral,Yes! I feel the same. i have still got lots in boxes. it is so fun though. Got to my new place yesterday.
happiness,sounds like you are having a great time
worry,"welcome back to school, do not study too hard, take time off and smell roses too"
surprise,"Yeah, you better be sorry! I can not believe you, kiss my sass!!!"
happiness,awesome job last night!
neutral,"If I say &quot;Mystery Science Theatre 3000&quot;, does that mean anything to you?"
worry,1000 = make sure it has the word poo or balls in it Underbelly DOES suck balls... I gave up on it in wk 3.
neutral,"Yeah, and apparently so were you. But then you removed it..."
neutral,"yes, i am quite unsure aswell haha"
neutral,it is just one day... do a week of 60hrs to compensate
empty,Currently working on a collab with Alynn Carter called Lost Inside which i am very excited about
worry,Working on Canada Shoots information. Coming your way soon if you have expressed interest and I have your email address . Eh!!!
neutral,back to my interesting emails...
neutral,whatever do you mean?
neutral,I am freezing
sadness,"iï¿½m boring bad weather today, watchingn alias and having fun with my boyfriend"
sadness,its funny you said we would never make it and look how far we have come.... IM BACK ON HEAHHH! um. yeah. school :/
neutral,fun on facebook.
relief,"Cool music collection, can be used for non-intrusive background music music from keygens!"
happiness,3oh!3 on the radio they were amazing yesterday.
happiness,Good mornin' Jason! Ready for a fresh new week as well!
happiness,I already know what happens on Supernatural.
fun,finishing up at the studio NEW SONGS UP ON MYSPACE tomorrow MAY 5th
neutral,I didnt save those links! I dont need distractions.. I just need motivation
happiness,"the maccabees new album is a winner ,everybody should take a listen fact"
relief,"Going to be buckling down this week. So, relief for my twitter followers from my inanity. Enjoy my silence."
fun,we will write a song that turns out the lights &lt;3
neutral,May the 4th be with you #starwarsday via
anger,"Hello, yourself. Enjoy London. Watch out for the Hackneys. they are mental."
neutral,Going with Chantal to her aunt.
happiness,"Very tired! Dinner good, then churro is were good!"
love,"thanks 4 the follow, Sean."
love,"So happy, my VStudio shortcuts are backkk"
relief,Off to class .... Longggg day
neutral,New article about band called MGMT @ ATBFM.SOLIDSYN.NET
neutral,"incredibly cliched at this point, but May the Fourth be with me today!"
enthusiasm,feel like going home and sleep till the next day!
happiness,"Oh yeah, Radio1 is SO playing Earth, Wind and Fire"
happiness,heard through the grapevine that we might see you around today. Looking forward to meeting you.
happiness,is online shopping...fantastic
happiness,looking for new ideas for my blog
neutral,Marriage course is not running on either of the bank holidays in May. Back and running next week
neutral,"this is vicky spamming belle is twitter! anyway, she is rainbows on dreamwidth! i got her an invite code wahahaha"
happiness,it is well good!!
neutral,"I think my bicycle and I just freaked out a custodian, who would not have let me in the building if I did not let myself in with a key"
happiness,Hahahahahahahahahah! That tickled me so much!
happiness,hahaha. you should eat then!
surprise,installed ubuntu 9.04 on my office lap! yaaaaaaaaaaaay! &quot;install under windows&quot; feature rocks!! #awesome #ubuntu #excited
sadness,in the mood to listen to some Reg stuff Sir told me: U used to be a huge fan of mine but now it seems you have forgotten my songs!!!
hate,fucken tired as fuck it is sunny.. good day? deffff
neutral,that is the song I mean
relief,okay well then now i do not feel so bad lmao
neutral,in the mood to listen to some Reg stuff Sir told me: U used to be a huge fan of mine but now it seems you have...
worry,hopes tonight is an okay night
neutral,"even if I was drunk, i would think about using a fake/temporary mail address"
sadness,weathers let me down this morning...ugh!...hada gd nite tho!
happiness,U r welcome pal u truly deserve 2 be followed
relief,"Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck"
love,"aw, virtual hug! lol i was just about to come to your page and say aah no congratulations? but you did"
love,"Baq to sleep i go no the headach starts , if its not 1 its da other"
hate,I WISH I LITERALLY COULD FUCK JUST ABOUT EVERY NIGGA IN THE WORLD...IMA NYMPH
worry,"trying to record my audio source, maybe I need a specific program i am good thank you hehe"
worry,Just ripping here. That ad buy I was going to speak w/you about looks to be on hold for a bit. Company changed hands. :-/
surprise,"I added it, are you still awake?"
surprise,I know it is not meeeee. Im surprised either At least I get to laugh at myself UNLIKE SOME OTHER PEOPLE
neutral,if they try ill hack into the mainframe of the internet database and unban them!!!it may take a while but I WILL!...im high
worry,"Awsome workout! Shower n then work, nice"
surprise,"Yeah, 'Age of Aquarius' IS a pretty scary song"
neutral,i am in Brighton and I work in the city you?
relief,that was awesome!!
fun,yeah that sounds more sensible. thought you had a heston bleumenthal moment of genius somehow!
happiness,"If you have specific questions, let me know. Always good to have them when writing stuff. Well, I am off Have fun!"
happiness,may the 4th be with you! HAPPY STAR WARS DAY!
worry,Trued a rim! i am getting good at this! o_O
neutral,he always brightens up &quot;the week&quot; ?
fun,i am yours. hahahaha jason mraz &lt;3 lol
love,that is tonight?! Cool
fun,I look forward to having one very soon
surprise,Have a fantastic time in paradise and drink a few Margeritas for me
fun,"lol, I have not made anything yet, i have just spread all my supplies out over the dining room table"
happiness,"Sydney Toyota Landcruiser 1996 $10,000 new ad received and will be posted on the HCC site soon"
happiness,Yes we Can make it ......Obama
happiness,"Good morning Tweepsland! Makin' it a great Monday! Huge shout out to all my followers .. muah, muah! I appreciate you all"
worry,Sounds good. &quot;This patch was brought to you by ...&quot;
neutral,"all the more reason to do ur highers later in life,vodka is a great study aid.45xy + 54pq=a 70 ml measure.I got an A in Maths"
neutral,i am entering your contest
neutral,and were going to pune tomorrow
sadness,Canalway Cavalcade over in 'little venice' near Warwick Avenue on today too
empty,"has got my xbox back , i have a really sore knee cant walk"
neutral,Roll on Thursday
worry,claires party was amazing! headache.
happiness,"is almost done with the third/chapter cover page, yay"
neutral,now i am in hmv
happiness,had the best weekend
happiness,"WANTED: New liver and kidney, glass of wine would be good toooo"
happiness,There were way more than two! Ten hours of real-ale takes it out of you
happiness,seen loads of new photos and stuff of new moon and cant wait lol L Taylor lautner lol takes his shirt off 3 times yum =... lol
sadness,Respect to for the Heineken man bag
love,you the the Queen of Sass oh Scenie!!!
worry,awwww... i am sorry! I changed the picture... just for you! Because you rock like that!
neutral,ah good idea. library seems to work thats why i am not there obviously.
worry,Should I worry?
worry,When you see someone without a smile pass them yours
sadness,STILL TRYING TO GET THIS ALL FIGURED OUT?!!!!
enthusiasm,i really should be in a bad mood. but.
enthusiasm,GOOD LUCK ON FINALS EVERYONE!!!!!!!!!!!!!!!!!
happiness,&quot;alternate means of acquisition&quot; sounds sorta noble
happiness,lol. thanks babe!
neutral,it is called: dedicated
neutral,Playing see you again-miley cyrus in the shop
neutral,is not too hot and not to cold
worry,an oprah guest if ever i saw one
love,you will be great! Have a wonderful first day
worry,"mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i do not know if i like it, i will wait till i get your opinion"
love,CONGRATULATIONS! How lovely
worry,"feelin' somewhat down; ugh, i do not want to have an exam! oh well... 5 days baby!"
happiness,"Hey David! Gone on the Eye yet? it is my birthday, and you singing @ Ipswitch-best present ever! Have fun breakfast hunting!"
neutral,MY first pos
worry,last reply a scholar in US Homeland Security said an ontology was created for it &quot;and everybody hated its prescription.&quot;
neutral,be patient you will get it soon
happiness,"We welcome you, Taylor Although it is raining :// Can't wait for your concert x"
relief,i am a bit happier now. Found a bit of motivation in Physics. I know I will not do well for the paper but at least i have started revising
neutral,The 10 Coolest Foreign Words The English Language Needs. Check the number one. Amazing!
happiness,finish some sketches und then go out an skate! Yeeeehaaa! got a new deck
neutral,It starts again June 14
love,it can only get better.
sadness,"I was right, street market + rain = not a good idea! Am at home now with the fire on and a bacon sandwich yummmmm"
happiness,this goes out to the one n only smirker cheers dave! aka jak aka the best chest ever! ?
relief,"I do not believe it, my puppy likes brussels sprouts!"
happiness,Have already had a great day! Enjoy your Weeties!
neutral,Hello Twitter
worry,school then game oh joy totally not lookin forward to this day
fun,Go for it! Chinese sounds yum!
love,up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz puppy n BF
love,Happy six months for me and her
enthusiasm,im so new!! and i need ur help
love,hopes everyone is having an amazing bank holiday monday. NO WORK
surprise,"talking to sam on msn, twitter is so 5 minutes ago"
love,listening to David Archuleta album it is amazing
happiness,Hello pal..nice 2 c u today...have a gr8 week
worry,"Ride bmx on the beach in Burgas, after careoke night"
neutral,my music
surprise,listening to her stolen music. just loved it because its free!
happiness,"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black"
neutral,"Calling it a &quot;night&quot; abt an hour early. All brain activity will be prorogued until further notice. Happy journeying, everyone! x"
neutral,are you and melissa celebrities now?
enthusiasm,"Polly scattergood is new single out today! Download the Please Don't Touch EP on iTunes, it is ace!"
neutral,"you are right, enjoy the lasagne,"
surprise,"We do not really offer that service as we are web/graphic designers and not desktop publishers. So, I thought maybe you could help?"
worry,b/c you catnapped...cats always have weird dreams
love,Dancing was alright todayy still doing Jai Ho!!
love,"so long, farewell! &lt;333 Have a super amazing day! i am going to sleep."
love,Panera Bread potato chips are the best at 715 in the morning.
happiness,"been playing UFC Unleashed 2009 demo, its a impressive game, got the Apprentice on now, Lazy Monday"
happiness,I agree the G B Reef got my vote #queensland
neutral,You were not feeling well today? Meh blue tongue I did warn you.
neutral,"NIN App Gets Rejected by Apple, Reznor Threatens to go Jailbreak always entertaining"
surprise,hey are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok
love,i just saw your performance on the ellen show. we are so behind in australia you were AMAZING and have such a wonderful voice!
relief,ah just finished making tea for tomorrow night
worry,that is the problem. DNS is not working uTorrent and DestroyTwitter are working while everything else is down.
surprise,"See you October! Love the new book, when is the next one out?"
worry,guess that depends on if you want to be on the jury
love,CONGRATULATIONS on the test!
relief,thank you
happiness,Good Morning and thanks for the Retweet
worry,not to seem like some crazy paedofile typing with one hand and fiddling with my willy in the other but you the coolest ever
fun,YAY!!! i am glad that i am not the only one who is about to sign away their soul to Twitter and Facebook! welcome! xxx
love,hey! i loved your chapter!! more soon okay? xx
neutral,is now on twitter.....
fun,Morning Twitterland! Countdown to TCI begins again... Will get through Monday to Wed. knowing that i am outta here on Thursday! Woo hoo!
happiness,i am still pumped from the concert saturday. 17/7/09 here i come
neutral,"#wci hashtag simply is not dying out anytime soon, is it."
hate,"his footy, and getting krisnan inu back on the team / also, twitter, get rid of the ridiculous character limit."
sadness,"Haha, she is up here to stay, it is nearly 2 hours on the coach for her to get here, may not be convenient for an hour of TV!"
happiness,..be at richard is. if not then i will see you when you/we get back good luck!
happiness,haha I just playing
worry,Fingers crossed
enthusiasm,I want to see David cook!!
happiness,lol yep sure do... although I must get out the house today !!!
neutral,they are bees that will be trapped into my honeypot
worry,"Not good, I know that feeling. Hope you get well soon."
fun,Britains got Talent just gets better every week
surprise,yeaaa i just got the link off his lj
neutral,Hope he will get well as soon as possible &amp; back to be a hyper dog.
happiness,"So far with the exception of the rain, my morning is Great. But I will not let it dampen my day"
relief,"i am the same, do not panic. Big topman"
neutral,May the 4th be with you -&gt; heute ist Star Wars Day
hate,"thank you for being cabbie this AM-wasn't pissed and slamming doors this AM BTW, just hauling ass to get bathed before 6!"
neutral,If you have not changed your mind by mid-June then you can have one x
neutral,I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend
relief,May the Forth be with you... ha yes... Today is my birthday Star Wars day... Aren't i lucky you star wars Fans?
surprise,awwww how cute its a pUG
enthusiasm,Absolutely! When we hit bottom there is only one way to go.
neutral,#lichfield #tweetup sounds like fun Hope to see you and everyone else there!
happiness,congratulations penjiiii !!! Are we calling him soulja boy or mcbaby lol
love,8am math final wish me luck
fun,rofl rofl. Have fun
happiness,happy star wars day everyone off to celebrate with the family... ok we are not celebrating it but i am going round to the famo is...
neutral,Everyone is here. we are off to party now
happiness,re sore back and legs: well at least you had a good time. epson salt works good usually. DM me if need more help
fun,"good as, cya in melbourne"
love,"Oh Top Gear UK, how I love thee"
neutral,not nice.rather be one or the other.lol
relief,"Wow, I just realized that this is the last month of my school year!"
love,good morning! i hope you all have a good day today!! although its a monday... be positive! ;
