ori_sentiment,tweet_text,sentiment
anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult.,anger
fear,A fear of lack of personal powers.,fear
anger,"At an undeserved attitude toward a man, when human personality is not treated decently.",anger
sadness,At an irrevocable loss with respect to human relations.,sadness
disgust,"At an unworthy behaviour of a man, pettiness, stupidity and mostly at a philistinism.",disgust
joy,When I was admitted to the University.,joy
fear,Because of a conflict with my parents there was a possibility to interrupt my studies.,fear
anger,I feel a strong anger when I am treated unjustly.,anger
sadness,At a prolonged separation with my family.,sadness
disgust,I was looking for an object when I came across a rotten corpse of a rat.,disgust
joy,"The day when my son said for the first time ""mummy"".",joy
fear,Before an exam in logics.,fear
anger,My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger.,anger
sadness,My son lives in the country. I feel sadness when I see mothers having walks with their children.,sadness
disgust,"The behaviour of a colleague of mine, which does not correspond to my norms of behaviour.",disgust
joy,"The sense of joy comes to me always after a period of depression, as an organic feeling for an upsurge. I do not exclude the situative feeling but in this case the reason is not in me, it is out of me.",joy
fear,I bet that I would jump down from a window. I was sure that I would jump but before I did it I rather felt fear.,fear
anger,"A honest ""sliding"" on the part of a girlfriend of mine. Terribly crossed I started breaking things and tearing books.",anger
sadness,"Alone I am coming back home in the night after the serial ""explanation"".",sadness
disgust,A lie on the part of a person close to me.,disgust
joy,My son was born.,joy
fear,I had a car accident.,fear
anger,I was drawn up a statement for an infringement of the traffic ordinance. In fact I was innocent.,anger
sadness,I lost a close friend.,sadness
disgust,I saw a film about the nazi concentration camps during the war. After the film I felt disgust.,disgust
joy,After 10 days of hard work and having suffered many changes I passed my last exam.,joy
fear,Before going to the dentist.,fear
anger,When I am made to do things in which I see no sense and I waste my time. Some time ago I had to participate in a sociological investigation and then I got really angry.,anger
sadness,"When I feel I must be with somebody, to talk with somebody but I am alone.",sadness
disgust,"Some time ago a man tried to teach me something. ""Tried"" because it is very difficult to teach somebody when you yourself are not competent and cultured.",disgust
joy,When I am with friends and I do what pleases me this often happenes.,joy
fear,When I have to go in for an exam and the examinor is a person with a whimsical character and unsteady requirements.,fear
anger,"I unfairly got a low mark on an exam and I failed to win a grant, since then I do not have much confidence in myself at an exam.",anger
sadness,It happened that I was alone with no contacts with friends.,sadness
disgust,"I met three drunk boys, almost children, they did not look like normal people.",disgust
joy,I was happy when I understood that the girl I liked was in love with me.,joy
fear,I am afraid before an exam or colloquium.,fear
anger,I get angry when my smaller brother misbehaves and talks with indecent words.,anger
sadness,When my dog was stolen.,sadness
disgust,"I detest any kind of constraint and hate the attempts of elder people to force me to a norm of behavior without having legal or moral rights to do it. I felt this emotion when a neighbour of mine made me kick out my guests because they had talked very loudly and threatened that with ""connections"" she will expel me from the inst.",disgust
joy,When I met with friends that I had not seen for a long time.,joy
fear,"One evening a friend of mine was telling a fearful story, nobody took it seriously but I got frightened.",fear
anger,I got angry with a stranger in a train who behaved impertinently and immorally,anger
sadness,When I failed at the first entrance exam.,sadness
disgust,The event which got me angry got also an aversion in me.,disgust
joy,Six months ago when I got acquaintanced with a person whom I trusted infinitely and from whom I expected help and friendly feelings. With him I found much in common in our views and in our fate.,joy
fear,Few days ago I really experienced fear. It was connected with unexpected actions on the part of a group of people. This evoked in me many negative emotions.,fear
anger,"I always get angry when somebody deceives me, or tries to conceal his lie skilfully and this offends me even more.",anger
sadness,Sadness this is an emotion which I have felt very often recently. I can not remember a concrete example. I will describe my general impression from severl situations which evoked this feeling in me.,sadness
disgust,"I became disgusted with the man on whom I had counted, who I had trusted, the man who should have been my mainstay my father. I could hardly make myself and the others believe in this emotion. It has cumulated after events and deeds. Everything can happen in this world.",disgust
joy,When I was accepted as a student.,joy
fear,I was a bit frightened when it was found that there was something wrong with my liver. However it turned out that it was not serious and I need not worry.,fear
anger,With the girl whom I may be loved truly. When she refused to come with me to an occasion she was from another town.,anger
sadness,For the girl who halped me go on living and made me happy when I do not see her even for two or three days.,sadness
disgust,"For a drunk man about 20 years old that I met one evening, and who behaved impudently with the girls standing by.",disgust
joy,"I felt it when on duty in the hospital I understood that I was not afraid to face death, that I also helped a little to relieve the pains of a patient.",joy
fear,"Fear overwhelmed me when right against the car I was in I saw another one, as if out of control of the driver.",fear
anger,I felt it when a girl who was dear to me lied to my face. I got angry with the fact that she knew I did not believe her but she kept on telling lies.,anger
sadness,"Sadness, no, I felt something much stronger when my father died.",sadness
disgust,I got disgusted with a man who was beating a woman in the street. I just happened to be there but I was abhorred by the rudness.,disgust
joy,When I knew that my husband and I were going to have a child.,joy
fear,Two years ago I saw a film on the TV. Even now it makes me afraid.,fear
anger,When my husband stays late at a meeting and I have to be alone.,anger
sadness,The loss of a person I loved very much.,sadness
disgust,Deception from a person I loved very much.,disgust
joy,I was very happy when I got the message that I had been accepted as a student in medicine.,joy
fear,I felt something close to that when I saw that there was a man on the terrace of the flat.,fear
anger,I got angry when I learned how short a time we had to prepare for the term examinations.,anger
sadness,I felt sad when my first boyfriend and I left each other. It was neither his fault nor mine.,sadness
disgust,I felt it today when the bus driver shouted rather indecent words at a man without any reason whatsoever.,disgust
joy,When I learned that my parents were going abroad and leaving me alone for a few years.,joy
fear,I was at the seaside and my brother disappeared for a couple of hours.,fear
disgust,"Some time ago I was disgusted with the ""cleanness"" of the refectory of our institute.",disgust
joy,When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is I proved what I could do on my own.,joy
fear,Once as a child I dreamed of a fire. Since that time I had not wanted to sleep in that bed and had feared the night darkness and so it is now.,fear
anger,A chief was unjustly punished on an autumn brigade and the one who was really guilty kept silent. I stepped in front and told the truth. The guilty chief called me in after the roll-call and threatened me.,anger
sadness,Years ago I fell in love for the first time. as natural for every school-girl I was day-dreaming. Later after 3 years we left each other. No one was to blame but I felt deep sadness. Even now I remember about it quite often.,sadness
disgust,"It was at a comsomol?? meeting, the last one because we were to graduate. The way one of my fellow-students behaved made me feel disgusted.",disgust
joy,When I learned I was admitted to study what I wanted most floriculture this is a narrow specialization from the general one.,joy
fear,I was walking on the pavement when a white car rolled on it and directed towards me. I was quite near the house wall when it rolled by and hit me.,fear
anger,My grandmother is brother had taken active part in the resistance movement. He had been in prison many times and there he lost his health. He became an invalid. When we phoned to First Aid the nurse on duty behaved quite unkindly when she understood how old he was 79.,anger
sadness,My boyfriend is a soldier. He was on a leave. I felt sad when we had to get separated again.,sadness
disgust,I felt disgusted about a teacher who had rejected all that was human in her. She refused to accept the flowers we gave her for the eighth of March and asked for a foreign parfume instead.,disgust
joy,"I was very glad when I learned I was a student already. I heard about it over the phone, I did not believe it at first.",joy
fear,I had worries about a certain illness.,fear
anger,"I suffered from a gynaecological illness. I was quite displeased to hear that my roommates had talked about it and they had misrepresented the truth. I felt deeply hurt when I learned that it was done by a ""good"" acquaintance of mine.",anger
sadness,When my first boyfriend left me. I tried not to let him understand I felt miserable.,sadness
disgust,I hate hypocrisy. My friend girl tried to intrude into my affairs with my future husband. After that she behaved as if nothing had happened.,disgust
joy,I felt glad when I took the rather difficult organic chemistry examination.,joy
fear,This was what I felt when my boyfriend went to Bourgas to study there. I had the feeling I would lose him. Anyway the distance Plovdiv-Bourgas seemed to me so great.,fear
anger,"I confronted with this feeling at the Institute quite recently, the pedology lecturer was the cause.",anger
sadness,This feeling was quite deep when my friend girl died in a car accident.,sadness
disgust,I am disgusted with the behavior of a car driver whose car would run over me and my friends during our autumn brigade.,disgust
joy,"I sensed a strong feeling of joy when in the plant, at my working place, I got a message that I was admitted as full time student at the Higher Agricultural Institute.",joy
fear,Fear when fulfilling my obligations on my first night fatigue duty as a soldier.,fear
anger,When on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk.,anger
sadness,The loss of a close relative who was ill with cancer.,sadness
disgust,I am disgusted with a nieghbour who is looking for all sorts of quarrel with my parents and me. He feels we are hampering his living close to us. This has been going on for quite a long time.,disgust
joy,After a difficult exam. When I had not hoped to take it and had got a high mark. When you present someone with something and he feels glad.,joy
fear,Fear from the unknown. I felt fear when I sat for the entrance examinations.,fear
anger,I feel angry at people is indifference at our ability to be present at an event and to stay partial to what happens.,anger
sadness,"When you are far away from relatives and friends. I feel sad for my early years, for the freedom and the carefree years of childhood.",sadness
disgust,"I feel disgusted with the bootlickers, with helpless people.",disgust
joy,"I was sitting for an exam in biochemistry, I was very excited because it was a supplementary examination. I passed the exam very well and was glad because I recovered my selfconfidence.",joy
fear,"Students fear many things but we seem to fear the examinations most of all. I remember I was horror stricken before my microbiology exam, because it was a decisive one.",fear
anger,It was necessary to organise a competition in connection with a celebration. Everyone was to be present at that event. It turned out that there was no audience at all because everyone had pretended to be very intelligent and no one had come. I got furious.,anger
sadness,When I part with my friends I feel always sad for some time. I can not remember a concrete example now. For example I have just parted with a friend of mine and I am feeling sad.,sadness
disgust,"In autumn I had to move to another lodging. My landlords, quite intelligent people, warned me I had to move in the nearest future. But I had difficulties in moving my luggage because I could not wait for a car to come. How amazed I was to hear them threatening me they would throw our my things. And at that my luggage was well packed and did not stand in their way. I was quite disappointed and disgusted.",disgust
joy,When I succeded in establishing a contact with a girl who is now my girlfriend.,joy
fear,I fear before each exam.,fear
anger,When my bosom friend tried to lie to me.,anger
sadness,When I quarrelled with a very close friend of mine.,sadness
disgust,When I see the acts and deeds of a blind drunk man.,disgust
joy,"I feel joy usually after each taken exam, the last one was in February.",joy
fear,It was not long ago when I and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. I felt fear of what could have happened.,fear
anger,"I felt anger at my last exam, I felt angry with our teacher, because he did not rate me objectively and I failed.",anger
sadness,"I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so.",sadness
disgust,I had a very good friend boy and I thought I could rely on him but he behaved badly with a girl who used to trust us completely.,disgust
joy,When I was admitted to the Higher Institute.,joy
fear,I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,fear
anger,I felt angry when I failed in an exam about which I knew quite a few things and I did not deserve to be plucked.,anger
sadness,When my mother and father were on an excursion in Chechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there.,sadness
disgust,I felt disgust with alcohol in general when a close friend of mine got so drunk that he did not realize what he was doing and it was quite shameful.,disgust
joy,I felt joy when I was admitted to the Higher Agricultural Institute.,joy
fear,I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.,fear
anger,That was what I felt with a teacher who put down quite unreal marks.,anger
sadness,I felt sad when a friend of mine died and I felt that something had irrevocably gone away from me.,sadness
disgust,"I felt disgust with a lady teacher who used to nag, to mock, to interrupt everyone of my fellow students each time we had a class with her in our first year.",disgust
joy,I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew.,joy
fear,It was some years ago when one evening some people came home and told us my father was badly injured in an accident.,fear
anger,"I faced this feeling when I realized I was not admitted to the institute in the first classifying, in spite of the high mark I had got at the entrance examination.",anger
sadness,Always when I get separated from my friends and relatives from my home town.,sadness
disgust,I feel disgust with my first boyfriend who made fun of our love in an abominable way.,disgust
joy,Naturally when I got myself discharged this was my second birthday.,joy
fear,When I failed my first exam at the Higher Institute.,fear
anger,A nuisance used to live in our flat a month ago. I experienced this feeling when I tried to chase her out.,anger
sadness,After my father is death.,sadness
disgust,With an alcoholic.,disgust
joy,"I felt the greatest burst of joy when after being heavily ill for a long period, my father came back home.",joy
fear,I was terrified during an axcursion in Italy. I was lost and left alone in this unfamiliar country.,fear
anger,I took part in a football match. The referee was extremely partial to the opposite team. This stirred up my discontent and anger.,anger
sadness,When my first girlfriend an I left each other.,sadness
disgust,During a summer holiday at a bar I happened to see a dead to the world woman.,disgust
joy,When I got a message that I was employed as a nurse at a kindergarten.,joy
fear,When I first sat for an entrance examination.,fear
anger,"When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly.",anger
sadness,When I got separated from my first love.,sadness
disgust,"Many times, when my father used to come home drunk and maltreated physically me and my mother.",disgust
joy,Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night.,joy
fear,Watching a horror movie with friends.,fear
anger,The breakup of a relationship. After the event I was upset/sad then angry maybe 2/3 weeks later.,anger
sadness,"The funeral of a friend who was killed in a car accident. She was of my own age, there were many of my own friends present, as well as her family etc.",sadness
disgust,"Disgust for a person who treated me badly, and has treated other people similarly including lying, hiding facts, being deceitful, unfair, etc.",disgust
joy,Achievement of a task by a friend who had begun a new job. She was not confident of handling the situation so was thinking of leaving the job only after 2 days employment.,joy
fear,"Walking home at night after university part of the way, there are ano lights and I am walking down a thoroughfare with the thouth of no one hearing me if I have to scream.",fear
anger,When my son omits to carry out certain duties at home that he knows needs doing.,anger
sadness,When I saw my niece 5 yrs crying in the hallway for her mother who had passed away about a month ago.,sadness
disgust,With a woman who had walked into my place of employment and urinated on the floor in front of everyone.,disgust
joy,Felt joy a few years ago when I was away on holiday. And sat very close to my best friend looking straight into the eyes.,joy
fear,I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone is feelings despite my own being hurt in the process.,fear
anger,"In a sociology class I felt very angry towards some members of society for exploiting the Polynesian people, dawn raids by Police Martin Luther King, Blacks in S.A.. But this was just a reflection of my own shortcomings.",anger
sadness,"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.",sadness
disgust,"I was disgusted by my paranoid attitude towards myself, my homework at university and disgusted about my lack of retention. Especially in learning another language.",disgust
joy,"When I meet old past pupils of mine and find they are all doing well I feel joy. Yesterday I met a young woman 20 yrs i would taught her at 6 yrs, then at 12 yrs and had not seen her for last 3-4 yrs; she was no longer a waitress but a meter maid for Council.",joy
fear,"A Maori language oral test, yeaterday Although I had studied intensely once in the examiners room ""I blew it"" I was so nervous I could not reply easily It was very important, but I got only blankness.",fear
anger,"A friend visited and made comments that my house/garden were not as neat/tidy as in the past. i would not seen her a year She implied i would gone to the pack i would only been working full time, and taking 3 University exams part time.",anger
sadness,When my father a 4th/5th generation colonial from Eng. attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me.,sadness
disgust,"People who came to our home and requested ""Put out your smoke"". That we should not smoke in our house... and asked not even politely. It disgusted me because I think people need to adapt to the situation.",disgust
joy,My 3 children each top his class in the final exams 1984.,joy
fear,A truck big one nearly mowed me off the road I was driving a small Lazer.,fear
anger,A shop in Downtown would not accept my Visa Card before December last year.,anger
sadness,"My dog of 16 and 1/2 years ""Lord Grey"" died in his sleep His death caused me more and deeper sadness than I thought.",sadness
disgust,A sour looking man was beating his thin dog in Remuera.,disgust
joy,When my daughter was born.,joy
fear,When my mother entered surgery for a quadruple heart bypass. I felt intense fear at the time she was actually wheeled away.,fear
anger,When my husband got picked up in our new car for drunken driving. We had made a pact the other would not drink and so therefore would be the driver for the evening etc. I was not present at the time.,anger
sadness,When my grandmother died very suddenly without warning.,sadness
disgust,When the N.Z. rugby union announced that they would proceed with a rugby tour of South Africa.,disgust
joy,"Being reunited with my family after not having seen them for 5 years, at the airport. Sheer elation at getting through the ""paper work"" collecting bags and the anticipation of coming through the customs gate.",joy
fear,"I caught a huge eel on a fishing line which I had pulled into the boat. I cut the line and threw the whole lot back into the water. Later that day and about ten miles away I went swimming and someone made the comment wondering how far eels could swim, I abruptly ended swimming for fear at an unseen eel for a few days until we had left the district.",fear
anger,"My partner without discussing with me the situation decided it was time for us to have a break and went ahead and arranged his own life for the next 6-12 months, then told me the day before it was about to happen having been tolerant and friendly for the preceding week.",anger
sadness,"I had been living in an overseas city and made the decision to leave the city and come home about 12 months before I met a whole new set of friends, leaving them at the airport was sad and traumatic as they had helped me in many ways and I knew I would not see many of them again.",sadness
fear,After I had managed to fail my first year at University I was scared as to what I was going to do with my future. I did not want a mundane 9-5 job and yet I did not know if I could pay my way through an unsubsidized year at university to settle down and continue my studies.,fear
anger,This situation keeps occurring when my little sister disagrees with me or vice-versa. We have very similar temperaments and I always end up feeling angry at her and myself for fighting so much over unimportant trivial matters.,anger
sadness,"When my grandmother, who has been living with us for 14 years, had a stroke and was left paralysed on one side. She has been quite close to our family and to see her suffer in this way makes me feel really sad.",sadness
disgust,"A gathering of a social sports club at which they proceeded to show pornographic videos and then afterwards when most people had had quite a bit to drink carried on in a very degrading, unmoral manner especially females exposing and flaunting themselves with no shame or embarassment.",disgust
joy,My mother along with some of my friends gave me a surprise birthday party they invited a large number of my friends along too.,joy
fear,My mother did not come home till late at night Ages ago. Anyway if I do not know where my parents are and when they will be back I start thinking that perhaps they have had an accident and are perhaps dead.,fear
anger,Because I am the Captain of a basketball team I usually organise a roster system so that everyone in the team can have a turn at doing either a duty or a ref. A lot of the time the girls can not be bothered or just forget I usually have to fill in.,anger
sadness,So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home especially my family forever.,sadness
disgust,A friend of mine goes out with this guy. She sleeps with him but is quite happy for him to play around as well as herself.,disgust
joy,Passing my pharmacy exams which meant my tertiary education for pharmacy completed.,joy
fear,When I was in a car with my parents and friends and we had to back up reverse pass a river which when I recall it I was only about 5 yrs seemed we were going to fall in and drown.,fear
anger,When my boyfriend would not dance with me on my graduation night because he thought I could dance with my friends who were friendly.,anger
sadness,When my sister really my niece died of cancer at the age of 2 yrs after I took her to the doctor at the age of 1 and he diagnosed it.,sadness
disgust,My brother gave me a beating because he could not beat me verbally.,disgust
joy,Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries.,joy
fear,"I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly.",fear
anger,Never really had the experience just yet N/A.,anger
sadness,"This occurred when my girlfriend and I have to finish our relationship due to some circumstances between her and her family. I was really sad, hurt and could not really find any reason why am I still living. Is this life is all about ? This was one of few question which crept up vividly every time I thought about what had happened.",sadness
disgust,i am very disgusted when I see people abusing their body with drugs and alcohol. They take advantage of these things usually for an excuse for the fantasies which they like and so they do things stupidly and unjustly.,disgust
joy,"Letting Jesus take control of my emotions i.e., ill feeling.",joy
fear,Had fear of losing husband.,fear
anger,When present boyfriend is mother approached my parents and self to leave her son alone as she did not want me for a future daughter-in-law.,anger
sadness,When boyfriend could not stand up to his mother or for himself.,sadness
disgust,"Disgusted with boyfriend is mother her overpowering, over-protecting and selfish attitudes.",disgust
joy,My cousin asked me to be a bridesmaid for her. This made really happy because I was adopted into the family and her asking me made me realise that she saw me as a cousin and not just another person. There were other cousins she could have asked but she asked me.,joy
fear,That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and did not get to Mum and Dad until I was 6 and then legally adopted at 14.,fear
anger,1 My father died. 2 My natural father contacted me a year after my father died and this angered me more as I thought he should be dead and not my father.,anger
sadness,My father died. I was away at the time and did not know until two days after.,sadness
disgust,A child told me she had been sexually abused by her step-father. I only knew the child and had not come into contact with either parent. I tried to do what was best for the child. The event and the stepfather disgusted me.,disgust
joy,Joy at meeting a woman I love very much.,joy
fear,When approached by a gang of youths in town at night.,fear
anger,"When a man, a stranger to me, personally insulted a close woman friend of mine in public.",anger
sadness,After my father died suddenly of a heart attack.,sadness
disgust,When a man spoke very sexistly in the company of some friends of mine.,disgust
joy,"When my lover and I felt like we had gone full circle. And our relationship was new, fresh, vital etc. once again.",joy
fear,"My daughter was 2 yrs she went up to a colt tried to hit it. It turned on her and kicked her over the heart, sent her flying through the air. I left my mother and sister to deal to her as they are nurses. I felt I did not want to know if she was going to die, it was just too much.",fear
anger,"My anger is with men, their inability to be human not all men.",anger
sadness,"The saddest i have ever been was when my lover was killed, hitch-hiking to work.",sadness
disgust,With the N.Z. Rugby Union wanting to send the All Blacks to South Africa.,disgust
joy,"A good friend, the wife of the vicar of my church came up to me from the pews I am in the choir and shook my hand during the time for an informal ""greeting"" in the church service. She said a few words.",joy
fear,"I walked up the main street of Auckland at 10 o'clock at night. I expected it to be very active with people, gangs, fast cars etc, thought it was actually quite quiet, though also oppressive. I walked about half a mile and bought a drink along the way.",fear
anger,Someone in my family my brother I suspected ate a bun which I had made for myself. It was during a long telephone call after I had just made it and put it in the oven warming drawer.,anger
sadness,"Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it was not her in fact that someone miming her, which it was when I finally looked. I was talking to a friend at the time.",sadness
disgust,Having moved into a flat within the last week I felt some disgust that a bathroom tap had been left to drip with a faulty fawcet.,disgust
joy,"My friend replying to my letter and again saying he was attracted to me and suggesting we write, talk and get together and see how things went and his suggestion that I could ring and doing that it was really good though really insane conversation.",joy
fear,"Being sexually assaulted not rape, but passionate kissing by a friend is father he stopped when he was driving me home. I had not wanted the lift, had refused 3 times, and then felt it would be rude to refuse again. Was really afraid of what he might do.",fear
anger,"I live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me. I was really angry, told him to get out. He was surprised, hesitated; I started to move towards him and he backed off kept telling him loudly, but firmly to go. Because i would got the initiative, I succeeded. A very powerful message.",anger
sadness,"When my grandmother died I was not sad so much that she would died because she was old, but because she lived in the last few years in an old people is home and had nothing very much that was hers no chair, or private space, and when I went to visit she would be sitting in the ""lliving"" room the TV room. It was hopeless. And I felt awkward so I did not go and I was sad 'cos how I couldn't.",sadness
anger,"When during a social evening with my father, brother, sister, close friend and my father is 2nd wife I had an argument with my father, who abused my friend who was sticking up for me.",anger
sadness,When the girl whom I have lusted after expressed reciprocal feelings and then days later changed her mind.,sadness
disgust,When a close friend wilfully cheated me.,disgust
joy,Girlfriend arriving back from overseas and picking her up from airport. When she finally appeared from customs and we came in contact again.,joy
fear,Fear of punishment for having broken an item of value to my parents.,fear
anger,That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law.,anger
sadness,The death of an animal we had reared.,sadness
disgust,Finding that a girlfriend of mine was a prostitute and had been seeing many others during our relationship.,disgust
joy,The feeling of joy when again I had confessed my sin and experienced god is forgiving grace and cleansing power total enlightenment and freedome bliss.,joy
fear,"Riding through a bush fire on an island of Australia on a pushbike as a little boy all alone, lost and surrounded by smouldering wood and flame.",fear
anger,"When bicycling along, a courier van started to tail me very close I sped up and moved over and he just did the same. I reacted violently, much physical responding in the dangerous situation.",anger
sadness,My cat was sick and I had to take him to the vet to be put down no one else there to do it.,sadness
disgust,When someone I had had a relationship purely sexual with came up to me after I had used her and acted as if nothing had changed.,disgust
joy,First time I slept with my present girlfriend. Had been best friends for a year but had been hesitant about getting involved emotionally.,joy
fear,Waiting for a taxi when within 1/2 an hour two separate people challenged me to fight for no apparent reason except they were drunk.,fear
anger,Deliberately provoked by someone close. Angered by the deliberation not the provocation.,anger
sadness,My girlfriend let me down badly 3 times in one week. These instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail.,sadness
disgust,A close friend took part in a racist violent action.,disgust
joy,"Hearing that I had been successful in getting a position whereby my financial, physical, spiritual and emotional needs will be well catered for. This position fulfils a lot of my aims for the last five years of my life.",joy
fear,"When I decided to leave my steady, secure employment to come to university. Because I did not know if I could cope with all the requirements of study and also being older I did not know if I would enjoy mixing with younger people, also financial insecurity.",fear
anger,When a close friend failed to live up to the expectations I had of him thereby causing pain to his spouse. I believe that my anger was probably a reaction of fear that I would not be able to live up to my own expectations.,anger
sadness,"Departure of a very close friend for a long stay overseas, sharing in the sorrow of her parents who were left behind.",sadness
disgust,I get disgusted with the inherent racist attitudes of my brother-in-law in putting down various ethnic groups and also my unwillingness to challenge him about these attitudes in order to keep the peace.,disgust
joy,Hearing Fran Wilde introduce the Bill.,joy
fear,Being harrassed for being gay; suggestions of being physically beaten acting as informal bouncer in a gay bar.,fear
anger,Landlord putting up rents sneakly and slimily.,anger
sadness,Listening and watching a tape of someone with AIDS being prejudiced against at a counselling course on AIDS with 20 others.,sadness
disgust,Hearing Norman Jones get hysterical in Parliament about law reform on the radio listening with 2 others.,disgust
joy,Won a prize for effort.,joy
fear,Assaulted by drunken neighbour.,fear
anger,I was playing in a football tournament and saw the rules openly disregarded.,anger
sadness,Death of brother.,sadness
disgust,Reading literature on AIDS/homosexuality.,disgust
joy,"I was feeling really low had been a series of fights with my siblings, been under pressure at school and was not going to the party I wanted to go instead I was going out with my family. A guy called and said, in effect, that I was ""nice"" and he liked me. Hence the emotional joy.",joy
fear,I was watching a movie alone it was a horror movie. The music was a deep pulsing type not really music. And a light flashed on and off. It was in the complete darkness of a movie theatre that was almost empty.,fear
anger,"My sister and I were fighting as usual. she is older tham I am, bigger built and stronger I could not win in a physical battle and in a verbal battle I could not seem to get through to her to really hurt her.",anger
sadness,"My paternal grandmother had died. We were not close but she was blood. I did not cry but I was sad, partly due to her death and partly I think, due to the fact that I couldn't/didn't cry.",sadness
disgust,My older sister used to pick on my brothers and sisters all of whom were younger than her. On one occasion my brother did something my sister did not like. A full-scale battle began.,disgust
joy,Winning a rowing race at a Karapiro regatta. With 7 other friends.,joy
fear,"Being alone in Europe and having to catch a train and bus to the airport, then board the plane alone.",fear
anger,At school teacher for not allowing us to go out on New year is Eve when on a class trip overseas.,anger
sadness,I was in a car accident on the way back from a weekend rowing regatta we would won. 5 others were in the car. I thought i would never be able to row again.,sadness
disgust,Our boarder burping after meals !,disgust
joy,When I won a position on the track-team for the trans-tasman games when I was eleven.,joy
fear,When I was jumped by three men in a deserted area.,fear
anger,Once a person in authority school teacher was telling blatant lies about me and the headmistress would not let me defend myself. She was also telling lies about other members of my family.,anger
sadness,When my mother died.,sadness
disgust,When somebody who had been a bully and had acted cruelly to others who were unable to defend themselves was taken down a few notches and he began to grovel. I was disgusted with his grovelling and the manner in which he had treated others.,disgust
joy,Easter holiday I had been working weekends and had just left.,joy
fear,Haven't been frightened for ages.,fear
anger,I visited a special education school. The headmaster applied a policy of strict positive negative reinforcement to the children involved. Children who measured up to his standards were made a fuss of children who did not were ignored.,anger
sadness,I felt sad with the two situations I described before. The cat and the school. Sadness was intermingled with the other feelings.,sadness
disgust,"Next door nieghbour ran over his cat in driveway, he tried to finish it off with a flat shovel. I would have taken cat to veterinary to either kill humanely or cure.",disgust
joy,"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto.",joy
fear,Obscene phone call where the person knew my name.,fear
anger,At work being shifted to another area.,anger
sadness,"Enrolling at varsity, being told I could not get in to certain papers.",sadness
disgust,Noticing my flat had maggotts !,disgust
joy,When I was finally able to return to a job that I enjoyed doing after several months absence I was not needed during this time.,joy
fear,When I was attacked by a teenage boy and had my wallet stolen.,fear
anger,Someone who was speeding was forced to slow down when I pulled out onto the road and proceeded to abuse me at the next set of traffic lights.,anger
sadness,When someone I was close to became a paranoid schizophrenic and I was unable to see this person because of the situation.,sadness
disgust,"When someone whom I considered my friend, without telling me he was annoyed, proceeded to ignore me for several meets with no apparent reason.",disgust
joy,At my wedding standing with the man I love and acknowledging that fact to members of family and friends.,joy
fear,As a result of breaking the indicator light as mentioned for guilt.,fear
anger,Arriving home from work after a long and tiring day to find no dinner prepared as I had expected.,anger
sadness,At the death of my husband is father is mother which occurred during university examinations and therefore I was unable to attend her funeral.,sadness
disgust,With a Manager who insists on making crude innuendos pertaining to sex.,disgust
joy,Waking in morning early morning and having whole day to myself.,joy
fear,Being driven by friend who suddenly swerved and skidded a little. It was night and on a long trip. We ended up on side of road.,fear
anger,Friend male hinted that my talking to other men at a pub was immoral. He implied that I should remain only with my boyfriend the entire evening.,anger
sadness,On rising. No apparent reason.,sadness
disgust,"Prolonged ""niggling"" of friend on a single theme which I considered of no consequence.",disgust
joy,When my first niece was born.,joy
