sentiment,text,other,tweet_text
disgust,"When my girlfriend told me that she was no longer interested in
me.",,when my girlfriend told me that she was no longer interested inme.
shame,I choked on a cold drink in front of girls who were strangers.,,i choked on a cold drink in front of girls who were strangers.
guilt,When I was caught with my girlfriend in the house at night.,,when i was caught with my girlfriend in the house at night.
joy,When I passed the grade 7 exam.,,when i passed the grade 7 exam.
fear,"When I was told by the doctor, after many months of coughing,
that I had tuberculosis.",,"when i was told by the doctor, after many months of coughing,that i had tuberculosis."
anger,"When a cousin of mine took my bottle of T.B tablets, put water in
it and threw it in the dust-bin.",,"when a cousin of mine took my bottle of t.b tablets, put water init and threw it in the dust-bin."
sadness,"This happened when one of my uncles died just whan I was
planning to go and visit him during the next holidays.",,this happened when one of my uncles died just whan i wasplanning to go and visit him during the next holidays.
disgust,"When I realized that my closest friend had said bad things about
me when I was not around and had betrayed me by making friends
with my boyfriend's other girl.",,when i realized that my closest friend had said bad things aboutme when i was not around and had betrayed me by making friendswith my boyfriend is other girl.
shame,"When five of my friends at the secondary school found out the bad
things that I had been saying about them.",,when five of my friends at the secondary school found out the badthings that i had been saying about them.
guilt,"When my mother returned from a holiday, I told her a lie i.e my
father had brought another woman home while she was away.",,"when my mother returned from a holiday, i told her a lie i.e myfather had brought another woman home while she was away."
joy,The time I qualified to enter secondary school.,,the time i qualified to enter secondary school.
fear,"One evening I saw the old guard-man I knew, change into something
inhuman for about 5-10 seconds, this really frightened me.",,"one evening i saw the old guard-man i knew, change into somethinginhuman for about 5-10 seconds, this really frightened me."
anger,"When I was mistakenly accused of being a thief when I accidently
gave a fake coin at a counter.  I realized this before I handed
over the coin, but the man called me a thief and called a
witness.",,"when i was mistakenly accused of being a thief when i accidentlygave a fake coin at a counter. i realized this before i handedover the coin, but the man called me a thief and called awitness."
sadness,"The day I woke up to find that a kitten I had wanted to keep had
been eaten by the neighbour's dogs.  It had been locked out by my
wife who claimed that it had dirtied the sheets.",,the day i woke up to find that a kitten i had wanted to keep hadbeen eaten by the neighbour is dogs. it had been locked out by mywife who claimed that it had dirtied the sheets.
disgust,"The day I was forced to use a public convenience place in town.
It was so filthy that it really made me sick.",,the day i was forced to use a public convenience place in town.it was so filthy that it really made me sick.
shame,"My mother caught me stealing some food when I was a young
boy.",,my mother caught me stealing some food when i was a youngboy.
guilt,"When I gave in to what my wife wanted and locked the cat out, it
was killed by the dogs.",,"when i gave in to what my wife wanted and locked the cat out, itwas killed by the dogs."
joy,"I felt joy when I came to know Christ.  That is when I became a
Christian.",,i felt joy when i came to know christ. that is when i became achristian.
fear,When I broke the window pane of my next door neighbour's house.,,when i broke the window pane of my next door neighbour is house.
anger,"When my brother did not send me the transport money to resume
my studies in time at UNZA.",,when my brother did not send me the transport money to resumemy studies in time at unza.
sadness,When I heard that my nephew had passed away.,,when i heard that my nephew had passed away.
disgust,When my father thought that I was an unrelaible son.,,when my father thought that i was an unrelaible son.
shame,"When I stole a book in class and the teacher caught me, the rest
of the class laughed at my attempt.",,"when i stole a book in class and the teacher caught me, the restof the class laughed at my attempt."
guilt,When I insulted an elderly person for no reason.,,when i insulted an elderly person for no reason.
joy,"When my uncle gave me my first year's results.  I opened the
envelope and my eyes ran into two ""B+"" - in EC110 and M160, this
meant that I had qualified for a major in economics.",,"when my uncle gave me my first year is results. i opened theenvelope and my eyes ran into two ""b+"" in ec110 and m160, thismeant that i had qualified for a major in economics."
fear,"I turned the knob of my granny's two band radio and did not hear
any broadcast,  "" What ! Have I broken the knob ? How much does
it cost ? What if the spare part is not available ? ""  --I did
not know how to tune a radio.",,"i turned the knob of my granny is two band radio and did not hearany broadcast, "" what ! have i broken the knob ? how much doesit cost ? what if the spare part is not available ? "" --i didnot know how to tune a radio."
anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd
my step-dad.  I thought, "" Why did she break her promises ? Why
had she invited me ? Why do old men go for young girls ? """,,"i peeped into maurine is bedroom and saw two people maurine anbdmy step-dad. i thought, "" why did she break her promises ? whyhad she invited me ? why do old men go for young girls ? """
sadness,"When I missed the chance of becoming a graduate in mining
engineering, after having prayed one week in the church I was
not even selected.",,"when i missed the chance of becoming a graduate in miningengineering, after having prayed one week in the church i wasnot even selected."
disgust,"I stormed into the room, hoping to cool myself with some soft
music from my three band radio cassette.  There was only young
Kaley there and he explained, "" Your aunt has sold it as she
wanted to buy clothes.""",,"i stormed into the room, hoping to cool myself with some softmusic from my three band radio cassette. there was only youngkaley there and he explained, "" your aunt has sold it as shewanted to buy clothes."""
shame,"When a lady I was flirting with told all my class-mates that she
was in second year while I was in first year, everyone laughed
and started looking at me.",,"when a lady i was flirting with told all my class-mates that shewas in second year while i was in first year, everyone laughedand started looking at me."
guilt,"My cousin knocked on the door, looking for me to get her watch
back.  I had given it to my girlfriend, Lizzy, as a present.",,"my cousin knocked on the door, looking for me to get her watchback. i had given it to my girlfriend, lizzy, as a present."
joy,"This was when the girl I was in love with accepted my proposal
and everything went smoothly, just as I had wanted it to.  It was
contrary to my previous feelings of uncertainty about her
response.",,"this was when the girl i was in love with accepted my proposaland everything went smoothly, just as i had wanted it to. it wascontrary to my previous feelings of uncertainty about herresponse."
fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me
and take me to his kingdom.  He was very repulsive and I have
never seen anything like that before.",,"it was when i dreamt that i had encountered satan, he wanted to grab meand take me to his kingdom. he was very repulsive and i havenever seen anything like that before."
anger,"This was when I found out that a cousin of mine had taken away my
trousers without my consent.",,this was when i found out that a cousin of mine had taken away mytrousers without my consent.
sadness,"When I failed a test at my primary school.  I was then in grade 7
and we were about to take the main exam.",,when i failed a test at my primary school. i was then in grade 7and we were about to take the main exam.
disgust,"This was when I saw, for the first time, a naked woman
(prostitute) run away from a house after having been discovered
by the guardian.",,"this was when i saw, for the first time, a naked womanprostitute confusion run away from a house after having been discoveredby the guardian."
shame,"This was when I was discovered stealing a piece of bread at home,
I was very hungry a few hours before supper.",,"this was when i was discovered stealing a piece of bread at home,i was very hungry a few hours before supper."
guilt,"When I was afraid to tell my sports teacher at secondary school
that I had not participated in the sports activities the previous
day.",,when i was afraid to tell my sports teacher at secondary schoolthat i had not participated in the sports activities the previousday.
joy,"I was in grade 7.  We had an inter-house volley-ball competition.
 In Luapula I was the youngest member of the team and I scored
the winning goal using my head.  I jumped up with joy and fell
down.",,i was in grade 7. we had an inter-house volley-ball competition. in luapula i was the youngest member of the team and i scoredthe winning goal using my head. i jumped up with joy and felldown.
fear,"I was escorting a relative on a bike, we passed by a dark road
with bushas on each side.  Half way down this road, suddenly, we
saw a white dog appear from one side.  Before we could do
anything, it had vanished and moreover it did not seem to have
any legs.",,"i was escorting a relative on a bike, we passed by a dark roadwith bushas on each side. half way down this road, suddenly, wesaw a white dog appear from one side. before we could doanything, it had vanished and moreover it did not seem to haveany legs."
anger,"The comrade staying next doors insulted me for what he called
the misuse of his iron.  He called me stupid, self centered etc.
I wanted to punch him but instead went for a walk to the mining
school to cool off.",,"the comrade staying next doors insulted me for what he calledthe misuse of his iron. he called me stupid, self centered etc.i wanted to punch him but instead went for a walk to the miningschool to cool off."
sadness,"A close relative was at odds with a very powerful firm.  All his
things had been taken, His dad had died a little before this
event.  He gathhered his children and vowed to give them a good
life with a new start - the words were hollow, he bit back his
tears .....I asked to be excused and then went and cried in the
loo.",,"a close relative was at odds with a very powerful firm. all histhings had been taken, his dad had died a little before thisevent. he gathhered his children and vowed to give them a goodlife with a new start the words were hollow, he bit back histears .....i asked to be excused and then went and cried in theloo."
disgust,A pig in the well from which we drink.,,a pig in the well from which we drink.
shame,"My girlfriend had started going around with another boy.  Her
cousin, also a friend of mine, asked her as to who she preferred.
 Both of us were present and she chose the other guy.",,"my girlfriend had started going around with another boy. hercousin, also a friend of mine, asked her as to who she preferred. both of us were present and she chose the other guy."
guilt,"I bumped my dad's car in a lamp post.  He was not at home then,
neither was he home when I left for the campus.  I did not tell
him about the accident and I will never tell him.",,"i bumped my dad is car in a lamp post. he was not at home then,neither was he home when i left for the campus. i did not tellhim about the accident and i will never tell him."
joy,"I was at school whhen I received a letter from the dean of my
school congratulating me for my performance at the previous
year's exam. ",,i was at school whhen i received a letter from the dean of myschool congratulating me for my performance at the previousyear is exam.
fear,"This was at secondary school, a prefect framed up some case and
took it to the deputy head-master.  I was called by the
head-master and he threatened to suspend me.",,"this was at secondary school, a prefect framed up some case andtook it to the deputy head-master. i was called by thehead-master and he threatened to suspend me."
anger,"When I travelled all the way to my former school to collect my
certificate, only to be told that I owed them some money, I knew
nothing about this.",,"when i travelled all the way to my former school to collect mycertificate, only to be told that i owed them some money, i knewnothing about this."
sadness,"My sister was in a hospital, later in the evening we received the
information that she had died.",,"my sister was in a hospital, later in the evening we received theinformation that she had died."
disgust,"When at school I thought that I was going to get the best results
in mathematics, but it was someone else who got the prize.",,"when at school i thought that i was going to get the best resultsin mathematics, but it was someone else who got the prize."
shame,"When I received a letter from my girlfriend telling me that she
was engaged to an another man.",,when i received a letter from my girlfriend telling me that shewas engaged to an another man.
guilt,"I felt guilty when I heard the results of my friend, who had
failed.  I wished that I had helped him.",,"i felt guilty when i heard the results of my friend, who hadfailed. i wished that i had helped him."
joy,My being admitted to UNZA.,,my being admitted to unza.
fear,While paddling in the river during a storm.  I feared drowning.,,while paddling in the river during a storm. i feared drowning.
anger,"I entrusted a friend with the delivery of some money to my
father, however he misused the money.",,"i entrusted a friend with the delivery of some money to myfather, however he misused the money."
sadness,The loss of my mother.,,the loss of my mother.
disgust,Over an argument.,,over an argument.
shame,At school - being whipped by the teacher in front of the class.,,at school being whipped by the teacher in front of the class.
guilt,"When I had sufficient amount of money, I brought more clothes for
myself than for the children - I  felt bad about it.",,"when i had sufficient amount of money, i brought more clothes formyself than for the children i felt bad about it."
joy,My first kiss.,,my first kiss.
fear,When I saw a ghost.,,when i saw a ghost.
anger,My trouser's zipper was open when I was at a public wedding.,,my trouser is zipper was open when i was at a public wedding.
sadness,When a friend left me and went back home for good.,,when a friend left me and went back home for good.
disgust,When I failed an exam.,,when i failed an exam.
shame,Insulted my girlfriend during a peptalk.,,insulted my girlfriend during a peptalk.
guilt,I caught a close relative with the servant of the house.,,i caught a close relative with the servant of the house.
joy,When I passed my form three exams.,,when i passed my form three exams.
fear,"The time I was threatened with expulsion from secondary school (form
four).",,the time i was threatened with expulsion from secondary school formfour confusion .
anger,"When I discovered that the people I trusted most were talking
behind my back.",,when i discovered that the people i trusted most were talkingbehind my back.
sadness,When I heard about the death of my aunt.,,when i heard about the death of my aunt.
disgust,"When my brother promised me money but he failed to fulfill the
promise.",,when my brother promised me money but he failed to fulfill thepromise.
shame,"I was running in front of a crowd when I slipped and fell on a
wet lawn.",,i was running in front of a crowd when i slipped and fell on awet lawn.
guilt,When I took drugs.,,when i took drugs.
joy,"As the time to get the results drew near I became more and more
anxious.  My friend called me and said, "" You have passed.""  My
heart was full of joy.",,"as the time to get the results drew near i became more and moreanxious. my friend called me and said, "" you have passed."" myheart was full of joy."
fear,"I watched a very terrfying film in LT2.  This film really pushed
my heart out of my body and I was forced to go out before the
second reel ended.",,i watched a very terrfying film in lt2. this film really pushedmy heart out of my body and i was forced to go out before thesecond reel ended.
anger,""" I have been hearing rumours that you have not been allowing
people in your room,"" he said.  This sentence really shot my
heart.  I failed to find the right words, instead I walked away
without uttering a word.",,""" i have been hearing rumours that you have not been allowingpeople in your room,"" he said. this sentence really shot myheart. i failed to find the right words, instead i walked awaywithout uttering a word."
sadness,"One Saturday morning I had got ready to go out swimming with my
friends.  Unfortunately the weather did not permit it, so we
stayed indoors.",,"one saturday morning i had got ready to go out swimming with myfriends. unfortunately the weather did not permit it, so westayed indoors."
disgust,"One day I went to town to get my grocery.  On my way back, I took
a mini bus which was full of drunk students.  I felt very
disgusted.",,"one day i went to town to get my grocery. on my way back, i tooka mini bus which was full of drunk students. i felt verydisgusted."
shame,"I had gone to aa bookshop to buy some books.  Somehow, I got very
cross with the security guard checking through what I had bought.
 I lost my temper and screamed at him.  Later I felt very ashamed
at myself as a lot of people I know were there.",,"i had gone to aa bookshop to buy some books. somehow, i got verycross with the security guard checking through what i had bought. i lost my temper and screamed at him. later i felt very ashamedat myself as a lot of people i know were there."
guilt,"I remember deceiving my brother, I told him that I was going to
attend the Sunday service, instead I went out to the town with a friend. ",,"i remember deceiving my brother, i told him that i was going toattend the sunday service, instead i went out to the town with a friend."
joy,"When I heard that a close relative of mine had given birth at a
very young age, in a very remote area and had had very few problems.",,"when i heard that a close relative of mine had given birth at avery young age, in a very remote area and had had very few problems."
fear,The possibility of having failed the examination.,,the possibility of having failed the examination.
anger,When someone chased me from his house.,,when someone chased me from his house.
sadness,"When I realized that I did not have the basic things needed by a
student like me.",,when i realized that i did not have the basic things needed by astudent like me.
disgust,"When some people, including me, are treated in a way which
equates them to an animal or a thing.",,"when some people, including me, are treated in a way whichequates them to an animal or a thing."
shame,"When someone I know was caught in an ""adultery"" situation.",,"when someone i know was caught in an ""adultery"" situation."
guilt,"When I did something wrong in the past and denied having done it
when asked about it later.",,when i did something wrong in the past and denied having done itwhen asked about it later.
joy,"My girlfriend wrote to me telling me that she was four months
pregnant and that I was responsible for the ""damages"".  This made
me happy as I longed to have a child to call mine.",,"my girlfriend wrote to me telling me that she was four monthspregnant and that i was responsible for the ""damages"". this mademe happy as i longed to have a child to call mine."
fear,"The shooting started and we all lay down to protect ourselves
from the flying bullets.  This incident occured on our way to
Feira, during the Zambia army patrols in the Rhodesia war.",,"the shooting started and we all lay down to protect ourselvesfrom the flying bullets. this incident occured on our way tofeira, during the zambia army patrols in the rhodesia war."
anger,"I went to the dining hall and found that the cooks were cleaning
the plates and there was no food for me, and the blue birds
(security guards) were busy eating the food that was supposed to
be for me.",,"i went to the dining hall and found that the cooks were cleaningthe plates and there was no food for me, and the blue birdssecurity guards confusion were busy eating the food that was supposed tobe for me."
sadness,"That afternoon I received two messages informing me, one that my
brother was in a coma in the U.T.H suffering (kidney disease) and
two, that my uncle met with an accident on his way to the hospital
 to see my brother.",,"that afternoon i received two messages informing me, one that mybrother was in a coma in the u.t.h suffering kidney disease confusion andtwo, that my uncle met with an accident on his way to the hospital to see my brother."
disgust,"This happened when I went to visit my friend in Chelston and
found him screwing my girlfriend.",,this happened when i went to visit my friend in chelston andfound him screwing my girlfriend.
shame,"When I walked out of my room with only my pants on and found my
girlfriend and her female friend looking for me outside.",,when i walked out of my room with only my pants on and found mygirlfriend and her female friend looking for me outside.
guilt,"My father caught me having sexual intercourse with my closest
cousin.  There was nothing wrong with it but the female was too
old for me.",,my father caught me having sexual intercourse with my closestcousin. there was nothing wrong with it but the female was tooold for me.
joy,"When a girl I wanted very much, said ""yes"" and fell in love with
me.",,"when a girl i wanted very much, said ""yes"" and fell in love withme."
fear,"One evening, when I had gone fishing with my friends, we heard
the roar of a lion near by and had to run for our lives.",,"one evening, when i had gone fishing with my friends, we heardthe roar of a lion near by and had to run for our lives."
anger,When somebody stole my brother's disco machine.,,when somebody stole my brother is disco machine.
sadness,When my uncle died.,,when my uncle died.
disgust,"A class-mate answered (accidentally) the call of nature in the
class during a tough mathematics examination.",,a class-mate answered accidentally confusion the call of nature in theclass during a tough mathematics examination.
shame,"I was double crossing my fiancee and one day she caught me red
handed.  She forgave me later.  I was very ashamed of what I had
done.",,i was double crossing my fiancee and one day she caught me redhanded. she forgave me later. i was very ashamed of what i haddone.
guilt,"I took some money from my parent's house without asking them for
it, and I was caught red handed.",,"i took some money from my parent is house without asking them forit, and i was caught red handed."
joy,"I was very happy when I discovered that I had passed my first
year examination and was among the thirty students who would
major in economics.",,i was very happy when i discovered that i had passed my firstyear examination and was among the thirty students who wouldmajor in economics.
fear,"I was approaching my exam time and my books got stolen.  I was in
a panic as I thought that I would not do well enough to be
considered for the economics quota.  I cried a lot but that did
not help and as the exam day came near a strange fear gripped me.",,i was approaching my exam time and my books got stolen. i was ina panic as i thought that i would not do well enough to beconsidered for the economics quota. i cried a lot but that didnot help and as the exam day came near a strange fear gripped me.
anger,"I was annoyed this particular day as it seemad that the odds were
not in my favour.  My grandfather added fuel to the fire, when I
had an important appointment so I unleashed my anger on him.",,"i was annoyed this particular day as it seemad that the odds werenot in my favour. my grandfather added fuel to the fire, when ihad an important appointment so i unleashed my anger on him."
sadness,"It was the time I went home for my holidays only to find that my
sister had passed away.  The news had been hidden from me, so
that I could take my exams.",,"it was the time i went home for my holidays only to find that mysister had passed away. the news had been hidden from me, sothat i could take my exams."
disgust,When I discovered that my mother had been involved in adultery.,,when i discovered that my mother had been involved in adultery.
shame,"I was caught stealing food at my aunt's place.  I had tried to
hide the food I had taken from the pantry while my aunt was in
the kitchen, however she went to the pantry and discovered the
stolen package.",,"i was caught stealing food at my aunt is place. i had tried tohide the food i had taken from the pantry while my aunt was inthe kitchen, however she went to the pantry and discovered thestolen package."
guilt,"Dad had just married his second wife (my step-mother) and I did
not like her so I went to the wardrobe and set fire to her
dresses.  Eveyone suspected my brother and he had to bear the
consequences.  Nobody ever got to know that it was me who had
done it. ",,dad had just married his second wife my step-mother confusion and i didnot like her so i went to the wardrobe and set fire to herdresses. eveyone suspected my brother and he had to bear theconsequences. nobody ever got to know that it was me who haddone it.
joy,When I was accepted at UNZA.,,when i was accepted at unza.
fear,When I heard a lion roar for the first time.,,when i heard a lion roar for the first time.
anger,"When a friend told me that my education had nothing to do with
our discussion.  This friend has failed the 7th grade, what made
me angry was that I had not used my education to argue.",,"when a friend told me that my education had nothing to do withour discussion. this friend has failed the 7th grade, what mademe angry was that i had not used my education to argue."
sadness,When my beloved grandfather died.,,when my beloved grandfather died.
disgust,"I was disgusted at the university wanting some of us to travel
from our homes to the lectures here every day.  The way the whole
thing was handled disgusted me.",,i was disgusted at the university wanting some of us to travelfrom our homes to the lectures here every day. the way the wholething was handled disgusted me.
shame,"When I was leaving home I decided to leave without saying
good-bye to my young brother.  My brother saw me and said,
"" Will you not say good-bye to me?""  He is only 31/2 years old. ",,"when i was leaving home i decided to leave without sayinggood-bye to my young brother. my brother saw me and said,"" will you not say good-bye to me?"" he is only 31/2 years old."
guilt,"When I cheated my father about the book allowance at university.
He discovered that we were given K150 per year for books.",,when i cheated my father about the book allowance at university.he discovered that we were given k150 per year for books.
joy,"I experienced joy when I got the results - I had made it to the
second year.",,i experienced joy when i got the results i had made it to thesecond year.
fear,"When I was going home, I saw somathing which looked like a snake
on the road but later I found out that it was only a stick.",,"when i was going home, i saw somathing which looked like a snakeon the road but later i found out that it was only a stick."
anger,"This happened recently, I  was in the dining hall and one of my
friends with whom I was eating called me a fool.",,"this happened recently, i was in the dining hall and one of myfriends with whom i was eating called me a fool."
sadness,"I experienced this when my maternal grandmother passed away.  She
was the last of my grand parents to pass away.",,i experienced this when my maternal grandmother passed away. shewas the last of my grand parents to pass away.
disgust,"This happened when I could not get into the school I had
initially wanted, and ended up doing something I had never
thought I would do.",,"this happened when i could not get into the school i hadinitially wanted, and ended up doing something i had neverthought i would do."
shame,"I insulted the girl to whom I had proposed when she turned me
down.",,i insulted the girl to whom i had proposed when she turned medown.
guilt,"My mother had sent me to buy a few things.  The change I brought
back was not right as I had given away some money to a friend
thinking that she would not notice it.  However, my mother told
me that the change was not correct.",,"my mother had sent me to buy a few things. the change i broughtback was not right as i had given away some money to a friendthinking that she would not notice it. however, my mother toldme that the change was not correct."
joy,When my first child was born.,,when my first child was born.
fear,"I was walking through a thick forest and there was a big snake at
a distance of about four metres.",,i was walking through a thick forest and there was a big snake ata distance of about four metres.
anger,"When my daughter began staying away from classes - at the age of
nine only.",,when my daughter began staying away from classes at the age ofnine only.
sadness,"When my wife died in hospital, she was pregnant and had undergone
an operation.",,"when my wife died in hospital, she was pregnant and had undergonean operation."
disgust,"When my best friend started getting involved in my private
affairs.",,when my best friend started getting involved in my privateaffairs.
shame,"I was very drunk at a certain wedding party and I got involved in
a fight.",,i was very drunk at a certain wedding party and i got involved ina fight.
guilt,"I send a word to my boss through my servant telling him that I
would not report for work as I was not feeling well and that the
doctor had refused to give me sick leave.  My intention was
actually to go out of Lusaka for a week-end.  I left the same day
and the following morning my boss found me in Mongu.  I felt
guilty when asked to explain things on my return.",,i send a word to my boss through my servant telling him that iwould not report for work as i was not feeling well and that thedoctor had refused to give me sick leave. my intention wasactually to go out of lusaka for a week-end. i left the same dayand the following morning my boss found me in mongu. i feltguilty when asked to explain things on my return.
joy,I received a letter of acceptance from UNZA.,,i received a letter of acceptance from unza.
fear,"We were driving at night and I realized that a car was following
us.",,we were driving at night and i realized that a car was followingus.
anger,I reachad home to find that my baby had not been bathed and fed.,,i reachad home to find that my baby had not been bathed and fed.
sadness,"I saw a dead child which was not covered, it had been knocked
down by a car.",,"i saw a dead child which was not covered, it had been knockeddown by a car."
disgust,I saw a friend's husband with another woman.,,i saw a friend is husband with another woman.
shame,I scolded my sister without waiting for her explanation.,,i scolded my sister without waiting for her explanation.
guilt,"I accused my husband of being late deliberately when he came to
pick me up from work.",,i accused my husband of being late deliberately when he came topick me up from work.
joy,"When I was appointed by the Ministry of health to join the
teaching staff of one of the medical colleges.",,when i was appointed by the ministry of health to join theteaching staff of one of the medical colleges.
fear,"When I took blood from a patient for alcohol estimation and
urine for some other examination, he told me that something bad
would happen to me as he would play magic on me.",,"when i took blood from a patient for alcohol estimation andurine for some other examination, he told me that something badwould happen to me as he would play magic on me."
anger,"When the dean of UNZA asked me to vacate a big flat I was
occupying and take up a smaller one as I was becoming a full time
student at UNZA.",,when the dean of unza asked me to vacate a big flat i wasoccupying and take up a smaller one as i was becoming a full timestudent at unza.
sadness,"When my close friend was involved in an accident and passed away
instantly.  He had gone to buy a new car and had asked me to
wait at his home so that I could see his new car.",,when my close friend was involved in an accident and passed awayinstantly. he had gone to buy a new car and had asked me towait at his home so that i could see his new car.
disgust,"When I was told that the brother who was staying with me would
not go to the training school that year but only the year after.",,when i was told that the brother who was staying with me wouldnot go to the training school that year but only the year after.
shame,"A patient, to whom I had given a powerful medicine, shouted at me
in front of many people.  I realized that he did so because he
was very ill.",,"a patient, to whom i had given a powerful medicine, shouted at mein front of many people. i realized that he did so because hewas very ill."
guilt,"When I broke up my relationship with my former girlfriend as she
would ask me irrelevant quetions about my past.",,when i broke up my relationship with my former girlfriend as shewould ask me irrelevant quetions about my past.
joy,When I received my promotion letter.,,when i received my promotion letter.
fear,"I was sleeping when I heard the neighbours screaming, I peeped
through the window and saw a thief  trying to enter my
neighbour's house.",,"i was sleeping when i heard the neighbours screaming, i peepedthrough the window and saw a thief trying to enter myneighbour is house."
anger,"I was annoyed when a person higher up asked me why a particular
job was not done, it was not my job to do it.  ",,"i was annoyed when a person higher up asked me why a particularjob was not done, it was not my job to do it."
sadness,"My brother came to tell me about some problems we had in the
family.  I felt sad because I thought that if my mother had not
gone away when this brother was younger, things would have been
different.",,"my brother came to tell me about some problems we had in thefamily. i felt sad because i thought that if my mother had notgone away when this brother was younger, things would have beendifferent."
disgust,"I was in a train when a woman started talking loudly and
attracting everybody's attention.  The worst thing was that she
was discussing something, about which she knew nothing, with another person.",,"i was in a train when a woman started talking loudly andattracting everybody is attention. the worst thing was that shewas discussing something, about which she knew nothing, with another person."
shame,"After a jogging session I had severe abdominal cramps and this
lead to my wanting to empty my bladder.  My friends gathered
around me and two of them had to help me to the toilet.  I was
ashamed at having to go to the toilet in the presence of my
friends.",,after a jogging session i had severe abdominal cramps and thislead to my wanting to empty my bladder. my friends gatheredaround me and two of them had to help me to the toilet. i wasashamed at having to go to the toilet in the presence of myfriends.
guilt,"A certain woman had asked me to make something for her and I kept
putting it off.  When I finally made it, I did not see her for
days only to be told one day that she had collapsed and died.  I
felt quite guilty as she had jokingly said that I might not do
what she had requested me to do.",,"a certain woman had asked me to make something for her and i keptputting it off. when i finally made it, i did not see her fordays only to be told one day that she had collapsed and died. ifelt quite guilty as she had jokingly said that i might not dowhat she had requested me to do."
joy,"When I was accepted for my third year (G-10) at my former
secondary school.",,when i was accepted for my third year g-10 confusion at my formersecondary school.
fear,"I had gone for a medical check-up at the U.T.H and failed to make
it back on time for the C119 practical sessions at 1400 hours
last academic year.",,i had gone for a medical check-up at the u.t.h and failed to makeit back on time for the c119 practical sessions at 1400 hourslast academic year.
anger,When I was mistreated by my step-mother.,,when i was mistreated by my step-mother.
sadness,When my aunt passed away in early 1982.,,when my aunt passed away in early 1982.
disgust,"When I failed to secure employment after my form 5 in Lusaka despite
my excellent certificate.",,when i failed to secure employment after my form 5 in lusaka despitemy excellent certificate.
shame,"When I failed my grade 7 exam at the first attempt in 1975.  My
father and the entire family thought that I was finished in life.
 I really felt like hiding.",,when i failed my grade 7 exam at the first attempt in 1975. myfather and the entire family thought that i was finished in life. i really felt like hiding.
guilt,"When I beat up a first year student at my secondary school in
my capacity as the deputy head boy.  He had woken up late in the
morning for manual work.",,when i beat up a first year student at my secondary school inmy capacity as the deputy head boy. he had woken up late in themorning for manual work.
joy,"When I heard that someone who is very close to me did very well
in the exams despite having fooled around a lot.",,when i heard that someone who is very close to me did very wellin the exams despite having fooled around a lot.
fear,"When a drunkard barged into a room where my friend and I had run
in order to get away from him.  We were all alone and all I could
see was this hand coming towards me.",,when a drunkard barged into a room where my friend and i had runin order to get away from him. we were all alone and all i couldsee was this hand coming towards me.
anger,"When a friend and me played a joke on our boyfriends.  Her
boyfriend came up and accused me of having planned the whole
thing and said that I did not deserve my boyfriend.  He
embarassed me in front of a crowd.",,when a friend and me played a joke on our boyfriends. herboyfriend came up and accused me of having planned the wholething and said that i did not deserve my boyfriend. heembarassed me in front of a crowd.
sadness,"When my family and I heard of the death of my grandfather.  We had
 seen him a few weeks earlier and it seemed that he had just been
waiting to see us.",,when my family and i heard of the death of my grandfather. we had seen him a few weeks earlier and it seemed that he had just beenwaiting to see us.
disgust,"When a boy put a handful of cooked potatoes down my dress and
there was no water to clean up.",,when a boy put a handful of cooked potatoes down my dress andthere was no water to clean up.
shame,"When a soppy poem that I had written to a boy was found and every
one read it and started teasing me about it.",,when a soppy poem that i had written to a boy was found and everyone read it and started teasing me about it.
guilt,"When my boyfriend asked me to go out with him and I refused
because I wanted to go out with another guy.  I did go out and my
boyfriend found out.",,when my boyfriend asked me to go out with him and i refusedbecause i wanted to go out with another guy. i did go out and myboyfriend found out.
joy,"After a long time (of no communication with him, physical
illness and worry) my lover came to see me, when I least expected
to see him.",,"after a long time of no communication with him, physicalillness and worry confusion my lover came to see me, when i least expectedto see him."
fear,"Birds had made nests in our thatched roof and they were flying
and flapping their wings in the bedroom at night.  It was very
dark and I could not even see my nose.  I did not know that it
was the birds till my mother told me so.",,birds had made nests in our thatched roof and they were flyingand flapping their wings in the bedroom at night. it was verydark and i could not even see my nose. i did not know that itwas the birds till my mother told me so.
anger,"The juniors in our dormitory at school started to complain and
make a lot of noise about the duties assigned to them by the
prefect who was my class-mate and was very cool and dull.",,the juniors in our dormitory at school started to complain andmake a lot of noise about the duties assigned to them by theprefect who was my class-mate and was very cool and dull.
sadness,"My elder sister scolded me in front of my younger sisters and
cousins.  She said that I was very lazy and I felt so sad that I
cried myself to sleep.",,my elder sister scolded me in front of my younger sisters andcousins. she said that i was very lazy and i felt so sad that icried myself to sleep.
disgust,"On Christmas day a drunk man came to our house without a shirt
on, he dansed, spoke nonsense and behaved stupidly.",,"on christmas day a drunk man came to our house without a shirton, he dansed, spoke nonsense and behaved stupidly."
shame,When I wet my bed at boarding school.,,when i wet my bed at boarding school.
guilt,"My baby sister was 2-3 months old and when I was trying to get
her on my back, she slipped and fell.",,"my baby sister was 2-3 months old and when i was trying to gether on my back, she slipped and fell."
