ori_sentiment,text,other,tweet_text
fear,"When my brother hit his head and lost consciousness at the sports
practice.  For some time he could not remember what had happened
but he recovered later.",,When my brother hit his head and lost consciousness at the sportspractice. For some time he could not remember what had happenedbut he recovered later.
anger,"I get angry with my brothers and sisters when they do something
that I do not like.  They know this and still do it so as to
tease me.",,I get angry with my brothers and sisters when they do somethingthat I do not like. They know this and still do it so as totease me.
sadness,When my grandfather died.,,When my grandfather died.
disgust,When opened a box of biscuits and found worms inside.,,When opened a box of biscuits and found worms inside.
shame,"When I was young I was told to to the shop to buy a dozen eggs.
I went and asked for one egg and the people in the shop laughed
at me and so did my family when I told them what had happened.",,When I was young I was told to to the shop to buy a dozen eggs.I went and asked for one egg and the people in the shop laughedat me and so did my family when I told them what had happened.
guilt,"When I arrived home late at night.  I know that my mother gets
worried and this made me feel angry.",,When I arrived home late at night. I know that my mother getsworried and this made me feel angry.
joy,"When I spoke to my daughter and wished her luck for the
examinations she was about to take.",,When I spoke to my daughter and wished her luck for theexaminations she was about to take.
fear,"When I was told that my daughter, who is at a boarding school,
was very ill and that they needed me there the same day.",,"When I was told that my daughter, who is at a boarding school,was very ill and that they needed me there the same day."
anger,"One day in a clinic, the father of a child came in and assaulted
a colleague for something that she had not done deliberately.",,"One day in a clinic, the father of a child came in and assaulteda colleague for something that she had not done deliberately."
sadness,When I was told that my uncle had passed away.,,When I was told that my uncle had passed away.
disgust,"The transport to pick us up for lunch was always late and the
driver made the same excuse every day.",,The transport to pick us up for lunch was always late and thedriver made the same excuse every day.
shame,"One day when I came back home, I found my favourite dish broken.
I blamed the servant for it, later I found out that it was not
the servant but my daughter who had broken it.",,"One day when I came back home, I found my favourite dish broken.I blamed the servant for it, later I found out that it was notthe servant but my daughter who had broken it."
guilt,When I did not give back a text book to a friend in time.,,When I did not give back a text book to a friend in time.
joy,"When a cousin of mine was discharged from the hospital after
a long illness.  I had thought that this illness would never end.",,When a cousin of mine was discharged from the hospital aftera long illness. I had thought that this illness would never end.
fear,"When a man who had a knife grabbed me and threatened me with it,
during my holidays in Monze.
",,"When a man who had a knife grabbed me and threatened me with it,during my holidays in Monze."
anger,"A certain friend tried to push me off a seat in a very violent
way for no apparent reason.  It may be that he was excited about
something.",,A certain friend tried to push me off a seat in a very violentway for no apparent reason. It may be that he was excited aboutsomething.
sadness,"When the neighbour of a friend of mine was stabbed to death by
thieves in Kabwe.  They stole his van.",,When the neighbour of a friend of mine was stabbed to death bythieves in Kabwe. They stole his van.
disgust,"When we were young, a friend of mine tried to dissect a frog while
we were playing near his home.",,"When we were young, a friend of mine tried to dissect a frog whilewe were playing near his home."
shame,"The time I shouted at most of my friends at a party.  It was as if
 all my friends had done something wrong, or may be it was the
influence of the beer.",,"The time I shouted at most of my friends at a party. It was as if all my friends had done something wrong, or may be it was theinfluence of the beer."
guilt,"When I blamed my niece for misplacing my book, she denied having
touched or seen it but I carried on insisting that it was her.",,"When I blamed my niece for misplacing my book, she denied havingtouched or seen it but I carried on insisting that it was her."
joy,"After going through much shame, I became a Christian and
something new happened in my heart.  Joy that overflows was
manifest in me.",,"After going through much shame, I became a Christian andsomething new happened in my heart. Joy that overflows wasmanifest in me."
fear,"When I was about six years old, I mistook a cat for a leopard
when it entered my room at night.",,"When I was about six years old, I mistook a cat for a leopardwhen it entered my room at night."
anger,"When a person the same age as me insisted that I call him
""Mister"".  I refused to succumb, but he persisted and I got angry
as he had belittled me.",,"When a person the same age as me insisted that I call him""Mister"". I refused to succumb, but he persisted and I got angryas he had belittled me."
sadness,"When I lost my father on the 25th of September,1970.  He died of
a sore on the leg.",,"When I lost my father on the 25th of September,1970. He died ofa sore on the leg."
disgust,"When I failed the grade 7 twice and only passed it the third
time.",,When I failed the grade 7 twice and only passed it the thirdtime.
shame,"I was going around with a foreigner's wife and my entire family
got to know about it, this was just when I had become a
Christian.",,"I was going around with a foreigner is wife and my entire familygot to know about it, this was just when I had become aChristian."
guilt,"When they found out that I was absent from school, I had gone to
the girl's secondary school.",,"When they found out that I was absent from school, I had gone tothe girl is secondary school."
joy,When I first passed a job interview.,,When I first passed a job interview.
fear,"I was almost caught in the girls hostel by the security men, I
would have been expelled from school had I been caught.",,"I was almost caught in the girls hostel by the security men, Iwould have been expelled from school had I been caught."
anger,"When I was accused of having refused to do some hostel work while
I was at school.  Actually I had not been allocated any work.",,When I was accused of having refused to do some hostel work whileI was at school. Actually I had not been allocated any work.
sadness,"A friend of mine could not make it back to Unza after having
failed the exams.",,A friend of mine could not make it back to Unza after havingfailed the exams.
disgust,"I usually come back home early but this day I came home back late
to find some visitors at my place.",,I usually come back home early but this day I came home back lateto find some visitors at my place.
shame,"I got pass marks in the H.S.S compulsory courses while most
people performed well.",,I got pass marks in the H.S.S compulsory courses while mostpeople performed well.
guilt,"I destroyed my step-brother's bedsheets by mistake, they were the
only ones he had.",,"I destroyed my step-brother is bedsheets by mistake, they were theonly ones he had."
joy,When I heard that I had made it to the second year at UNZA.,,When I heard that I had made it to the second year at UNZA.
fear,"When my father's home was to be broken into by thieves who had
guns.",,When my father is home was to be broken into by thieves who hadguns.
anger,"When a friend tried to back bite me on false grounds.  This made
me wonder if he was a really a good friend.",,When a friend tried to back bite me on false grounds. This mademe wonder if he was a really a good friend.
sadness,When my girlfriend's nephew passed away.,,When my girlfriend is nephew passed away.
disgust,"When someone whom I trusted, disappointed me terribly.",,"When someone whom I trusted, disappointed me terribly."
shame,"I was with my colleagues and we met an elderly man who was very
drunk, as he approached us he started to undress.",,"I was with my colleagues and we met an elderly man who was verydrunk, as he approached us he started to undress."
guilt,"When I lied to my mum, who later came to know that what I had
been teling her was false.",,"When I lied to my mum, who later came to know that what I hadbeen teling her was false."
joy,"When I hooked a girl in Kitwe.  She was very beautiful for my
standards, a rare bird of this kind accepted me as a boyfriend.",,"When I hooked a girl in Kitwe. She was very beautiful for mystandards, a rare bird of this kind accepted me as a boyfriend."
fear,When someone tried to bewitch me and my friends at night.,,When someone tried to bewitch me and my friends at night.
anger,"When I was victimized for running away with a girl who was
somebody else's wife and niece at the same time.  I was very
angry over this issue because I was told to pay him money after
having been punished for it. ",,When I was victimized for running away with a girl who wassomebody else is wife and niece at the same time. I was veryangry over this issue because I was told to pay him money afterhaving been punished for it.
sadness,"1976, Soweto uprising in South Africa and the racist Gout's
reaction to the students demands concerning the educational
system.",,"1976, Soweto uprising in South Africa and the racist gout isreaction to the students demands concerning the educationalsystem."
disgust,"When I got  grade ""C"" in M160 at the end of my first year at
UNZA.  I had expected a ""C+"" or a ""B"" as M160 is easy, going by my
capacity in mathematics.",,"When I got grade ""C"" in M160 at the end of my first year atUNZA. I had expected a ""C+"" or a ""B"" as M160 is easy, going by mycapacity in mathematics."
shame,"When I was found urinating, behind a toilet instead of inside it,
by my class mates and the teachers.  I was told to pick up my own
urine from the wet soil, I did it.",,"When I was found urinating, behind a toilet instead of inside it,by my class mates and the teachers. I was told to pick up my ownurine from the wet soil, I did it."
guilt,"When my uncle found me having sexual intercourse with a distant
relative of mine in the sitting room, on the couch.  I failed to
stop and get up, I carried on.",,"When my uncle found me having sexual intercourse with a distantrelative of mine in the sitting room, on the couch. I failed tostop and get up, I carried on."
joy,"When I was accepted for further education, here at the
university.",,"When I was accepted for further education, here at theuniversity."
fear,"When I was walking at night, I saw fire suspended in the air and
it was split into several segments by something I could not see.
I suspected that it was witch-craft.",,"When I was walking at night, I saw fire suspended in the air andit was split into several segments by something I could not see.I suspected that it was witch-craft."
anger,"When I was accused by my brother of having stolen a 5 kwatcha
note from my mother's bag.  I was beaten up for this, the money
was found later.",,"When I was accused by my brother of having stolen a 5 kwatchanote from my mother is bag. I was beaten up for this, the moneywas found later."
sadness,"When I received a message that my brother was seriously ill and
was in hospital.",,When I received a message that my brother was seriously ill andwas in hospital.
disgust,"When I was refused a transfer from my school to another, simply
because it was far away from my house.",,"When I was refused a transfer from my school to another, simplybecause it was far away from my house."
shame,"When I was taking an exam in grade 5.  The examinator found me
with a note-book and accused me of copying, All the students
laughed at me.",,"When I was taking an exam in grade 5. The examinator found mewith a note-book and accused me of copying, All the studentslaughed at me."
guilt,When I was caught stealing mangoes in a certain compound.,,When I was caught stealing mangoes in a certain compound.
joy,When I got first division in the exams before leaving school.,,When I got first division in the exams before leaving school.
fear,"When I went to town in a double dekker bus.  The bus was about to
fall on the way when the driver controlled it.  It had almost
fallen.",,When I went to town in a double dekker bus. The bus was about tofall on the way when the driver controlled it. It had almostfallen.
anger,"When I was in form 3, my aunts lied to my daddy telling him that
I had told them that I was pregnant.  My daddy  told my mother
and she asked me if it was true.  I was very angry with my aunts.",,"When I was in form 3, my aunts lied to my daddy telling him thatI had told them that I was pregnant. My daddy told my motherand she asked me if it was true. I was very angry with my aunts."
sadness,When I received a letter telling me that my mother was very ill.,,When I received a letter telling me that my mother was very ill.
disgust,"When a drunkard, in town yelled at me saying that I was a
prostitute.",,"When a drunkard, in town yelled at me saying that I was aprostitute."
shame,"My brother came to see me and found me with a boy friend.  When
my boyfriend greeted him, he did not answer and instead started
shouting at me and scolding me in the prescence of my boyfriend.",,"My brother came to see me and found me with a boy friend. Whenmy boyfriend greeted him, he did not answer and instead startedshouting at me and scolding me in the prescence of my boyfriend."
guilt,"When I went to my room-mate's drawer to see if she had an iron
which I could use, she came in.  I felt guilty as she may have
thought that I had been stealing.",,"When I went to my room-mate is drawer to see if she had an ironwhich I could use, she came in. I felt guilty as she may havethought that I had been stealing."
joy,When I had my four children.,,When I had my four children.
fear,When two of my children were critically ill with measles.,,When two of my children were critically ill with measles.
anger,When I got a low grade in an administration course.,,When I got a low grade in an administration course.
sadness,When I got divorced from my husband after ten years of marriage.,,When I got divorced from my husband after ten years of marriage.
disgust,"When my mother betrayed me by obtaining money from my husband
when we were separated - pending divorce.",,When my mother betrayed me by obtaining money from my husbandwhen we were separated pending divorce.
shame,When I gave my boyfriend a brush-off.,,When I gave my boyfriend a brush-off.
guilt,When I beat up my son for having beaten up his sister.,,When I beat up my son for having beaten up his sister.
joy,"This happened when I went to check my first year results, I had
thought that I would fail and I found that I had a clear pass in
all my courses.",,"This happened when I went to check my first year results, I hadthought that I would fail and I found that I had a clear pass inall my courses."
fear,"When I woke up at night to find a fire spreading towards the bed
-rooms.  I was very frightened as I realized that I faced death.",,When I woke up at night to find a fire spreading towards the bed-rooms. I was very frightened as I realized that I faced death.
anger,When a friend of mine was trying to make a fool out of me.,,When a friend of mine was trying to make a fool out of me.
sadness,"I experienced this emotion when my friend committed suicide after
we had spent the afternoon playing and discussing life and it's
problems.",,I experienced this emotion when my friend committed suicide afterwe had spent the afternoon playing and discussing life and it isproblems.
disgust,"When I heard of the assassination of the Indian prime-minister,
Indira Gandhi.",,"When I heard of the assassination of the Indian prime-minister,Indira Gandhi."
shame,"When I got drunk at a party and made a fool of myself by
vomitting all over the place and insulting the people who were
there with me.",,When I got drunk at a party and made a fool of myself byvomitting all over the place and insulting the people who werethere with me.
guilt,"When I was caught sneaking back into the house at night after
having  gone to a disco without permission.",,When I was caught sneaking back into the house at night afterhaving gone to a disco without permission.
joy,When I was told that I had passed the exams.,,When I was told that I had passed the exams.
fear,When a thief broke into my house at night.,,When a thief broke into my house at night.
anger,When my sister broke my china tea set.,,When my sister broke my china tea set.
sadness,I felt very sad when my son died after a short illness.,,I felt very sad when my son died after a short illness.
disgust,I met my best friend's husband with a prostitute.,,I met my best friend is husband with a prostitute.
shame,When I failed to answer a simple question.,,When I failed to answer a simple question.
guilt,"My brother wanted money but I refused to give it to him, two days
later he stole it from my father.",,"My brother wanted money but I refused to give it to him, two dayslater he stole it from my father."
joy,When I learnt that I was selected for form I.,,When I learnt that I was selected for form I.
fear,When I was nearly beaten up by the brother of my girlfriend.,,When I was nearly beaten up by the brother of my girlfriend.
anger,"When I heard that my girlfriend was talking behind my back and
looking down on me.",,When I heard that my girlfriend was talking behind my back andlooking down on me.
sadness,"When a friend, who has been with me at school, failed to make it
to UNZA.",,"When a friend, who has been with me at school, failed to make itto UNZA."
disgust,"When my girlfriend told me that she was no longer interested in
me.",,When my girlfriend told me that she was no longer interested inme.
shame,I choked on a cold drink in front of girls who were strangers.,,I choked on a cold drink in front of girls who were strangers.
guilt,When I was caught with my girlfriend in the house at night.,,When I was caught with my girlfriend in the house at night.
joy,When I passed the grade 7 exam.,,When I passed the grade 7 exam.
fear,"When I was told by the doctor, after many months of coughing,
that I had tuberculosis.",,"When I was told by the doctor, after many months of coughing,that I had tuberculosis."
anger,"When a cousin of mine took my bottle of T.B tablets, put water in
it and threw it in the dust-bin.",,"When a cousin of mine took my bottle of T.B tablets, put water init and threw it in the dust-bin."
sadness,"This happened when one of my uncles died just whan I was
planning to go and visit him during the next holidays.",,This happened when one of my uncles died just whan I wasplanning to go and visit him during the next holidays.
disgust,"When I realized that my closest friend had said bad things about
me when I was not around and had betrayed me by making friends
with my boyfriend's other girl.",,When I realized that my closest friend had said bad things aboutme when I was not around and had betrayed me by making friendswith my boyfriend is other girl.
shame,"When five of my friends at the secondary school found out the bad
things that I had been saying about them.",,When five of my friends at the secondary school found out the badthings that I had been saying about them.
guilt,"When my mother returned from a holiday, I told her a lie i.e my
father had brought another woman home while she was away.",,"When my mother returned from a holiday, I told her a lie i.e myfather had brought another woman home while she was away."
joy,The time I qualified to enter secondary school.,,The time I qualified to enter secondary school.
fear,"One evening I saw the old guard-man I knew, change into something
inhuman for about 5-10 seconds, this really frightened me.",,"One evening I saw the old guard-man I knew, change into somethinginhuman for about 5-10 seconds, this really frightened me."
anger,"When I was mistakenly accused of being a thief when I accidently
gave a fake coin at a counter.  I realized this before I handed
over the coin, but the man called me a thief and called a
witness.",,"When I was mistakenly accused of being a thief when I accidentlygave a fake coin at a counter. I realized this before I handedover the coin, but the man called me a thief and called awitness."
sadness,"The day I woke up to find that a kitten I had wanted to keep had
been eaten by the neighbour's dogs.  It had been locked out by my
wife who claimed that it had dirtied the sheets.",,The day I woke up to find that a kitten I had wanted to keep hadbeen eaten by the neighbour is dogs. It had been locked out by mywife who claimed that it had dirtied the sheets.
disgust,"The day I was forced to use a public convenience place in town.
It was so filthy that it really made me sick.",,The day I was forced to use a public convenience place in town.It was so filthy that it really made me sick.
shame,"My mother caught me stealing some food when I was a young
boy.",,My mother caught me stealing some food when I was a youngboy.
guilt,"When I gave in to what my wife wanted and locked the cat out, it
was killed by the dogs.",,"When I gave in to what my wife wanted and locked the cat out, itwas killed by the dogs."
joy,"I felt joy when I came to know Christ.  That is when I became a
Christian.",,I felt joy when I came to know Christ. That is when I became aChristian.
fear,When I broke the window pane of my next door neighbour's house.,,When I broke the window pane of my next door neighbour is house.
anger,"When my brother did not send me the transport money to resume
my studies in time at UNZA.",,When my brother did not send me the transport money to resumemy studies in time at UNZA.
sadness,When I heard that my nephew had passed away.,,When I heard that my nephew had passed away.
disgust,When my father thought that I was an unrelaible son.,,When my father thought that I was an unrelaible son.
shame,"When I stole a book in class and the teacher caught me, the rest
of the class laughed at my attempt.",,"When I stole a book in class and the teacher caught me, the restof the class laughed at my attempt."
guilt,When I insulted an elderly person for no reason.,,When I insulted an elderly person for no reason.
joy,"When my uncle gave me my first year's results.  I opened the
envelope and my eyes ran into two ""B+"" - in EC110 and M160, this
meant that I had qualified for a major in economics.",,"When my uncle gave me my first year is results. I opened theenvelope and my eyes ran into two ""B+"" in EC110 and M160, thismeant that I had qualified for a major in economics."
fear,"I turned the knob of my granny's two band radio and did not hear
any broadcast,  "" What ! Have I broken the knob ? How much does
it cost ? What if the spare part is not available ? ""  --I did
not know how to tune a radio.",,"I turned the knob of my granny is two band radio and did not hearany broadcast, "" What ! Have I broken the knob ? How much doesit cost ? What if the spare part is not available ? "" --I didnot know how to tune a radio."
anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd
my step-dad.  I thought, "" Why did she break her promises ? Why
had she invited me ? Why do old men go for young girls ? """,,"I peeped into maurine is bedroom and saw two people Maurine anbdmy step-dad. I thought, "" Why did she break her promises ? Whyhad she invited me ? Why do old men go for young girls ? """
sadness,"When I missed the chance of becoming a graduate in mining
engineering, after having prayed one week in the church I was
not even selected.",,"When I missed the chance of becoming a graduate in miningengineering, after having prayed one week in the church I wasnot even selected."
disgust,"I stormed into the room, hoping to cool myself with some soft
music from my three band radio cassette.  There was only young
Kaley there and he explained, "" Your aunt has sold it as she
wanted to buy clothes.""",,"I stormed into the room, hoping to cool myself with some softmusic from my three band radio cassette. There was only youngKaley there and he explained, "" Your aunt has sold it as shewanted to buy clothes."""
shame,"When a lady I was flirting with told all my class-mates that she
was in second year while I was in first year, everyone laughed
and started looking at me.",,"When a lady I was flirting with told all my class-mates that shewas in second year while I was in first year, everyone laughedand started looking at me."
guilt,"My cousin knocked on the door, looking for me to get her watch
back.  I had given it to my girlfriend, Lizzy, as a present.",,"My cousin knocked on the door, looking for me to get her watchback. I had given it to my girlfriend, Lizzy, as a present."
joy,"This was when the girl I was in love with accepted my proposal
and everything went smoothly, just as I had wanted it to.  It was
contrary to my previous feelings of uncertainty about her
response.",,"This was when the girl I was in love with accepted my proposaland everything went smoothly, just as I had wanted it to. It wascontrary to my previous feelings of uncertainty about herresponse."
fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me
and take me to his kingdom.  He was very repulsive and I have
never seen anything like that before.",,"It was when I dreamt that I had encountered Satan, he wanted to grab meand take me to his kingdom. He was very repulsive and I havenever seen anything like that before."
anger,"This was when I found out that a cousin of mine had taken away my
trousers without my consent.",,This was when I found out that a cousin of mine had taken away mytrousers without my consent.
sadness,"When I failed a test at my primary school.  I was then in grade 7
and we were about to take the main exam.",,When I failed a test at my primary school. I was then in grade 7and we were about to take the main exam.
disgust,"This was when I saw, for the first time, a naked woman
(prostitute) run away from a house after having been discovered
by the guardian.",,"This was when I saw, for the first time, a naked womanprostitute run away from a house after having been discoveredby the guardian."
shame,"This was when I was discovered stealing a piece of bread at home,
I was very hungry a few hours before supper.",,"This was when I was discovered stealing a piece of bread at home,I was very hungry a few hours before supper."
guilt,"When I was afraid to tell my sports teacher at secondary school
that I had not participated in the sports activities the previous
day.",,When I was afraid to tell my sports teacher at secondary schoolthat I had not participated in the sports activities the previousday.
joy,"I was in grade 7.  We had an inter-house volley-ball competition.
 In Luapula I was the youngest member of the team and I scored
the winning goal using my head.  I jumped up with joy and fell
down.",,I was in grade 7. We had an inter-house volley-ball competition. In Luapula I was the youngest member of the team and I scoredthe winning goal using my head. I jumped up with joy and felldown.
fear,"I was escorting a relative on a bike, we passed by a dark road
with bushas on each side.  Half way down this road, suddenly, we
saw a white dog appear from one side.  Before we could do
anything, it had vanished and moreover it did not seem to have
any legs.",,"I was escorting a relative on a bike, we passed by a dark roadwith bushas on each side. Half way down this road, suddenly, wesaw a white dog appear from one side. Before we could doanything, it had vanished and moreover it did not seem to haveany legs."
anger,"The comrade staying next doors insulted me for what he called
the misuse of his iron.  He called me stupid, self centered etc.
I wanted to punch him but instead went for a walk to the mining
school to cool off.",,"The comrade staying next doors insulted me for what he calledthe misuse of his iron. He called me stupid, self centered etc.I wanted to punch him but instead went for a walk to the miningschool to cool off."
sadness,"A close relative was at odds with a very powerful firm.  All his
things had been taken, His dad had died a little before this
event.  He gathhered his children and vowed to give them a good
life with a new start - the words were hollow, he bit back his
tears .....I asked to be excused and then went and cried in the
loo.",,"A close relative was at odds with a very powerful firm. All histhings had been taken, His dad had died a little before thisevent. He gathhered his children and vowed to give them a goodlife with a new start the words were hollow, he bit back histears .....I asked to be excused and then went and cried in theloo."
disgust,A pig in the well from which we drink.,,A pig in the well from which we drink.
shame,"My girlfriend had started going around with another boy.  Her
cousin, also a friend of mine, asked her as to who she preferred.
 Both of us were present and she chose the other guy.",,"My girlfriend had started going around with another boy. Hercousin, also a friend of mine, asked her as to who she preferred. Both of us were present and she chose the other guy."
guilt,"I bumped my dad's car in a lamp post.  He was not at home then,
neither was he home when I left for the campus.  I did not tell
him about the accident and I will never tell him.",,"I bumped my dad is car in a lamp post. He was not at home then,neither was he home when I left for the campus. I did not tellhim about the accident and I will never tell him."
joy,"I was at school whhen I received a letter from the dean of my
school congratulating me for my performance at the previous
year's exam. ",,I was at school whhen I received a letter from the dean of myschool congratulating me for my performance at the previousyear is exam.
fear,"This was at secondary school, a prefect framed up some case and
took it to the deputy head-master.  I was called by the
head-master and he threatened to suspend me.",,"This was at secondary school, a prefect framed up some case andtook it to the deputy head-master. I was called by thehead-master and he threatened to suspend me."
anger,"When I travelled all the way to my former school to collect my
certificate, only to be told that I owed them some money, I knew
nothing about this.",,"When I travelled all the way to my former school to collect mycertificate, only to be told that I owed them some money, I knewnothing about this."
sadness,"My sister was in a hospital, later in the evening we received the
information that she had died.",,"My sister was in a hospital, later in the evening we received theinformation that she had died."
disgust,"When at school I thought that I was going to get the best results
in mathematics, but it was someone else who got the prize.",,"When at school I thought that I was going to get the best resultsin mathematics, but it was someone else who got the prize."
shame,"When I received a letter from my girlfriend telling me that she
was engaged to an another man.",,When I received a letter from my girlfriend telling me that shewas engaged to an another man.
guilt,"I felt guilty when I heard the results of my friend, who had
failed.  I wished that I had helped him.",,"I felt guilty when I heard the results of my friend, who hadfailed. I wished that I had helped him."
joy,My being admitted to UNZA.,,My being admitted to UNZA.
fear,While paddling in the river during a storm.  I feared drowning.,,While paddling in the river during a storm. I feared drowning.
anger,"I entrusted a friend with the delivery of some money to my
father, however he misused the money.",,"I entrusted a friend with the delivery of some money to myfather, however he misused the money."
sadness,The loss of my mother.,,The loss of my mother.
disgust,Over an argument.,,Over an argument.
shame,At school - being whipped by the teacher in front of the class.,,At school being whipped by the teacher in front of the class.
guilt,"When I had sufficient amount of money, I brought more clothes for
myself than for the children - I  felt bad about it.",,"When I had sufficient amount of money, I brought more clothes formyself than for the children I felt bad about it."
joy,My first kiss.,,My first kiss.
fear,When I saw a ghost.,,When I saw a ghost.
anger,My trouser's zipper was open when I was at a public wedding.,,My trouser is zipper was open when I was at a public wedding.
sadness,When a friend left me and went back home for good.,,When a friend left me and went back home for good.
disgust,When I failed an exam.,,When I failed an exam.
shame,Insulted my girlfriend during a peptalk.,,Insulted my girlfriend during a peptalk.
guilt,I caught a close relative with the servant of the house.,,I caught a close relative with the servant of the house.
joy,When I passed my form three exams.,,When I passed my form three exams.
fear,"The time I was threatened with expulsion from secondary school (form
four).",,The time I was threatened with expulsion from secondary school formfour.
anger,"When I discovered that the people I trusted most were talking
behind my back.",,When I discovered that the people I trusted most were talkingbehind my back.
sadness,When I heard about the death of my aunt.,,When I heard about the death of my aunt.
disgust,"When my brother promised me money but he failed to fulfill the
promise.",,When my brother promised me money but he failed to fulfill thepromise.
shame,"I was running in front of a crowd when I slipped and fell on a
wet lawn.",,I was running in front of a crowd when I slipped and fell on awet lawn.
guilt,When I took drugs.,,When I took drugs.
joy,"As the time to get the results drew near I became more and more
anxious.  My friend called me and said, "" You have passed.""  My
heart was full of joy.",,"As the time to get the results drew near I became more and moreanxious. My friend called me and said, "" You have passed."" Myheart was full of joy."
fear,"I watched a very terrfying film in LT2.  This film really pushed
my heart out of my body and I was forced to go out before the
second reel ended.",,I watched a very terrfying film in LT2. This film really pushedmy heart out of my body and I was forced to go out before thesecond reel ended.
anger,""" I have been hearing rumours that you have not been allowing
people in your room,"" he said.  This sentence really shot my
heart.  I failed to find the right words, instead I walked away
without uttering a word.",,""" I have been hearing rumours that you have not been allowingpeople in your room,"" he said. This sentence really shot myheart. I failed to find the right words, instead I walked awaywithout uttering a word."
sadness,"One Saturday morning I had got ready to go out swimming with my
friends.  Unfortunately the weather did not permit it, so we
stayed indoors.",,"One Saturday morning I had got ready to go out swimming with myfriends. Unfortunately the weather did not permit it, so westayed indoors."
disgust,"One day I went to town to get my grocery.  On my way back, I took
a mini bus which was full of drunk students.  I felt very
disgusted.",,"One day I went to town to get my grocery. On my way back, I tooka mini bus which was full of drunk students. I felt verydisgusted."
shame,"I had gone to aa bookshop to buy some books.  Somehow, I got very
cross with the security guard checking through what I had bought.
 I lost my temper and screamed at him.  Later I felt very ashamed
at myself as a lot of people I know were there.",,"I had gone to aa bookshop to buy some books. Somehow, I got verycross with the security guard checking through what I had bought. I lost my temper and screamed at him. Later I felt very ashamedat myself as a lot of people I know were there."
guilt,"I remember deceiving my brother, I told him that I was going to
attend the Sunday service, instead I went out to the town with a friend. ",,"I remember deceiving my brother, I told him that I was going toattend the Sunday service, instead I went out to the town with a friend."
joy,"When I heard that a close relative of mine had given birth at a
very young age, in a very remote area and had had very few problems.",,"When I heard that a close relative of mine had given birth at avery young age, in a very remote area and had had very few problems."
fear,The possibility of having failed the examination.,,The possibility of having failed the examination.
anger,When someone chased me from his house.,,When someone chased me from his house.
sadness,"When I realized that I did not have the basic things needed by a
student like me.",,When I realized that I did not have the basic things needed by astudent like me.
disgust,"When some people, including me, are treated in a way which
equates them to an animal or a thing.",,"When some people, including me, are treated in a way whichequates them to an animal or a thing."
shame,"When someone I know was caught in an ""adultery"" situation.",,"When someone I know was caught in an ""adultery"" situation."
guilt,"When I did something wrong in the past and denied having done it
when asked about it later.",,When I did something wrong in the past and denied having done itwhen asked about it later.
joy,"My girlfriend wrote to me telling me that she was four months
pregnant and that I was responsible for the ""damages"".  This made
me happy as I longed to have a child to call mine.",,"My girlfriend wrote to me telling me that she was four monthspregnant and that I was responsible for the ""damages"". This mademe happy as I longed to have a child to call mine."
fear,"The shooting started and we all lay down to protect ourselves
from the flying bullets.  This incident occured on our way to
Feira, during the Zambia army patrols in the Rhodesia war.",,"The shooting started and we all lay down to protect ourselvesfrom the flying bullets. This incident occured on our way toFeira, during the Zambia army patrols in the Rhodesia war."
anger,"I went to the dining hall and found that the cooks were cleaning
the plates and there was no food for me, and the blue birds
(security guards) were busy eating the food that was supposed to
be for me.",,"I went to the dining hall and found that the cooks were cleaningthe plates and there was no food for me, and the blue birdssecurity guards were busy eating the food that was supposed tobe for me."
sadness,"That afternoon I received two messages informing me, one that my
brother was in a coma in the U.T.H suffering (kidney disease) and
two, that my uncle met with an accident on his way to the hospital
 to see my brother.",,"That afternoon I received two messages informing me, one that mybrother was in a coma in the U.T.H suffering kidney disease andtwo, that my uncle met with an accident on his way to the hospital to see my brother."
disgust,"This happened when I went to visit my friend in Chelston and
found him screwing my girlfriend.",,This happened when I went to visit my friend in Chelston andfound him screwing my girlfriend.
shame,"When I walked out of my room with only my pants on and found my
girlfriend and her female friend looking for me outside.",,When I walked out of my room with only my pants on and found mygirlfriend and her female friend looking for me outside.
guilt,"My father caught me having sexual intercourse with my closest
cousin.  There was nothing wrong with it but the female was too
old for me.",,My father caught me having sexual intercourse with my closestcousin. There was nothing wrong with it but the female was tooold for me.
joy,"When a girl I wanted very much, said ""yes"" and fell in love with
me.",,"When a girl I wanted very much, said ""yes"" and fell in love withme."
fear,"One evening, when I had gone fishing with my friends, we heard
the roar of a lion near by and had to run for our lives.",,"One evening, when I had gone fishing with my friends, we heardthe roar of a lion near by and had to run for our lives."
anger,When somebody stole my brother's disco machine.,,When somebody stole my brother is disco machine.
sadness,When my uncle died.,,When my uncle died.
disgust,"A class-mate answered (accidentally) the call of nature in the
class during a tough mathematics examination.",,A class-mate answered accidentally the call of nature in theclass during a tough mathematics examination.
shame,"I was double crossing my fiancee and one day she caught me red
handed.  She forgave me later.  I was very ashamed of what I had
done.",,I was double crossing my fiancee and one day she caught me redhanded. She forgave me later. I was very ashamed of what I haddone.
guilt,"I took some money from my parent's house without asking them for
it, and I was caught red handed.",,"I took some money from my parent is house without asking them forit, and I was caught red handed."
joy,"I was very happy when I discovered that I had passed my first
year examination and was among the thirty students who would
major in economics.",,I was very happy when I discovered that I had passed my firstyear examination and was among the thirty students who wouldmajor in economics.
