Correction	ErrorFrequency	Errors
motorcycles	6	[work in agency of [[motorcyclets, motorcicles, motocycles, motocycles, motorcicles, motorcicles]
title	12	[titel, tittle, titel, tittle, titel, titel, titlo, titul, titel, titulo, titel, titel]
seems	2	[seemes, seen]
separates	2	[seperates, seperates]
anthropomorphic	1	[antropomorphic]
rent	2	[rente, rant]
knees	6	[kness, kness, kness, knnes, kness, kness]
lubricants	2	[lubrificants, lubrificants]
luckily	22	[luckly, luckly, luckly, luckely, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly, luckly]
typhoon	13	[tphoon, thiphon, thiphoon, tiphoon, typhon, typhan, tyahoon, tuphoon, thypoon, thypoon, thyphoon, tyhone, typhone]
wipe	1	[[[wip]
ankle	3	[ancle, ancle, ancle]
goldfish	3	[goldenfish, goldenfish, goldsfishes]
ferret	1	[ferets]
mecca	2	[macca, macca]
directors	2	[directers, directers]
unsafe	1	[unsafety]
seeker	1	[seaker]
spontaneous	1	[spontaneo]
dies	1	[dyes]
wish	31	[wishe, whish, wishes, wishi, whish, whish, whish, whish, ish, whish, wash, wishe, whish, wesh, whish, whish, whish, whish, whish, whish, wiss, wiss, whish, wishe, whished, whant, whish, whish, whish, wash, whish]
wise	2	[wisd, vise]
fruited	1	[fruitted]
surmount	1	[surmounte]
anyway	5	[anway, any way, any way, aneway, anywy]
compromise	9	[comproise, compromisi, comprise, compromisse, comprise, [[copromise, copromise, comrpromise, compromisse]
died	4	[dies, ded, daid, dyied]
halfway	2	[half, halfaway]
transformer	18	[trasformer, transtormer, tranformer, transfomer, transforme, transformes, tansformer, tansformer, trasformer, transformen, transforme, transforme, tramsformer, trasnformer, tranformer, tranformer, transfomer, tranformer]
budgets	2	[bugets, budjets]
murder	2	[muder, munder]
class	15	[clase, classe, alss, classe, classe, calss, classa, clase, clase, classe, classe, clases, classe, claas, calss]
sauna	1	[sona]
northern	5	[northen, northen, nothern, northen, northen]
urgently	1	[urgesntly]
environment	153	[envoriment, enviroment, envionment, envionment, enviroment, enviroment, envirnment, enviroment, environnement, enviroment, enviroment, envornment, envirorment, enviroment, enviroment, enviroment, environement, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviremont, enviroment, enviroment, enviroment, enviroment, envinroment, evironment, enviroment, enviroment, envirvoment, enviroment, enviroment, envirement, enviroment, environnement, invironment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, enviroment, that everybody understand me when i speak english in any [[enviroment, environnement, enviroment, enviroment, enviroment, enviroment, enviroment, envirment, enviroment, enviroment, enviroment, enviroment, enviorment, enviroment, environnement, enviroment, enviroment, enviroment, environement, enviorement, enviroment, evirenment, enviroment, envirement, emiroument, enviroment, enviroment, envirement, enviroment, enviroment, enviroment, enviroment, environement, enviroment, enviroment, enviroment, enviornment, enviroment, envirment, enviroment, envoirenment, enviroment, enviromment, enviroment, environnement, enviroment, envirment, enviroment, enviroment, enviromente, enviroment, enviroment, environmment, enviroment, enviroment, enviroment, enviroment, environnement, enviroment, enviroment, enviorment, enviroment, enviroment, enviroment, enviroment, enviromment, enviroment, enviroment, environnment, enviroment, enviornment, enviroment, enviroment, envirenment, enviroment, enviroment, envirement, enviroment, enviromnent, enviromnent, enviroment, enviorment, enviroment, enviorment, enviroment, envioment, enviroment, enviroment, enviroment, enviroument, enviroment, enviroment, enviroment, enviroment, eviroments, enviroment, environement]
joker	1	[jokker]
ambassador	1	[ambassad]
window	32	[windiw, windaw, windown, winndow, windown, windown, winder, windown, windou, windown, windown, windonw, windown, windown, windom, windom, windon, winder, windon, windoow, windown, windowm, windown, widonw, wondows, windon, windo, vitro, windwo, windon, wintow, windon]
expresses	1	[expreses]
world's	1	[worl's]
beating	2	[bitting, bitting]
horrors	2	[to the people whom differ from the others to live freedom in the original society without any [[horrows, to the people whom differ from the others to live freedom in the original society without any [[horrows]
barbecue	38	[barbicue, barbacue, barbecure, barbeque, barbeque, barbacue, barbeque, barbeque, barbeku, barbeque, barbacue, berbecue, barbeque, barbequire, barbacue, barbeque, barbacue, barbecure, babecue, babercue, barbacue, barbeque, barbacue, barbecqe, barbacue, barbacue, barbacue, barbecure, babecue, berbecue, barbeque, barbacue, barbeque, barbeque, abarbecue, barbuce, barbacue, barbacue]
scratching	1	[scrathing]
dependant	1	[dependent]
dismantle	1	[dismatle]
hailstorm	1	[hail storm]
coast	3	[cost, coat, cost]
supermarkets	1	[super markets]
responsiveness	1	[reponsedness]
satisfactory	3	[satisfatory, satisfacting, satisfacted]
stairway	8	[stareway, stairsway, starway, staiway, starway, starway, stainway, stariway]
sunny	63	[sanny, sonny, suny, sonny, sonny, suny, runny, suuny, suny, sunnny, suny, aunny, sanny, summy, sonny, suny, suuny, suny, sunnny, suny, sonny, sony, suny, suny, sanny, suuny, sanny, sanny, suny, sanny, sunni, sonny, snny, suny, sonny, sonny, suny, suuny, sonny, suny, sanny, suny, sonny, suny, sunnny, suuny, sonny, sanny, sonny, sunnny, synny, suny, suny, suunny, suny, sinny, suuny, suny, suny, suunny, suning, suuny, sanny]
friendships	1	[frienships]
melted	1	[malted]
weren't	9	[weren''t, wren't, weren’t, werent, weren''t, was'nt, were'nt, weren' t, waren't]
baker	1	[vaker]
with	1001	[witch, whith, witn, whith, whith, wiht, wiht, wiyh, whit, whith, whit, whith, wihe, whit, whit, whit, wiht, whit, whith, witch, whith, witn, wirh, whith, wihte, eith, whith, whit, wiht, wich, wiht, whit, whith, whit, whit, wich, whis, wich, whit, whith, whit, whith, whith, whith, wich, whith, whit, whit, whith, whit, wiht, wiht, whit, wuth, whith, whith, wiht, whit, wiht, whyt, whith, whit, qith, whit, whit, wich, whit, whis, whit, whit, whith, whith, wit, whit, winth, [[whith, wit, whith, wich, whith, whith, wish, whit, whith, whit, whit, wich, whit, whit, whit, whith, whith, withe, whit, whit, whit, wiht, whit, whit, whit, wih, whit, wish, whith, whit, whith, whith, whith, whith, whith, whith, wiht, withe, wiht, whith, wiht, wiht, wich, [[wich, whit, whith, whit, whith, withe, withe, witch, wish, whith, whith, whith, whit, whith, whit, whit, withe, witch, whit, whit, whis, whit, whit, mith, whith, witch, whit, witch, whit, hit, wiht, wich, whith, whit, whit, whit, wity, whith, whit, whit, whith, [[whit, whith, whith, whith, whith, whit, whit, whit, whith, wiht, whit, whit, whith, whit, whith, whit, wiht, whith, whith, witc, whith, whith, whit, withth, witth, whit, because in the job that i want all time i need to speak [[wiht, whit, whith, whit, whit, withe, whit, whit, whit, whit, whith, whit, whit, wjth, witn, wiht, whith, wich, withe, whit, whith, whit, whit, wit, whit, wiht, wiht, whit, whithe, whith, whit, whit, whith, wiht, whit, whith, whith, wint, withing, withing, whit, wiyh, whit, whit, whit, whit, whit, wiht, witn, witn, whit, whith, withe, vith, witn, whith, whith, whit, whith, vith, whit, whit, wiht, wiht, whith, whith, whit, wht, wiht, wiht, whith, wih, whith, whith, whith, whis, whis, whith, wath, whit, whith, whit, whith, whit, wiyh, whit, whith, whith, wifh, wifh, whit, whith, wich, whit, whith, whith, whith, whit, witch, witch, wich, whith, whit, whit, wiche, witn, whit, whith, whith, withe, whith, wit, whith, whith, whit, wiht, whit, wih, whit, wiht, whit, whit, whith, wiht, wich, whith, witw, whith, whit, whit, whit, whit, whith, whit, whith, wiht, wiht, whit, whit, whith, whith, whit, whit, withe, whit, whith, whith, whit, whit, wihit, witch, whis, whis, whith, whith, whit, whit, whit, wiht, witj, whit, whith, whith, whit, whith, whit, whit, wits, whith, whit, whit, wich, whis, whit, whit, whith, whit, whith, whit, whit, whit, whit, wiht, whith, witch, whith, wich, wich, wich, whit, that hard [[wifh, whith, whith, whith, [[whith, whit, whit, whit, wth, whith, wtihe, witch, whit, wich, wich, whit, whit, wich, woth, whith, whit, whith, whit, whit, whit, wtih, whit, whit, whith, wit, whit, whit, whith, winth, withe, whith, whit, whith, whith, winth, witch, whit, wich, whit, whit, whit, whit, withe, withe, whit, whit, whit, whith, whith, whith, whit, wiht, whith, whith, whit, white, whith, whit, whith, wit, whith, whith, whit, whit, whit, [[whith, whit, whit, whit, whith, whit, whit, whit, wich, which, wiht, whit, whit, wich, whith, whith, wich, whit, whit, whit, whith, whit, withe, whit, whit, whith, whith, wi, whith, whit, whit, whith, whit, withy, whith, withe, whit, whit, whit, whit, whith, wich, wich, whit, whit, vith, whith, whit, whit, whit, whith, whit, whit, whit, whit, whit, withe, wit, whiy, whith, whith, wiht, whit, whit, whith, whith, wth, whit, whit, whit, whit, whith, whit, whit, whith, whith, whit, whith, whit, whit, whith, wiht, whit, whit, whith, whith, whith, whith, withe, whith, whith, whit, whis, wiht, whit, whit, whit, whit, whit, whith, witch, whith, whith, whit, whit, whith, whit, whith, whit, wiht, whit, whit, whith, witch, whith, witch, whit, whit, wih, winth, wuith, whit, whit, whit, whit, whit, whit, whit, whit, whith, whith, whit, whith, whit, whith, wit, whit, wih, whith, whith, whit, whit, wiht, whith, whith, withy, whith, whit, whit, wit, wiht, wich, wich, wich, wich, wiht, wich, wint, whit, withe, whith, wilth, whith, whith, whit, whit, whith, whit, eith, wth, whith, whit, whith, whit, withe, whit, wifh, wifh, whit, whith, whit, witn, whith, whit, whit, whit, whith, wihh, whith, whith, whit, whith, whith, whith, whith, whith, whit, whit, whit, whit, whith, whith, whit, whit, wwith, whith, whit, whit, wiht, wihte, whith, whith, whit, whit, whith, whith, whit, wirh, wirh, wifi, whith, whith, whit, whit, whit, whit, whith, whit, whit, whit, whith, whith, witn, whith, witch, whit, whitch, whit, wiht, whit, whit, wih, whit, whit, whit, whith, whith, whit, whit, whit, whit, wth, whit, whit, witn, whit, whith, whit, whith, whit, withe, witho, whit, whit, whit, whith, whith, whith, whit, whit, whit, whith, whit, whit, whit, wit, wth, whi, whit, whith, whit, whif, whit, whit, whit, whith, whith, whith, whit, wich, wiht, whith, whit, whith, wilt, whit, whit, whit, whith, whith, wityh, witch, whit, whith, whit, whit, whit, whith, whit, whit, whith, whith, wich, whin, wint, whit, whit, whith, whit, whit, whit, vhit, whith, wiyh, wich, wich, whit, whith, wiht, wish, whit, whin, wih, whit, whith, whith, whit, wiht, whith, wiht, whit, wiht, whith, mit, mit, wich, wiht, whit, whit, whit, whit, wiht, whitch, whith, whit the, whit, whit, whis, whith, whith, whit, witch, whit, whit, wich, whith, whith, whith, whit, whit, whith, wtih, wiht, whith, witch, fith, wuth, whit, whit, whit, whit, witch, whit, woth, whit, whit, whith, whith, whit, wich, whith, wiht, whith, wich, whit, whit, whith, whit, witch, whit, whith, whith, white, whith, whit, whith, whit, whit, vith, whit, wiht, whith, whit, whit, whith, whit, whit, whit, whith, whis, whith, witch, whit, wich, whith, whith, whit, whit, whit, whit, whit, whit, whit, wich, whit, wiht, whith, whit, whit, whith, whit, whit, whith, wiht, whit, wint, whit, wiht, whit, whit, wich, whis, whit, whit, whith, wift, whit, whit, whit, wist, whit, whith, whit, wifh, witch, whit, which, wich, whit, whit, whith, whit, wiht, whith, witj, wiht, whith, whit, whith, whith, whit, whit, wiht, witch, wiht, whith, whith, whit, whith, whit, whit, whit, i [[whith, whit, withi, whit, whit, whith, sith, whit, whith, whit, whith, whit, whit, witn, whith, whith, wich, withe, whith, whit, whit, wiht, whit, whit, wiht, whit, whith, whit, whit, witch, whit, whith, whit, whith, whith, whith, witj, wihe, iwth, wint, wity, whit, width, whith, wwith, wiht, whith, wiwth, whit, wiht, whit, whit, wkth, whith, whit, whit, wint, wiht, wiht, whit, wiht, wiht, whit, wit]
circumstances	10	[circunstances, circumtances, circumastances, circumstanes, circunstances, sircumstances, circunstances, circunstances, sircumstances, circunstances]
desire	3	[disere, disire, adesire]
coats	4	[soats, costs, coast, roats]
sweating	3	[sweeting, sweeting, weating]
rubbish	5	[rubish, rubish, rubish, rubish, rubish]
assassin	1	[assasin]
segregation	1	[segregations]
sneaker	2	[sneacker, sneater]
desktop	1	[desktob]
ambiance	6	[ambience, ambience, ambience, ambience, ambience, ambience]
creates	1	[creats]
canary	1	[canrry]
staffs	1	[stafts]
smoked	1	[[[smoken]
subway	5	[sybway, sabway, subvay, suway, sabway]
compared	1	[compaired]
levels	2	[level's, lebels]
created	3	[cread, createad, criated]
sympathy	3	[simpathy, sympothy, sympathie]
salary	68	[solary, sallary, salery, salaru, saraly, sallary, salery, slary, salari, salarie, salaray, saly, sarey, salay, sallary, sallary, salery, safary, salery, salery, salarsy, alary, salery, salry, sarely, salaray, saraly, salery, sallary, selery, salery, salaray, sallary, sallary, salery, salery, salery, salaty, salay, sallary, salara, salaly, salar, salery, selary, salry, sallary, salare, salaire, salery, sallary, sallary, salery, sarary, sallary, salar, salory, slary, salaru, salery, salarie, salay, salay, salsry, sarlary, salay, sallary, salry]
harmonious	3	[hamonious, homonious, hamonious]
else	3	[alse, elso, else's]
nickname	3	[nikename, nicname, nikcneme]
immigrants	1	[imigrants]
eyelashes	2	[eyeslashes, eyeslashes]
liquids	3	[liquits, liquits, luqids]
zoological	1	[zoologico]
conquer	4	[conquere, conquis, conque, conqour]
deserves	2	[deserve, deservs]
respectively	6	[respectivelly, respectivelly, respectly, [[respectivly, respectivily, respectily]
conversational	1	[conversation]
conditions	14	[condicions, condictions, condictions, conditons, condicions, coditions, conticions, condicions, condicitions, condiction, condictions, conditins, condiction, commnditions]
bit	1	[bet]
he's	20	[hi's, h's, h's, hi's, hi's, hi's, hi's, hes, hi's, ??'s, hi's, hi's, hi's, he'r, her's, hi's, he'd, he 's, he'is, hi's]
urge	3	[urce, yrge, ruge]
nephew	6	[newphew, nephe, nefhew, nephiw, nethew, nefhew]
histogram	1	[histgram]
sick	11	[silk, seak, seack, sik, sik, seek, seik, watched too some aliens fall [[sik, seak, seak, scik]
bin	1	[bain]
big	31	[biger, bag, bis, gig, bigg, bigs, bigs, nig, bing, dig, bing, bigs, dig, bog, bog, bid, bigs, beg, bige, bid, bid, bis, beig, bib, bag, bing, byg, bid, bid, bag, biy]
shorter	2	[sorter, sorther]
senses	1	[sences]
innovate	3	[inovate, inovate, inovate]
knowledge	158	[learnings, knowleges, knowlege, knowledges, knoldge, knowlodge, knowleges, knowledges, knowledges, knowlegde, knowleges, knowleges, knowlegde, knoledge, knowlledge, knowloged, kownledge, knowleage, knowledege, knowledges, knowleges, knoweledge, knowledges, knowledges, knowlegde, knowlodge, knowledges, knowledges, knowlegde, knownlodge, knowlegde, knowledges, knoeledge, kownledge, knowlodge, knowlegde, knowledges, knowledges, konwledge, knowledges, keowledge, acknowleage, knowlege, knownledges, knowlege, knowedge, knowleage, knowlede, knowlegde, knowledges, knowlege, knowlodge, knowleges, knowleges, knowlegde, knowlegde, knowedage, knowlge, knowledege, knowledges, knowlodge, knowledege, knowlegde, knowledges, knowlodge, knowlodge, knowledgements, knowlage, knowlege, knowledges, knowledges, knowleges, konwledge, knowlege, knowlege, knowledage, knowledage, knouledge, knowlege, knowlodge, knowlege, knowlegment, knowledges, knoledge, knowledges, knowlage, konwledge, knowledges, knowlages, knowledges, kownledge, knowledges, knowledges, knowledges, knowledges, knowledges, konowledge, nowlege, knowlegde, knowlege, knowledges, knowledges, knockledge, konwledge, knowlege, knowleg, knowlegde, knowledje, knowlage, knowlegde, nowledge, knowledments, knolewge, knowladge, knowlleges, knowlegde, knowledges, knoweledge, knowldege, knowlege, knowlenge, knowlegment, knoledge, knowleges, knowleadge, knowage, knowlodge, knowledges, knowledges, knoledges, knowledgment, knowledges, knowledges, knowlegde, knowladge, knowladge, knowlege, knowledg, knowladge, knowlegde, knowledges, knowledges, knowladge, knowledges, knowlegde, knowledges, knowledges, knowledges, knowladge, knowledage, konwledge, knowledae, knowlogy, knowleges, knowledges, knowledges, knoledge, knowlege]
unique	5	[unic, uniqe, unqie, unic, uniques]
drove	4	[drived, droved, drave, drived]
communications	11	[comunications, comunications, communication, comunications, comunications, comunications, comnuticatios, comunicatins, comunications, comunications, comunication]
interested	87	[iinterested, intereted, intersted, intersted, inerested, interisted, interessted, interesed, intersted, intetrested, ineresting, interrested, intereted, interesed, intersted, interesed, eantristing, intersted, iteresting, interestet, interressed, intreasted, intrested, interestet, interessted, intrested, intereosted, interrested, intrested, intersted, nteresent, [[intererested, intested, interesseting, inteseted, insterested, intrested, iterested, interesed, intrested, intrested, interessed, interesed, intersted, intersted, intersted, intersted, interestead, interessed, interesteds, interesting, intrested, interseted, intrested, interred, entersting, intersted, intersting, interesed, intesting, intersted, intersted, intrested, interestd, interesed, interesed, intrested, intersting, interesed, intrested, intesrest, interessting, intresed, intresed, intrested, intersting, interesed, instreastd, intersted, intresented, intereste, intersted, intersted, intersted, interrested, interesteds, interisting]
training	68	[trainning, trainning, trainig, traning, trainning, traine, trainning, traning, tranning, tranning, trainning, traning, traning, traning, trainning, trainning, traing, traning, trainning, tranings, traning, trainig, trainig, traning, tranining, trainning, trainning, traning, trainning, traning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, trainning, traing, trainning, trainning, trening, trainning, trainning, trainig, trainig, trainning, [[trainning, trainning, tranning, trainnig, traning, trainning, traning, trainning, trainting, trainning, trainning, trainging, trainjing, trainig, trainning, trainning, trainning, trainning]
stabilized	1	[stabilizeds]
appointments	28	[appointements, appointements, appionments, appointements, appointements, appoinments, appointmentes, appointmentt, apointments, appointmens, appointmens, appontments, appointmens, appoinments, apointments, oppointments, appointements, apointments, appoinments, appointements, appoitments, appoitments, apointments, appintments, appointant, oppointments, appoitments, appoitments]
concerned	9	[conserned, conderned, concered, concerd, concernes, cocerned, concernd, concered, concernd]
toilet	25	[toliet, toillet, toliet, toailet, toialet, toailet, toliet, toliet, toliet, toillet, toliet, toillet, toliet, tiolet, toliet, toillet, toillet, tolet, toillet, tolit, tiolet, toliet, toliet, tolite, toliet]
apocalypse	1	[apocalipse]
side	2	[site, site]
ninety	27	[ninty, ninty, ninty, ninty, ninty, ninegth, ninty, ninty, ninty, ninenty, nighty, minety, minety, ninty, ninty, nanity, nanity, ninty, ninetee, nine, fifty nine, ninty, ninty, ninty, ninty, ninty, ninity]
splendidly	1	[splendily]
grilled	1	[grillled]
instinctive	1	[instictive]
manners	1	[mamers]
specifications	3	[specications, spezifications, spectations]
conspicuous	1	[conspicuos]
invest	2	[ivest, investe]
forks	1	[folks]
yelling	1	[yeling]
bottleneck	1	[[[bottelneck]
analyses	1	[analisys]
interact	1	[interect]
informal	2	[inoformal, imformal]
exiting	12	[eciting, exaiting, eciting, exhiting, exating, ecxiting, ex?iting, ecxiting, esciting, eciting, ecxiting, ecxiting]
picky	1	[pickey]
strongly	5	[stronly, strongry, stronglly, stongly, stronly]
congratulation	4	[conguralation, congrulation, congrulation, congraturated]
tractors	1	[tratctors]
precisely	1	[precisly]
drinking	11	[drinkin, drik, dinking, trinking, dirnking, drink, drining, driking, driking, dring, dinking]
insensitive	3	[intensitive, insencitive, insencitive]
planet	1	[plet]
graduated	207	[gratuated, gratuated, gratuated, gratuated, gruduated, graduted, graduted, gradueted, gradueted, gratuaded, gratuaded, gradueted, gruaded, gratuated, guraduated, gratuated, gratuated, gradueted, gratuated, gratuated, gradured, graduacion, gratuaded, gratuaded, greduated, gratuated, gratuated, gradueted, granduated, gratuated, gratuated, gratuated, gradueted, gratuated, gratuated, gratuated, gratuated, granduated, graduted, greaduated, graduaded, graduaded, agraduated, grauate, gratuated, gratuated, gradued, gratuated, gradueted, gratuated, gradated, gradueted, gradueted, gratuated, gradulated, draduated, greduated, gratuated, graduted, gradued, gratuatted, graduaded, graduet, graduet, gradueteded, gratuated, gradualted, gratuated, graduaged, gradueted, gradueted, gratuated, graduatet, guradueted, gradiated, garduated, graduater, garduated, graduaded, graduted, gratuated, gratuated, gradueted, gratuated, graduted, gradaueted, gradueted, gradueted, graduted, gratuate, gratuated, gratuated, gratuated, graduted, gradauted, gradeated, gratuated, gradued, graduted, gradueted, gratuated, gradued, gradueted, gratuated, gratuated, gradueted, dradueted, gratuated, gratuated, cradated, gradueted, gratuated, gradrulate, gradueted, gradueted, gradueted, gradueted, guaduated, gratuated, gradueted, gadruted, graduted, grtaduated, guraduated, graduted, graudated, gradueted, gradueded, guatuated, congraduated, gratuated, grauduated, gratuated, gradutated, gradueted, gratuated, gradueted, graudated, gratuated, gratuated, gratuated, gratuated, gaduated, gradueted, graduadet, gradueted, gratuated, gratuated, gradueted, graduted, gradueted, gratuated, graduted, gratuated, gratuated, gratuated, gradueted, gratuated, dratuated, graduared, gradueted, graduat, gradueted, gratuated, graduate, garduated, garduated, gradueted, gratuated, gratuaded, gratuaded, gratuaded, grauated, garduated, garduated, gradueted, gratuated, graduet, gradutated, graduaded, gratuated, gratuated, gratuated, gradueted, gratuated, gradueted, gruduated, gtaduated, garduated, gratuated, graduateed, graduted, gratuaded, gratuated, graduted, graduatied, grauduated, granduated, gratuated, gratuated, gruaduated, guaduated, gratuated, gratuated, gaduated, gratuated, gratuated]
pullovers	1	[pull]
perspective	2	[prespective, perspect]
fireplace	3	[fairplace, faireplace, freplace]
planes	1	[plains]
interviewers	1	[interviewrs]
ironed	9	[ironinged, ironined, ironined, ironned, ironned, ironing, ironied, ironinged, ironned]
contributions	1	[contribuitions]
colors	22	[collors, collors, coulor, coloros, collors, collors, collors, colrs, coulers, colurs, couler's, collors, coluer, colos, colorus, collors, collars, collors, collors, coulors, colurs, clours]
pedagogue	2	[pedagogía, pedagoga]
scared	20	[scaried, scarred, scarried, eary, crared, scare, scaried, scaried, scrared, scaried, scaryed, sacared, scare, scary, scaried, scaried, scaried, scaried, scaryed, scraed]
orthopaedic	1	[orthopedic]
summarizing	1	[summarinzing]
sign	11	[sing, sing, sing, sing, sing, sing, syn, sing, sing, sige, sigh]
destroying	1	[distroying]
deficiency	1	[deficincy]
serving	3	[surving, seving, serveing]
vibrate	1	[vibrete]
japan's	2	[japean's, japen]
talks	2	[talkes, talcks]
binocular	1	[binocle]
obtained	3	[obteined, abtained, obteined]
degradation	1	[degredation]
measure	2	[meassure, mesure]
resemble	1	[recemble]
exercise	82	[exercice, exercice, excersice, excersice, esercise, excercise, excesize, excercise, excercise, excerise, excersise, execise, excercise, exercice, excercise, excercize, exercice, exersise, exercice, erxercise, excercise, exrcise, exercice, exercice, execise, exercice, exersice, exercices, exercice, excercise, excercise, excersice, excrise, excrise, excrise, excercise, excercise, exercite, excersite, excercise, exerice, excise, exercice, excercise, execise, exercies, excise, exersice, exercice, exercice, excercises, exercice, exerciese, excercise, exercing, exercing, excerise, excerise, excercise, exersice, exercice, exercice, excercise, exersice, exersice, exercize, exersice, excercise, excercise, execise, excercise, excercise, exercice, exerices, exercice, excercise, exjercise, exercice, excecise, excercise, excercise, excercise]
benevolent	1	[benevolents]
analysis	23	[analisys, analisys, analisys, analise, analisys, analisys, analisys, analisys, analisys, analisys, analyse, analisys, analises, analyses, analisys, analisys, analisys, analisis, analisys, analisis, analisis, analisis, analisys]
landscape	5	[lanscape, landcaspe, landspace, landascape, landscap]
twins	2	[tweens, tweens]
cautious	1	[coutions]
balls	6	[bals, bolls, balles, balles, boll, boll]
findings	2	[fingdings, findinds]
dodo's	1	[dodoes]
funnier	1	[fannier]
name	236	[neme, nome, nam's, name', nam, nme, nome, nema, nam, nsme, nome, name's, mane, mane, nams, mame, mane, nami, nme, name's, mane, nampre, nams, neam, mame, mame, nome, namer, nam, nami, neme, nam, neme, mame, mane, nema, neme, neame, nome, mame, neam, mane, nam, neme's, names, mame, mane, nane, nome, mane, nem, names, neam, nome, nama, ame, name's, nama, neme, neme, neme, name's, nome, names, nem, nane, nama, namy, mane, nme, nome, naem, naem, neme, mane, mame, naem, mame, naim, neme, mane, nane, nane, mane, names, mane, neme, nane, naem, name's, name's, neme, neme, nam, nime, mane, name''s, nome, namy, neme, nome, name’s, name's, nae, mane, name's, mane, nane, namy, nemi, namae, mane, namy, n.ame, mane, neam, mame, nane, nane, mame, namy, mane, neme, neme's, namw, neem, nene, namy, neme, nome, mane, nome, nama, mane, nane, nam, nam, nome, namy, nam, nane, nome, nema, nime, na, mame, namne, nema, nane, nam''s, mane, nime, mane, mane's, nime, neme, naim, neme, neme, nome, name's, nome, nam, neme, nanm, nam, nome, nname, neme, mame, mane, nane, mane, nmae, mane, neme, nime, naeme, nem, neme, nam, nane, neme, nema, nane, neme, neam, neme, names, nam, names, neam, mame, name's, names, neme, namber, mane, names, nanes, neam, nmae, nema, nome, nane, nams, nane, neme, nome, nome, mane, mane, mame, namt, nome, niem, mane, nanme, narm, nime, namw, nime, nanm, neme, neme, neam, mane, nime, mane, nane, neme, nane, mame, neme, neme, nime]
statements	2	[statments, finance [[steatment's]
altogether	3	[altogehter, alltogether, alltogether]
discrimination's	1	[discriminations]
pay	8	[pai, pai, paied, pady, play, payd, paying, pays]
facilities	5	[facilites, facilitys, ficilities, facilites, fascilities]
taller	1	[talls]
compromised	1	[compromissed]
vacations	11	[vacatios, vacatios, vacacion, vactions, vocations, vacances, vocations, vocations, vacantions, vocations, vacatons]
theoretical	5	[teoretical, theorical, theoritical, theorical, theorical]
informed	3	[imformed, informated, imformed]
neither	23	[nether, neigther, nethier, nethier, nither, netheir, niether, neighter, either, neighter, neigthe, niether, neather, niether, nether, nether, neiter, neigher, neather, nither, nether, nither, nither]
nuclear	1	[nucklear]
chopped	1	[chooped]
patience	7	[patiention, patient, patient, pacience, pacient, pacient, pacient]
categories	1	[cateories]
box	3	[boxe, boxe, boxe]
pineapple	11	[peneapple, peneaple, pinneapple, pineaple, pinapple, pineaple, pinapple, pineaple, pineaple, pineaplee, pineaple]
strangers	2	[stranges, stangers]
knowing	2	[hnowing, knorwing]
harbor	1	[barbor]
tomato	25	[tomate, tomatoe, tomatos, tomatos, tomate, tomatoe, tomatos, tomatoe, tomate, tomate, tomatos, tomatos, tomatoe, tamato, tomatoe, tomatoe, tomatoe, tomatoe, tomatos, tomatoe, tomatoe, totato, tomatoe, tomoto, tomate]
confluent	1	[concluente]
blight's	2	[bright’s, bling's]
suffers	1	[surfer]
programmer	13	[programer, programer, programe, programer, programist, programer, programer, programer, programer, programma, programer, programer, programaer]
involve	5	[invole, envolving, envolved, envolve, envolve]
highlight	3	[hight light, highlite, hightlight]
languages	133	[languges, lenguage, lenguages, lenguajes, tanguages, liguages, languace, launguages, languanges, laguages, lunguages, lanquages, lanquages, lenguages, languags, lenguage, lenguages, langauges, linguages, langugaes, languges, languges, lenguages, lenguages, lenguages, languigs, lenguages, languagues, laguages, lenguages, lenguages, laugrages, langages, lenguage, lanuguages, languaes, languas, lenguages, linguages, lenguages, lenguages, ianguages, languanges, linguages, lanquages, lungueges, launguags, languges, lenguages, lenguajes, lenguages, linguages, languanges, linguages, lenguages, langauges, languanges, langueges, langueges, langages, lenguages, laguages, lenguages, lenguages, langues, linguages, languagens, lenguages, languges, lenguages, langueges, langueges, lenguages, languges, languanges, leangues, laguages, lenguagues, languges, lenguages, lenguages, lenguages, languajes, longuages, lenguages, lenguages, languanges, lenguages, lenguages, langueges, lenguages, lenguages, languges, leanguages, languaglishges, laguages, lenguages, linguages, lenguages, langauges, languagues, lenguages, languajes, linguagens, languaes, lenguages, leanguages, lenguages, lenguages, languates, languajes, langagues, laguages, lenguages, lenguages, llanguages, lenguages, languajes, lenguages, languiges, languagues, languanges, lenguages, lenguages, langouge, lengueges, lenguages, languagues, lanuages, lauguages, lenguage, lenguages, languges]
retirement	3	[retairment, fetirement, retiment]
